player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
John Porchivina,28202,LB,OLE MISS,1,2,0,226,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Colby Reeder,30285,LB,IOWA STATE,6,114,0,193,0,,,45.2,,,0,0,,65.2,0,,50.0,1,0,0.0,0,14,12.3,31,0,1,0,0,0,0,0.0,,0,0,5.6,55.6,76.9,14.8,8.2,0,0,0.0,76.7,2,18,0.0,0,0,28.7,5,80,70.2,104,3,6,9,0,43,12,0.6,8.6
Kyle Pugh,35900,LB,N ILLINOIS,9,122,0,254,1,-4.0,100.0,76.7,30.0,30.0,0,0,0.0,65.9,0,8,0.0,0,0,100.0,1,33,27.0,43,1,1,1,0,8,12,0.3,8.0,0,3,12.0,33.3,85.9,67.0,22.3,0,0,0.0,70.1,0,11,9.1,1,0,45.1,1,67,54.9,78,2,7,3,0,11,0,0.2,11.0
Jordan Carmouche,39951,LB,ARK STATE,9,259,0,113,0,23.5,0.0,94.1,,21.5,0,0,0.0,54.5,0,,0.0,0,0,39.6,0,48,18.5,51,1,1,2,0,0,0,0.0,,0,3,5.1,76.9,85.1,15.5,11.9,0,0,0.0,58.5,0,51,11.1,1,0,156.7,10,165,63.7,194,1,5,13,2,159,105,1.0,15.9
Monte McGary,42477,CB,KANSAS,5,16,0,198,1,9.0,100.0,100.0,6.0,6.0,0,0,0.0,58.0,0,12,0.0,0,0,116.7,1,6,37.5,6,0,1,1,0,12,3,2.0,12.0,0,0,,,100.0,,,0,0,,64.7,0,,,0,0,0.0,0,9,56.3,9,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,9,297,0,347,1,2.7,33.3,97.8,39.0,13.0,0,1,33.3,72.0,0,3,0.0,0,1,42.4,1,45,15.2,46,0,3,3,0,3,4,0.1,3.0,0,2,8.9,78.3,96.9,8.4,6.6,0,0,0.0,57.4,1,37,8.0,2,0,90.2,18,158,53.2,163,8,21,23,0,230,71,1.5,12.8
Brandon Moore,42620,CB,NEBRASKA,5,82,0,238,0,5.0,100.0,100.0,12.5,12.5,0,0,0.0,67.9,0,11,0.0,0,0,100.0,2,26,31.7,26,0,2,2,0,16,6,0.6,8.0,0,1,10.2,50.0,97.6,12.3,6.2,0,0,0.0,74.7,1,13,33.3,1,0,22.9,3,40,48.8,41,0,1,6,0,27,13,0.7,9.0
Clifford Chattman,42657,S,UTSA,8,278,0,331,0,19.7,85.7,100.0,7.0,6.0,0,1,14.3,45.5,0,42,33.3,1,1,118.8,6,46,16.5,46,0,2,7,0,146,26,3.5,24.3,0,4,9.4,45.0,98.5,20.3,9.2,0,3,15.0,68.4,0,55,4.5,1,3,64.0,9,193,69.4,196,2,17,20,0,117,71,0.6,13.0
Anthony Watts,42807,DI,MARSHALL,8,3,0,214,0,17.0,100.0,2.7,1.0,1.0,0,0,0.0,59.2,0,49,0.0,0,0,118.8,1,1,33.3,37,0,1,1,0,49,32,49.0,49.0,0,0,,,2.7,,,0,0,,56.1,0,,50.0,1,0,0.0,0,2,66.7,74,1,1,0,0,0,0,0.0,
Justin Clark,43185,CB,WISCONSIN,6,91,0,349,0,14.0,0.0,100.0,,5.5,0,1,50.0,76.1,0,,,0,0,39.6,0,13,14.3,13,0,0,2,0,0,0,0.0,,0,0,11.6,71.4,100.0,12.2,8.7,0,1,14.3,57.8,0,21,25.0,1,0,95.5,5,64,70.3,64,1,3,7,0,57,10,0.9,11.4
Ryan McWood,43189,LB,MIAMI OH,8,280,0,221,0,-2.0,100.0,73.8,58.0,58.0,0,0,0.0,72.4,0,6,25.0,1,0,91.7,1,62,22.1,84,1,3,1,0,6,8,0.1,6.0,0,6,2.7,93.3,90.7,11.4,10.6,1,3,20.0,67.4,1,19,14.3,2,2,75.6,14,165,58.9,182,3,6,15,0,132,95,0.8,9.4
Jaydon Grant,43354,S,OREGON ST,9,366,0,265,0,11.5,50.0,94.4,36.5,18.3,0,0,0.0,61.7,1,25,0.0,0,0,35.4,2,84,23.0,89,1,4,4,0,30,21,0.4,15.0,0,4,13.6,58.8,94.9,18.1,10.6,1,2,11.8,70.3,1,60,16.7,3,2,63.6,10,188,51.4,198,2,11,17,0,151,59,0.8,15.1
Linwood Crump,43401,CB,NEW MEX ST,7,146,0,242,0,10.3,57.1,100.0,5.8,3.3,0,0,0.0,56.0,0,19,0.0,0,0,120.2,4,26,17.8,26,0,1,7,1,52,4,2.3,13.0,0,2,12.4,42.9,97.1,33.3,14.3,0,2,28.6,73.7,0,19,0.0,0,1,53.9,3,101,69.2,104,4,10,7,0,27,7,0.3,9.0
Jon-Michael Terry,43635,LB,TULSA,8,159,0,320,0,4.8,50.0,54.3,23.5,11.8,0,0,0.0,62.6,0,3,33.3,1,0,56.3,2,51,32.1,94,2,2,4,0,5,6,0.1,2.5,0,2,7.8,75.0,77.9,12.2,9.1,0,0,0.0,47.9,0,26,20.0,1,0,137.5,6,74,46.5,95,0,2,8,1,64,29,0.9,10.7
Tyrone Hopper,43714,ED,MISSOURI,8,6,0,229,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,18.2,,,0,0,,62.1,0,,,0,0,0.0,0,6,100.0,33,0,0,0,0,0,0,0.0,
Sione Tupou,44093,LB,TEXAS ST,8,263,0,314,0,1.0,100.0,81.8,17.0,17.0,0,0,0.0,57.9,0,46,100.0,1,0,118.8,1,18,6.8,22,0,0,1,0,46,45,2.7,46.0,0,2,5.7,70.0,89.1,8.7,6.1,0,1,3.3,57.7,2,74,11.8,2,1,93.7,21,188,71.5,211,2,13,30,2,280,192,1.5,13.3
Semisi Fakasiieiki,44340,LB,PURDUE,6,70,0,273,2,-2.4,60.0,93.8,4.7,2.8,0,0,0.0,54.7,0,11,50.0,2,0,104.2,3,15,21.4,16,0,0,5,1,13,25,0.9,4.3,0,1,1.0,0.0,97.8,,43.0,0,0,0.0,58.9,0,,0.0,0,0,39.6,0,44,62.9,45,0,1,1,0,0,0,0.0,
