player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,,0,42.9,,,0,0,6300,,34908,1210
2024,,,G,Max Homa,34.51,5,76,46,23,0,0,8700,,36137,2024
2046,,,G,Jason Dufner,,0,44.5,,,0,0,6100,,34756,2046
2178,,,G,Pat Perez,31.22,5.7,57.2,41,21,0,0,6600,,36099,2178
693781,,,G,Matthew Wolff,,0,,,,0,0,6500,,777097,693781
762740,,,G,James Piot,,0,13.9,,,0,0,6000,,3384211,762740
1870,,,G,Daniel Berger,36.44,7.1,86.5,47.5,25,0,0,8500,,34742,1870
1760,,,G,Tom Hoge,,0,68.2,,,0,0,7400,,34888,1760
300102,,,G,Collin Morikawa,35.43,4.6,87.6,46.5,24,0,0,10400,,36083,300102
1112,,,G,Robert Streb,,0,36.5,,,0,0,6000,,34814,1112
1860,,,G,Corey Conners,,0,,,,0,0,8400,,37123,1860
1179,,,G,Brandon Hagy,,0,,,,0,0,6100,,36079,1179
702803,,,G,John Pak,,0,21.8,,,0,0,6000,,2216230,702803
2158,,,G,Lucas Glover,32.51,7,59.5,43.5,22,0,0,6500,,34876,2158
696566,,,G,Brandon Wu,,0,42.2,,,0,0,6100,,1074861,696566
1883,,,G,Danny Lee,30.33,2.1,38,41,20,0,0,6200,,34784,1883
345105,,,G,Curtis Luck,,0,,,,0,0,6000,,36545,345105
404847,,,G,Sahith Theegala,31.84,11.6,43.7,42.5,21,0,0,6500,,37149,404847
1961,,,G,Scott Stallings,31.26,14.6,48.3,42,21,0,0,6900,,34999,1961
1631,,,G,Charley Hoffman,32,5.6,51.4,42.5,21,0,0,6000,,34766,1631
1653,,,G,C.T. Pan,33.22,1.5,68.4,44,22,0,0,7200,,35389,1653
1554,,,G,Kevin Streelman,,0,65,,,0,0,6800,,34815,1554
1115,,,G,Nick Watney,,0,34.8,,,0,0,6100,,36095,1115
1478,,,G,Jhonattan Vegas,,0,,,,0,0,6700,,35007,1478
1005,,,G,Stewart Cink,,0,54.3,,,0,0,7000,,34863,1005
1237,,,G,Rickie Fowler,31.69,6.6,53.6,42,21.43,0,0,7200,,34760,1237
510218,,,G,Cameron Champ,,0,,,,0,0,6800,,37122,510218
2128,,,G,Camilo Villegas,,0,26,,,0,0,6000,,34948,2128
670620,,,G,Sungjae Im,36.83,14.3,81.6,49.5,25,0,0,8900,,382250,670620
494279,,,G,Chan Kim,,0,,,,0,0,6200,,37130,494279
1941,,,G,Matthew NeSmith,32.7,1.9,58.6,42.5,22,0,0,6400,,35080,1941
1600,,,G,Harris English,,0,,,,0,0,7100,,34758,1600
696569,,,G,Cameron Young,,0,,,,0,0,8800,,1074862,696569
1622,,,G,Joel Dahmen,31.28,3.5,61.4,42,20,0,0,6900,,36136,1622
1216,,,G,Russell Knox,32.09,9.9,59.6,44,21,0,0,7000,,34778,1216
1579,,,G,Will Zalatoris,,0,81.3,,,0,0,9400,,35055,1579
1018,,,G,Denny McCarthy,30.71,5.2,59.8,41,20,0,0,7000,,35117,1018
670533,,,G,Garrick Higgo,,0,29.7,,,0,0,6300,,2879219,670533
692005,,,G,Adam Long,30.37,1.1,55.6,41,20,0,0,6700,,565464,692005
1931,,,G,Hideki Matsuyama,,0,,,,0,0,9200,,34791,1931
671028,,,G,Mito Pereira,35.42,19.4,78.5,46.5,24,0,0,8000,,278841,671028
