player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,10,13,0,3,0,,,7.2,,,0,0,,62.5,0,,100.0,1,0,0.0,0,7,53.8,97,1,0,0,0,0,0,0.0,,0,0,,,2.6,,,0,0,,56.0,0,,100.0,2,0,0.0,0,4,30.8,151,4,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,11,10,0,24,0,,,2.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,46,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,7.8,4.5,4.5,0,0,0.0,85.6,0,2,20.0,1,0,79.2,2,9,90.0,115,5,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,8,9,0,3,0,7.0,100.0,10.0,3.0,3.0,0,0,0.0,42.2,0,24,0.0,0,0,118.8,1,5,55.6,50,0,2,1,0,24,17,8.0,24.0,0,0,3.5,100.0,3.2,2.0,2.0,0,0,0.0,34.7,0,8,,0,0,100.0,2,4,44.4,125,2,0,2,0,16,9,4.0,8.0
Kareem Jackson,5545,S,DEN,11,446,0,10,0,7.0,80.0,100.0,21.3,17.0,0,3,60.0,68.8,0,9,14.3,1,2,125.4,4,92,20.6,92,2,6,5,2,23,3,0.3,5.8,0,0,9.8,60.0,99.6,26.8,16.1,1,0,0.0,59.2,0,23,27.8,5,0,98.5,9,256,57.4,257,2,13,15,1,87,22,0.4,9.7
Devin McCourty,5552,S,NE,12,448,0,19,1,10.7,71.4,100.0,36.8,26.3,1,1,14.3,63.7,1,26,0.0,0,1,93.8,5,192,42.9,192,1,14,7,2,54,11,0.3,10.8,0,1,17.1,71.4,99.5,43.0,30.7,1,1,14.3,64.2,1,54,5.6,1,1,74.1,5,221,49.3,222,1,16,7,0,112,30,0.5,22.4
Jerry Hughes,5556,ED,HST,11,3,0,13,0,,,3.6,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,56,2,1,0,0,0,0,0.0,,0,0,,,0.6,,,0,0,,68.2,1,,75.0,3,0,0.0,0,1,33.3,170,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,11,14,0,16,1,,,1.3,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,7.1,77,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,9.8,11.0,11.0,0,0,0.0,56.4,0,8,0.0,0,0,100.0,1,11,78.6,112,2,2,1,0,8,0,0.7,8.0
Von Miller,6154,ED,BUF,11,4,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,83,4,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,62.4,0,,25.0,1,0,0.0,0,4,100.0,178,7,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,11,473,0,18,0,14.2,40.0,100.0,24.5,9.8,0,1,20.0,67.5,0,15,0.0,0,1,92.5,2,54,11.4,54,0,1,5,1,21,5,0.4,10.5,0,0,12.0,52.2,100.0,18.8,9.8,0,4,17.4,84.8,3,23,5.3,1,4,34.1,12,242,51.2,242,3,18,23,0,155,53,0.7,12.9
Robert Quinn,6166,ED,PHI,12,7,0,24,0,,,4.7,,,0,0,,60.7,0,,,0,0,0.0,0,3,42.9,64,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,2.9,2.0,2.0,0,0,0.0,66.9,0,13,0.0,0,0,104.2,2,4,57.1,137,2,1,2,0,18,17,4.5,9.0
