player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Nick Bellore,6515,LB,SEA,1,0,0,75.0,0,0,29,55.6,41.8,67.9,,42.7,23.4,0,0,0,10,66.7,2,1,0,90.6,3,0,12,0,9,12,0,0,0,0,0,0,12,0,3,0,1,1,4,0,0,25,11,8.3
Mario Addison,6558,ED,HST,1,0,0,,0,0,13,,50.4,0.0,62.7,58.7,24.2,0,3,0,,100.0,1,0,1,0.0,0,0,0,0,0,21,21,0,0,20,1,0,0,15,6,0,0,0,0,3,0,0,0,
Stephon Gilmore,7016,CB,IND,2,0,0,66.7,0,0,14,47.4,49.8,74.5,,62.0,72.8,0,0,0,25,0.0,0,0,1,95.1,2,0,3,24,17,28,0,0,0,0,0,0,28,0,11,1,1,1,3,0,0,27,5,13.5
Fletcher Cox,7018,DI,PHI,1,0,0,,0,0,24,,68.2,68.8,57.4,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,
Michael Brockers,7020,DI,DET,1,0,0,,0,0,11,,47.2,71.6,56.5,54.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,4,0,4,0,0,5,3,0,0,0,0,0,0,0,0,
Melvin Ingram III,7024,ED,MIA,1,0,0,100.0,0,0,17,70.4,77.4,74.1,60.2,68.9,,0,1,0,-1,,0,0,0,79.2,1,0,0,0,2,21,21,0,0,21,0,0,0,13,6,0,0,0,1,1,0,-1,6,-1.0
Lavonte David,7060,LB,TB,1,0,0,0.0,0,0,30,63.0,74.4,66.7,74.1,60.0,73.3,0,0,0,,,0,0,0,39.6,0,1,8,0,5,8,0,0,0,0,0,0,8,1,2,0,1,0,1,1,0,0,0,
Casey Hayward Jr.,7064,CB,ATL,2,0,0,100.0,0,0,2,54.8,61.5,73.3,,71.8,76.7,0,0,0,9,0.0,0,0,0,93.8,2,0,0,15,7,15,0,0,0,0,0,0,15,0,8,0,2,3,2,0,0,13,5,6.5
Demario Davis,7079,LB,NO,1,0,0,,0,0,20,65.1,70.7,72.7,75.3,57.2,72.9,0,0,0,,0.0,0,0,0,0.0,0,1,13,0,7,15,1,0,0,1,0,0,14,1,7,1,1,1,0,1,0,0,0,
Akiem Hicks,7090,DI,TB,1,0,0,,0,0,30,,89.9,72.1,84.4,61.3,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,7,0,1,0,0,6,2,0,0,0,0,1,0,0,0,
Rodney McLeod,7271,S,IND,2,1,0,100.0,0,0,14,67.8,54.1,70.1,,39.7,36.2,0,0,1,30,25.0,1,0,0,79.2,2,0,10,0,12,21,0,0,0,0,0,5,21,0,9,6,1,2,2,0,0,33,9,16.5
Michael Thomas,7279,S,CIN,3,3,0,,0,0,7,67.2,72.5,74.0,,71.5,79.9,0,0,0,,0.0,0,0,0,0.0,0,0,20,0,34,61,1,0,0,1,0,31,60,0,27,9,0,1,0,0,0,0,0,
Tashaun Gipson Sr.,7288,S,SF,1,1,0,100.0,0,0,28,47.8,60.7,74.1,,79.3,82.9,0,0,0,16,0.0,0,0,0,158.3,1,0,5,0,14,31,2,0,0,2,0,21,29,0,17,3,2,5,1,0,1,16,1,16.0
Julian Stanford,7372,LB,CAR,2,1,0,66.7,0,0,5,42.9,39.3,75.7,78.5,41.2,76.0,0,0,0,26,0.0,0,0,0,106.3,2,1,48,0,30,50,1,0,0,1,0,1,49,1,19,0,1,1,3,1,0,35,15,17.5
Darius Slay,7817,CB,PHI,1,0,0,0.0,0,0,24,62.4,63.0,69.2,,60.0,,0,0,0,,,0,0,0,39.6,0,0,0,5,3,5,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,
Johnathan Hankins,7830,DI,LV,1,1,0,,0,0,23,,62.4,73.5,55.6,64.2,69.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,6,7,0,0,0,0,9,4,0,1,1,0,0,0,0,0,
Jon Bostic,7831,LB,NO,2,2,0,100.0,0,0,20,90.4,88.4,74.3,70.1,59.0,81.4,0,0,0,2,0.0,0,1,0,79.2,2,0,44,0,30,50,1,0,0,1,0,0,49,3,17,5,5,8,2,0,0,4,6,2.0
Tyrann Mathieu,7850,S,NO,1,0,0,,0,0,20,63.9,64.7,71.6,59.2,60.2,75.2,0,0,0,,0.0,0,0,0,0.0,0,0,4,0,7,15,1,0,0,1,0,9,14,1,7,1,0,1,0,0,0,0,0,
John Jenkins,7863,DI,MIA,3,2,0,,0,0,17,,70.9,77.4,63.8,68.4,72.4,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,62,62,2,24,0,36,0,0,29,33,0,3,4,0,2,0,0,0,
Logan Ryan,7864,S,TB,1,0,0,0.0,0,0,30,45.3,45.0,72.4,,60.2,27.4,0,0,0,,50.0,1,0,0,39.6,0,0,0,0,10,15,1,0,0,1,0,7,14,0,5,7,1,1,1,0,0,0,0,
Duron Harmon,7872,S,LV,2,0,0,100.0,0,0,23,61.9,63.4,73.0,,60.0,75.2,0,0,0,9,0.0,0,0,0,104.2,1,0,8,0,17,24,0,0,0,0,0,16,24,0,7,0,0,1,1,0,0,9,2,9.0
Akeem Spence,7882,DI,SF,3,4,0,,0,0,28,60.0,48.8,79.5,57.3,46.7,72.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,78,78,1,62,0,15,0,0,41,37,0,1,2,0,0,0,0,0,
William Gholston,7908,DI,TB,2,0,0,,0,0,30,,48.6,72.9,55.7,53.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,10,10,0,9,1,0,0,0,6,4,0,0,0,0,0,0,0,0,
Steven Means,7929,ED,BLT,3,2,0,,0,0,3,64.0,56.1,81.2,52.5,59.0,38.7,0,4,0,,33.3,2,0,0,0.0,0,2,0,0,8,111,111,0,6,103,2,0,0,64,39,0,3,2,0,6,0,0,0,
Nick Williams,8006,DI,NYG,3,0,0,,0,0,21,60.0,68.0,77.4,62.3,65.5,69.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,37,37,3,32,1,1,0,0,20,16,0,2,2,0,0,0,0,0,
Tony Jefferson,8361,S,BLT,3,3,0,50.0,0,0,3,61.8,65.6,76.6,56.5,69.0,54.3,0,0,0,11,15.8,3,0,0,61.5,2,0,17,2,53,93,5,0,0,5,0,59,88,3,37,10,5,13,4,0,0,17,21,8.5
Anthony Barr,8644,LB,DAL,1,0,0,,0,0,9,63.8,56.7,69.4,60.0,55.2,,0,0,0,,,0,0,0,0.0,0,0,8,0,7,10,0,0,0,0,0,0,10,1,2,2,0,0,0,0,0,0,0,
Kyle Fuller,8649,CB,BLT,1,0,0,0.0,0,0,3,94.6,95.4,72.1,,60.5,70.5,0,0,1,,0.0,0,0,0,0.0,0,0,3,2,9,14,1,0,0,1,0,0,13,0,5,8,1,1,1,0,0,0,0,
C.J. Mosley,8652,LB,NYJ,1,1,0,0.0,0,0,22,60.9,72.7,68.9,56.9,71.9,71.4,0,0,0,,0.0,0,0,0,39.6,0,0,8,0,3,8,0,0,0,0,0,0,8,2,3,0,0,0,1,0,0,0,0,
Darqueze Dennard,8659,CB,SF,1,0,0,66.7,0,0,28,30.0,42.3,70.8,,72.8,75.1,0,0,0,8,0.0,0,0,0,74.3,2,0,6,0,10,16,2,0,0,2,0,0,14,0,6,8,0,1,3,0,0,12,11,6.0
Bradley Roby,8666,CB,NO,3,0,0,75.0,0,0,20,31.3,29.8,75.5,,37.0,75.4,0,0,0,38,0.0,0,0,0,116.7,3,0,3,24,19,36,0,0,0,0,0,0,36,0,17,9,1,2,4,0,0,67,11,22.3
Lamarcus Joyner,8676,S,NYJ,2,0,0,100.0,0,0,22,49.6,54.5,72.0,,69.6,73.0,0,0,0,39,0.0,0,0,0,118.8,1,0,7,0,13,20,0,0,0,0,0,9,20,0,7,4,1,1,1,0,0,39,8,39.0
Christian Kirksey,8706,LB,HST,2,0,0,100.0,0,0,13,42.6,60.4,75.9,83.2,73.7,77.9,0,1,0,14,0.0,0,0,0,118.8,1,1,44,0,29,46,0,0,0,0,0,1,46,3,14,1,1,3,1,2,0,14,1,14.0
Terrence Brooks,8714,S,HST,3,1,0,100.0,0,0,13,52.7,57.1,77.9,,73.2,21.8,0,0,0,29,33.3,1,0,0,118.8,1,0,16,0,52,80,1,0,0,1,0,58,79,0,28,5,0,1,1,0,0,29,13,29.0
Justin Ellis,8742,DI,NYG,2,0,0,,0,0,21,60.0,64.4,76.9,53.2,67.2,68.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,22,22,15,6,0,1,0,0,12,10,0,1,2,0,0,0,0,0,
Ross Cockrell,8744,CB,TB,1,0,0,100.0,0,0,30,54.3,54.3,71.1,,60.0,75.8,0,0,0,11,0.0,0,0,0,112.5,1,0,0,0,8,11,1,0,0,1,0,4,10,0,3,6,0,1,1,0,0,11,4,11.0
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,,45.6,73.2,62.4,44.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,12,0,1,0,0,8,5,0,0,0,0,0,0,0,0,
Dontae Johnson,8764,S,SF,1,1,0,100.0,0,0,28,50.1,62.7,72.0,75.4,70.8,78.5,0,0,0,22,0.0,0,0,0,158.3,1,1,7,0,10,21,0,0,0,0,0,7,21,0,11,7,3,3,1,1,1,22,23,22.0
Kevin Pierre-Louis,8767,LB,HST,2,0,0,100.0,0,0,13,57.2,64.3,69.4,,70.8,78.7,0,0,0,8,0.0,0,0,0,91.7,2,0,13,0,10,20,1,0,0,1,0,0,19,0,10,6,0,4,2,0,0,12,15,6.0
Brent Urban,8769,DI,BLT,3,0,0,,0,0,3,,69.9,75.3,61.0,68.3,26.0,0,1,0,,33.3,1,0,0,0.0,0,0,0,0,0,20,20,1,13,3,3,0,0,11,9,0,2,2,0,1,0,0,0,
Devon Kennard,8809,ED,ARZ,1,0,0,,0,0,1,60.0,91.9,73.5,90.3,78.0,74.0,0,1,0,,0.0,0,0,0,0.0,0,1,0,0,1,11,10,0,0,10,0,0,1,5,5,1,2,1,0,2,0,0,0,
Shelby Harris,8869,DI,SEA,2,0,0,,0,0,29,,50.6,75.6,59.1,47.4,66.8,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,34,34,0,19,1,14,0,0,23,11,0,1,1,0,1,0,0,0,
Terrance Mitchell,8888,CB,NE,3,0,0,33.3,0,1,19,80.8,79.9,79.1,,64.8,79.8,0,0,0,45,0.0,0,1,1,60.4,3,0,3,62,46,71,1,0,0,1,0,0,70,0,25,5,2,6,9,0,0,66,9,22.0
Shaquil Barrett,9000,ED,TB,1,2,0,,0,0,30,60.5,73.6,72.8,55.0,72.2,73.6,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,2,8,7,0,0,7,0,0,1,4,2,0,1,1,0,0,0,0,0,
Malcolm Butler,9040,CB,NE,1,0,0,50.0,0,0,19,73.2,68.7,74.6,,51.8,27.0,0,0,0,13,50.0,1,0,0,63.5,2,0,2,17,14,22,0,0,0,0,0,0,22,0,8,3,1,1,4,0,0,19,11,9.5
Kerry Hyder,9045,ED,SF,2,3,0,,0,0,28,,78.0,80.1,65.0,75.2,75.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,41,41,0,0,41,0,0,0,18,23,0,1,4,0,0,0,0,0,
Adrian Phillips,9177,S,NE,2,0,0,,0,0,19,66.5,74.6,74.1,,74.2,77.3,0,0,0,,0.0,0,0,0,0.0,0,0,16,3,21,35,5,0,0,5,0,9,30,0,14,2,0,1,0,0,0,0,0,
C.J. Goodwin,9243,CB,DAL,1,0,0,100.0,0,0,9,69.9,60.9,74.6,,37.6,29.6,0,0,0,5,33.3,1,0,0,87.5,1,0,1,19,13,22,0,0,0,0,0,0,22,0,9,2,1,2,1,0,0,5,0,5.0
Daniel Sorensen,9253,S,NO,3,0,0,0.0,0,0,20,70.8,67.1,75.5,,46.4,78.2,0,0,0,,0.0,0,0,0,39.6,0,0,10,0,44,77,2,0,0,2,0,57,75,0,33,8,0,2,1,0,0,0,0,
Joe Thomas,9272,LB,CHI,3,2,0,100.0,0,1,6,74.4,72.2,76.6,60.0,58.4,65.5,0,0,0,29,7.7,1,0,0,103.1,12,0,61,3,58,80,2,0,0,2,0,2,78,1,21,12,5,10,12,0,0,105,68,8.8
Mike Pennel,9316,DI,CHI,3,0,0,,0,0,6,60.0,51.6,79.0,57.3,45.2,69.6,2,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,65,65,7,52,0,6,0,0,53,12,0,1,2,0,3,0,0,0,
Dante Fowler Jr.,9436,ED,DAL,2,1,0,,0,0,9,,42.0,0.0,62.6,58.1,28.5,1,1,0,,33.3,1,0,2,0.0,0,0,0,0,0,29,29,0,0,29,0,0,0,17,12,0,1,1,0,2,0,0,0,
Danny Shelton,9445,DI,KC,2,0,0,,0,0,16,60.0,49.0,76.7,53.4,50.6,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,28,28,3,25,0,0,0,0,15,13,0,0,1,0,0,0,0,0,
Bud Dupree,9455,ED,TEN,1,0,0,,0,0,31,,54.3,71.1,53.8,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,0,8,0,0,0,5,3,0,0,0,0,0,0,0,0,
Malcom Brown,9465,DI,JAX,1,0,0,,0,0,15,,51.3,75.7,55.1,53.8,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,17,17,13,4,0,0,0,0,9,8,0,0,0,0,0,0,0,0,
Jaquiski Tartt,9479,S,PHI,2,2,0,100.0,0,0,24,62.3,67.6,76.7,58.3,72.5,88.0,0,1,0,13,0.0,0,0,0,118.8,1,0,17,0,45,76,0,0,0,0,0,52,76,1,30,7,2,8,1,1,0,13,4,13.0
Eric Rowe,9480,S,MIA,2,0,0,100.0,0,0,17,35.0,47.3,71.1,,66.9,77.4,0,0,0,24,0.0,0,0,0,118.8,1,0,14,2,12,26,3,0,0,3,0,1,23,0,14,6,3,5,1,0,0,24,21,24.0
Jordan Phillips,9485,DI,BUF,1,0,0,,0,0,4,,74.4,72.1,55.9,73.2,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,9,9,0,7,0,2,0,0,5,4,0,1,1,0,0,0,0,0,
Frank Clark,9496,ED,KC,3,0,0,,0,0,16,61.0,54.4,75.9,58.9,51.3,,1,0,0,,,0,0,0,0.0,0,0,0,0,2,20,20,0,0,18,2,0,0,10,8,0,0,0,0,1,0,0,0,
P.J. Williams,9511,S,NO,3,2,0,,0,0,20,64.1,64.3,80.8,,58.5,82.7,0,0,0,,0.0,0,0,0,0.0,0,0,10,1,42,76,1,0,0,1,0,62,75,0,34,2,0,0,0,0,0,0,0,
Jordan Hicks,9517,LB,MIN,1,0,0,100.0,0,0,18,78.9,90.0,69.4,64.1,69.9,77.9,0,1,0,4,0.0,0,0,0,83.3,1,0,13,0,8,14,0,0,0,0,0,0,14,1,5,1,3,5,1,1,0,4,8,4.0
Carl Davis,9523,DI,NE,3,1,0,,0,0,19,,69.2,79.5,55.2,73.8,70.6,0,3,0,,14.3,1,0,0,0.0,0,0,0,0,0,50,50,41,9,0,0,0,0,31,19,0,5,5,0,3,0,0,0,
Henry Anderson,9526,ED,NE,3,1,1,,0,0,19,60.0,74.5,80.6,70.4,67.1,38.3,0,3,0,,25.0,1,0,0,0.0,0,0,0,0,1,54,54,0,13,39,2,0,0,33,20,0,2,2,0,3,0,0,0,
Steven Nelson,9531,CB,HST,3,2,0,60.0,0,0,13,73.7,68.5,0.0,,63.2,77.8,0,0,0,15,0.0,0,1,1,69.6,3,0,0,52,35,53,1,0,0,1,0,0,52,0,18,0,1,2,5,0,0,21,19,7.0
Angelo Blackson,9533,DI,CHI,1,0,1,,0,0,6,,66.3,72.8,66.4,60.9,26.4,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,11,11,0,6,0,5,0,0,6,5,0,1,1,0,0,0,0,0,
Kwon Alexander,9557,LB,NYJ,3,1,0,100.0,0,1,22,62.1,62.4,70.5,,60.4,76.4,0,0,0,17,0.0,0,0,0,118.8,1,0,29,0,25,33,1,0,0,1,0,0,32,0,8,3,1,2,1,0,0,17,1,17.0
Damien Wilson,9560,LB,CAR,2,1,0,,0,0,5,66.1,90.0,74.1,,90.0,77.6,0,0,0,,0.0,0,0,1,0.0,0,0,26,0,14,28,0,0,0,0,0,0,28,0,14,2,2,2,0,0,0,0,0,
Grady Jarrett,9570,DI,ATL,1,0,0,,0,0,2,,26.6,72.0,56.9,28.2,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,8,8,0,8,0,0,0,0,3,5,0,0,1,0,0,0,0,0,
Bobby McCain,9578,S,WAS,2,1,0,100.0,0,0,32,66.7,68.7,75.2,59.1,62.5,76.0,0,0,0,30,0.0,0,1,0,118.8,1,0,22,0,34,50,0,0,0,0,0,22,50,1,15,6,0,1,1,0,0,30,7,30.0
David Mayo,9602,LB,WAS,2,1,0,66.7,0,0,32,57.2,64.8,74.1,59.3,73.6,80.5,0,0,0,25,0.0,0,0,0,104.9,2,0,39,0,28,40,0,0,0,0,0,0,40,2,10,1,2,6,3,0,0,34,3,17.0
Tye Smith,9603,CB,MIN,2,0,0,50.0,0,0,18,59.8,65.0,76.8,,74.1,75.4,0,0,0,5,0.0,0,0,0,56.3,1,0,2,37,16,39,0,0,0,0,0,0,39,0,23,0,2,2,2,0,0,5,6,5.0
Christian Ringo,9643,DI,ARZ,3,2,0,,0,0,1,,63.2,80.2,55.9,65.9,71.9,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,110,110,7,68,0,35,0,0,62,48,0,4,4,0,3,0,0,0,
Christian Covington,9649,DI,LAC,3,4,0,,0,0,27,,81.4,79.9,80.1,72.3,39.4,1,2,0,,10.0,1,0,0,0.0,0,0,0,0,0,79,79,18,46,2,13,0,0,29,50,0,3,5,0,3,0,0,0,
Rakeem Nunez-Roches,9650,DI,TB,2,0,0,,0,0,30,60.0,57.8,74.2,61.6,58.6,,0,1,0,,,0,0,0,0.0,0,0,0,0,1,18,18,6,12,0,0,0,0,11,6,0,0,0,0,1,0,0,0,
Justin Hamilton,9732,DI,WAS,3,1,0,,0,0,32,,55.1,78.8,60.4,51.4,69.0,0,1,0,,33.3,1,0,0,0.0,0,0,0,0,0,64,64,5,54,0,5,0,0,38,26,0,1,1,0,1,0,0,0,
Neville Hewitt,9836,LB,HST,3,3,0,83.3,0,0,13,38.4,39.5,0.0,,68.3,85.1,0,0,0,30,0.0,0,0,1,116.7,5,0,59,0,42,64,1,0,0,1,0,3,63,0,22,1,4,7,6,0,0,72,18,14.4
DeShawn Williams,9891,DI,DEN,1,0,0,,0,0,10,,62.1,72.7,55.4,64.0,67.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,10,10,4,6,0,0,0,0,6,4,0,0,1,0,0,0,0,0,
Justin Coleman,9892,CB,SEA,3,1,0,100.0,0,0,29,61.3,63.1,76.0,52.4,71.5,78.6,0,0,0,25,0.0,0,0,0,109.7,3,0,4,0,32,51,1,0,0,1,0,0,50,2,17,46,2,4,3,0,0,31,26,10.3
Anthony Harris,9895,S,PHI,1,0,0,,0,0,24,60.7,61.3,67.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,3,5,0,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,
James Vaughters,9934,ED,PIT,2,0,0,,0,0,25,,74.3,77.8,67.0,70.1,69.9,0,2,0,,0.0,0,0,0,0.0,0,0,1,0,0,38,37,0,0,37,0,0,1,29,9,0,1,1,0,2,0,0,0,
Brandon King,9952,LB,IND,1,1,0,100.0,0,0,14,28.6,28.9,69.7,,64.6,26.1,0,0,0,16,50.0,1,0,0,118.8,1,0,13,0,7,13,0,0,0,0,0,0,13,0,6,0,0,0,1,0,0,16,17,16.0
Dean Marlowe,9966,S,ATL,2,2,1,100.0,0,0,2,69.9,68.5,73.3,90.1,40.4,55.3,0,0,0,8,14.3,1,0,0,93.8,2,0,20,1,34,55,1,0,0,1,0,24,54,1,20,9,2,4,2,0,0,13,4,6.5
Alex Singleton,9994,LB,DEN,3,1,0,100.0,0,0,10,64.3,52.3,75.0,52.3,46.7,38.1,0,0,0,5,12.5,1,1,0,87.5,1,0,53,0,27,61,6,0,0,6,0,0,55,6,28,2,4,6,1,0,0,5,1,5.0
De'Vante Bausby,10057,CB,WAS,1,0,0,50.0,0,0,32,29.8,31.8,73.2,,60.3,72.5,0,0,0,18,0.0,0,0,0,72.9,2,0,1,17,12,18,0,0,0,0,0,0,18,0,6,0,0,1,4,0,0,28,0,14.0
Tyrell Adams,10140,LB,JAX,4,5,0,100.0,0,1,15,57.1,50.2,76.0,49.8,50.5,28.4,0,1,0,20,25.0,4,0,0,118.3,5,0,109,1,49,114,2,0,0,2,0,0,112,8,57,2,3,7,5,1,0,62,42,12.4
T.Y. McGill,10156,DI,MIN,3,0,0,,0,0,18,,88.8,77.7,91.7,55.1,48.1,2,3,0,,25.0,1,0,0,0.0,0,4,0,0,0,49,49,13,26,0,10,0,0,29,20,0,6,3,0,9,0,0,0,
Efe Obada,10235,ED,WAS,3,0,1,,0,0,32,,78.4,80.9,71.8,70.0,69.6,0,5,0,,0.0,0,0,0,0.0,0,0,0,0,0,55,55,0,9,43,3,0,0,43,12,0,1,1,0,5,0,0,0,
Erik Harris,10346,S,ATL,2,0,0,0.0,0,0,2,60.0,66.9,77.2,,73.5,79.3,0,0,0,,0.0,0,0,0,39.6,0,0,9,0,26,35,2,0,0,2,0,21,33,0,9,3,2,4,1,0,0,0,0,
DeForest Buckner,10641,DI,IND,2,0,0,,0,0,14,,70.4,73.4,81.5,52.2,68.4,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,0,7,0,10,0,0,11,6,0,1,2,0,2,0,0,0,
Sheldon Rankins,10646,DI,NYJ,1,0,0,,0,0,22,,62.1,75.2,67.3,52.7,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,21,21,1,13,0,7,0,0,16,5,0,0,0,0,1,0,0,0,
Shaq Lawson,10653,ED,BUF,3,0,1,,0,0,4,60.0,91.3,81.6,88.1,76.1,73.0,1,5,0,,0.0,0,0,0,0.0,0,0,0,0,0,65,65,0,0,64,1,0,0,46,19,0,2,2,0,6,0,0,0,
William Jackson III,10658,CB,WAS,2,0,0,50.0,1,0,32,50.1,52.1,76.1,,63.0,72.5,0,0,0,11,0.0,0,0,1,66.7,1,0,4,46,35,50,0,0,0,0,0,0,50,0,15,0,0,1,2,0,0,11,5,11.0
Artie Burns,10659,CB,SEA,1,1,0,100.0,0,0,29,67.4,54.7,73.9,,30.0,77.0,0,0,0,7,0.0,0,0,0,93.8,2,0,1,21,12,22,0,0,0,0,0,0,22,0,10,0,0,2,2,0,0,13,6,6.5
Robert Nkemdiche,10663,DI,SF,1,0,0,,0,0,28,60.1,59.3,75.8,56.7,59.8,70.1,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,1,25,24,0,17,0,7,0,1,15,9,0,2,2,0,0,0,0,0,
Vernon Butler,10664,DI,LV,2,0,0,,0,0,23,,61.2,76.8,64.7,57.1,26.2,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,0,35,35,0,29,0,6,0,0,16,19,0,1,1,0,1,0,0,0,
Emmanuel Ogbah,10666,ED,MIA,2,0,0,,0,0,17,,69.8,75.6,62.4,68.8,67.4,1,0,0,,,0,0,0,0.0,0,0,0,0,0,25,25,0,4,7,14,0,0,18,7,0,0,0,0,1,0,0,0,
Myles Jack,10670,LB,PIT,3,2,0,100.0,0,0,25,74.1,71.9,76.4,63.0,60.5,64.5,0,2,0,22,12.5,1,0,0,105.6,3,0,56,0,29,61,2,0,0,2,0,0,59,6,26,3,3,5,3,2,0,28,4,9.3
