player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Aidan Robbins,98030,HB,UNLV,5,104,22,5,33.2,168,0,506,1,0,22,357,66.2,11,25,325,0,41,88.0,77.5,86.0,,52.5,59.4,80.1,67.2,59,0,29,10,141,123,0,0,13,114,8,506,357,3.43,4.9,0.21,63
Khalan Laborn,57204,HB,MARSHALL,4,98,17,9,41.0,229,0,558,0,3,17,351,67.6,16,34,214,2,15,59.3,77.2,19.9,,29.9,62.9,79.9,57.4,49,1,67,8,91,110,0,0,9,106,6,558,351,3.58,5.7,0.74,80
Chase Brown,77787,HB,ILLINOIS,4,96,30,11,43.4,259,0,597,0,2,30,371,120.1,21,28,187,3,21,43.2,76.6,18.8,74.3,59.2,46.3,80.0,60.0,38,1,31,7,85,101,0,0,7,103,3,597,371,3.86,6.2,0.36,68
Calvin Tyler Jr.,52133,HB,UTAH ST,5,96,24,6,28.5,113,0,397,0,1,24,219,56.5,8,18,329,1,51,73.0,70.7,82.3,,76.9,44.3,74.2,44.8,23,0,39,5,75,120,0,0,6,101,0,397,219,2.28,4.1,0.52,41
George Holani,72154,HB,BOISE ST,5,90,26,5,30.4,119,0,392,0,9,26,254,95.9,8,24,120,1,42,74.0,77.5,84.1,,48.8,74.1,77.1,56.4,34,0,113,13,78,102,0,0,16,103,3,392,254,2.82,4.4,1.45,47
Mohamed Ibrahim,55226,HB,MINNESOTA,4,89,25,11,39.4,226,0,573,0,1,25,388,121.9,19,39,225,1,29,71.0,87.5,79.9,,76.8,69.9,84.6,60.0,34,0,33,4,39,95,0,0,4,93,8,573,388,4.36,6.4,0.85,60
Deuce Vaughn,122624,HB,KANSAS ST,4,86,16,7,38.1,180,0,473,0,1,16,225,44.9,14,21,199,0,41,86.2,75.4,83.1,,35.0,64.3,78.1,55.4,39,0,44,13,82,128,0,0,16,99,3,473,225,2.62,5.5,0.54,45
Sean Tucker,123056,HB,SYRACUSE,4,86,18,0,0.0,0,0,323,1,1,18,189,40.5,6,18,304,1,41,71.7,71.6,84.5,,48.1,71.6,71.4,50.1,13,0,169,17,106,119,0,0,24,103,2,323,189,2.2,3.8,1.59,45
Evan Hull,97302,HB,NWESTERN,4,85,19,4,19.0,70,0,368,0,9,19,218,63.0,9,20,256,2,57,56.5,70.8,24.1,,9.9,90.7,64.9,57.4,21,1,311,29,119,99,0,0,32,114,3,368,218,2.56,4.3,2.61,28
Toa Taua,83722,HB,NEVADA,5,84,18,3,22.5,79,0,351,3,3,18,223,56.9,10,17,239,0,28,86.0,67.3,83.8,,63.0,52.9,69.4,69.4,40,0,105,14,88,102,0,0,17,98,5,351,223,2.65,4.2,1.19,56
