player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Jayden de Laura,131928,QB,ARIZONA,4,45,15.6,0,109,0,2,17.8,13.3,84.4,6.7,0,6,7,8,6,45,38,3,6,16,6,3,13.3,35.6,4,13.3,6.7
Will Levis,83542,QB,KENTUCKY,4,45,15.6,0,202,2,7,8.9,20.0,64.4,6.7,0,13,7,4,9,45,29,3,4,7,13,0,8.9,15.6,4,28.9,0.0
Jack Plummer,83543,QB,CAL,4,45,11.1,0,130,1,2,17.8,24.4,88.9,4.4,0,3,5,8,11,45,40,2,7,17,3,1,15.6,37.8,0,6.7,2.2
Hunter Dekkers,122511,QB,IOWA STATE,4,42,11.9,0,193,1,0,9.5,21.4,81.0,14.3,0,3,5,4,9,42,34,6,5,11,3,1,11.9,26.2,2,7.1,2.4
Doug Brumfield,128348,QB,UNLV,5,41,4.9,0,325,0,0,14.6,39.0,90.2,4.9,0,3,2,6,16,41,37,2,10,10,3,1,24.4,24.4,3,7.3,2.4
Gunnar Watson,83570,QB,TROY,4,41,19.5,0,318,0,0,9.8,14.6,87.8,4.9,0,3,8,4,6,41,36,2,8,13,3,2,19.5,31.7,3,7.3,4.9
Garrett Shrader,98212,QB,SYRACUSE,4,41,17.1,0,304,2,5,9.8,4.9,68.3,0.0,0,12,7,4,2,41,28,0,5,9,12,5,12.2,22.0,5,29.3,12.2
Casey Thompson,77677,QB,NEBRASKA,4,40,5.0,0,238,1,2,15.0,32.5,90.0,-5.0,0,4,2,6,13,40,36,-2,9,5,4,5,22.5,12.5,1,10.0,12.5
Layne Hatcher,82068,QB,TEXAS ST,4,40,25.0,0,314,2,4,17.5,25.0,82.5,5.0,0,6,10,7,10,40,33,2,3,5,6,0,7.5,12.5,0,15.0,0.0
Emory Jones,82111,QB,ARIZONA ST,4,39,12.8,0,110,1,0,7.7,33.3,84.6,10.3,0,2,5,3,13,39,33,4,10,10,2,1,25.6,25.6,1,5.1,2.6
Holton Ahlers,77651,QB,E CAROLINA,4,38,10.5,0,156,1,4,13.2,21.1,71.1,10.5,0,7,4,5,8,38,27,4,7,3,7,2,18.4,7.9,2,18.4,5.3
James Blackman,60382,QB,ARK STATE,4,38,18.4,0,113,1,2,15.8,18.4,81.6,10.5,0,3,7,6,7,38,31,4,6,11,3,0,15.8,28.9,0,7.9,0.0
Miles Kendrick,77673,QB,NEW MEXICO,5,38,21.1,0,241,1,2,13.2,15.8,92.1,-2.6,0,4,8,5,6,38,35,-1,8,16,4,4,21.1,42.1,1,10.5,10.5
Jeff Sims,122496,QB,GA TECH,4,37,10.8,0,176,1,0,16.2,24.3,83.8,8.1,0,2,4,6,9,37,31,3,6,11,2,4,16.2,29.7,1,5.4,10.8
Matt McDonald,60350,QB,BOWL GREEN,3,37,24.3,0,122,0,2,24.3,27.0,89.2,2.7,0,2,9,9,10,37,33,1,5,3,2,2,13.5,8.1,0,5.4,5.4
Kurtis Rourke,97998,QB,OHIO,4,36,13.9,0,259,0,1,13.9,22.2,88.9,5.6,0,2,5,5,8,36,32,2,5,14,2,3,13.9,38.9,1,5.6,8.3
Caleb Williams,144622,QB,USC,4,36,5.6,0,326,0,0,19.4,25.0,72.2,19.4,0,6,2,7,9,36,26,7,2,7,6,2,5.6,19.4,6,16.7,5.6
Daniel Richardson,97103,QB,C MICHIGAN,4,36,13.9,0,134,0,3,2.8,36.1,77.8,13.9,0,3,5,1,13,36,28,5,2,12,3,1,5.6,33.3,0,8.3,2.8
Dequan Finn,97804,QB,TOLEDO,4,36,19.4,0,316,1,2,13.9,27.8,91.7,2.8,0,4,7,5,10,36,33,1,7,8,4,0,19.4,22.2,1,11.1,0.0
Cole Snyder,97617,QB,BUFFALO,4,36,8.3,0,126,0,1,13.9,36.1,86.1,2.8,0,5,3,5,13,36,31,1,9,4,5,1,25.0,11.1,4,13.9,2.8
Jack Salopek,130662,QB,W MICHIGAN,3,36,8.3,0,347,1,1,8.3,33.3,88.9,5.6,0,3,3,3,12,36,32,2,11,10,3,3,30.6,27.8,1,8.3,8.3
Nate Cox,60432,QB,NEVADA,4,35,22.9,0,239,0,0,17.1,20.0,91.4,5.7,0,1,8,6,7,35,32,2,8,6,1,0,22.9,17.1,1,2.9,0.0
Chevan Cordeiro,75886,QB,S JOSE ST,3,35,14.3,0,285,0,1,5.7,31.4,85.7,-2.9,0,7,5,2,11,35,30,-1,6,15,7,1,17.1,42.9,6,20.0,2.9
Will Rogers,124184,QB,MISS STATE,4,35,14.3,0,227,0,1,17.1,34.3,88.6,5.7,0,2,5,6,12,35,31,2,4,10,2,0,11.4,28.6,1,5.7,0.0
Ben Bryant,77655,QB,CINCINNATI,4,34,32.4,0,138,0,0,5.9,29.4,94.1,2.9,0,1,11,2,10,34,32,1,6,6,1,0,17.6,17.6,1,2.9,0.0
Michael Penix Jr.,82134,QB,WASHINGTON,5,34,20.6,0,340,0,2,17.6,23.5,94.1,0.0,0,2,7,6,8,34,32,0,6,10,2,2,17.6,29.4,0,5.9,5.9
Sean Clifford,51708,QB,PENN STATE,4,34,2.9,0,266,1,5,20.6,14.7,73.5,5.9,0,7,1,7,5,34,25,2,8,12,7,0,23.5,35.3,1,20.6,0.0
N'Kosi Perry,60446,QB,FAU,5,34,8.8,0,165,1,2,14.7,8.8,85.3,2.9,0,4,3,5,3,34,29,1,7,11,4,2,20.6,32.4,1,11.8,5.9
Malik Cunningham,60436,QB,LOUISVILLE,4,34,17.6,0,210,0,9,5.9,11.8,52.9,8.8,0,13,6,2,4,34,18,3,3,4,13,1,8.8,11.8,4,38.2,2.9
TJ McMahon,83521,QB,RICE,4,34,17.6,0,275,0,1,17.6,38.2,94.1,2.9,0,1,6,6,13,34,32,1,8,11,1,1,23.5,32.4,0,2.9,2.9
Adrian Martinez,83522,QB,KANSAS ST,4,33,21.2,0,199,0,6,6.1,18.2,69.7,6.1,0,9,7,2,6,33,23,2,3,3,9,2,9.1,9.1,3,27.3,6.1
Chandler Rogers,98683,QB,LA MONROE,4,33,9.1,0,209,0,0,15.2,9.1,81.8,6.1,0,2,3,5,3,33,27,2,9,12,2,2,27.3,36.4,2,6.1,6.1
Jayden Daniels,97993,QB,LSU,4,33,12.1,0,211,2,1,6.1,9.1,69.7,15.2,0,5,4,2,3,33,23,5,8,7,5,1,24.2,21.2,2,15.2,3.0
Seth Henigan,144267,QB,MEMPHIS,4,32,15.6,0,218,0,3,21.9,34.4,78.1,6.3,0,4,5,7,11,32,25,2,3,5,4,1,9.4,15.6,1,12.5,3.1
Evan Simon,129906,QB,RUTGERS,4,32,18.8,0,278,1,0,28.1,21.9,96.9,3.1,0,1,6,9,7,32,31,1,8,6,1,1,25.0,18.8,0,3.1,3.1
Darren Grainger,78496,QB,GA STATE,4,32,15.6,0,175,3,0,15.6,31.3,84.4,3.1,0,5,5,5,10,32,27,1,4,11,5,1,12.5,34.4,2,15.6,3.1
Jake Haener,60596,QB,FRESNO ST,3,31,6.5,0,169,2,3,9.7,25.8,80.6,3.2,0,5,2,3,8,31,25,1,7,7,5,0,22.6,22.6,0,16.1,0.0
Davis Brin,77642,QB,TULSA,4,31,12.9,0,320,0,3,25.8,19.4,74.2,9.7,0,5,4,8,6,31,23,3,3,4,5,0,9.7,12.9,2,16.1,0.0
Grayson James,145214,QB,FIU,3,31,22.6,0,166,0,0,25.8,25.8,100.0,0.0,0,0,7,8,8,31,31,0,4,15,0,0,12.9,48.4,0,0.0,0.0
Spencer Petras,82136,QB,IOWA,4,31,22.6,0,192,0,0,12.9,12.9,87.1,12.9,0,0,7,4,4,31,27,4,9,11,0,0,29.0,35.5,0,0.0,0.0
Jaren Hall,82094,QB,BYU,5,30,3.3,0,128,0,5,3.3,23.3,73.3,6.7,0,8,1,1,7,30,22,2,3,7,8,3,10.0,23.3,3,26.7,10.0
Dorian Thompson-Robinson,83574,QB,UCLA,5,30,3.3,0,324,0,1,13.3,33.3,90.0,3.3,0,2,1,4,10,30,27,1,2,9,2,3,6.7,30.0,1,6.7,10.0
Tyler Van Dyke,122225,QB,MIAMI FL,4,29,24.1,0,220,0,0,20.7,10.3,82.8,13.8,0,1,7,6,3,29,24,4,9,2,1,1,31.0,6.9,1,3.4,3.4
Kyle Vantrease,55029,QB,GA SOUTHRN,4,28,17.9,0,174,0,1,10.7,39.3,92.9,3.6,0,1,5,3,11,28,26,1,1,7,1,1,3.6,25.0,0,3.6,3.6
Ryan Hilinski,71295,QB,NWESTERN,4,28,14.3,0,256,1,3,17.9,3.6,78.6,7.1,0,4,4,5,1,28,22,2,4,8,4,1,14.3,28.6,0,14.3,3.6
Diego Pavia,156927,QB,NEW MEX ST,5,28,0.0,0,242,0,3,10.7,28.6,75.0,10.7,0,5,0,3,8,28,21,3,6,5,5,1,21.4,17.9,2,17.9,3.6
Chase Brice,60363,QB,APP STATE,4,28,14.3,0,108,0,1,14.3,21.4,82.1,3.6,0,4,4,4,6,28,23,1,5,6,4,1,17.9,21.4,3,14.3,3.6
Anthony Richardson,124393,QB,FLORIDA,4,28,7.1,0,163,0,5,3.6,10.7,67.9,10.7,0,8,2,1,3,28,19,3,2,7,8,5,7.1,25.0,3,28.6,17.9
Brayden Schager,146078,QB,HAWAII,4,27,18.5,0,180,0,4,11.1,3.7,77.8,7.4,0,4,5,3,1,27,21,2,2,8,4,3,7.4,29.6,0,14.8,11.1
Hank Bachmeier,101284,QB,BOISE ST,4,27,3.7,0,120,1,0,18.5,14.8,74.1,11.1,0,2,1,5,4,27,20,3,5,12,2,2,18.5,44.4,1,7.4,7.4
Jordan Travis,77615,QB,FLORIDA ST,4,27,11.1,0,167,2,1,11.1,25.9,81.5,0.0,0,5,3,3,7,27,22,0,4,7,5,1,14.8,25.9,2,18.5,3.7
JT Daniels,83578,QB,W VIRGINIA,4,27,11.1,0,343,1,0,22.2,11.1,81.5,18.5,0,1,3,6,3,27,22,5,6,5,1,2,22.2,18.5,0,3.7,7.4
Austin Aune,83528,QB,N TEXAS,5,27,7.4,0,251,0,2,3.7,25.9,77.8,11.1,0,3,2,1,7,27,21,3,4,6,3,1,14.8,22.2,1,11.1,3.7
Henry Colombi,60583,QB,MARSHALL,4,27,11.1,0,214,0,1,7.4,33.3,81.5,7.4,0,4,3,2,9,27,22,2,3,9,4,0,11.1,33.3,3,14.8,0.0
Grant Wells,97784,QB,VA TECH,4,27,0.0,0,337,0,3,14.8,25.9,81.5,7.4,0,3,0,4,7,27,22,2,3,11,3,0,11.1,40.7,0,11.1,0.0
Sam Hartman,77618,QB,WAKE,3,27,7.4,0,339,0,2,22.2,22.2,70.4,7.4,0,6,2,6,6,27,19,2,4,3,6,0,14.8,11.1,4,22.2,0.0
Michael Pratt,123229,QB,TULANE,4,27,0.0,0,319,2,4,22.2,29.6,66.7,11.1,0,6,0,6,8,27,18,3,2,5,6,2,7.4,18.5,0,22.2,7.4
Hendon Hooker,60593,QB,TENNESSEE,4,26,19.2,0,307,0,0,11.5,26.9,73.1,23.1,0,1,5,3,7,26,19,6,2,4,1,1,7.7,15.4,1,3.8,3.8
Aidan O'Connell,60516,QB,PURDUE,3,26,11.5,0,273,0,1,11.5,15.4,80.8,15.4,0,1,3,3,4,26,21,4,4,7,1,1,15.4,26.9,0,3.8,3.8
Brady Cook,124199,QB,MISSOURI,4,26,11.5,0,229,1,1,30.8,30.8,88.5,0.0,0,3,3,8,8,26,23,0,1,5,3,0,3.8,19.2,1,11.5,0.0
Grayson McCall,98002,QB,COAST CAR,4,26,0.0,0,141,0,0,26.9,34.6,88.5,11.5,0,0,0,7,9,26,23,3,6,4,0,2,23.1,15.4,0,0.0,7.7
John Rhys Plumlee,97602,QB,UCF,4,26,3.8,0,323,0,0,26.9,30.8,80.8,11.5,0,3,1,7,8,26,21,3,2,7,3,3,7.7,26.9,3,11.5,11.5
Collin Schlee,98025,QB,KENT STATE,4,25,4.0,0,201,0,1,16.0,36.0,88.0,4.0,0,2,1,4,9,25,22,1,7,2,2,1,28.0,8.0,1,8.0,4.0
Chance Nolan,78493,QB,OREGON ST,4,25,8.0,0,265,0,1,16.0,28.0,80.0,16.0,0,1,2,4,7,25,20,4,7,2,1,1,28.0,8.0,0,4.0,4.0
Tanner McKee,131770,QB,STANFORD,3,25,12.0,0,300,0,3,20.0,20.0,68.0,8.0,0,6,3,5,5,25,17,2,4,3,6,2,16.0,12.0,3,24.0,8.0
Cameron Rising,77663,QB,UTAH,4,25,8.0,0,328,0,2,8.0,12.0,76.0,16.0,0,2,2,2,3,25,19,4,5,8,2,0,20.0,32.0,0,8.0,0.0
Kaidon Salter,132046,QB,LIBERTY,3,25,8.0,0,206,0,6,20.0,16.0,52.0,4.0,0,11,2,5,4,25,13,1,3,1,11,0,12.0,4.0,5,44.0,0.0
Todd Centeio,60552,QB,JAMES MAD,3,25,24.0,0,197,0,2,4.0,28.0,88.0,4.0,0,2,6,1,7,25,22,1,3,5,2,0,12.0,20.0,0,8.0,0.0
DJ Uiagalelei,122162,QB,CLEMSON,4,25,16.0,0,140,1,1,12.0,0.0,80.0,4.0,0,3,4,3,0,25,20,1,10,5,3,2,40.0,20.0,1,12.0,8.0
Taulia Tagovailoa,97271,QB,MARYLAND,4,24,20.8,0,215,0,3,8.3,20.8,66.7,12.5,0,5,5,2,5,24,16,3,1,5,5,0,4.2,20.8,2,20.8,0.0
Bryce Young,123943,QB,ALABAMA,4,24,16.7,0,103,2,5,12.5,12.5,58.3,4.2,0,9,4,3,3,24,14,1,0,2,9,3,0.0,8.3,2,37.5,12.5
Joey Yellen,71430,QB,HAWAII,4,24,16.7,0,180,2,0,16.7,25.0,83.3,4.2,0,3,4,4,6,24,20,1,4,7,3,0,16.7,29.2,1,12.5,0.0
Dillon Gabriel,86272,QB,OKLAHOMA,4,24,33.3,0,261,1,1,16.7,25.0,75.0,0.0,0,7,8,4,6,24,18,0,3,1,7,0,12.5,4.2,5,29.2,0.0
Xavier Williams,145579,QB,CHARLOTTE,3,23,8.7,0,136,1,3,26.1,26.1,73.9,4.3,0,7,2,6,6,23,17,1,4,3,7,0,17.4,13.0,3,30.4,0.0
John Paddock,77689,QB,BALL ST,4,23,0.0,0,117,0,0,17.4,30.4,91.3,8.7,0,0,0,4,7,23,21,2,5,6,0,1,21.7,26.1,0,0.0,4.3
Taylor Powell,60459,QB,E MICHIGAN,3,23,13.0,0,160,0,1,17.4,34.8,95.7,0.0,0,1,3,4,8,23,22,0,5,6,1,1,21.7,26.1,0,4.3,4.3
Blake Shapen,122282,QB,BAYLOR,4,23,4.3,0,118,0,2,8.7,26.1,69.6,8.7,0,5,1,2,6,23,16,2,4,2,5,1,17.4,8.7,3,21.7,4.3
J.T. Shrout,83562,QB,COLORADO,3,23,21.7,0,143,1,3,8.7,21.7,87.0,0.0,0,4,5,2,5,23,20,0,3,7,4,1,13.0,30.4,0,17.4,4.3
Zion Turner,158636,QB,UCONN,5,23,8.7,0,146,2,2,4.3,21.7,65.2,8.7,0,6,2,1,5,23,15,2,0,6,6,2,0.0,26.1,2,26.1,8.7
KJ Jefferson,99129,QB,ARKANSAS,4,23,13.0,0,111,1,3,13.0,39.1,78.3,0.0,0,6,3,3,9,23,18,0,3,2,6,1,13.0,8.7,2,26.1,4.3
Hudson Card,123109,QB,TEXAS,4,22,9.1,0,311,0,0,18.2,13.6,90.9,0.0,0,0,2,4,3,22,20,0,6,6,0,2,27.3,27.3,0,0.0,9.1
Zach Wilcke,156836,QB,SO MISS,3,22,4.5,0,296,0,2,40.9,27.3,86.4,0.0,0,3,1,9,6,22,19,0,4,4,3,0,18.2,18.2,1,13.6,0.0
Tanner Mordecai,77656,QB,SMU,4,22,4.5,0,287,1,0,18.2,4.5,86.4,4.5,0,1,1,4,1,22,19,1,1,10,1,3,4.5,45.5,0,4.5,13.6
Spencer Sanders,77660,QB,OKLA STATE,3,22,13.6,0,262,0,1,45.5,31.8,90.9,-4.5,0,3,3,10,7,22,20,-1,1,3,3,1,4.5,13.6,2,13.6,4.5
Andrew Peasley,83581,QB,WYOMING,5,22,9.1,0,351,1,1,13.6,27.3,77.3,9.1,0,3,2,3,6,22,17,2,3,3,3,1,13.6,13.6,1,13.6,4.5
Graham Mertz,97994,QB,WISCONSIN,4,22,4.5,0,349,2,1,4.5,18.2,50.0,31.8,0,5,1,1,4,22,11,7,2,1,5,3,9.1,4.5,2,22.7,13.6
Aveon Smith,130529,QB,MIAMI OH,4,22,4.5,0,221,1,1,4.5,22.7,50.0,27.3,0,5,1,1,5,22,11,6,3,1,5,0,13.6,4.5,3,22.7,0.0
Riley Leonard,143862,QB,DUKE,4,21,23.8,0,154,0,1,14.3,0.0,81.0,9.5,0,2,5,3,0,21,17,2,2,6,2,1,9.5,28.6,1,9.5,4.8
Tommy DeVito,60545,QB,ILLINOIS,4,21,14.3,0,187,0,1,19.0,23.8,90.5,4.8,0,1,3,4,5,21,19,1,6,2,1,0,28.6,9.5,0,4.8,0.0
T.J. Finley,124093,QB,AUBURN,3,21,38.1,0,115,1,2,4.8,4.8,81.0,4.8,0,4,8,1,1,21,17,1,4,8,4,0,19.0,38.1,1,19.0,0.0
Jaxson Dart,146409,QB,OLE MISS,4,20,15.0,0,226,1,2,25.0,20.0,75.0,5.0,0,4,3,5,4,20,15,1,1,3,4,2,5.0,15.0,1,20.0,10.0
Stetson Bennett,60387,QB,GEORGIA,4,20,10.0,0,173,2,2,15.0,10.0,60.0,15.0,0,5,2,3,2,20,12,3,3,3,5,0,15.0,15.0,1,25.0,0.0
Braxton Burmeister,60513,QB,S DIEGO ST,5,20,15.0,0,284,0,2,0.0,30.0,70.0,20.0,0,3,3,0,6,20,14,4,0,2,3,3,0.0,10.0,1,15.0,15.0
Payton Thorne,101629,QB,MICH STATE,4,20,5.0,0,223,1,1,15.0,10.0,75.0,5.0,0,3,1,3,2,20,15,1,2,6,3,2,10.0,30.0,1,15.0,10.0
Parker McNeil,123714,QB,LA TECH,4,19,26.3,0,208,0,0,10.5,31.6,94.7,0.0,0,1,5,2,6,19,18,0,5,3,1,1,26.3,15.8,1,5.3,5.3
Max Johnson,124099,QB,TEXAS A&M,3,19,5.3,0,312,1,0,26.3,21.1,73.7,10.5,0,3,1,5,4,19,14,2,3,1,3,1,15.8,5.3,2,15.8,5.3
Chris Reynolds,60361,QB,CHARLOTTE,3,18,16.7,0,136,1,1,5.6,11.1,77.8,16.7,0,2,3,1,2,18,14,3,2,8,2,0,11.1,44.4,0,11.1,0.0
Johnathan Bennett,104158,QB,LIBERTY,3,18,22.2,0,206,1,0,27.8,22.2,77.8,16.7,0,2,4,5,4,18,14,3,2,1,2,0,11.1,5.6,1,11.1,0.0
Gerry Bohanon,77636,QB,USF,4,18,0.0,0,327,0,0,11.1,38.9,88.9,5.6,0,1,0,2,7,18,16,1,2,6,1,1,11.1,33.3,1,5.6,5.6
Jalon Daniels,122555,QB,KANSAS,4,18,16.7,0,198,1,2,5.6,38.9,83.3,0.0,0,3,3,1,7,18,15,0,5,3,3,0,27.8,16.7,0,16.7,0.0
Logan Bonner,39990,QB,UTAH ST,4,17,5.9,0,329,1,0,11.8,23.5,82.4,5.9,0,2,1,2,4,17,14,1,3,5,2,0,17.6,29.4,1,11.8,0.0
Kedon Slovis,100580,QB,PITTSBURGH,3,17,23.5,0,268,0,0,23.5,17.6,76.5,5.9,0,4,4,4,3,17,13,1,3,2,4,2,17.6,11.8,4,23.5,11.8
AJ Swann,157186,QB,VANDERBILT,4,17,11.8,0,333,1,0,11.8,29.4,94.1,-5.9,0,1,2,2,5,17,16,-1,5,5,1,2,29.4,29.4,0,5.9,11.8
Devin Leary,77628,QB,NC STATE,4,17,11.8,0,248,0,1,0.0,5.9,70.6,11.8,0,3,2,0,1,17,12,2,1,5,3,3,5.9,29.4,2,17.6,17.6
E.J. Warner,156185,QB,TEMPLE,3,17,23.5,0,306,0,1,29.4,23.5,88.2,5.9,0,1,4,5,4,17,15,1,0,6,1,0,0.0,35.3,0,5.9,0.0
C.J. Stroud,129759,QB,OHIO STATE,4,17,5.9,0,260,1,4,23.5,17.6,58.8,11.8,0,5,1,4,3,17,10,2,1,1,5,0,5.9,5.9,0,29.4,0.0
Drew Pyne,122910,QB,NOTRE DAME,3,17,17.6,0,258,3,1,5.9,11.8,47.1,5.9,0,8,3,1,2,17,8,1,2,2,8,0,11.8,11.8,4,47.1,0.0
Matthew Downing,82120,QB,LA TECH,3,16,25.0,0,208,0,2,6.3,25.0,93.8,0.0,0,2,4,1,4,16,15,0,2,5,2,0,12.5,31.3,0,12.5,0.0
Bo Nix,97790,QB,OREGON,4,16,0.0,0,264,0,4,6.3,25.0,75.0,0.0,0,4,0,1,4,16,12,0,5,2,4,0,31.3,12.5,0,25.0,0.0
Robby Ashford,131702,QB,AUBURN,4,16,6.3,0,115,0,2,12.5,25.0,62.5,0.0,0,6,1,2,4,16,10,0,2,2,6,2,12.5,12.5,4,37.5,12.5
Cooper Legas,101286,QB,UTAH ST,3,16,12.5,0,329,1,2,6.3,12.5,68.8,6.3,0,4,2,1,2,16,11,1,3,4,4,0,18.8,25.0,1,25.0,0.0
Chandler Fields,97286,QB,LA LAFAYET,4,15,6.7,0,207,0,1,13.3,26.7,93.3,0.0,0,2,1,2,4,15,14,0,5,5,2,1,33.3,33.3,1,13.3,6.7
Carter Bradley,77685,QB,S ALABAMA,4,15,20.0,0,288,0,0,20.0,20.0,86.7,13.3,0,1,3,3,3,15,13,2,3,4,1,0,20.0,26.7,1,6.7,0.0
Max Duggan,99470,QB,TCU,3,14,21.4,0,305,1,0,0.0,14.3,85.7,0.0,0,3,3,0,2,14,12,0,3,4,3,0,21.4,28.6,2,21.4,0.0
Braylon Braxton,144442,QB,TULSA,2,14,7.1,0,320,2,3,28.6,14.3,64.3,0.0,0,5,1,4,2,14,9,0,2,4,5,0,14.3,28.6,0,35.7,0.0
Mike Wright,124366,QB,VANDERBILT,3,14,0.0,0,333,0,2,14.3,14.3,85.7,-7.1,0,3,0,2,2,14,12,-1,3,5,3,4,21.4,35.7,1,21.4,28.6
Dylan Hopkins,83571,QB,UAB,3,14,21.4,0,321,0,0,21.4,14.3,92.9,7.1,0,1,3,3,2,14,13,1,1,4,1,1,7.1,28.6,1,7.1,7.1
Austin Reed,111760,QB,W KENTUCKY,4,14,7.1,0,346,1,1,14.3,35.7,78.6,0.0,0,3,1,2,5,14,11,0,5,0,3,0,35.7,0.0,1,21.4,0.0
Gino Campiotti,78504,QB,UMASS,4,14,42.9,0,216,0,1,0.0,35.7,92.9,0.0,0,1,6,0,5,14,13,0,0,3,1,0,0.0,21.4,0,7.1,0.0
Haynes King,124329,QB,TEXAS A&M,2,13,15.4,0,312,1,0,7.7,23.1,84.6,7.7,0,1,2,1,3,13,11,1,4,3,1,0,30.8,23.1,0,7.7,0.0
Tyler Buchner,147472,QB,NOTRE DAME,2,13,23.1,0,258,0,0,15.4,7.7,76.9,15.4,0,1,3,2,1,13,10,2,1,3,1,0,7.7,23.1,1,7.7,0.0
Brendon Lewis,131687,QB,COLORADO,2,13,0.0,0,143,0,2,7.7,23.1,76.9,7.7,0,3,0,1,3,13,10,1,0,7,3,0,0.0,53.8,1,23.1,0.0
Owen McCown,157688,QB,COLORADO,2,13,7.7,0,143,2,3,7.7,0.0,53.8,0.0,0,8,1,1,0,13,7,0,3,1,8,1,23.1,7.7,3,61.5,7.7
Shane Illingworth,71512,QB,NEVADA,3,12,16.7,0,239,1,2,16.7,16.7,75.0,0.0,0,3,2,2,2,12,9,0,0,3,3,0,0.0,25.0,0,25.0,0.0
Tate Rodemaker,122414,QB,FLORIDA ST,3,12,0.0,0,167,1,2,33.3,25.0,75.0,0.0,0,3,0,4,3,12,9,0,2,2,3,0,16.7,16.7,0,25.0,0.0
Ben Wooldridge,82115,QB,LA LAFAYET,4,11,18.2,0,207,0,1,36.4,9.1,90.9,0.0,0,1,2,4,1,11,10,0,1,3,1,0,9.1,27.3,0,9.1,0.0
Nick Patti,77614,QB,PITTSBURGH,1,11,9.1,0,268,0,1,0.0,18.2,63.6,27.3,0,1,1,0,2,11,7,3,2,1,1,1,18.2,9.1,0,9.1,9.1
Cade McNamara,101620,QB,MICHIGAN,3,11,9.1,0,222,0,0,0.0,54.5,90.9,9.1,0,0,1,0,6,11,10,1,2,4,0,0,18.2,36.4,0,0.0,0.0
