player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Isaac Cochran,101273,G,AIR FORCE,4,0,101,69.7,100.0,78,38.6,78,83.1,0,100.0,202,202,83.4,100.0,49,24.3,49
Everett Smalley,131512,T,AIR FORCE,4,0,101,68.5,100.0,78,38.6,78,69.8,1,100.0,202,202,62.9,100.0,49,24.3,49
Gabe Blair,145323,G,N TEXAS,5,0,251,62.0,100.0,74,38.1,74,66.7,0,100.0,194,194,69.3,100.0,111,57.2,111
Manase Mose,59950,C,N TEXAS,5,0,251,64.2,100.0,69,37.5,69,68.7,0,100.0,184,184,74.0,100.0,106,57.6,106
Josh Atwood,128073,C,UMASS,4,0,216,66.1,100.0,135,75.4,135,65.0,0,100.0,179,179,60.5,100.0,37,20.7,37
Jonny Hassard,128082,T,UMASS,4,0,216,63.0,100.0,135,75.4,135,64.3,0,100.0,179,179,62.3,100.0,37,20.7,37
Jett Duncan,121886,T,N TEXAS,5,0,251,56.0,100.0,66,36.9,66,52.4,1,100.0,179,179,53.5,100.0,104,58.1,104
Cole Garcia,75872,G,UMASS,4,0,216,60.2,100.0,135,75.4,135,61.1,0,100.0,179,179,60.0,100.0,37,20.7,37
Ethan Mottinger,128100,G,UMASS,4,0,216,65.5,100.0,135,75.4,135,63.4,1,100.0,179,179,56.7,100.0,37,20.7,37
Brady Latham,99068,G,ARKANSAS,4,0,111,67.8,100.0,24,13.5,24,72.9,0,100.0,178,178,76.2,100.0,137,77.0,137
Luke Jones,81780,T,ARKANSAS,4,0,111,60.5,100.0,24,13.5,24,75.2,0,100.0,178,178,71.9,100.0,137,77.0,137
Ricky Stromberg,99066,C,ARKANSAS,4,0,111,62.3,100.0,24,13.5,24,80.3,0,100.0,178,178,79.2,100.0,137,77.0,137
Beaux Limmer,99067,G,ARKANSAS,4,0,111,66.6,100.0,24,13.5,24,91.8,0,100.0,178,178,92.1,100.0,137,77.0,137
Joshua Pena,121864,G,NAVY,3,0,237,52.8,100.0,64,36.4,64,63.2,0,100.0,176,176,61.6,100.0,19,10.8,19
Kip Frankland,100901,T,NAVY,3,0,237,67.1,100.0,63,36.0,63,69.0,0,100.0,175,175,57.3,100.0,19,10.9,19
Ryan Swoboda,77576,T,UCF,4,0,323,80.3,100.0,63,36.4,63,77.6,0,100.0,173,173,68.9,100.0,77,44.5,77
Samuel Jackson,55403,G,UCF,4,0,323,69.2,100.0,63,36.4,63,69.6,0,100.0,173,173,73.0,100.0,77,44.5,77
Bryce Petersen,77557,C,NEVADA,5,0,239,59.8,100.0,51,29.5,51,59.1,1,100.0,173,173,59.0,100.0,114,65.9,114
Grant Starck,128245,T,NEVADA,5,0,239,74.7,100.0,51,29.5,51,76.8,0,100.0,173,173,73.6,100.0,114,65.9,114
Tylan Grable,109425,T,UCF,4,1,323,72.6,100.0,63,36.4,63,74.5,1,100.0,173,173,79.1,100.0,77,44.5,77
Chandler Dolphin,60187,C,UTAH ST,5,0,329,68.3,100.0,102,59.3,102,64.4,0,100.0,172,172,59.7,100.0,58,33.7,58
Brendan Bordner,56812,T,FAU,5,0,165,61.9,100.0,65,38.0,65,65.3,0,100.0,171,171,65.3,100.0,94,55.0,94
Lokahi Pauole,98548,G,UCF,4,0,323,57.8,100.0,63,36.8,63,63.3,0,100.0,171,171,64.4,100.0,77,45.0,77
Nick Broeker,99084,G,OLE MISS,4,0,226,65.3,100.0,58,34.1,58,74.9,0,100.0,170,170,76.9,100.0,108,63.5,108
Cole Brown,81768,T,N TEXAS,5,0,251,65.9,100.0,65,38.2,65,66.1,0,100.0,170,170,66.1,100.0,96,56.5,96
Emmanuel Pregnon,128427,G,WYOMING,5,0,351,63.7,100.0,28,16.6,28,75.4,1,100.0,169,169,74.8,100.0,128,75.7,128
Eric Abojei,60824,T,WYOMING,5,0,351,64.3,100.0,28,16.6,28,68.7,0,100.0,169,169,70.9,100.0,128,75.7,128
David Hixon,144315,C,NAVY,3,0,237,63.4,100.0,63,37.3,63,64.9,0,100.0,169,169,73.0,100.0,19,11.2,19
Dalton Wagner,58493,T,ARKANSAS,4,0,111,64.6,100.0,21,12.4,21,76.5,0,100.0,169,169,74.8,100.0,132,78.1,132
Matthew Lee,98544,C,UCF,4,0,323,63.8,100.0,62,36.7,62,64.8,0,100.0,169,169,65.2,100.0,77,45.6,77
Nofoafia Tulafono,128438,C,WYOMING,5,0,351,55.4,100.0,27,16.1,27,60.7,1,100.0,168,168,59.7,100.0,128,76.2,128
Nick Weber,59684,C,FAU,5,0,165,64.3,100.0,65,38.9,65,58.3,0,100.0,167,167,53.4,100.0,90,53.9,90
Chaz Neal,77325,T,FAU,5,0,165,50.4,100.0,65,38.9,65,53.1,0,100.0,167,167,57.3,100.0,90,53.9,90
Aireontae Ersery,129649,T,MINNESOTA,4,0,225,64.8,100.0,58,34.7,58,61.8,2,100.0,167,167,57.7,100.0,100,59.9,100
Quinn Carroll,98517,T,MINNESOTA,4,0,225,86.9,100.0,58,34.7,58,84.9,2,100.0,167,167,73.6,100.0,100,59.9,100
Brandon Crenshaw-Dickson,101241,T,S DIEGO ST,5,0,284,55.3,100.0,75,45.2,75,58.9,0,100.0,166,166,62.1,100.0,84,50.6,84
