player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Colby Reeder,30285,LB,IOWA STATE,4,1,0,193,77.4,4,1,32,27.0,25.0,8,1,10.9,1,122,33,6,0,64.2,1,0,9,50.0,22.2,2,5.6,0,18,9,1
Kyle Pugh,35900,LB,N ILLINOIS,4,0,0,254,54.9,1,2,14,19.0,7.1,1,0,10.7,0,79,15,3,0,67.4,0,1,6,21.9,0.0,0,8.3,0,32,7,1
Jordan Carmouche,39951,LB,ARK STATE,4,0,0,113,57.1,2,5,15,11.8,6.7,1,1,23.3,0,127,15,7,0,54.6,0,4,11,23.4,9.1,1,18.2,0,47,11,4
Alema Pilimai,41395,DI,BYU,1,0,0,128,69.2,0,1,5,100.0,20.0,1,0,10.0,0,6,6,1,0,,0,0,0,,,0,,0,0,0,0
Bricen Garner,42520,S,W MICHIGAN,4,0,0,347,58.6,0,0,2,2.0,0.0,0,0,0.0,0,99,2,0,0,,0,0,0,0.0,,0,,0,28,0,0
Brandon Moore,42620,CB,NEBRASKA,2,0,0,238,60.0,0,0,1,9.1,0.0,0,1,0.0,0,11,1,0,0,,0,0,0,,,0,,0,0,0,0
Anthony Watts,42807,DI,MARSHALL,4,0,0,214,59.7,0,3,55,100.0,7.3,4,1,2.7,0,57,57,3,0,58.2,0,2,26,100.0,11.5,3,3.8,0,27,27,2
Ryan McWood,43189,LB,MIAMI OH,4,0,0,221,69.0,2,3,20,14.2,15.0,3,0,17.5,1,148,21,6,0,66.6,1,2,13,21.5,7.7,1,19.2,1,65,14,4
Jaydon Grant,43354,S,OREGON ST,4,0,0,265,46.1,1,4,9,5.6,11.1,1,0,27.8,0,161,9,5,0,46.8,0,2,5,7.0,0.0,0,20.0,0,71,5,2
Linwood Crump,43401,CB,NEW MEX ST,4,0,0,242,59.5,0,1,2,2.9,0.0,0,2,25.0,0,68,2,1,0,,0,0,0,0.0,,0,,0,29,0,0
Jon-Michael Terry,43635,LB,TULSA,4,0,0,320,66.0,0,10,26,27.6,38.5,10,1,19.2,0,105,29,10,0,72.5,0,6,12,58.3,50.0,6,25.0,0,24,14,6
Tyrone Hopper,43714,ED,MISSOURI,4,0,0,229,56.0,0,0,28,87.5,3.6,1,0,0.0,0,32,28,0,0,56.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Sione Tupou,44093,LB,TEXAS ST,4,0,0,314,75.3,0,1,8,6.6,25.0,2,0,6.3,0,151,10,1,0,63.8,0,0,2,8.0,0.0,0,0.0,0,50,4,0
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,3,0,0,174,51.2,0,1,8,20.0,0.0,0,0,6.3,0,55,11,1,0,52.5,0,0,5,26.1,0.0,0,0.0,0,23,6,0
Alden Tofa,51983,ED,BYU,5,0,0,128,63.1,0,3,34,90.0,17.6,6,0,7.4,1,40,36,4,0,61.2,0,0,7,87.5,14.3,1,0.0,0,8,7,0
Earl Tuioti-Mariner,51992,DI,BYU,3,0,0,128,55.2,0,1,30,100.0,3.3,1,0,1.7,0,32,32,1,0,54.3,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Lorenzo Fauatea,52005,DI,BYU,5,0,1,128,54.6,2,1,72,100.0,2.8,2,2,3.5,1,76,76,4,0,53.0,1,0,22,100.0,4.5,1,2.3,0,23,23,1
Penei Pavihi,52079,LB,HAWAII,5,0,0,180,61.4,0,0,16,14.0,6.3,1,1,6.3,1,121,17,1,0,61.9,0,0,6,21.2,16.7,1,0.0,0,33,7,0
George Nyakwol,52203,S,RICE,4,0,0,275,63.8,3,1,6,6.1,16.7,1,0,33.3,0,98,6,4,0,63.8,0,1,1,2.6,100.0,1,50.0,0,39,1,1
Kenneth Orji,52209,ED,RICE,1,0,0,275,54.8,0,1,7,100.0,0.0,0,0,7.1,0,7,7,1,0,54.8,0,1,5,100.0,0.0,0,10.0,0,5,5,1
