"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Alvin Kamara","NO","rb","14","LA","15.4","0","0","0","0","0","0","13.4674","51.5548","0.3775","4.8278","3.9607","30.7914","0.1723","0.095","0.0475","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Patrick Mahomes","KC","qb","8","@LAC","25.6","25.7794","39.6609","318.2036","2.5178","0.5668","1.77","3.6742","22.8895","0.1744","0","0","0","0","0.3772","0.1886","0.1067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","James Conner","ARZ","rb","13","SF","14.9","0","0","0","0","0","0","16.7975","61.9569","0.6056","3.2624","2.7228","19.0386","0.0875","0.1951","0.0975","0.0143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Josh Allen","BUF","qb","7","CLV","25.2","23.9103","36.0987","275.0373","2.2806","0.8628","1.7983","7.0196","37.7665","0.3885","0","0","0","0","0.5692","0.2846","0.0706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Stefon Diggs","BUF","wr","7","CLV","17.7","0","0","0","0","0","0","0.0935","0.4408","0.0039","8.6419","6.1356","76.301","0.6446","0.0398","0.0199","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Christian McCaffrey","SF","rb","9","@ARZ","14.7","0","0","0","0","0","0","12.7729","55.9798","0.4964","3.6573","2.9998","23.133","0.1393","0.1027","0.0513","0.0084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","DeAndre Hopkins","ARZ","wr","13","SF","17.3","0","0","0","0","0","0","0","0","0","9.5067","6.5026","78.8577","0.4852","0.1044","0.0522","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Kenyan Drake","BLT","rb","10","CAR","13.9","0","0","0","0","0","0","16.283","70.779","0.8126","1.2297","1.0275","7.2136","0.0482","0.1317","0.0659","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Dameon Pierce","HST","rb","6","WAS","13.8","0","0","0","0","0","0","17.5755","75.7408","0.4538","2.1762","1.8044","13.2908","0.074","0.1996","0.0998","0.0143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Davante Adams","LV","wr","6","@DEN","16.5","0","0","0","0","0","0","0.1893","0.8843","0.0063","9.3393","6.3696","72.9205","0.463","0.0443","0.0221","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
