,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Colgate,2022-01-31 18:00:00,-380,5.26,-8.5,18.18,140.5,18.18,75.5,74.5,66.0
Lafayette,2022-01-31 18:00:00,290,58.00,8.5,18.18,140.5,18.18,24.5,66.0,74.5
Iowa,2022-01-31 19:00:00,-210,9.52,-5.0,19.05,139.0,19.05,65.1,72.0,67.0
Penn State,2022-01-31 19:00:00,175,35.00,5.0,17.39,139.0,17.39,34.9,67.0,72.0
Wofford,2022-01-31 19:00:00,-180,11.11,-4.5,18.18,136.0,18.18,62.1,70.3,65.8
Mercer,2022-01-31 19:00:00,155,31.00,4.5,18.18,136.0,18.18,37.9,65.8,70.3
Holy Cross,2022-01-31 19:00:00,800,160.00,15.5,18.18,135.5,18.18,10.6,60.0,75.5
Boston University,2022-01-31 19:00:00,-1375,1.45,-15.5,18.18,135.5,18.18,89.4,75.5,60.0
Drexel,2022-01-31 19:00:00,-105,19.05,1.5,20.00,139.5,18.18,48.9,69.0,70.5
UNC-Wilmington,2022-01-31 19:00:00,-115,17.39,-1.5,16.67,139.5,18.18,51.1,70.5,69.0
UM-Kansas City,2022-01-31 19:00:00,,,,,,,,,
Western Illinois,2022-01-31 19:00:00,,,,,,,,,
SIU-Edwardsville,2022-01-31 19:00:00,,,,,,,,,
Austin Peay,2022-01-31 19:00:00,,,,,,,,,
Albany,2022-01-31 19:00:00,950,190.00,16.0,18.18,130.5,18.18,9.1,57.3,73.3
Vermont,2022-01-31 19:00:00,-1750,1.14,-16.0,18.18,130.5,18.18,90.9,73.3,57.3
Duke,2022-01-31 19:00:00,-235,8.51,-5.5,19.05,143.5,19.05,67.0,74.5,69.0
Notre Dame,2022-01-31 19:00:00,190,38.00,5.5,17.39,143.5,17.39,33.0,69.0,74.5
Morehead State,2022-01-31 19:00:00,-210,9.52,-4.5,17.39,137.5,18.18,65.1,71.0,66.5
Tennessee Tech,2022-01-31 19:00:00,175,35.00,4.5,19.05,137.5,18.18,34.9,66.5,71.0
Liberty,2022-01-31 19:00:00,-265,7.55,-6.5,18.18,138.5,18.18,69.6,72.5,66.0
Kennesaw State,2022-01-31 19:00:00,215,43.00,6.5,18.18,138.5,18.18,30.4,66.0,72.5
Hartford,2022-01-31 19:00:00,-275,7.27,-6.5,18.18,135.0,18.18,70.1,70.8,64.3
Maine,2022-01-31 19:00:00,220,44.00,6.5,18.18,135.0,18.18,29.9,64.3,70.8
Northern Arizona,2022-01-31 19:00:00,650,130.00,13.0,18.18,147.0,19.05,12.8,67.0,80.0
Southern Utah,2022-01-31 19:00:00,-1000,2.00,-13.0,18.18,147.0,17.39,87.2,80.0,67.0
Coppin State,2022-01-31 19:30:00,-675,2.96,-11.5,18.18,143.0,18.18,83.4,77.3,65.8
Delaware State,2022-01-31 19:30:00,475,95.00,11.5,18.18,143.0,18.18,16.6,65.8,77.3
Morgan State,2022-01-31 19:30:00,115,23.00,2.5,16.67,139.0,19.05,44.7,68.3,70.8
Maryland-Eastern Shore,2022-01-31 19:30:00,-135,14.81,-2.5,20.00,139.0,17.39,55.3,70.8,68.3
Howard,2022-01-31 19:30:00,-300,6.67,-7.0,18.18,151.0,18.18,71.5,79.0,72.0
South Carolina State,2022-01-31 19:30:00,235,47.00,7.0,18.18,151.0,18.18,28.5,72.0,79.0
Colorado State,2022-01-31 20:00:00,-110,18.18,-1.0,18.18,143.5,16.67,50.0,72.3,71.3
Wyoming,2022-01-31 20:00:00,-110,18.18,1.0,18.18,143.5,20.00,50.0,71.3,72.3
South Dakota State,2022-01-31 20:00:00,-2000,1.00,-16.5,18.18,160.0,18.18,91.3,88.3,71.8
