,,Win,,Cover,,Total Points,,Implied,Implied Score,
North Dakota,2022-01-31 20:00:00,1000,200.00,16.5,18.18,160.0,18.18,8.7,71.8,88.3
Bethune-Cookman,2022-01-31 20:00:00,120,24.00,2.5,18.18,123.0,18.18,43.8,60.3,62.8
Alabama A&M,2022-01-31 20:00:00,-140,14.29,-2.5,18.18,123.0,18.18,56.2,62.8,60.3
Grambling,2022-01-31 20:30:00,185,37.00,5.5,18.18,137.5,18.18,33.6,66.0,71.5
Alcorn State,2022-01-31 20:30:00,-225,8.89,-5.5,18.18,137.5,18.18,66.4,71.5,66.0
Southern,2022-01-31 20:30:00,-135,14.81,-2.5,18.18,132.5,19.05,55.3,67.5,65.0
Jackson State,2022-01-31 20:30:00,115,23.00,2.5,18.18,132.5,17.39,44.7,65.0,67.5
Pacific,2022-01-31 21:00:00,550,110.00,11.5,19.05,145.0,17.39,14.8,66.8,78.3
Santa Clara,2022-01-31 21:00:00,-800,2.50,-11.5,17.39,145.0,19.05,85.2,78.3,66.8
West Virginia,2022-01-31 21:00:00,800,160.00,14.0,18.18,137.5,18.18,10.6,61.8,75.8
Baylor,2022-01-31 21:00:00,-1375,1.45,-14.0,18.18,137.5,18.18,89.4,75.8,61.8
TCU,2022-01-31 21:00:00,205,41.00,6.0,18.18,128.0,20.00,31.3,61.0,67.0
Oklahoma,2022-01-31 21:00:00,-255,7.84,-6.0,18.18,128.0,16.67,68.7,67.0,61.0
Norfolk State,2022-01-31 21:00:00,-150,13.33,-3.0,18.18,137.0,18.18,58.0,70.0,67.0
North Carolina Central,2022-01-31 21:00:00,130,26.00,3.0,18.18,137.0,18.18,42.0,67.0,70.0
Florida A&M,2022-01-31 21:00:00,100,20.00,1.0,20.00,134.5,17.39,47.8,66.8,67.8
Alabama State,2022-01-31 21:00:00,-120,16.67,-1.0,16.67,134.5,19.05,52.2,67.8,66.8
Eastern Washington,2022-01-31 21:00:00,450,90.00,10.5,20.00,156.5,18.18,17.4,73.0,83.5
Weber State,2022-01-31 21:00:00,-630,3.17,-10.5,16.67,156.5,18.18,82.6,83.5,73.0
New Mexico,2022-01-31 22:00:00,750,150.00,14.5,18.18,138.5,17.39,11.3,62.0,76.5
San Diego State,2022-01-31 22:00:00,-1250,1.60,-14.5,18.18,138.5,19.05,88.7,76.5,62.0
Northern Colorado,2022-01-31 22:30:00,-160,12.50,-3.5,18.18,149.0,18.18,59.6,76.3,72.8
Portland State,2022-01-31 22:30:00,140,28.00,3.5,18.18,149.0,18.18,40.4,72.8,76.3
