player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyreek Hill,10799,WR,MIA,8,11.7,10,75.0,61.5,8,13,1,4.2,3,41,17,1,81.1,53.6,90.9,,91.2,2.1,6,2,64,0.0,0,280,4,69,93.2,261,37.5,105,106.3,92,2,57.1,160,961,304,4.4,13.9,3.68
Cooper Kupp,11824,WR,LA,7,7.8,13,79.0,58.3,7,12,0,1.5,1,40,26,1,90.1,48.2,88.3,77.6,89.7,0.0,0,4,75,1.0,3,293,0,64,96.6,283,54.6,160,102.0,81,5,44.0,129,686,337,5.3,10.7,2.42
Diontae Johnson,33441,WR,PIT,8,10.6,3,58.1,40.0,4,10,0,6.5,3,20,25,1,63.2,38.8,65.1,,65.0,0.0,0,5,25,0.0,0,347,2,43,92.5,321,10.7,37,42.7,74,0,89.3,310,362,78,1.8,8.4,1.13
Stefon Diggs,9579,WR,BUF,7,11.3,7,78.6,28.6,2,7,1,1.8,1,34,4,1,87.9,39.4,90.8,,90.8,0.0,0,0,53,0.0,0,265,2,55,96.6,256,38.1,101,145.5,70,7,61.9,164,764,250,4.5,13.9,2.98
CeeDee Lamb,61570,WR,DAL,8,11.3,3,61.8,38.5,5,13,1,6.7,3,29,9,0,67.6,79.2,77.3,,78.6,0.0,0,2,30,0.0,0,261,2,42,94.6,247,58.6,153,90.1,68,3,39.8,104,556,201,4.8,13.2,2.25
Michael Pittman Jr.,29049,WR,IND,7,6.8,3,75.0,64.3,9,14,0,3.8,2,29,14,1,79.7,37.4,72.9,,72.2,0.0,0,2,28,0.0,0,332,0,51,94.6,314,25.0,83,89.6,68,1,75.0,249,528,211,4.1,10.4,1.68
Ja'Marr Chase,84270,WR,CIN,7,9.9,5,69.1,45.5,5,11,0,6.0,3,34,7,1,70.3,38.0,79.0,,80.4,0.3,1,1,60,0.0,0,327,1,47,94.2,308,26.3,86,120.0,68,6,72.5,237,605,256,5.4,12.9,1.96
Justin Jefferson,61398,WR,MIN,7,8.9,6,76.5,55.6,5,9,0,5.5,3,31,18,0,66.7,80.0,80.6,,81.2,0.0,0,2,64,0.0,0,303,2,52,92.7,281,32.3,98,109.4,68,2,66.3,201,752,335,6.4,14.5,2.68
Mark Andrews,47436,TE,BLT,8,10.9,3,65.6,69.2,9,13,0,6.7,3,29,3,0,68.0,78.9,84.5,,82.4,12.3,29,1,25,0.0,0,235,1,42,95.3,224,66.4,156,108.1,64,5,21.3,50,488,160,3.8,11.6,2.18
Amari Cooper,9437,WR,CLV,8,13.6,1,60.9,50.0,6,12,0,7.1,3,29,8,0,65.5,78.2,74.9,,78.2,0.0,0,2,55,0.0,0,276,3,39,93.5,258,24.6,68,101.9,64,5,75.4,208,553,101,2.6,14.2,2.14
Davante Adams,8688,WR,LV,7,12.4,7,60.3,54.5,6,11,0,2.6,1,24,23,1,81.3,30.0,76.7,66.1,77.8,0.0,0,1,58,0.4,1,274,1,38,93.1,255,29.2,80,106.1,63,5,70.8,194,512,178,4.7,13.5,2.01
D.K. Metcalf,47864,WR,SEA,8,12.8,4,59.7,40.9,9,22,1,5.1,2,21,29,2,73.3,22.3,75.6,,75.6,0.0,0,1,54,0.0,0,253,3,37,92.1,233,17.8,45,93.0,62,3,82.2,208,473,113,3.1,12.8,2.03
Marquise Brown,61568,WR,ARZ,6,11.3,2,70.5,45.5,5,11,0,2.3,1,23,1,1,83.5,31.6,74.8,,76.2,0.0,0,4,26,0.0,0,286,0,43,94.8,271,24.1,69,83.0,61,3,75.9,217,485,165,3.8,11.3,1.79
Courtland Sutton,48164,WR,DEN,8,13.2,1,57.4,37.5,9,24,0,7.9,3,21,10,0,62.7,77.7,63.3,,64.8,0.3,1,2,51,0.0,0,323,2,35,93.5,302,14.6,47,73.6,61,1,85.1,275,467,90,2.6,13.3,1.55
Jaylen Waddle,84088,WR,MIA,8,10.9,4,68.9,27.3,3,11,0,12.5,6,34,17,1,44.1,33.0,80.9,,82.3,0.0,0,2,59,0.0,0,282,0,42,94.0,265,25.9,73,122.8,61,5,72.0,203,727,287,6.8,17.3,2.74
