player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Justin Jefferson,61398,WR,MIN,1,16,0,18,13.3,0,75.0,,0,0,0.0,0,3,0,70.5,87.3,0,17,0.0,0,12,3,91.7,11,143.8,4,25.0,1,38,5,1.7,12.7,3.45,0,9.0,0,66.7,0.0,0,1,0.0,0,4,0,74.6,82.4,0,25,0.0,0,24,6,100.0,24,95.1,9,56.3,0,81,40,6.7,13.5,3.38
T.J. Hockenson,40912,TE,MIN,1,15,0,18,15.0,0,50.0,50.0,1,2,0.0,0,1,0,64.7,90.2,0,15,25.0,3,12,1,66.7,8,114.6,2,13.3,1,15,1,1.0,15.0,1.88,0,7.0,0,85.7,100.0,1,1,0.0,0,1,0,74.6,67.3,0,16,4.5,1,22,6,95.5,21,93.5,7,46.7,0,45,29,4.8,7.5,2.14
Keenan Allen,7857,WR,LAC,1,14,0,27,8.5,0,50.0,,0,0,0.0,0,0,0,64.7,58.4,0,6,0.0,0,3,1,100.0,3,56.3,2,14.3,0,6,0,0.0,6.0,2.0,0,6.4,1,88.9,,0,0,0.0,0,4,0,76.5,76.2,1,25,0.0,0,25,8,96.0,24,62.7,9,64.3,0,77,23,2.9,9.6,3.21
DeVonta Smith,61100,WR,PHI,1,12,0,24,12.2,0,100.0,100.0,1,1,0.0,0,5,0,73.4,88.5,0,19,0.0,0,16,5,87.5,14,158.3,5,41.7,2,64,6,1.2,12.8,4.57,0,14.1,0,42.9,50.0,1,2,0.0,0,2,0,70.5,80.0,0,23,0.0,0,26,3,100.0,26,67.0,7,58.3,0,49,4,1.3,16.3,1.88
CeeDee Lamb,61570,WR,DAL,1,11,0,9,7.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,64.7,0,10,0.0,0,10,1,100.0,10,108.3,1,9.1,0,10,3,3.0,10.0,1.0,0,8.2,0,100.0,,0,0,0.0,0,3,0,74.6,79.4,0,36,0.0,0,19,6,94.7,18,156.3,6,54.5,1,72,23,3.8,12.0,4.0
Greg Dortch,42237,WR,ARZ,1,11,0,1,9.0,0,0.0,,0,0,,0,0,0,,58.6,0,0,0.0,0,2,0,100.0,2,39.6,1,9.1,0,0,0,,,0.0,0,5.6,2,100.0,,0,0,0.0,0,3,0,76.5,84.0,0,23,0.0,0,30,8,96.7,29,112.0,8,72.7,0,87,42,5.3,10.9,3.0
Ja'Marr Chase,84270,WR,CIN,1,11,0,7,11.5,0,50.0,,0,0,0.0,0,1,0,64.7,73.7,1,15,0.0,0,4,1,100.0,4,35.4,2,18.2,0,15,3,3.0,15.0,3.75,0,8.6,3,75.0,0.0,0,1,14.3,1,4,1,49.2,52.8,0,12,0.0,0,43,6,93.0,40,88.5,8,72.7,0,46,36,6.0,7.7,1.15
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,,0,,,0,0,,0,0,0,,56.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,7.4,1,62.5,50.0,1,2,16.7,1,3,0,46.3,68.1,0,19,0.0,0,32,5,90.6,29,85.9,8,72.7,0,61,23,4.6,12.2,2.1
Richie James Jr.,28991,WR,NYG,1,10,0,21,14.7,0,100.0,,0,0,0.0,0,3,0,70.5,81.3,0,33,0.0,0,17,3,94.1,16,118.8,3,30.0,0,54,10,3.3,18.0,3.38,0,3.8,0,66.7,,0,0,33.3,2,0,0,28.6,43.2,0,8,5.9,1,17,4,94.1,16,72.9,6,60.0,0,22,15,3.8,5.5,1.38
Isaiah Hodgins,52130,WR,NYG,1,10,0,21,4.3,0,66.7,50.0,1,2,0.0,0,1,0,68.3,60.9,0,6,0.0,0,18,2,94.4,17,71.5,3,30.0,0,10,1,0.5,5.0,0.59,0,13.3,0,83.3,100.0,1,1,0.0,0,4,0,73.4,84.1,1,29,0.0,0,21,5,95.2,20,116.7,6,60.0,1,72,9,1.8,14.4,3.6
Tyler Higbee,10744,TE,LA,1,10,0,26,12.0,0,100.0,,0,0,0.0,0,0,0,64.7,81.0,0,7,33.3,1,3,1,66.7,2,135.4,1,10.0,1,7,0,0.0,7.0,3.5,0,1.3,0,83.3,,0,0,16.7,1,4,0,46.3,87.3,0,21,11.8,2,17,5,88.2,15,109.0,6,60.0,0,61,54,10.8,12.2,4.07
Allen Lazard,48135,WR,GB,1,10,0,12,12.8,0,40.0,0.0,0,2,0.0,0,1,0,68.3,58.7,1,11,0.0,0,23,2,95.7,22,8.3,5,50.0,0,15,11,5.5,7.5,0.68,0,20.0,0,50.0,100.0,1,1,33.3,1,1,0,29.9,67.5,0,42,0.0,0,16,2,100.0,16,95.8,4,40.0,0,51,13,6.5,25.5,3.19
