player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Kenny Pickett,60515,QB,PIT,1,40,0.0,1,2,-7.0,2.8,0,0,0.0,0.0,0,1,,2,5.0,0,0,,63.6,50.7,66.9,51.9,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,25,79.6,78.7,75.5,68.7,85.3,34,37,5.6,3.23,1,1,2.6,70.3,26,10,10.3,38,95.0,3,13,,78.9,75.5,77.1,75.2,,58.3,0,1,39,0.0,85.9,0.0,0,1,0,2,1,2,5.1,244,6.6,92.6,27,28,5.0,2.82,1,1,3.4,78.6,22,0,12.0,29,72.5,3,10,,77.4,83.4,76.1,82.9,,58.3,0,0,30,,107.0,0.0,0,1,0,0,1,1,3.3,191,6.8,0,50.0,8,11,6.4,4.25,0,0,0.0,36.4,4,11,0.0,11,27.5,0,3,,71.9,46.9,72.6,47.9,,,0,1,11,0.0,14.6,0.0,0,0,0,3,0,1,9.1,53,4.8
Mac Jones,60323,QB,NE,1,37,57.1,7,8,12.6,3.0,0,0,0.0,50.0,4,6,0.0,9,24.3,0,1,,71.4,50.2,72.3,50.9,,,0,0,10,16.7,56.3,11.1,1,0,0,1,0,0,0.0,22,2.8,0,19,79.3,73.1,75.7,60.0,79.2,24,25,12.6,2.93,0,4,14.8,68.0,17,10,10.5,28,75.7,2,8,,77.4,86.5,76.1,84.3,,,0,0,30,30.0,121.8,10.7,3,0,1,0,2,0,0.0,218,8.7,80.0,20,21,10.9,2.21,0,4,16.7,71.4,15,0,6.3,21,56.8,1,6,,76.1,88.0,75.3,85.7,,,0,0,24,,107.4,0.0,0,0,1,0,1,0,0.0,151,7.2,3,63.6,11,12,15.7,3.91,0,0,0.0,50.0,6,16,14.3,16,43.2,1,3,,73.9,54.8,73.9,55.1,,,0,0,16,25.0,102.4,25.0,4,0,0,1,1,0,0.0,89,7.4
Desmond Ridder,55086,QB,ATL,1,37,72.7,11,12,7.1,2.65,0,0,0.0,66.7,8,5,0.0,13,35.1,0,5,,73.2,62.4,73.5,63.9,,57.9,1,0,14,0.0,84.7,0.0,0,1,0,0,0,0,0.0,78,6.5,0,2,28.9,45.4,52.5,32.7,70.0,20,21,5.8,2.72,0,1,4.5,66.7,14,5,0.0,24,64.9,0,7,,76.3,43.4,75.5,46.9,,54.9,0,0,25,40.0,85.4,8.3,2,1,0,1,0,0,0.0,140,6.7,73.1,26,27,6.1,2.43,0,1,3.6,70.4,19,0,0.0,27,73.0,0,8,,77.0,54.8,75.9,55.1,,,0,0,28,,89.1,0.0,0,0,0,1,0,0,0.0,184,6.8,1,60.0,5,6,7.2,3.41,0,0,0.0,50.0,3,10,0.0,10,27.0,0,4,,71.9,44.0,72.6,50.9,,49.0,1,0,11,20.0,67.4,20.0,2,2,0,0,0,0,0.0,34,5.7
Trevor Lawrence,77632,QB,JAX,1,36,100.0,3,4,0.3,3.3,0,0,0.0,75.0,3,4,0.0,5,13.9,0,2,,68.0,68.2,69.9,60.8,,64.0,0,0,5,0.0,90.6,0.0,0,1,0,1,0,0,0.0,25,6.3,0,15,28.5,68.6,55.2,89.7,76.9,26,27,5.0,2.53,0,1,3.6,63.0,17,10,15.0,31,86.1,3,12,,26.5,64.1,76.4,54.7,,86.0,0,0,32,10.0,86.0,3.2,1,3,0,1,0,1,3.1,204,7.6,80.0,20,20,4.5,2.24,0,0,0.0,65.0,13,0,18.8,22,61.1,3,7,,75.9,70.5,75.2,62.6,,78.3,0,0,23,,85.4,0.0,0,2,0,0,0,0,0.0,140,7.0,0,77.8,9,11,4.6,3.26,0,1,9.1,63.6,7,14,0.0,14,38.9,0,7,,20.7,56.3,73.5,45.8,,75.3,0,0,14,7.1,88.8,7.1,1,2,0,2,0,1,7.1,89,8.1
Justin Herbert,28237,QB,LAC,1,36,66.7,3,3,10.7,2.33,0,0,0.0,66.7,2,0,0.0,3,8.3,0,2,,65.5,60.6,68.2,60.5,,,0,0,3,,102.1,0.0,0,0,0,0,0,0,0.0,32,10.7,0,27,28.7,63.7,64.4,54.7,84.6,26,28,7.3,3.31,0,0,0.0,78.6,22,10,0.0,33,91.7,0,8,,26.9,64.3,76.6,64.7,,58.3,1,1,34,40.0,82.0,12.1,4,1,0,1,0,2,5.9,203,7.3,79.2,24,25,9.0,3.17,0,0,0.0,76.0,19,0,0.0,26,72.2,0,9,,76.6,71.2,75.6,71.3,,58.3,0,1,26,,80.9,0.0,0,1,0,1,0,1,3.8,193,7.7,0,100.0,5,6,1.0,3.39,0,0,0.0,83.3,5,10,0.0,10,27.8,0,1,,19.2,45.6,72.6,46.5,,,1,0,11,40.0,95.8,40.0,4,0,0,0,0,1,9.1,42,7.0
Nick Foles,7089,QB,IND,1,36,50.0,6,6,14.2,2.74,0,0,0.0,50.0,3,5,0.0,8,22.2,0,1,,70.3,36.5,71.5,38.3,,,0,1,8,40.0,20.8,25.0,2,0,0,0,0,1,12.5,24,4.0,0,14,78.8,42.9,44.1,58.2,68.2,22,23,7.1,2.91,0,0,0.0,60.9,14,9,6.7,28,77.8,1,5,,77.2,50.0,76.0,50.6,,,0,2,29,55.6,38.1,17.9,5,0,0,1,0,3,10.3,119,5.2,72.7,22,22,5.5,2.29,0,0,0.0,68.2,15,0,6.3,22,61.1,1,6,,75.9,62.7,75.2,62.4,,,0,1,23,,64.4,0.0,0,0,0,0,0,2,8.7,129,5.9,0,33.3,6,7,19.8,3.79,0,0,0.0,28.6,2,14,0.0,14,38.9,0,0,,73.2,26.9,73.5,27.9,,,0,2,14,50.0,0.0,50.0,7,0,0,1,0,2,14.3,14,2.0
Derek Carr,8671,QB,LV,1,35,57.1,7,8,7.7,2.44,1,0,0.0,50.0,4,4,0.0,10,28.6,0,3,,71.4,59.9,72.3,59.7,,,0,1,10,50.0,26.6,20.0,2,0,0,0,0,0,0.0,43,5.4,0,23,78.5,58.3,54.3,70.9,57.1,21,22,10.3,3.0,1,0,0.0,54.5,12,12,0.0,25,71.4,0,6,,76.3,55.4,75.5,53.1,,66.1,0,2,25,8.3,49.6,4.0,1,2,0,0,1,1,4.0,131,6.0,56.3,16,18,7.7,2.53,2,0,0.0,50.0,9,0,0.0,19,54.3,0,6,,74.8,62.3,74.5,63.5,,57.9,0,2,19,,31.5,0.0,0,1,0,0,0,0,0.0,118,6.6,0,58.3,12,12,12.3,3.21,0,0,0.0,58.3,7,16,0.0,16,45.7,0,3,,73.9,51.3,73.9,47.1,,65.9,0,1,16,18.8,63.2,18.8,3,1,0,0,1,1,6.3,56,4.7
Russell Wilson,7077,QB,DEN,1,34,71.4,7,8,21.6,3.11,0,1,11.1,62.5,5,6,0.0,11,32.4,0,3,,72.4,75.0,72.9,73.7,,,1,1,12,50.0,64.1,27.3,3,0,0,0,0,1,8.3,95,11.9,0,10,78.7,54.8,50.4,74.5,70.6,17,19,9.0,3.42,1,0,0.0,52.6,10,11,16.7,23,67.6,2,6,,76.1,41.4,75.3,38.7,,65.9,0,2,24,27.3,50.0,13.0,3,1,0,1,1,2,8.3,119,6.3,68.8,16,17,12.6,2.46,1,0,0.0,52.9,9,0,18.2,17,50.0,2,3,,74.5,29.1,74.3,30.1,,,0,3,18,,34.3,0.0,0,0,0,0,0,3,16.7,113,6.6,0,75.0,8,10,12.8,4.17,0,1,9.1,60.0,6,17,0.0,17,50.0,0,6,,74.5,85.5,74.3,79.8,,65.9,1,0,18,35.3,127.5,35.3,6,1,0,1,1,0,0.0,101,10.1
Deshaun Watson,11767,QB,CLV,1,33,75.0,4,5,10.5,3.24,0,0,0.0,60.0,3,1,0.0,5,15.2,0,2,,70.3,65.3,71.5,64.8,,,0,0,8,0.0,82.9,0.0,0,0,0,1,0,0,0.0,37,7.4,0,8,79.1,68.7,67.3,62.2,72.7,22,26,9.5,3.43,0,1,3.8,46.2,12,8,25.0,28,84.8,4,5,,77.0,67.3,75.9,66.6,,,0,1,28,25.0,40.2,7.1,2,0,0,4,0,1,3.6,98,3.8,69.6,23,24,9.7,2.87,0,0,0.0,54.2,13,0,18.8,24,72.7,3,6,,76.3,65.9,75.5,65.3,,,0,1,25,,51.4,0.0,0,0,0,1,0,1,4.0,124,5.2,0,100.0,3,7,9.7,4.8,0,1,11.1,28.6,2,9,33.3,9,27.3,1,1,,71.9,68.2,72.6,67.4,,,0,0,11,22.2,39.6,22.2,2,0,0,4,0,0,0.0,11,1.6
Josh Allen,46601,QB,BUF,1,31,33.3,3,3,14.3,3.98,0,0,0.0,33.3,1,4,0.0,6,19.4,0,3,,68.9,67.5,70.6,53.9,,74.0,0,0,6,25.0,50.7,16.7,1,2,0,0,0,0,0.0,15,5.0,0,4,28.0,58.6,53.4,69.2,63.6,22,23,11.1,3.18,0,2,7.7,60.9,14,6,0.0,25,80.6,0,10,,77.4,62.7,76.1,54.6,,81.4,0,2,30,0.0,74.0,0.0,0,2,0,1,2,3,10.0,157,6.8,73.7,19,19,9.7,2.85,0,2,9.5,73.7,14,0,0.0,21,67.7,0,10,,76.1,78.7,75.3,73.0,,74.1,0,2,24,,94.5,0.0,0,2,0,0,2,2,8.3,162,8.5,0,16.7,6,7,17.2,4.35,0,0,0.0,14.3,1,10,0.0,10,32.3,0,3,,72.4,41.2,72.9,28.1,,82.5,0,0,12,10.0,39.6,10.0,1,2,0,1,0,1,8.3,10,1.4
Davis Mills,52269,QB,HST,1,31,83.3,6,7,12.0,3.17,0,1,12.5,71.4,5,4,0.0,7,22.6,0,3,,70.3,61.8,71.5,61.6,,,0,0,8,0.0,106.3,0.0,0,0,0,1,0,0,0.0,75,10.7,0,13,17.8,39.0,54.0,26.7,70.6,17,21,11.5,3.06,2,1,4.3,57.1,12,8,0.0,24,77.4,0,5,,24.9,42.4,75.8,51.7,59.0,35.2,1,1,26,12.5,66.2,4.2,1,2,0,1,1,2,7.7,103,4.9,81.3,16,17,11.2,2.79,1,2,10.0,76.5,13,0,0.0,19,61.3,0,6,,23.7,71.6,75.2,81.6,59.0,35.2,0,1,22,,94.0,0.0,0,2,0,0,1,1,4.5,135,7.9,0,57.1,7,11,12.6,3.55,1,0,0.0,36.4,4,12,0.0,12,38.7,0,2,,72.4,23.9,72.9,25.2,,,1,0,12,8.3,48.7,8.3,1,0,0,2,0,1,8.3,43,3.9
Patrick Mahomes,11765,QB,KC,1,31,0.0,1,1,3.0,5.8,0,0,0.0,0.0,0,1,,1,3.2,0,0,,60.4,53.4,64.6,54.1,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,16,26.7,70.9,69.5,62.1,72.0,25,27,7.0,3.09,0,2,6.9,59.3,16,6,11.1,30,96.8,2,10,,26.5,72.5,76.4,71.2,,62.1,0,0,32,16.7,110.7,3.3,1,2,0,2,2,1,3.1,224,8.3,78.3,23,23,6.6,2.53,0,2,8.7,69.6,16,0,11.1,24,77.4,2,9,,76.1,82.3,75.3,82.1,,58.3,0,0,24,,129.6,0.0,0,1,0,0,2,0,0.0,224,9.7,0,0.0,3,5,8.3,5.43,0,0,0.0,0.0,0,7,,7,22.6,0,1,,18.1,41.5,71.9,37.5,,63.3,0,0,9,14.3,39.6,14.3,1,1,0,2,0,1,11.1,0,0.0
