player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyrin Smith,145487,WR,UTEP,2,12.1,3,55.6,25.0,1,4,0,21.1,4,8,330,0,34.7,69.9,61.3,,60.3,0.0,0,0,49,0.0,0,101,0,15,95.0,96,72.3,73,91.3,27,1,27.7,28,198,46,3.1,13.2,2.06
Isaiah Williams,97156,WR,ILLINOIS,2,5.5,15,66.7,50.0,1,2,0,11.1,2,9,187,0,60.0,73.0,90.1,,89.3,0.0,0,1,20,0.0,0,58,0,16,94.8,55,86.2,50,78.1,24,1,13.8,8,138,139,8.7,8.6,2.51
Reynaldo Flores,83794,WR,UTEP,2,12.2,0,78.9,66.7,4,6,0,6.3,1,11,330,0,69.9,69.2,75.3,,75.1,0.0,0,0,38,0.0,0,107,0,15,93.5,100,30.8,33,110.1,19,0,69.2,74,198,43,2.9,13.2,1.98
James Phillips,98731,WR,HAWAII,2,7.7,2,52.6,25.0,1,4,0,23.1,3,1,180,0,32.9,67.9,48.8,,49.7,1.4,1,1,12,0.0,0,73,0,10,98.6,72,95.9,70,36.5,19,0,2.7,2,55,38,3.8,5.5,0.76
Kelly Akharaiyi,157878,WR,UTEP,2,14.2,3,38.9,50.0,1,2,0,22.2,2,4,330,0,37.6,67.8,53.1,,54.1,0.0,0,0,15,0.0,0,88,1,7,94.3,83,10.2,9,49.5,18,0,89.8,79,65,6,0.9,9.3,0.78
Charlie Jones,55038,WR,PURDUE,1,11.6,0,66.7,50.0,3,6,0,0.0,0,8,273,0,82.2,68.5,75.0,,78.3,0.0,0,0,30,0.0,0,57,1,12,93.0,53,0.0,0,111.6,18,1,100.0,57,153,51,4.3,12.8,2.89
Cam Camper,156414,WR,INDIANA,1,9.2,0,64.7,0.0,0,1,0,8.3,1,6,190,1,64.6,68.2,67.2,,65.8,0.0,0,0,40,0.0,0,52,0,11,98.1,51,13.5,7,94.2,17,0,86.5,45,156,57,5.2,14.2,3.06
Trey Palmer,99248,WR,NEBRASKA,2,14.5,2,70.6,40.0,2,5,0,14.3,2,5,238,0,51.7,72.1,74.7,,73.8,0.0,0,0,35,0.0,0,51,0,12,96.1,49,64.7,33,97.7,17,0,33.3,17,150,48,4.0,12.5,3.06
Jahmal Edrine,145196,WR,FAU,2,13.1,0,70.6,60.0,3,5,0,7.7,1,11,165,0,66.1,68.5,80.7,,83.0,0.0,0,0,33,0.0,0,58,1,12,94.8,55,10.3,6,139.1,17,2,87.9,51,159,18,1.5,13.3,2.89
Daewood Davis,61584,WR,W KENTUCKY,2,17.3,3,64.7,100.0,2,2,0,15.4,2,9,346,0,52.0,69.2,71.9,,71.7,0.0,0,0,48,0.0,0,68,0,11,88.2,60,1.5,1,125.1,17,1,98.5,67,202,46,4.2,18.4,3.37
Bryce Ford-Wheaton,78127,WR,W VIRGINIA,1,14.3,0,56.3,71.4,5,7,0,18.2,2,7,343,0,44.3,67.5,79.6,,80.7,0.0,0,1,22,0.0,0,41,0,9,100.0,41,0.0,0,87.8,16,2,100.0,41,97,26,2.9,10.8,2.37
Will Sheppard,124360,WR,VANDERBILT,2,12.4,1,56.3,20.0,1,5,0,10.0,1,6,333,0,61.0,73.9,68.0,,65.9,0.0,0,0,26,0.0,0,59,0,9,98.3,58,5.1,3,113.8,16,4,94.9,56,97,31,3.4,10.8,1.67
Zakhari Franklin,97620,WR,UTSA,1,4.5,6,66.7,33.3,1,3,0,16.7,2,6,331,0,47.1,67.9,66.5,,66.0,0.0,0,0,24,0.0,0,54,0,10,94.4,51,22.2,12,85.4,15,0,77.8,42,100,56,5.6,10.0,1.96
Zay Flowers,97268,WR,BOSTON COL,1,11.4,2,66.7,50.0,1,2,0,9.1,1,6,121,0,63.3,69.5,73.6,,70.1,0.0,0,2,31,0.0,0,47,0,10,93.6,44,42.6,20,90.1,15,2,57.4,27,117,68,6.8,11.7,2.66
Elijah Spencer,145575,WR,CHARLOTTE,2,13.5,0,50.0,100.0,1,1,0,22.2,2,4,136,0,38.0,66.7,65.3,,63.7,0.0,0,0,38,0.0,0,69,0,7,92.8,64,15.9,11,81.0,14,0,84.1,58,125,52,7.4,17.9,1.95
JuanCarlos Santana,78056,WR,TULSA,1,11.6,2,50.0,33.3,1,3,0,12.5,1,4,320,0,56.4,66.7,60.4,,59.9,0.0,0,0,41,0.0,0,63,0,7,92.1,58,1.6,1,97.9,14,1,98.4,62,102,23,3.3,14.6,1.76
Ashtyn Hawkins,147222,WR,TEXAS ST,1,7.4,3,78.6,,0,0,0,0.0,0,4,314,0,81.5,69.4,68.1,,66.1,0.0,0,0,23,0.0,0,42,0,11,95.2,40,97.6,41,136.3,14,2,2.4,1,101,57,5.2,9.2,2.53
Kris Thornton,61795,WR,JAMES MAD,1,12.2,0,78.6,100.0,1,1,0,0.0,0,8,197,0,81.5,68.7,87.3,,88.6,0.0,0,0,35,0.0,0,32,1,11,100.0,32,78.1,25,149.4,14,3,21.9,7,145,51,4.6,13.2,4.53
Tyrese Chambers,109628,WR,FIU,1,9.1,2,57.1,50.0,1,2,0,11.1,1,7,166,0,58.9,71.1,68.0,,68.3,0.0,0,0,19,0.0,0,59,0,8,86.4,51,0.0,0,114.9,14,2,100.0,59,86,48,6.0,10.8,1.69
Brant Kuithe,84071,TE,UTAH,1,5.9,1,69.2,100.0,1,1,0,0.0,0,6,328,0,61.0,67.5,75.0,,77.8,21.9,7,0,37,0.0,0,32,0,9,96.9,31,56.3,18,119.1,13,1,21.9,7,105,62,6.9,11.7,3.39
Jamaal Bell,128222,WR,NEVADA,2,2.7,1,69.2,0.0,0,1,0,0.0,0,2,239,0,80.9,69.3,62.2,,62.9,4.5,2,0,31,0.0,0,44,0,9,95.5,42,86.4,38,82.5,13,0,9.1,4,71,59,6.6,7.9,1.69
Dior Scott,128211,WR,HAWAII,2,7.8,1,46.2,0.0,0,3,0,14.3,1,3,180,0,53.4,69.0,56.0,,56.0,0.0,0,2,18,0.0,0,67,0,6,98.5,66,7.5,5,15.4,13,0,92.5,62,45,15,2.5,7.5,0.68
Keylon Stokes,65080,WR,TULSA,1,10.2,3,84.6,100.0,1,1,0,0.0,0,7,320,1,81.5,21.9,73.5,,72.9,0.0,0,0,33,0.0,0,60,0,11,90.0,54,100.0,60,144.4,13,1,0.0,0,169,66,6.0,15.4,3.13
Jayden McGowan,157184,WR,VANDERBILT,2,4.8,2,69.2,0.0,0,1,0,10.0,1,5,333,2,61.0,11.2,66.0,62.6,60.9,0.0,0,0,75,2.2,1,45,0,9,95.6,43,28.9,13,132.5,13,1,71.1,32,147,121,13.4,16.3,3.42
Je'Quan Burton,87729,WR,FAU,2,21.5,0,53.8,100.0,1,1,0,12.5,1,7,165,0,56.4,67.8,67.6,,68.2,0.0,0,0,57,0.0,0,64,0,7,93.8,60,1.6,1,134.9,13,2,98.4,63,151,33,4.7,21.6,2.52
Tre Harris,122676,WR,LA TECH,1,9.3,0,38.5,50.0,2,4,0,37.5,3,3,208,0,20.2,67.0,54.3,,53.9,0.0,0,2,11,0.0,0,37,0,5,97.3,36,5.4,2,7.1,13,0,94.6,35,27,7,1.4,5.4,0.75
Joshua Cobbs,128408,WR,WYOMING,2,11.2,0,53.8,0.0,0,2,0,0.0,0,3,351,0,78.5,66.7,60.9,,62.0,0.0,0,1,51,0.0,0,49,0,7,95.9,47,36.7,18,69.7,13,1,63.3,31,91,36,5.1,13.0,1.94
LaJohntay Wester,123616,WR,FAU,2,13.3,3,58.3,0.0,0,2,1,0.0,0,4,165,0,78.5,27.6,64.1,,65.1,0.0,0,0,22,0.0,0,64,3,7,95.3,61,93.8,60,106.9,12,1,6.3,4,82,54,7.7,11.7,1.34
Dontayvion Wicks,99711,WR,VIRGINIA,1,11.7,3,50.0,0.0,0,3,0,14.3,1,2,335,1,53.4,15.1,52.1,,51.9,0.0,0,1,13,0.0,0,38,0,6,94.7,36,21.1,8,25.3,12,0,78.9,30,47,14,2.3,7.8,1.31
Tyler Scott,123578,WR,CINCINNATI,1,18.7,4,41.7,33.3,1,3,0,16.7,1,3,138,0,49.8,65.7,64.4,,63.8,0.0,0,1,30,0.0,0,42,0,5,95.2,40,2.4,1,28.8,12,0,97.6,41,77,17,3.4,15.4,1.93
Josh Downs,122832,WR,N CAROLINA,1,10.2,0,75.0,100.0,2,2,0,0.0,0,4,245,0,80.1,70.2,72.6,,74.1,0.0,0,0,27,0.0,0,40,0,9,95.0,38,77.5,31,131.3,12,2,22.5,9,78,14,1.6,8.7,2.05
Kazmeir Allen,83782,WR,UCLA,1,1.1,6,83.3,,0,0,0,9.1,1,5,324,0,62.9,67.9,70.4,,71.1,0.0,0,0,20,0.0,0,41,1,10,95.1,39,95.1,39,124.0,12,1,4.9,2,85,88,8.8,8.5,2.18
Mitchell Tinsley,123470,WR,PENN STATE,1,9.3,3,58.3,50.0,1,2,0,0.0,0,4,266,0,78.5,66.7,69.4,,68.7,0.0,0,1,27,0.0,0,41,0,7,87.8,36,22.0,9,72.9,12,1,78.0,32,84,49,7.0,12.0,2.33
Yusuf Ali,78841,WR,MIDDLE TN,1,11.0,1,66.7,100.0,1,1,0,0.0,0,2,224,0,79.3,70.0,65.2,,64.8,0.0,0,0,26,0.0,0,34,0,8,91.2,31,100.0,34,106.3,12,1,0.0,0,60,31,3.9,7.5,1.94
Victor Tucker,61203,WR,CHARLOTTE,2,12.3,1,75.0,100.0,1,1,0,0.0,0,4,136,0,80.1,22.9,66.4,,65.9,0.0,0,0,41,0.0,0,70,0,9,94.3,66,77.1,54,110.8,12,0,22.9,16,133,52,5.8,14.8,2.02
Kordell David,156921,WR,NEW MEX ST,2,10.0,0,58.3,100.0,1,1,0,12.5,1,2,242,0,56.4,66.7,62.7,,62.2,0.0,0,2,14,0.0,0,48,0,7,91.7,44,4.2,2,58.3,12,1,95.8,46,56,10,1.4,8.0,1.27
Brian Cobbs,84285,WR,UTAH ST,2,13.2,1,83.3,100.0,3,3,0,0.0,0,7,329,0,80.9,68.0,79.9,,83.3,0.0,0,0,30,0.0,0,49,0,10,93.9,46,8.2,4,143.4,12,1,91.8,45,141,42,4.2,14.1,3.07
Rashee Rice,97605,WR,SMU,1,13.1,1,66.7,0.0,0,1,0,11.1,1,5,287,0,61.0,67.5,85.8,,82.9,0.0,0,0,54,0.0,0,27,0,8,96.3,26,14.8,4,137.5,12,1,85.2,23,166,53,6.6,20.8,6.38
Jalen Walthall,146075,WR,HAWAII,2,9.4,1,66.7,100.0,2,2,0,0.0,0,4,180,0,79.3,67.1,62.4,,63.1,0.0,0,0,31,0.0,0,66,0,8,98.5,65,7.6,5,97.2,12,0,92.4,61,114,38,4.8,14.3,1.75
D.J. Matthews Jr.,61255,WR,INDIANA,1,10.9,1,58.3,0.0,0,3,0,12.5,1,5,190,0,56.4,66.7,70.3,,71.4,0.0,0,0,52,0.0,0,40,0,7,97.5,39,100.0,40,116.3,12,1,0.0,0,109,41,5.9,15.6,2.79
Emeka Egbuka,145055,WR,OHIO STATE,1,6.7,0,81.8,66.7,2,3,0,10.0,1,3,260,0,61.0,72.5,63.9,,63.7,0.0,0,0,31,0.0,0,37,0,9,94.6,35,40.5,15,131.1,11,1,59.5,22,90,50,5.6,10.0,2.57
Malachai Jones,123252,WR,TULSA,1,15.8,0,54.5,50.0,3,6,0,0.0,0,4,320,0,77.5,66.2,72.5,,71.6,0.0,0,0,33,0.0,0,47,0,6,89.4,42,93.6,44,116.9,11,1,6.4,3,103,18,3.0,17.2,2.45
Malachi Corley,66272,WR,W KENTUCKY,2,3.9,0,81.8,0.0,0,1,0,0.0,0,3,346,0,81.5,68.2,65.6,,65.6,0.0,0,0,25,0.0,0,61,0,9,86.9,53,98.4,60,133.9,11,3,1.6,1,73,53,5.9,8.1,1.38
Ali Jennings III,145344,WR,DOMINION,1,20.5,0,45.5,33.3,1,3,0,28.6,2,3,263,1,29.3,13.7,60.9,,60.3,0.0,0,0,38,0.0,0,38,0,5,94.7,36,21.1,8,86.2,11,0,78.9,30,122,7,1.4,24.4,3.39
Corey Crooms,97276,WR,W MICHIGAN,1,13.4,0,45.5,50.0,1,2,0,0.0,0,3,347,0,77.5,66.2,67.3,,67.1,0.0,0,0,12,0.0,0,46,0,5,97.8,45,71.7,33,55.5,11,0,28.3,13,41,4,0.8,8.2,0.91
