player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyrin Smith,145487,WR,UTEP,3,13.4,5,48.7,20.0,1,5,0,24.0,6,11,330,0,27.2,70.6,61.2,,60.3,0.0,0,0,49,0.0,0,133,0,19,96.2,128,72.2,96,86.9,39,2,27.8,37,254,58,3.1,13.4,1.98
Bryce Ford-Wheaton,78127,WR,W VIRGINIA,2,11.3,1,69.0,72.7,8,11,0,9.1,2,15,343,0,64.7,70.4,84.7,,85.8,0.0,0,2,67,0.0,0,83,0,20,98.8,82,3.6,3,106.2,29,4,96.4,80,249,111,5.6,12.5,3.04
Xavier Hutchinson,122518,WR,IOWA STATE,2,10.2,3,65.5,50.0,3,6,0,5.0,1,12,193,0,73.6,70.1,83.5,,82.9,0.0,0,1,33,0.0,0,65,0,19,95.4,62,35.4,23,114.4,29,4,64.6,42,226,84,4.4,11.9,3.65
Isaiah Williams,97156,WR,ILLINOIS,3,5.6,16,65.5,50.0,1,2,0,13.6,3,11,187,0,53.5,77.3,84.6,,84.8,0.0,0,1,20,0.0,0,77,0,19,96.1,74,81.8,63,76.4,29,1,18.2,14,157,153,8.1,8.3,2.12
Corey Crooms,97276,WR,W MICHIGAN,2,14.0,0,51.7,50.0,3,6,0,0.0,0,10,347,0,84.2,70.1,73.4,,74.1,0.0,0,0,20,0.0,0,95,0,15,95.8,91,73.7,70,77.2,29,1,25.3,24,143,13,0.9,9.5,1.57
Victor Tucker,61203,WR,CHARLOTTE,3,9.1,1,67.9,100.0,5,5,0,0.0,0,8,136,0,85.5,31.8,66.4,,67.0,0.0,0,0,41,0.0,0,118,0,19,93.2,110,83.1,98,112.2,28,2,16.9,20,200,75,3.9,10.5,1.82
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,2,9.5,0,57.1,50.0,4,8,0,11.1,2,9,174,0,58.8,69.5,65.7,,66.2,0.0,0,1,35,0.0,0,99,1,16,94.9,94,12.1,12,69.3,28,1,87.9,87,152,63,3.9,9.5,1.62
Charlie Jones,55038,WR,PURDUE,2,11.8,1,75.0,62.5,5,8,0,0.0,0,15,273,0,86.3,77.0,86.1,,89.1,0.0,0,0,36,0.0,0,73,2,21,94.5,69,1.4,1,146.7,28,4,98.6,72,286,105,5.0,13.6,4.14
Cam Camper,156414,WR,INDIANA,2,10.3,0,53.6,33.3,2,6,0,11.8,2,8,190,1,57.1,69.2,63.8,,63.1,0.0,0,1,40,0.0,0,82,0,15,95.1,78,9.8,8,61.5,28,0,90.2,74,199,64,4.3,13.3,2.55
Reynaldo Flores,83794,WR,UTEP,3,11.7,0,67.9,71.4,5,7,0,9.5,2,14,330,0,62.5,70.1,73.7,,73.2,0.0,0,0,38,0.0,0,139,0,19,95.0,132,25.2,35,93.8,28,0,74.8,104,236,48,2.5,12.4,1.79
Tyrese Chambers,109628,WR,FIU,2,8.6,3,66.7,60.0,3,5,0,5.3,1,10,166,0,72.8,74.4,69.3,,69.3,0.0,0,0,26,0.0,0,113,0,18,90.3,102,0.0,0,106.7,27,2,100.0,113,158,68,3.8,8.8,1.55
