,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Capitals,2021-12-15 20:00:00,-155,12.90,-1.5,31.00,5.5,17.39,58.8,3.5,2.0
Blackhawks,2021-12-15 20:00:00,135,27.00,1.5,11.11,5.5,19.05,41.2,2.0,3.5
Rangers,2021-12-15 21:00:00,-220,9.09,-1.5,23.00,5.5,18.18,65.8,3.5,2.0
Coyotes,2021-12-15 21:00:00,180,36.00,1.5,14.81,5.5,18.18,34.2,2.0,3.5
Kraken,2021-12-15 22:00:00,140,28.00,1.5,10.26,5.5,17.39,40.1,2.0,3.5
Ducks,2021-12-15 22:00:00,-165,12.12,-1.5,33.00,5.5,19.05,59.9,3.5,2.0
