player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,52.36,1.2,49.31,84,28,0,0,6600,,34908,1210
2024,,,G,Max Homa,83.93,22.1,88.28,107.5,36,0,0,9900,,36137,2024
2145,,,G,Chesson Hadley,46.81,2.3,49.08,79.5,26,0,0,6900,,34879,2145
2167,,,G,J.J. Spaun,60.89,0.56,53.89,90,29.5,0,0,6900,,36093,2167
1562,,,G,Curtis Thompson,43.18,0.02,32.6,75,25.5,0,0,6000,,2959180,1562
1112,,,G,Robert Streb,54.87,0.53,37.96,85.5,28.5,0,0,6600,,34814,1112
2168,,,G,Kevin Tway,48.42,0.36,36.09,80.5,26.5,0,0,6300,,35139,2168
2125,,,G,Tony Finau,88.36,20.7,90.53,110,40,0,0,10600,,34873,2125
1179,,,G,Brandon Hagy,46.06,0.79,37.52,79,26,0,0,6500,,36079,1179
2026,,,G,Bo Van Pelt,41.4,0.03,26.89,73.5,24.5,0,0,6200,,1303898,2026
2158,,,G,Lucas Glover,59.81,0.46,54.59,89.5,30,0,0,6900,,34876,2158
571331,,,G,Brandon Matthews,34.42,0.21,31.68,41,22.5,0,0,6100,,1708994,571331
700009,,,G,Joohyung Kim,69.29,9.7,73.43,96,31.5,0,0,7600,,2087790,700009
696522,,,G,Michael Thorbjornsen,53.84,1.2,63.04,85,28,0,0,7100,,1071511,696522
696566,,,G,Brandon Wu,56.28,0.67,52.4,87,28.5,0,0,6900,,1074861,696566
1883,,,G,Danny Lee,,0,50.32,,,0,0,6700,,34784,1883
1455,,,G,Ryan Armour,56.11,0.01,50.01,86.5,28.5,0,0,6600,,36068,1455
1477,,,G,Sung Kang,34.5,0.05,22.46,42.5,22,0,0,6100,,34893,1477
404847,,,G,Sahith Theegala,73.19,12.4,72.29,99.5,32.5,0,0,8700,,37149,404847
2049,,,G,Zach Johnson,49.86,0.26,41.14,81.5,27,0,0,6700,,34772,2049
670398,,,G,Greyson Sigg,61.57,6.5,58.28,90.5,30,0,0,7100,,37979,670398
