tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Finau, Tony",11676,10600,0.1667,1,3,9,0,5,102.5,30,149.5
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Pendrith, Taylor",17780,7500,0.1517,T2,6,0,0,0,99.0,20,125.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Young, Cameron",26651,10100,0.2255,T2,3,3,0,0,97.0,20,123.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Cantlay, Patrick",15466,10700,0.3898,T2,3,0,0,0,100.0,20,123.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Jaeger, Stephan",16394,6800,0.0064,5,6,0,0,5,96.5,14,121.5
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Moore, Taylor",21944,6800,0.0079,6,3,3,0,0,95.0,12,113.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Spaun, J.J.",17536,6900,0.0125,T8,6,0,0,0,93.0,9,108.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Kim, Joohyung",24766,7600,0.1076,7,0,3,0,0,94.0,10,107.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Clark, Wyndham",23604,7200,0.1001,T8,3,0,0,5,89.0,9,106.0
pga,2022,2022,Rocket Mortgage Classic,524,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Merritt, Troy",13367,7600,0.0904,T14,6,6,0,0,82.5,6,100.5
