"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"32","Kevin Kisner",22529138,7500,63,58.46,2.4,88.58,29.43,0.5502,0.0094,0.2455,0.1632,0.079,0.0374,0.0216,0.0068,100,0.035,32,0.91,-0.29,-0.04,2,2022-05-15,"AT&T Byron Nelson"
"33","Christiaan Bezuidenhout",22529140,7400,63.19,65.11,3.7,93.5,30.5,0.5815,0.0095,0.2772,0.1862,0.091,0.0434,0.0244,0.0069,12,0.0414,104,0.93,-0.14,-0.02,4,2022-05-15,"AT&T Byron Nelson"
"34","Ryan Palmer",22529141,7400,51.83,63.4,3.8,92.5,30,0.4738,0.0048,0.1816,0.1139,0.0522,0.0234,0.0133,0.0034,5,0.0338,135.5,0.46,-0.61,-0.09,4,2022-05-15,"AT&T Byron Nelson"
"35","Ian Poulter",22529142,7400,49.86,57.02,1.6,86.5,28.5,0.5299,0.0075,0.2203,0.1399,0.0637,0.029,0.0155,0.0041,59,0.0078,83,0.55,-0.52,-0.08,2,2022-05-15,"AT&T Byron Nelson"
"36","Kurt Kitayama",22529143,7400,54.25,59.59,9.9,88.5,29,0.4826,0.0068,0.1822,0.1153,0.0516,0.0231,0.0122,0.0035,100,0.0893,29.5,0.47,-0.6,-0.09,10,2022-05-15,"AT&T Byron Nelson"
"37","Matthew NeSmith",22529144,7300,56.86,62.51,6.4,91.5,30,0.5834,0.0108,0.281,0.1905,0.0967,0.0458,0.0266,0.0084,51,0.0445,83.5,1.15,0.21,0.03,6,2022-05-15,"AT&T Byron Nelson"
"38","Tom Hoge",22529146,7300,67.67,62.59,8.8,90.5,30.43,0.6254,0.0102,0.3389,0.2397,0.1248,0.0639,0.0369,0.0114,17,0.0774,111.5,1.56,0.62,0.09,9,2022-05-15,"AT&T Byron Nelson"
"39","Dylan Frittelli",22529147,7300,53.56,53.28,2.4,83.58,28,0.5463,0.0062,0.2467,0.1607,0.0775,0.0357,0.0205,0.0066,69,0.0231,76,0.9,-0.04,-0.01,2,2022-05-15,"AT&T Byron Nelson"
"40","Luke List",22529148,7300,58.76,68.04,10.2,95,31.5,0.6016,0.0124,0.3026,0.207,0.1025,0.0503,0.0296,0.0096,100,0.0643,34,1.32,0.38,0.06,10,2022-05-15,"AT&T Byron Nelson"
"41","Mackenzie Hughes",22529149,7200,59.97,54.23,1.9,84.5,28.5,0.5898,0.0106,0.2872,0.1955,0.0946,0.0461,0.0262,0.007,100,0.0407,39.5,0.97,0.16,0.02,2,2022-05-15,"AT&T Byron Nelson"
"42","Shaun Norris",22529150,7200,91.2,51.37,0.48,82.5,27,0.4212,0.0049,0.1279,0.0759,0.031,0.0124,0.006,0.0012,100,0.0252,43.5,0.17,-0.64,-0.1,0,2022-05-15,"AT&T Byron Nelson"
"43","J.J. Spaun",22529151,7200,63.58,57.67,4.2,87.5,29,0.5863,0.0066,0.2939,0.2004,0.0981,0.0482,0.0279,0.0086,38,0.0398,97.5,1.19,0.38,0.06,4,2022-05-15,"AT&T Byron Nelson"
"44","Aaron Rai",22529152,7200,56.22,61.52,4.5,90,29.5,0.5601,0.006,0.2556,0.168,0.0821,0.037,0.0211,0.0061,46,0.0404,90,0.85,0.04,0.01,5,2022-05-15,"AT&T Byron Nelson"
"45","Charles Howell III",22529153,7200,60.17,63.73,3.7,91.5,30,0.5812,0.0066,0.2895,0.1972,0.0998,0.0509,0.0303,0.0093,100,0.0308,33.5,1.29,0.48,0.07,4,2022-05-15,"AT&T Byron Nelson"
"46","Matthew Wolff",22529154,7200,61.14,45.21,9.4,77,26,0.4164,0.0031,0.131,0.0773,0.0318,0.0124,0.0063,0.0014,100,0.0769,28.5,0.19,-0.62,-0.09,9,2022-05-15,"AT&T Byron Nelson"
"47","Patton Kizzire",22529155,7100,62.19,70.19,10.7,95.5,31.5,0.6075,0.013,0.3108,0.215,0.1098,0.0552,0.0319,0.0103,83,0.1344,67.5,1.45,0.76,0.11,11,2022-05-15,"AT&T Byron Nelson"
"48","David Lipsky",22529156,7100,51.92,61.69,1.1,91,30.5,0.5256,0.0088,0.217,0.139,0.0619,0.0285,0.016,0.0047,25,0.0153,112,0.66,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"49","Sahith Theegala",22529157,7100,65.1,59.7,8.2,89.5,29.5,0.5152,0.0053,0.2187,0.1399,0.0647,0.0302,0.0162,0.0044,79,0.1007,71.5,0.62,-0.07,-0.01,8,2022-05-15,"AT&T Byron Nelson"
"50","Brendon Todd",22529158,7100,57.38,56.23,0.69,86,28.5,0.5174,0.0074,0.2052,0.1286,0.0582,0.0253,0.0136,0.0036,100,0.0104,35.5,0.51,-0.18,-0.03,1,2022-05-15,"AT&T Byron Nelson"
"51","Matthias Schwab",22529159,7100,57.47,67.66,1.1,95,31,0.4928,0.004,0.1892,0.118,0.0511,0.0215,0.0117,0.0031,59,0.0153,86,0.44,-0.25,-0.04,1,2022-05-15,"AT&T Byron Nelson"
"52","Scott Stallings",22529160,7000,54.64,59.39,1.8,89.08,29.5,0.5364,0.0096,0.2315,0.1511,0.0724,0.0342,0.0191,0.0049,25,0.024,110,0.7,0.12,0.02,2,2022-05-15,"AT&T Byron Nelson"
"53","Nick Taylor",22529161,7000,55.17,59.18,1.1,88.5,29.5,0.5299,0.0048,0.2316,0.1502,0.0683,0.0312,0.0179,0.0047,100,0.0091,30,0.67,0.09,0.01,1,2022-05-15,"AT&T Byron Nelson"
"54","Lee Westwood",22529162,7000,43.06,53.76,0.51,84.58,28,0.4458,0.0036,0.152,0.0924,0.04,0.0174,0.0092,0.0022,100,0.0047,29,0.31,-0.27,-0.04,0,2022-05-15,"AT&T Byron Nelson"
"55","Patrick Rodgers",22529163,7000,54.56,61.51,1.9,90,30,0.5001,0.0041,0.1991,0.126,0.0559,0.025,0.0136,0.0039,32,0.0299,103,0.56,-0.02,0,2,2022-05-15,"AT&T Byron Nelson"
"56","Brandon Wu",22529164,7000,50.78,55.6,5.3,86.5,28.5,0.4462,0.0036,0.1531,0.0921,0.0398,0.017,0.0085,0.0023,51,0.0203,87,0.33,-0.25,-0.04,5,2022-05-15,"AT&T Byron Nelson"
"57","Carlos Ortiz",22529165,7000,59.83,56.32,2.3,86.5,28.5,0.522,0.0078,0.2117,0.1352,0.0611,0.0269,0.0146,0.0043,38,0.0168,91.5,0.61,0.03,0,2,2022-05-15,"AT&T Byron Nelson"
"58","Danny Willett",22529166,6900,52.63,54.06,1.2,86,27.5,0.5118,0.0081,0.2056,0.1313,0.0596,0.0261,0.0142,0.0042,100,0.0137,27,0.61,0.11,0.02,1,2022-05-15,"AT&T Byron Nelson"
"59","Stephan Jaeger",22529167,6900,47.47,46.97,1.7,79.5,26,0.4832,0.0073,0.1799,0.1129,0.0497,0.0226,0.0116,0.0034,38,0.0354,107.5,0.49,-0.01,0,2,2022-05-15,"AT&T Byron Nelson"
"60","Joohyung Kim",22529168,6900,52.5,36.2,0.59,61.58,23,0.4276,0.0028,0.1441,0.0872,0.0364,0.0148,0.0079,0.0019,17,0.0044,102,0.28,-0.22,-0.03,1,2022-05-15,"AT&T Byron Nelson"
"61","Greyson Sigg",22529169,6900,59.53,55.36,0.94,85.58,28.5,0.5011,0.0045,0.2026,0.1267,0.0551,0.0237,0.0128,0.0034,100,0.0095,22,0.49,-0.01,0,1,2022-05-15,"AT&T Byron Nelson"
"62","Martin Laird",22529170,6900,55.88,59.2,2.5,88.5,29,0.4722,0.0037,0.1774,0.109,0.0469,0.0186,0.0096,0.0025,100,0.0084,29,0.36,-0.14,-0.02,2,2022-05-15,"AT&T Byron Nelson"
"63","Wyndham Clark",22529171,6900,56.09,47.68,1.8,80,26.5,0.4648,0.0049,0.1599,0.0964,0.0412,0.0176,0.0097,0.0023,100,0.021,34,0.33,-0.17,-0.03,2,2022-05-15,"AT&T Byron Nelson"
"64","Mark Hubbard",22529172,6900,69.67,59.38,2.6,89,29,0.5555,0.0062,0.257,0.1676,0.0813,0.0384,0.0204,0.006,32,0.0327,90,0.87,0.37,0.06,3,2022-05-15,"AT&T Byron Nelson"
"65","Chez Reavie",22529173,6800,49.92,54.27,0.79,85.5,28,0.3978,0.0027,0.1142,0.0662,0.0246,0.0096,0.0047,0.0013,100,0.0143,37,0.19,-0.25,-0.04,1,2022-05-15,"AT&T Byron Nelson"
"66","Branden Grace",22529174,6800,45.36,55.1,0.87,84.5,28,0.4946,0.0041,0.1942,0.1191,0.0536,0.0231,0.0124,0.0035,38,0.003,87,0.51,0.07,0.01,1,2022-05-15,"AT&T Byron Nelson"
"67","Taylor Moore",22529175,6800,49.53,56.77,0.77,87,29,0.5028,0.0037,0.2003,0.1234,0.0545,0.0229,0.0124,0.0033,32,0.0036,88.5,0.49,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"68","Doc Redman",22529176,6800,51.14,50.71,1.4,82,27,0.4636,0.0058,0.1606,0.0989,0.0412,0.0164,0.0086,0.002,100,0.0166,29.5,0.29,-0.15,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"69","Emiliano Grillo",22529177,6800,48.97,55.45,0.9,87.5,28.5,0.4492,0.0057,0.15,0.0903,0.0382,0.0158,0.0082,0.0022,46,0.0059,98.5,0.32,-0.12,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"70","Nate Lashley",22529178,6800,57.22,54.83,2.7,85.5,28,0.4748,0.0037,0.1788,0.11,0.0476,0.0211,0.0116,0.0029,17,0.01,109.5,0.43,-0.01,0,3,2022-05-15,"AT&T Byron Nelson"
"71","Francesco Molinari",22529179,6800,51,53.78,0.58,84,28,0.445,0.0037,0.1558,0.0959,0.0403,0.0172,0.0097,0.0024,17,0.0035,105,0.35,-0.09,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"72","Charl Schwartzel",22529180,6700,42.21,49.16,0.41,81.08,27,0.4148,0.0029,0.1295,0.0749,0.0296,0.0121,0.006,0.0015,8,0.0098,119.5,0.22,-0.16,-0.02,0,2022-05-15,"AT&T Byron Nelson"
"73","Hudson Swafford",22529181,6700,60.25,56.21,4.6,87.5,28.5,0.4736,0.0069,0.1703,0.1031,0.0438,0.0199,0.0104,0.0032,100,0.0426,40.5,0.48,0.1,0.01,5,2022-05-15,"AT&T Byron Nelson"
"74","Brian Stuard",22529182,6700,49.5,52.47,0.57,83,27.5,0.4394,0.0032,0.1459,0.0853,0.035,0.0142,0.0075,0.0017,100,0.0031,24.5,0.25,-0.13,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"75","Pat Perez",22529183,6700,52.34,59.44,0.91,88.5,29,0.4756,0.0032,0.176,0.1084,0.0465,0.019,0.0103,0.0023,38,0.0087,97,0.34,-0.04,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"76","Henrik Stenson",22529184,6700,45.5,46.67,0.5,79,26,0.4506,0.0031,0.1572,0.0947,0.0398,0.0169,0.0091,0.0022,100,0.0039,41,0.33,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"77","Scott Piercy",22529185,6700,50.82,53.34,1.1,84.5,28,0.471,0.0063,0.1658,0.1002,0.0421,0.0181,0.0097,0.0027,100,0.0117,40,0.4,0.02,0,1,2022-05-15,"AT&T Byron Nelson"
"78","Hank Lebioda",22529186,6700,44.92,55.64,1.6,86,28.5,0.448,0.0052,0.148,0.0873,0.0362,0.0146,0.0079,0.0022,100,0.0081,31.5,0.33,-0.05,-0.01,2,2022-05-15,"AT&T Byron Nelson"
"79","Sam Ryder",22529187,6700,55.33,54.02,0.31,85,28,0.4416,0.0035,0.1532,0.0945,0.0391,0.0161,0.0085,0.0022,100,0.008,38.5,0.33,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"80","Ryan Armour",22548828,6700,48.64,59.64,1.2,87.07,32.8,0.5065,0.0075,0.1984,0.1254,0.0574,0.0253,0.0138,0.0037,100,0.0037,33.5,0.55,0.17,0.03,1,2022-05-15,"AT&T Byron Nelson"
"81","Rory Sabbatini",22529188,6600,57.08,53.59,0.62,84.58,28,0.4612,0.0061,0.1618,0.0989,0.0415,0.0172,0.0094,0.0026,25,0.0144,103.5,0.39,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"82","James Hahn",22529189,6600,41.57,53.18,1.3,83.5,27.5,0.4735,0.0054,0.1704,0.1048,0.0451,0.0192,0.01,0.0029,9,0.0078,120,0.44,0.1,0.01,1,2022-05-15,"AT&T Byron Nelson"
"83","Austin Smotherman",22529190,6600,54.75,55.92,3.4,85.5,28.5,0.4441,0.006,0.1435,0.0862,0.0348,0.0148,0.0074,0.0018,25,0.0406,105,0.27,-0.07,-0.01,3,2022-05-15,"AT&T Byron Nelson"
"84","Peter Malnati",22529191,6600,57.24,49.35,0.65,80.5,27,0.4727,0.0063,0.1668,0.1024,0.0436,0.0192,0.0102,0.0026,9,0.0111,115,0.39,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"85","Brandt Snedeker",22529192,6600,44.63,53.27,0.32,85,28,0.4004,0.004,0.1113,0.0613,0.0243,0.0095,0.0053,0.0015,100,0.0026,33,0.23,-0.11,-0.02,0,2022-05-15,"AT&T Byron Nelson"
"86","Beau Hossler",22529193,6600,50.96,46.09,0.87,78.5,26,0.3982,0.0027,0.1209,0.0705,0.028,0.0116,0.0058,0.0012,17,0.0102,101.5,0.18,-0.16,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"87","Charley Hoffman",22529194,6600,47.86,60.25,0.55,90,29.5,0.373,0.0043,0.0985,0.0556,0.0211,0.0086,0.0043,0.0012,100,0.0077,34,0.18,-0.16,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"88","Peter Uihlein",22529195,6600,55.97,53.69,0.38,85,28,0.4877,0.0073,0.179,0.11,0.0475,0.0209,0.011,0.0031,65,0.0035,82.5,0.47,0.13,0.02,0,2022-05-15,"AT&T Byron Nelson"
"89","Andrew Putnam",22529196,6500,52.97,54.02,0.28,84,28,0.4915,0.0036,0.19,0.1189,0.0503,0.0212,0.0116,0.0035,100,0.006,37,0.54,0.24,0.04,0,2022-05-15,"AT&T Byron Nelson"
"90","Harry Higgs",22529197,6500,48.19,50.15,0.99,81.5,27.5,0.489,0.007,0.1893,0.1189,0.0527,0.023,0.0128,0.0039,100,0.0173,35.5,0.6,0.3,0.04,1,2022-05-15,"AT&T Byron Nelson"
"91","Joseph Bramlett",22529198,6500,49,56.08,1.2,87.08,29,0.4656,0.0044,0.1708,0.1057,0.0459,0.0208,0.0108,0.003,51,0.0088,86.5,0.46,0.16,0.02,1,2022-05-15,"AT&T Byron Nelson"
"92","Adam Schenk",22529199,6500,45.75,54.49,2.2,85,28.5,0.479,0.0069,0.1778,0.11,0.0479,0.0203,0.011,0.003,79,0.02,84,0.46,0.16,0.02,2,2022-05-15,"AT&T Byron Nelson"
"93","John Huh",22529200,6500,55.68,54.22,0.27,85,28,0.4592,0.0054,0.1572,0.0918,0.0391,0.0159,0.0085,0.0022,100,0.0035,29.5,0.34,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"94","Lee Hodges",22529201,6500,52.17,56.4,0.42,87,28.5,0.439,0.0032,0.1486,0.0897,0.0367,0.0146,0.0077,0.002,100,0.0035,39,0.31,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"95","Tyler Duncan",22529202,6500,53.47,52.8,0.53,84.5,27.5,0.4552,0.0057,0.1566,0.0946,0.0408,0.0175,0.0094,0.0023,59,0.0026,76.5,0.35,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"96","Robert Streb",22529203,6500,49.71,49.4,0.59,81.5,27,0.461,0.0059,0.1629,0.1003,0.0436,0.0192,0.0105,0.0027,100,0.004,34.5,0.42,0.12,0.02,1,2022-05-15,"AT&T Byron Nelson"
"97","Michael Thompson",22529204,6500,55,53.55,0.35,84,28,0.4434,0.0042,0.1445,0.0869,0.0336,0.0141,0.0072,0.0016,25,0.0021,99,0.25,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"98","Kramer Hickok",22529205,6400,48.03,55.63,0.74,86.58,28,0.4726,0.0048,0.1767,0.1108,0.0487,0.0202,0.0109,0.0029,100,0.0055,34.5,0.45,0.2,0.03,1,2022-05-15,"AT&T Byron Nelson"
"99","Adam Svensson",22529206,6400,51.9,55.76,1.5,86,28.5,0.452,0.0038,0.1564,0.0949,0.0419,0.0178,0.0092,0.0024,69,0.0154,74.5,0.37,0.12,0.02,2,2022-05-15,"AT&T Byron Nelson"
"100","Luke Donald",22529207,6400,50.68,51.87,0.3,82.5,27.5,0.4152,0.0046,0.1242,0.0721,0.0277,0.0109,0.0055,0.0016,100,0.0061,37,0.25,0,0,0,2022-05-15,"AT&T Byron Nelson"
"101","Justin Lower",22529208,6400,56.43,40.18,0.25,71,24.5,0.3978,0.003,0.1166,0.0679,0.0274,0.0106,0.0056,0.0016,46,0.0036,101.5,0.25,0,0,0,2022-05-15,"AT&T Byron Nelson"
"102","Dylan Wu",22529209,6400,49.9,47.91,0.54,80,26.5,0.3963,0.0029,0.114,0.065,0.0261,0.0099,0.0047,0.0013,100,0.0014,21.5,0.2,-0.05,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"103","Trey Mullinax",22529210,6400,48.38,54.55,0.66,86,28,0.4074,0.0029,0.124,0.0724,0.0282,0.0108,0.0058,0.0014,32,0.0033,115.5,0.22,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"104","Callum Tarren",22529211,6400,51.44,48.42,0.72,79.5,26.5,0.4018,0.0024,0.121,0.0701,0.0284,0.0111,0.0057,0.0013,46,0.0072,98,0.2,-0.05,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"105","Brice Garnett",22529213,6400,46.66,54.61,0.34,85,28.5,0.4156,0.0026,0.1274,0.0728,0.0276,0.0104,0.0052,0.0011,15,0.0015,107.5,0.17,-0.08,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"106","Hayden Buckley",22529214,6300,53,54.71,1.2,86,28,0.4273,0.0053,0.1342,0.0791,0.0318,0.0126,0.007,0.0016,100,0.0069,33.5,0.25,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"107","Matt Wallace",22529215,6300,43.18,46.19,0.61,78,26,0.3247,0.0027,0.0696,0.0345,0.0117,0.0042,0.0019,3e-04,100,0.0032,26,0.05,-0.15,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"108","Andrew Novak",22529216,6300,50.91,54.44,0.26,85.08,28,0.4307,0.0032,0.1435,0.0847,0.0347,0.0139,0.0073,0.0019,46,0.0022,86.5,0.3,0.1,0.01,0,2022-05-15,"AT&T Byron Nelson"
"109","Roger Sloan",22529217,6300,43.24,54.37,0.15,85,28,0.4064,0.0043,0.1188,0.0689,0.0284,0.0112,0.0061,0.0015,100,7e-04,33,0.24,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"110","Ben Kohles",22529218,6300,55.4,42,0.24,73.5,25,0.423,0.0041,0.1261,0.0724,0.0294,0.0117,0.0058,0.0013,100,0.0025,33,0.21,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"111","Paul Barjon",22529219,6300,45.67,50.54,0.57,82.5,27,0.3816,0.0035,0.1007,0.0562,0.0202,0.0075,0.0042,0.0011,65,0.0038,82.5,0.17,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"112","Vaughn Taylor",22529220,6300,48.73,53.62,0.65,84.5,28,0.3941,0.0023,0.115,0.0659,0.026,0.0103,0.0054,0.0015,73,0.0019,73.5,0.24,0.04,0.01,1,2022-05-15,"AT&T Byron Nelson"
"113","Kiradech Aphibarnrat",22529221,6300,48.81,42.92,0.12,75,25.5,0.375,0.0043,0.0984,0.0547,0.0205,0.0075,0.004,0.001,76,0.0023,73,0.16,-0.04,-0.01,0,2022-05-15,"AT&T Byron Nelson"
