player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cam Camper,156414,WR,INDIANA,4,62,0,190,10.9,2,51.5,28.6,2,7,10.5,2,11,1,60.0,69.2,0,39,0.0,0,84,17,95.2,80,79.5,33,53.2,1,193,51,3.0,11.4,2.41,0,11.6,0,55.6,37.5,3,8,6.3,1,9,0,69.9,65.5,1,40,1.0,1,104,15,97.1,101,64.7,27,43.5,0,206,51,3.4,13.7,2.04
Rashee Rice,97605,WR,SMU,4,58,0,287,17.0,0,16.7,,0,0,50.0,1,1,0,11.2,48.9,0,24,0.0,0,34,1,85.3,29,83.3,6,10.3,1,24,0,0.0,24.0,0.83,0,12.4,5,68.9,55.6,5,9,3.1,1,22,1,81.4,90.9,1,54,0.0,0,108,31,95.4,103,113.8,45,77.6,2,527,156,5.0,17.0,5.12
Zakhari Franklin,97620,WR,UTSA,5,58,0,331,8.6,5,45.5,37.5,3,8,23.1,3,7,0,32.9,62.9,0,29,0.0,0,72,10,97.2,70,91.7,22,37.9,2,113,49,4.9,11.3,1.61,0,7.3,5,78.3,50.0,2,4,0.0,0,10,0,85.1,72.5,1,35,0.0,0,103,18,92.2,95,121.4,23,39.7,2,242,117,6.5,13.4,2.55
Tyrin Smith,145487,WR,UTEP,5,58,0,330,15.5,0,12.5,0.0,0,1,0.0,0,1,0,66.7,57.1,1,32,0.0,0,34,1,97.1,33,43.8,8,13.8,1,32,7,7.0,32.0,0.97,0,14.4,3,53.3,33.3,1,3,20.0,4,9,1,28.3,60.4,1,74,0.0,0,97,16,94.8,92,68.8,30,51.7,0,260,86,5.4,16.3,2.83
Xavier Hutchinson,122518,WR,IOWA STATE,4,52,0,193,8.3,1,66.7,25.0,1,4,0.0,0,6,0,77.5,90.0,0,33,0.0,0,15,6,80.0,12,135.2,9,17.3,3,82,48,8.0,13.7,6.83,0,9.1,4,77.8,83.3,5,6,4.5,1,11,1,75.9,78.9,1,28,0.0,0,90,21,93.3,84,98.9,27,51.9,1,229,69,3.3,10.9,2.73
Charlie Jones,55038,WR,PURDUE,4,52,0,273,16.2,0,72.2,62.5,5,8,0.0,0,10,0,82.7,85.1,0,55,0.0,0,63,13,92.1,58,151.4,18,34.6,2,242,64,4.9,18.6,4.17,0,10.6,2,79.2,40.0,2,5,0.0,0,12,1,85.5,74.6,0,36,0.0,0,68,19,95.6,65,132.5,24,46.2,2,219,90,4.7,11.5,3.37
De'Corian Clark,100892,WR,UTSA,5,52,0,331,13.2,2,72.2,33.3,1,3,0.0,0,11,0,82.7,89.3,0,69,0.0,0,58,13,98.3,57,153.9,18,34.6,5,241,101,7.8,18.5,4.23,0,10.7,7,68.2,20.0,1,5,0.0,0,9,0,71.1,75.1,1,33,0.0,0,97,15,91.8,89,73.5,22,42.3,0,177,74,4.9,11.8,1.99
Dontayvion Wicks,99711,WR,VIRGINIA,4,47,0,335,14.5,0,21.1,33.3,1,3,33.3,2,1,0,29.1,51.9,1,12,0.0,0,68,4,91.2,62,17.7,19,40.4,0,36,18,4.5,9.0,0.58,0,15.9,2,50.0,0.0,0,2,23.1,3,5,0,33.2,60.4,0,25,0.0,0,72,10,95.8,69,67.9,20,42.6,0,116,26,2.6,11.6,1.68
Zay Flowers,97268,WR,BOSTON COL,4,46,0,121,7.7,1,44.4,50.0,1,2,33.3,2,3,1,26.2,51.8,1,14,0.0,0,38,4,94.7,36,49.1,9,19.6,1,27,22,5.5,6.8,0.75,0,9.9,1,68.0,100.0,1,1,0.0,0,9,0,84.7,74.6,3,51,0.0,0,87,17,94.3,82,65.2,25,54.3,1,196,109,6.4,11.5,2.39
Jacob Cowing,100894,WR,ARIZONA,4,46,0,109,6.6,4,64.3,50.0,1,2,18.2,2,9,0,44.3,86.2,0,29,0.0,0,36,9,97.2,35,128.0,14,30.4,4,110,74,8.2,12.2,3.14,0,9.8,2,66.7,33.3,1,3,11.1,2,10,0,58.8,71.2,2,38,0.0,0,95,16,97.9,93,58.3,24,52.2,0,204,91,5.7,12.8,2.19
Bryce Ford-Wheaton,78127,WR,W VIRGINIA,4,45,0,343,14.6,0,25.0,0.0,0,5,25.0,1,3,0,40.2,61.1,1,22,0.0,0,31,3,90.3,28,8.0,12,26.7,0,45,1,0.3,15.0,1.61,0,10.0,3,70.8,100.0,6,6,10.5,2,13,0,60.0,78.2,1,67,0.0,0,88,17,95.5,84,122.4,24,53.3,3,225,130,7.6,13.2,2.68
Joshua Cephus,98095,WR,UTSA,5,45,0,331,10.5,2,76.9,100.0,1,1,0.0,0,7,0,80.9,71.3,0,51,0.0,0,69,10,97.1,67,143.9,13,28.9,1,176,104,10.4,17.6,2.63,0,13.4,4,72.7,50.0,2,4,0.0,0,8,1,84.7,75.1,0,42,0.0,0,100,16,92.0,92,115.2,22,48.9,1,197,44,2.8,12.3,2.14
Will Sheppard,124360,WR,VANDERBILT,5,45,0,333,16.0,0,35.7,20.0,1,5,16.7,1,4,0,49.8,60.7,1,13,0.0,0,42,5,95.2,40,54.2,14,31.1,3,39,1,0.2,7.8,0.98,0,13.1,3,68.2,20.0,1,5,0.0,0,13,0,83.8,79.9,0,31,0.0,0,79,15,97.5,77,146.4,22,48.9,3,253,92,6.1,16.9,3.29
LaJohntay Wester,123616,WR,FAU,5,44,0,165,20.8,0,25.0,0.0,0,1,50.0,1,1,0,24.5,50.4,0,15,0.0,0,33,1,97.0,32,42.7,4,9.1,0,15,1,1.0,15.0,0.47,0,10.0,4,67.6,80.0,4,5,4.2,1,10,0,77.2,77.0,1,42,0.9,1,111,23,93.7,104,117.2,34,77.3,5,256,103,4.5,11.1,2.46
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,4,44,0,174,10.0,0,76.9,80.0,4,5,0.0,0,7,0,80.9,74.1,0,35,0.0,0,53,10,98.1,52,128.7,13,29.5,1,115,37,3.7,11.5,2.21,0,12.0,0,46.2,0.0,0,4,25.0,4,8,0,28.3,54.4,2,44,0.0,0,107,12,95.3,102,33.8,26,59.1,0,158,43,3.6,13.2,1.55
Jayshon Jackson,78041,WR,BALL ST,4,44,0,117,9.2,2,68.4,75.0,3,4,7.1,1,8,0,67.5,80.2,0,37,0.0,0,48,13,93.8,45,137.8,19,43.2,2,199,109,8.4,15.3,4.42,0,10.1,2,61.9,0.0,0,3,0.0,0,7,0,82.7,64.6,1,17,0.0,0,86,13,96.5,83,59.0,21,47.7,0,127,74,5.7,9.8,1.53
Nathaniel Dell,78874,WR,HOUSTON,5,43,0,182,9.0,3,50.0,100.0,1,1,25.0,1,3,0,49.8,71.6,1,36,0.0,0,41,3,87.8,36,46.5,6,14.0,0,61,42,14.0,20.3,1.69,0,10.2,2,83.3,100.0,2,2,0.0,0,8,0,84.2,72.8,0,63,0.0,0,89,15,94.4,84,137.3,18,41.9,1,242,115,7.7,16.1,2.88
Grant DuBose,111276,WR,CHARLOTTE,5,43,0,136,12.8,1,50.0,40.0,2,5,0.0,0,4,0,77.5,71.7,1,25,2.0,1,49,6,85.7,42,68.4,12,27.9,1,91,39,6.5,15.2,2.17,0,12.0,3,72.0,75.0,3,4,10.0,2,13,0,61.5,73.5,0,52,0.0,0,112,18,91.1,102,118.4,25,58.1,1,258,97,5.4,14.3,2.53
