player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Brayden Schager,146078,QB,HAWAII,4,-3.33,0,119,180,73.4,94,99,9.9,3.04,0,3,2.9,58.6,58,33,15.9,108,90.8,11,31,,,,,73.2,70.7,81.6,71.8,,53.4,,0,3,113,9.1,68.5,2.8,3,6,0,5,1,1,0.9,639,6.5,75.3,85,90,8.4,2.96,0,2,2.1,58.9,53,33,17.2,100,84.0,11,26,,,,,73.0,66.3,81.4,66.6,,55.2,,0,4,105,9.1,60.6,3.0,3,5,0,5,1,2,1.9,523,5.8,64.7,17,18,10.8,2.53,0,1,5.3,55.6,10,2,9.1,19,16.0,1,5,,,,,67.1,60.5,72.4,62.1,,57.3,,0,0,20,0.0,79.9,0.0,0,1,0,1,0,0,0.0,136,7.6,0,75.0,8,9,-4.0,1.47,0,0,0.0,55.6,5,2,16.7,11,9.2,1,0,,,,,65.8,29.4,70.7,29.4,,,,0,1,12,0.0,21.3,0.0,0,0,0,1,0,1,8.3,20,2.2,1.75
Chandler Rogers,98683,QB,LA MONROE,4,-2.21,0,119,209,76.0,75,80,8.2,2.67,1,3,3.6,62.5,50,43,12.3,105,88.2,7,28,,,,,59.9,75.3,81.9,73.9,,65.6,,1,2,110,23.3,84.0,9.5,10,15,1,2,2,2,1.8,612,7.7,76.9,65,68,5.2,2.55,0,3,4.2,64.7,44,31,12.0,89,74.8,6,20,,,,,58.2,74.0,81.5,70.1,,68.4,,0,3,94,25.8,64.8,9.0,8,12,1,2,1,1,1.1,364,5.4,77.3,22,24,10.4,2.29,1,0,0.0,62.5,15,12,11.8,30,25.2,2,11,,,,,68.2,71.3,73.7,76.0,,51.1,,1,0,30,16.7,117.5,6.7,2,3,0,0,1,1,3.3,285,11.9,0,83.3,12,12,-3.7,1.06,0,0,0.0,75.0,9,0,10.0,14,11.8,1,3,,,,,66.2,65.5,71.2,65.2,,,,0,1,14,,42.7,0.0,0,0,0,0,0,0,0.0,37,3.1,6.53
Riley Leonard,143862,QB,DUKE,4,9.78,0,119,154,73.8,84,89,9.9,2.71,2,6,6.3,67.4,60,23,3.2,105,88.2,2,43,,,,,75.6,75.9,59.3,72.9,60.0,69.5,,0,2,112,13.0,116.8,2.9,3,13,1,2,6,1,0.9,970,10.9,74.3,70,75,6.9,2.54,2,5,6.3,68.0,51,19,1.9,90,75.6,1,32,,,,,75.4,73.3,57.6,70.3,,68.2,,0,0,96,10.5,116.1,2.2,2,12,1,2,4,0,0.0,712,9.5,85.2,27,27,11.5,2.53,0,1,3.6,77.8,21,4,8.7,29,24.4,2,14,,,,,68.2,76.0,73.9,73.8,60.0,64.3,,0,2,30,25.0,112.2,3.4,1,1,0,0,2,1,3.3,335,12.4,0,100.0,13,13,-3.2,1.28,0,0,0.0,92.3,12,0,7.7,14,11.8,1,3,,,,,66.2,67.4,71.2,67.0,,,,0,0,14,,91.3,0.0,0,0,0,0,0,0,0.0,77,5.9,2.92
Michael Pratt,123229,QB,TULANE,4,19.64,0,118,319,71.1,76,82,10.4,3.15,0,1,1.2,61.0,50,33,7.4,103,87.3,4,39,,,,,49.9,74.4,82.3,55.5,,90.6,,0,3,108,21.2,102.8,6.8,7,14,0,6,6,6,5.6,803,9.8,69.2,52,56,8.1,2.97,0,0,0.0,55.4,31,19,13.9,69,58.5,5,21,,,,,43.3,66.5,81.4,44.0,,86.4,,0,3,72,15.8,75.1,4.3,3,10,0,4,3,5,6.9,421,7.5,84.2,38,40,8.4,2.83,0,1,2.3,75.0,30,14,6.3,49,41.5,2,23,,,,,69.8,81.7,75.8,74.0,,82.4,,0,0,52,28.6,148.2,8.2,4,4,0,2,4,1,1.9,483,12.1,0,100.0,14,14,-3.6,1.28,0,0,0.0,78.6,11,0,21.4,15,12.7,3,5,,,,,66.5,66.3,71.6,65.9,,,,0,0,16,,120.5,0.0,0,0,0,0,1,0,0.0,101,7.2,4.56
Sam Hartman,77618,QB,WAKE,3,15.74,0,118,339,66.3,86,90,15.2,3.1,3,9,9.3,60.0,54,32,5.3,107,90.7,3,40,,,,,74.0,75.6,57.0,77.4,,56.6,,0,2,114,28.1,123.0,8.4,9,8,0,1,12,3,2.6,877,9.7,63.3,49,53,11.3,3.07,3,1,1.8,56.6,30,17,3.2,62,52.5,1,18,,,,,72.8,64.0,49.8,64.8,,58.4,,0,0,64,29.4,117.2,8.1,5,4,0,1,8,0,0.0,361,6.8,76.6,47,47,15.5,2.86,0,8,15.1,72.3,34,15,5.6,56,47.5,2,24,,,,,70.3,83.2,76.4,85.2,,53.7,,0,2,62,26.7,132.2,7.1,4,5,0,0,5,3,4.8,601,12.8,0,100.0,10,10,-2.4,1.71,0,0,0.0,100.0,10,0,0.0,11,9.3,0,2,,,,,65.8,64.5,70.7,68.1,,57.3,,0,0,12,,135.4,0.0,0,1,0,0,1,0,0.0,85,8.5,5.98
Adrian Martinez,83522,QB,KANSAS ST,4,-22.35,0,117,199,71.1,76,84,9.1,3.11,3,2,2.3,58.3,49,44,9.3,100,85.5,5,27,,,,,52.9,73.8,63.1,64.2,60.0,74.2,,2,0,104,9.1,82.6,4.0,4,12,0,3,2,3,2.9,483,5.8,80.0,65,71,5.2,2.79,3,1,1.4,69.0,49,31,5.8,84,71.8,3,22,,,,,65.3,79.3,61.6,68.6,60.0,76.7,,1,0,86,9.7,87.5,3.6,3,10,0,2,1,2,2.3,396,5.6,63.0,27,30,11.9,3.05,0,1,3.2,46.7,14,15,17.6,33,28.2,3,7,,,,,29.1,51.8,74.3,55.2,,50.0,,1,0,35,6.7,71.1,3.0,1,2,0,2,1,1,2.9,137,4.6,0,93.8,16,17,-2.2,1.41,0,0,0.0,82.4,14,2,6.7,17,14.5,1,2,,,,,66.7,62.5,71.8,62.2,,,,0,0,17,0.0,79.2,0.0,0,0,0,1,0,0,0.0,50,2.9,-1.01
C.J. Stroud,129759,QB,OHIO STATE,4,8.47,0,116,260,72.0,100,101,12.2,2.91,0,7,6.5,68.3,69,19,4.2,105,90.5,3,50,,,,,73.8,89.4,82.1,88.3,,63.1,,0,1,111,10.5,141.1,1.9,2,2,0,1,16,5,4.5,1131,11.2,70.0,70,70,9.5,2.68,0,4,5.6,67.1,47,11,4.1,74,63.8,2,32,,,,,72.9,86.9,81.3,86.3,,63.1,,0,1,76,18.2,126.8,2.7,2,2,0,0,11,1,1.3,591,8.4,80.0,40,41,13.1,2.8,0,3,6.7,75.6,31,8,3.1,42,36.2,1,22,,,,,69.4,80.1,75.3,79.1,,,,0,0,46,0.0,156.8,0.0,0,0,0,1,5,4,8.7,627,15.3,0,90.0,10,10,-3.0,1.01,0,0,0.0,90.0,9,0,0.0,11,9.5,0,4,,,,,65.6,61.7,70.4,61.5,,,,0,0,11,,102.9,0.0,0,0,0,0,0,0,0.0,87,8.7,6.85
Logan Bonner,39990,QB,UTAH ST,4,14.99,0,115,329,58.1,93,95,13.7,2.58,0,9,8.7,51.6,49,19,9.3,100,87.0,5,27,,,,,40.4,59.8,82.2,62.7,55.9,45.6,,0,8,109,10.5,59.2,2.0,2,3,0,2,6,9,8.3,643,6.8,51.1,47,48,8.7,2.4,0,1,1.9,47.9,23,13,4.2,49,42.6,1,8,,,,,27.6,37.4,80.9,37.0,55.9,49.1,,0,5,54,7.7,24.2,2.0,1,0,0,1,1,4,7.4,171,3.6,70.5,61,62,13.5,2.49,0,8,12.1,62.9,39,7,9.3,66,57.4,4,25,,,,,70.7,81.2,76.9,82.7,,50.3,,0,3,70,14.3,99.4,1.5,1,3,0,1,5,5,7.1,568,9.2,0,86.7,15,15,-2.7,1.57,0,0,0.0,86.7,13,1,0.0,15,13.0,0,6,,,,,66.4,65.3,71.4,64.9,,,,0,0,15,0.0,93.3,0.0,0,0,0,0,0,0,0.0,96,6.4,5.6
Jack Salopek,130662,QB,W MICHIGAN,3,-2.69,0,115,347,57.8,83,89,12.5,2.92,1,6,6.5,52.8,47,45,2.1,107,93.0,1,30,,,,66.7,55.7,61.7,56.2,63.2,67.7,54.5,,2,4,110,20.0,55.5,8.4,9,9,0,3,1,7,6.4,520,5.8,57.6,66,68,11.8,2.9,1,5,7.2,54.4,37,34,2.6,81,70.4,1,23,,,,,50.9,67.8,52.3,68.3,54.3,60.8,,1,4,82,23.5,47.1,9.9,8,5,0,0,0,4,4.9,394,5.8,62.5,24,29,10.5,2.75,0,1,3.2,51.7,15,12,0.0,34,29.6,0,8,,,,66.7,68.9,52.3,74.8,55.3,79.1,48.1,,1,0,36,8.3,75.1,2.9,1,4,0,4,1,3,8.3,128,4.4,0,71.4,7,8,-0.7,2.0,0,0,0.0,62.5,5,1,0.0,8,7.0,0,1,,,,,64.9,70.6,69.5,70.2,,,,0,0,8,0.0,66.7,0.0,0,0,0,1,0,0,0.0,2,0.3,-1.38
Parker McNeil,123714,QB,LA TECH,4,2.79,0,115,208,61.1,90,98,11.8,2.38,6,9,8.5,50.0,49,25,10.9,102,88.7,6,31,,,,,37.2,64.9,81.1,68.2,54.3,31.3,,2,7,111,16.0,74.7,3.9,4,0,0,0,7,5,4.5,867,8.8,64.2,53,56,10.2,2.44,1,2,3.3,53.6,30,13,11.8,58,50.4,4,16,,,,,21.0,61.5,79.8,66.9,54.3,31.3,,1,3,64,15.4,62.9,3.4,2,0,0,1,2,3,4.7,358,6.4,67.3,49,55,10.0,2.15,5,7,11.7,56.4,31,13,6.1,57,49.6,2,16,,,,,70.3,66.8,76.4,66.3,,,,1,4,62,15.4,96.7,3.5,2,0,0,0,6,3,4.8,549,10.0,0,100.0,12,13,-2.0,1.6,0,0,0.0,92.3,12,1,0.0,13,11.3,0,1,,,,,21.3,60.8,71.4,60.5,,,,0,0,15,0.0,105.1,0.0,0,0,0,1,1,1,6.7,40,3.1,3.59
KJ Jefferson,99129,QB,ARKANSAS,4,-0.04,0,115,111,76.9,78,80,11.5,3.35,1,5,6.1,62.5,50,35,16.7,95,82.6,10,33,,,,,30.1,85.4,83.2,84.4,55.5,70.3,,0,1,97,17.1,111.4,6.3,6,9,0,1,6,3,3.1,719,9.0,85.2,54,55,9.2,3.2,0,4,7.0,69.1,38,22,17.4,66,57.4,8,24,,,,,38.7,87.8,82.6,88.7,60.0,71.1,,0,1,68,13.6,126.5,4.5,3,8,0,1,5,0,0.0,582,10.6,75.6,41,42,8.6,2.82,1,1,2.3,69.0,29,15,6.5,49,42.6,2,18,,,,,36.6,67.2,75.7,70.1,60.0,50.6,,0,0,50,20.0,119.0,6.1,3,3,0,0,3,3,6.0,359,8.5,0,100.0,17,17,-2.7,1.57,0,0,0.0,100.0,17,2,0.0,20,17.4,0,9,,,,,67.1,63.7,72.5,68.3,,53.6,,0,0,21,0.0,158.0,0.0,0,2,0,0,2,0,0.0,222,13.1,-2.03
Blake Shapen,122282,QB,BAYLOR,4,-0.66,0,114,118,76.9,91,95,10.2,2.98,3,3,3.1,68.4,65,30,7.1,109,95.6,5,38,,,,,74.0,85.1,82.6,84.8,,62.8,,0,1,113,26.7,112.3,7.3,8,6,0,1,7,3,2.7,753,7.9,77.4,62,65,8.2,2.81,3,1,1.5,69.2,45,18,6.3,74,64.9,3,23,,,,,73.2,84.1,81.8,82.5,,66.9,,0,1,77,22.2,86.4,5.4,4,5,0,0,1,2,2.6,436,6.7,78.8,33,35,12.5,3.21,1,2,5.6,68.6,24,12,7.7,40,35.1,2,16,,,,,69.1,75.9,74.9,78.2,,52.8,,0,0,42,33.3,138.9,10.0,4,1,0,1,6,1,2.4,337,9.6,0,100.0,4,5,-1.0,2.14,1,0,0.0,80.0,4,0,0.0,5,4.4,0,1,,,,,64.2,63.4,68.6,63.2,,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,20,4.0,2.92
Chance Nolan,78493,QB,OREGON ST,4,6.7,0,113,265,75.0,96,100,12.3,2.82,2,8,7.3,60.0,60,32,16.7,109,96.5,12,43,,,,,74.1,84.7,39.1,86.8,54.3,62.1,,0,6,119,6.3,84.0,1.8,2,7,0,2,6,5,4.2,886,8.9,73.4,64,66,9.2,2.56,2,2,2.7,59.1,39,21,17.0,72,63.7,8,24,,,,,73.2,73.3,32.1,73.8,54.3,65.6,,0,3,80,4.8,75.4,1.4,1,5,0,0,3,3,3.8,442,6.7,80.6,36,38,16.1,3.17,0,6,15.0,65.8,25,11,13.8,41,36.3,4,20,,,,,69.2,91.4,75.0,91.9,,53.1,,0,3,43,9.1,111.1,2.4,1,2,0,2,4,2,4.7,474,12.5,0,100.0,4,4,-2.5,1.6,0,0,0.0,100.0,4,0,0.0,4,3.5,0,1,,,,,63.3,64.9,67.4,64.7,,,,0,0,4,,137.5,0.0,0,0,0,0,1,0,0.0,30,7.5,5.77
Gerry Bohanon,77636,QB,USF,4,-24.88,0,111,327,60.5,81,86,12.6,2.53,1,3,3.4,45.3,39,26,20.4,92,82.9,10,23,,,,,60.4,66.6,81.6,62.1,55.0,67.8,,1,5,96,7.7,37.5,2.2,2,4,0,3,0,7,7.3,452,5.3,74.0,73,79,7.3,2.31,1,3,3.7,59.5,47,23,13.0,85,76.6,7,23,,,,,59.7,72.5,81.4,68.7,,67.8,,2,5,89,8.7,50.6,2.4,2,4,0,3,0,5,5.6,480,6.1,46.2,26,26,16.9,2.4,0,0,0.0,34.6,9,4,25.0,26,23.4,3,5,,,,,67.8,51.8,73.5,52.2,55.0,,,0,1,26,0.0,28.4,0.0,0,0,0,0,0,2,7.7,84,3.2,0,94.4,18,19,-2.7,1.36,0,0,0.0,89.5,17,1,0.0,19,17.1,0,5,,,,,67.0,68.6,72.2,68.2,,,,1,1,19,0.0,69.3,0.0,0,0,0,0,0,0,0.0,112,5.9,-2.85
Grayson McCall,98002,QB,COAST CAR,4,15.98,0,111,141,79.5,83,86,11.0,2.77,0,5,5.5,66.3,57,29,13.6,99,89.2,9,43,,,,,76.9,81.1,60.1,84.0,,61.3,,1,1,104,13.8,127.8,4.0,4,8,0,2,9,2,1.9,835,9.7,77.6,49,51,7.7,2.71,0,1,1.8,62.7,32,16,15.8,61,55.0,6,20,,,,,76.6,66.7,56.1,67.3,,61.3,,0,1,65,6.3,106.3,1.6,1,8,0,2,4,2,3.1,416,8.2,87.0,46,47,10.8,2.6,0,4,8.3,78.7,37,13,7.5,50,45.0,3,29,,,,,69.7,91.6,75.7,91.2,,,,1,0,51,23.1,158.1,6.0,3,0,0,0,7,0,0.0,585,12.4,0,100.0,12,12,-3.0,1.75,0,0,0.0,100.0,12,0,0.0,12,10.8,0,6,,,,,65.8,68.5,70.7,68.2,,,,0,0,12,,158.3,0.0,0,0,0,0,2,0,0.0,166,13.8,4.29
Spencer Petras,82136,QB,IOWA,4,19.17,0,109,192,60.0,75,84,11.5,2.65,4,2,2.3,46.4,39,37,13.3,98,89.9,6,21,,,,,35.5,54.2,82.0,54.6,,50.3,,3,2,103,24.3,59.3,9.2,9,5,1,1,1,4,3.9,493,5.9,60.6,71,80,8.9,2.42,4,2,2.5,47.5,38,29,11.6,88,80.7,5,15,,,,,32.0,56.0,81.7,56.0,,51.8,,4,2,90,13.8,50.6,4.5,4,4,1,0,0,3,3.3,372,4.7,78.6,14,15,13.6,3.19,0,0,0.0,66.7,10,10,9.1,21,19.3,1,7,,,,,67.5,53.9,73.0,55.3,,57.3,,0,0,24,50.0,122.1,23.8,5,1,0,1,1,1,4.2,152,10.1,0,90.0,10,11,-3.6,1.86,0,0,0.0,81.8,9,2,0.0,11,10.1,0,1,,,,,65.6,61.8,70.4,61.5,,,,1,0,11,0.0,79.2,0.0,0,0,0,0,0,0,0.0,31,2.8,5.48
Grayson James,145214,QB,FIU,3,20.0,0,109,166,59.7,67,74,8.9,2.46,2,1,1.2,48.6,36,35,10.0,83,76.1,4,20,,,,,72.8,60.1,46.3,58.7,,65.8,,0,2,91,8.6,64.2,3.6,3,5,0,5,3,4,4.4,343,4.6,65.8,76,80,6.7,2.38,1,1,1.1,55.0,44,35,12.0,88,80.7,6,24,,,,,72.9,59.3,47.2,57.9,,65.8,,0,2,95,8.6,74.9,3.4,3,5,0,3,4,5,5.3,399,5.0,88.2,17,20,1.5,1.94,1,0,0.0,75.0,15,5,0.0,21,19.3,0,6,,,,,67.4,61.8,72.7,61.5,,,,0,0,22,0.0,81.0,0.0,0,0,0,2,0,0,0.0,79,4.0,0,96.2,26,26,-2.4,1.76,0,0,0.0,88.5,23,5,8.0,26,23.9,2,10,,,,,67.8,59.0,73.3,58.7,,,,0,0,26,0.0,101.1,0.0,0,0,0,0,1,1,3.8,135,5.2,-1.04
Tanner McKee,131770,QB,STANFORD,3,-2.28,0,107,300,74.0,77,79,10.5,2.6,0,8,9.4,65.8,52,31,8.8,98,91.6,5,38,,,,,72.9,85.1,81.0,86.2,,57.0,,1,4,104,41.9,102.2,13.3,13,5,0,1,6,2,1.9,779,9.9,73.7,57,59,7.3,2.47,0,3,4.8,67.8,40,18,4.8,69,64.5,2,27,,,,,72.0,76.9,80.1,75.4,,64.2,,1,3,72,44.4,103.3,11.6,8,2,0,1,5,2,2.8,533,9.0,79.3,29,29,12.8,2.65,0,5,15.6,65.5,19,14,17.4,38,35.5,4,12,,,,,68.9,86.8,74.9,90.2,,50.2,,0,1,41,35.7,94.2,13.2,5,3,0,0,1,0,0.0,281,9.7,0,88.9,9,9,-2.1,1.77,0,0,0.0,77.8,7,1,12.5,9,8.4,1,1,,,,,65.1,62.6,69.8,62.3,,,,0,0,9,0.0,82.9,0.0,0,0,0,0,0,0,0.0,35,3.9,0.66
Taylor Powell,60459,QB,E MICHIGAN,3,-23.59,0,107,160,75.3,81,84,9.4,2.79,0,8,8.8,64.3,54,32,11.5,96,89.7,7,27,,,,,73.4,65.5,51.9,66.2,,58.1,,0,5,103,21.9,76.6,7.3,7,5,0,3,4,5,4.9,602,7.2,77.8,81,84,8.5,2.69,0,8,8.8,69.0,58,29,7.9,94,87.9,5,28,,,,,73.3,72.3,51.6,72.8,,60.1,,0,4,101,20.7,87.6,6.4,6,4,0,3,4,4,4.0,645,7.7,81.8,11,11,4.8,2.5,0,0,0.0,45.5,5,4,44.4,13,12.1,4,1,,,,,66.2,35.7,71.2,37.1,,57.3,,0,1,14,25.0,14.6,7.7,1,1,0,0,0,1,7.1,28,2.5,0,100.0,11,11,-1.9,1.53,0,0,0.0,81.8,9,1,18.2,11,10.3,2,2,,,,,65.8,68.5,70.7,68.2,,,,0,0,12,0.0,93.6,0.0,0,0,0,0,0,0,0.0,71,6.5,-5.13
Hank Bachmeier,101284,QB,BOISE ST,4,20.27,0,106,120,61.5,78,84,11.5,2.8,1,6,6.7,50.0,42,36,12.5,96,90.6,6,25,,,,,25.6,53.3,81.5,52.5,,55.7,,1,3,102,19.4,71.3,7.3,7,4,0,4,5,7,6.9,456,5.4,63.1,65,71,10.0,2.54,1,5,6.7,49.3,35,24,14.6,79,74.5,6,20,,,,,49.5,63.4,81.0,62.4,,58.3,,1,2,83,16.7,72.9,5.1,4,3,0,4,4,4,4.8,387,5.5,69.6,23,23,9.3,3.04,0,1,4.2,69.6,16,12,0.0,27,25.5,0,7,,,,,17.5,36.5,73.6,37.8,,57.0,,0,1,29,25.0,90.9,11.1,3,1,0,0,2,3,10.3,110,4.8,0,90.0,10,10,-3.1,1.45,0,0,0.0,90.0,9,0,0.0,10,9.4,0,2,,,,,65.4,67.6,70.1,67.3,,,,0,0,10,,117.1,0.0,0,0,0,0,1,0,0.0,41,4.1,-0.67
Spencer Sanders,77660,QB,OKLA STATE,3,-11.53,0,104,262,71.1,76,81,11.9,2.71,1,3,3.3,60.5,49,24,9.3,89,85.6,5,35,,,,,76.3,79.0,80.8,75.7,,69.6,,2,1,99,12.5,121.0,3.4,3,5,0,2,8,2,2.0,792,9.8,77.1,70,72,8.9,2.45,1,3,3.8,68.1,49,17,9.3,80,76.9,5,34,,,,,76.2,81.9,80.5,79.8,,68.6,,0,1,87,11.8,130.9,2.5,2,6,0,1,9,1,1.1,662,9.2,65.0,20,23,12.3,3.1,0,0,0.0,56.5,13,8,0.0,24,23.1,0,10,,,,,68.0,61.5,73.5,61.2,,,,2,0,28,12.5,109.7,4.2,1,0,0,1,1,1,3.6,254,11.0,0,92.9,14,14,-2.4,1.94,0,0,0.0,92.9,13,1,0.0,15,14.4,0,9,,,,,66.5,66.6,71.6,68.9,,57.8,,0,0,16,0.0,143.2,0.0,0,1,0,0,2,0,0.0,124,8.9,1.85
Jalon Daniels,122555,QB,KANSAS,4,-11.72,0,102,198,71.6,81,83,10.3,2.4,1,7,7.9,67.5,56,27,3.4,91,89.2,2,49,,,,,63.4,90.0,82.2,90.5,,67.5,,1,1,97,3.7,132.4,1.1,1,7,0,0,9,2,2.1,855,10.3,77.6,58,59,8.9,2.2,0,4,6.5,74.6,44,15,2.2,62,60.8,1,33,,,,,60.6,90.1,81.5,91.5,,65.2,,1,1,65,0.0,129.2,0.0,0,3,0,0,6,1,1.5,540,9.2,67.6,34,35,8.6,2.44,1,3,7.9,62.9,22,12,4.3,40,39.2,1,18,,,,,69.2,75.0,75.0,71.3,,70.0,,0,0,43,8.3,135.7,2.5,1,4,0,0,5,1,2.3,350,10.0,0,90.9,11,11,-2.5,1.42,0,0,0.0,90.9,10,0,0.0,11,10.8,0,2,,,,,65.6,63.8,70.4,63.5,,,,0,0,11,,119.5,0.0,0,0,0,0,2,0,0.0,35,3.2,0.85
Chandler Fields,97286,QB,LA LAFAYET,4,-24.91,0,99,207,65.3,72,74,11.8,2.95,2,10,12.8,52.7,39,22,17.0,86,86.9,8,26,,,,,72.8,80.3,50.7,81.9,,60.4,,0,2,90,27.3,94.7,7.0,6,6,0,0,7,2,2.2,505,6.8,75.0,56,57,6.6,2.45,1,4,6.7,64.9,37,14,11.9,66,66.7,5,23,,,,,72.1,74.4,46.8,76.6,,59.0,,0,2,69,35.7,98.1,7.6,5,4,0,0,4,2,2.9,453,7.9,55.2,29,30,15.6,3.26,1,6,19.4,40.0,12,9,25.0,33,33.3,4,7,,,,,68.5,79.5,74.2,78.5,,62.6,,0,0,34,11.1,86.1,3.0,1,2,0,0,3,0,0.0,125,4.2,0,84.6,13,13,-2.5,1.2,0,0,0.0,76.9,10,1,9.1,13,13.1,1,4,,,,,66.0,60.8,71.0,60.5,,,,0,0,13,0.0,89.6,0.0,0,0,0,0,0,0,0.0,73,5.6,-3.78
Evan Simon,129906,QB,RUTGERS,4,1.73,0,97,278,70.7,75,80,10.2,2.55,0,1,1.2,60.0,48,39,9.4,88,90.7,5,23,,,,,73.2,66.0,80.9,61.7,,73.1,,2,2,91,15.4,81.3,6.8,6,2,0,3,3,2,2.2,521,6.5,72.7,66,70,8.7,2.48,0,0,0.0,61.4,43,35,10.4,77,79.4,5,19,,,,,73.0,65.8,80.6,62.1,,70.5,,1,1,81,17.1,77.6,7.8,6,1,0,3,1,1,1.2,428,6.1,72.2,18,19,9.6,2.39,0,1,5.3,63.2,12,4,7.7,20,20.6,1,7,,,,,67.1,61.6,72.4,58.4,,64.0,,1,1,20,0.0,98.1,0.0,0,1,0,0,2,1,5.0,138,7.3,0,88.9,9,9,-1.7,1.6,0,0,0.0,77.8,7,0,12.5,9,9.3,1,3,,,,,65.4,58.6,70.1,58.3,,,,0,0,10,,87.5,0.0,0,0,0,0,0,0,0.0,45,5.0,1.15
Chris Reynolds,60361,QB,CHARLOTTE,3,8.99,0,96,136,72.5,69,73,11.6,2.61,0,5,6.2,60.3,44,25,12.0,79,82.3,6,28,,,,,71.5,82.5,79.6,80.3,,67.6,,1,3,88,16.0,100.8,5.1,4,2,0,3,7,1,1.1,589,8.1,79.7,59,63,8.6,2.57,0,4,5.8,65.1,41,21,12.8,67,69.8,6,27,,,,,70.9,82.1,79.1,80.8,,62.8,,1,1,74,14.3,121.1,4.5,3,1,0,3,7,0,0.0,520,8.3,74.1,27,27,9.2,2.25,0,1,3.3,74.1,20,4,0.0,29,30.2,0,11,,,,,68.4,77.3,74.0,74.8,,64.3,,0,2,32,25.0,91.6,3.4,1,1,0,0,2,1,3.1,220,8.1,0,100.0,17,17,-2.4,1.84,0,0,0.0,100.0,17,0,0.0,17,17.7,0,10,,,,,66.8,76.0,72.0,75.5,,,,0,0,18,,142.9,0.0,0,0,0,0,2,0,0.0,151,8.9,-0.1
