player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Will Rogers,124184,QB,MISS STATE,9,78.2,408,440,6.2,2.41,14,13,2.8,67.5,297,0,92,6.9,467,22,148,227,64.9,74.7,73.0,61.7,1,5,491,2,20.7,100.7,4.1,19,5,4,13,26,14,2.9,2892,6.6
Kyle Vantrease,55029,QB,GA SOUTHRN,9,69.3,398,418,8.9,2.26,6,14,3.2,62.0,259,0,96,6.2,429,17,144,174,72.8,62.6,62.0,55.4,0,13,451,0,3.1,86.5,0.7,3,8,0,14,20,23,5.1,2984,7.1
Austin Reed,111760,QB,W KENTUCKY,10,75.6,389,410,7.7,2.25,11,21,4.9,67.8,278,0,73,5.4,439,16,151,346,52.0,82.7,82.4,63.5,4,6,459,2,16.4,107.5,2.7,12,13,2,4,28,16,3.5,3177,7.7
Michael Penix Jr.,82134,QB,WASHINGTON,9,74.9,379,394,9.6,2.53,3,16,3.8,66.0,260,0,85,8.5,407,24,162,340,79.8,82.4,82.5,54.5,1,5,435,2,4.7,105.4,1.0,4,9,2,9,23,5,1.1,3232,8.2
Connor Bazelak,99135,QB,INDIANA,8,64.8,349,381,8.4,2.47,5,9,2.2,54.6,208,0,136,8.0,403,18,103,190,72.9,55.0,53.4,63.3,1,9,432,6,14.7,71.2,5.0,20,1,0,26,12,14,3.2,2099,5.5
John Paddock,77689,QB,BALL ST,9,70.1,345,368,7.3,2.11,12,14,3.6,62.0,228,0,92,5.8,378,14,120,117,64.9,69.8,69.5,49.2,3,10,399,1,7.6,82.4,1.9,7,3,0,8,16,12,3.0,2257,6.1
DJ Irons,145585,QB,AKRON,9,74.1,343,364,9.1,2.9,1,11,2.9,66.2,241,2,151,5.1,438,13,136,102,60.3,73.7,70.5,71.2,3,6,456,6,27.2,87.2,9.4,41,31,2,15,9,14,3.1,2499,6.9
Aidan O'Connell,60516,QB,PURDUE,8,73.4,335,358,8.5,2.47,4,15,3.9,63.7,228,0,94,7.3,381,18,117,273,71.4,70.8,70.1,58.9,5,10,404,4,16.0,85.8,3.9,15,7,0,14,15,18,4.5,2437,6.8
Hunter Dekkers,122511,QB,IOWA STATE,9,75.4,345,356,7.1,2.56,1,10,2.7,67.1,239,1,119,8.1,390,21,125,193,67.1,74.8,74.7,59.4,2,10,404,3,16.8,89.0,5.1,20,13,0,8,16,11,2.7,2370,6.7
Cameron Ward,133244,QB,WASH STATE,9,75.2,314,344,7.2,2.97,4,8,2.2,63.4,218,0,144,7.6,401,18,128,341,44.8,66.9,63.1,72.4,1,8,417,2,20.1,92.2,7.2,29,24,0,25,19,11,2.6,2360,6.9
Jack Plummer,83543,QB,CAL,9,72.8,313,341,9.4,2.64,3,14,3.8,62.5,213,0,142,6.6,380,15,117,130,64.1,76.5,73.2,74.7,4,6,406,2,20.4,91.5,7.6,29,10,0,21,16,13,3.2,2374,7.0
Jayden de Laura,131928,QB,ARIZONA,9,70.4,328,341,10.2,3.12,2,20,5.6,61.6,210,0,123,9.1,391,21,154,109,31.9,75.7,72.0,72.4,1,8,412,6,15.4,99.5,4.9,19,30,2,8,22,20,4.9,2813,8.2
Layne Hatcher,82068,QB,TEXAS ST,9,73.1,309,339,8.5,2.65,4,15,4.3,63.4,215,0,97,4.9,372,11,94,314,55.7,61.5,61.9,50.7,0,8,387,4,18.6,89.8,4.8,18,12,0,26,18,16,4.1,2198,6.5
Clayton Tune,77652,QB,HOUSTON,9,78.8,311,338,9.1,3.13,6,18,5.0,67.5,228,0,115,6.9,396,17,149,182,55.3,90.7,88.9,74.8,2,7,419,2,16.5,110.9,4.8,19,37,1,18,28,13,3.1,2726,8.1
Frank Harris,60586,QB,UTSA,9,74.9,319,335,9.2,2.59,4,20,5.7,68.4,229,0,105,4.2,384,10,154,331,61.0,91.4,89.0,82.4,1,6,403,3,15.2,107.7,4.2,16,33,2,9,21,12,3.0,2830,8.4
Jaren Hall,82094,QB,BYU,10,75.3,299,330,9.5,2.76,6,16,4.5,65.8,217,0,84,3.6,366,8,129,128,54.1,80.1,76.4,69.8,2,5,390,0,13.1,107.8,3.0,11,24,1,22,24,11,2.8,2613,7.9
Chase Cunningham,78533,QB,MIDDLE TN,9,77.2,298,324,6.5,2.5,3,15,4.3,65.4,212,0,128,7.8,354,18,97,224,62.7,60.1,62.0,51.5,3,8,380,2,14.1,88.8,5.1,18,11,1,19,14,17,4.5,2183,6.7
Holton Ahlers,77651,QB,E CAROLINA,9,77.6,303,322,8.1,2.42,7,15,4.4,69.6,224,0,102,4.7,350,11,125,156,72.4,87.4,85.7,67.9,3,5,367,1,11.8,106.2,3.4,12,16,2,7,18,9,2.5,2623,8.1
Tanner McKee,131770,QB,STANFORD,9,69.4,297,321,8.1,2.47,5,14,4.1,60.4,194,0,108,5.8,369,12,107,300,71.2,72.0,74.0,46.5,2,7,390,0,25.0,83.5,7.3,27,20,3,14,11,6,1.5,2210,6.9
Cole Snyder,97617,QB,BUFFALO,9,67.6,293,319,9.7,2.47,7,14,4.2,58.9,188,0,106,5.1,369,10,110,126,55.1,66.7,65.0,60.7,2,6,383,0,23.6,86.0,6.8,25,24,0,17,14,18,4.7,2146,6.7
Seth Henigan,144267,QB,MEMPHIS,9,73.1,308,318,9.4,2.86,2,10,2.9,65.1,207,0,114,8.0,385,18,124,218,55.7,76.4,75.0,66.3,0,7,411,2,20.2,96.9,6.0,23,42,0,8,16,11,2.7,2516,7.9
Caleb Williams,144622,QB,USC,9,75.4,297,318,10.2,3.23,5,18,5.3,64.5,205,0,117,8.5,361,19,142,326,53.1,90.8,87.7,78.4,1,1,384,1,13.7,119.8,4.4,16,27,1,14,28,5,1.3,2747,8.6
Hayden Wolff,98362,QB,DOMINION,9,66.0,297,317,9.9,2.62,11,18,5.4,56.5,179,0,123,8.7,354,17,95,263,30.7,65.2,64.2,62.4,2,4,370,2,22.0,87.5,7.6,27,10,1,6,14,18,4.9,2200,6.9
Gavin Hardison,100827,QB,UTEP,10,65.6,291,316,12.0,2.97,6,22,6.5,51.9,164,0,98,14.1,359,27,102,330,56.9,71.4,69.9,61.6,3,8,380,2,22.4,73.4,6.1,22,19,1,15,11,18,4.7,2047,6.5
JT Daniels,83578,QB,W VIRGINIA,9,70.3,303,315,9.2,2.48,2,10,3.0,61.3,193,0,83,9.4,336,20,105,343,61.8,70.2,69.9,51.3,7,8,357,2,18.1,83.3,4.5,15,6,0,3,13,11,3.1,2042,6.5
Grayson James,145214,QB,FIU,9,72.1,297,315,6.7,2.34,5,8,2.4,61.3,193,0,102,9.8,344,21,97,166,74.0,71.9,69.2,69.4,1,8,358,2,10.8,78.5,3.2,11,16,0,12,11,13,3.6,1837,5.8
Drake Maye,143969,QB,N CAROLINA,9,79.1,292,311,10.4,2.84,1,29,9.0,70.4,219,0,145,5.2,389,12,157,245,56.0,92.0,91.4,75.3,4,3,406,2,16.6,128.2,6.2,24,50,2,12,30,8,2.0,2936,9.4
Daniel Richardson,97103,QB,C MICHIGAN,9,67.0,294,307,8.5,2.38,5,10,3.0,56.4,173,0,96,12.2,336,24,98,134,62.1,61.2,59.2,65.2,1,5,358,0,20.8,84.4,6.0,20,8,0,7,15,13,3.6,1908,6.2
Brennan Armstrong,77696,QB,VIRGINIA,9,67.4,291,302,10.3,2.83,8,12,3.7,54.3,164,0,141,16.3,370,32,103,335,48.2,58.7,57.1,60.0,0,10,390,0,17.7,68.3,6.8,25,43,0,3,6,17,4.4,2043,6.8
Ben Bryant,77655,QB,CINCINNATI,9,72.6,288,302,10.3,2.41,4,22,7.0,63.2,191,0,88,8.6,334,18,112,138,54.5,86.4,89.3,50.3,5,6,346,5,23.9,99.1,6.3,21,11,1,4,18,8,2.3,2375,7.9
Kurtis Rourke,97998,QB,OHIO,9,77.5,284,301,10.0,2.86,3,23,7.3,68.4,206,0,107,6.4,327,14,128,259,59.2,91.5,90.4,74.8,4,4,345,2,12.1,114.6,4.0,13,12,0,10,21,11,3.2,2730,9.1
Tanner Mordecai,77656,QB,SMU,8,71.7,286,298,10.0,2.66,0,22,6.9,62.4,186,0,78,9.3,328,19,118,287,47.5,82.4,84.7,48.3,2,7,349,0,17.9,106.9,4.3,14,15,0,10,25,8,2.3,2476,8.3
Chevan Cordeiro,75886,QB,S JOSE ST,8,73.1,268,293,10.4,2.79,6,19,6.0,60.4,177,0,112,9.7,366,19,115,285,65.5,83.8,80.5,70.2,2,2,391,2,25.9,93.7,7.9,29,44,0,17,11,10,2.6,2219,7.6
Stetson Bennett,60387,QB,GEORGIA,9,76.4,276,292,9.3,2.48,4,15,4.9,67.5,197,0,51,6.6,306,14,128,173,46.0,87.1,82.7,77.3,3,3,318,1,15.7,103.8,2.6,8,5,1,8,11,9,2.8,2611,8.9
Austin Aune,83528,QB,N TEXAS,10,66.9,278,290,12.2,2.54,2,21,6.9,58.6,170,0,75,8.6,308,16,122,251,70.6,78.1,77.7,60.1,1,11,326,1,10.7,106.9,2.6,8,8,2,7,28,16,4.9,2753,9.5
Carter Bradley,77685,QB,S ALABAMA,9,75.2,270,289,8.5,2.4,7,13,4.3,64.4,186,0,74,8.4,326,17,117,288,78.6,74.3,74.8,60.7,5,7,342,5,21.6,95.7,4.9,16,20,1,6,15,10,2.9,2273,7.9
Spencer Sanders,77660,QB,OKLA STATE,8,66.8,268,288,10.0,2.72,3,10,3.2,58.0,167,0,98,6.7,327,12,114,262,82.1,73.5,67.7,73.9,7,5,352,1,11.2,92.0,3.4,11,27,0,10,15,12,3.4,2176,7.6
E.J. Warner,156185,QB,TEMPLE,8,66.5,269,285,8.3,2.27,3,6,2.0,56.1,160,0,90,10.6,292,19,85,306,60.3,55.0,57.3,36.1,1,9,305,3,4.4,74.4,1.4,4,3,0,12,10,18,5.9,1848,6.5
Grant Wells,97784,QB,VA TECH,9,70.9,261,284,8.9,2.72,6,13,4.3,58.5,166,0,99,10.3,321,19,86,337,67.6,68.9,66.8,65.3,1,8,343,2,22.2,75.6,6.9,22,15,0,16,8,10,2.9,1851,6.5
Brayden Schager,146078,QB,HAWAII,9,66.9,266,282,9.3,2.81,2,11,3.8,55.7,157,0,104,11.8,312,21,79,180,59.6,64.5,63.3,58.2,1,7,324,0,7.7,70.2,2.6,8,15,0,13,7,10,3.1,1610,5.7
Sam Hartman,77618,QB,WAKE,8,69.4,265,276,12.8,2.97,5,19,6.4,62.7,173,0,102,6.0,326,11,122,339,48.5,81.1,83.6,51.1,4,9,348,1,26.5,106.3,8.3,27,23,0,2,24,13,3.7,2422,8.8
DJ Uiagalelei,122162,QB,CLEMSON,9,73.3,255,274,9.6,2.53,2,21,7.3,64.6,177,0,77,5.3,309,10,94,140,55.2,77.8,77.7,63.9,5,5,324,2,18.2,100.5,4.5,14,16,0,12,18,7,2.2,1994,7.3
N'Kosi Perry,60446,QB,FAU,9,65.6,262,274,11.2,2.53,3,22,7.7,56.6,155,0,82,9.9,302,17,106,165,26.6,78.2,82.1,51.3,1,5,314,1,12.2,96.3,3.3,10,17,0,8,20,11,3.5,1998,7.3
Bo Nix,97790,QB,OREGON,9,85.1,248,272,7.4,2.68,6,9,3.1,73.2,199,0,63,5.7,296,12,117,264,81.4,90.0,79.1,87.7,0,5,313,3,3.2,120.5,0.7,2,21,0,18,22,6,1.9,2493,9.2
Bryce Young,123943,QB,ALABAMA,8,75.9,245,272,10.0,3.0,0,16,5.6,62.9,171,0,98,8.1,303,15,117,103,50.6,90.0,90.1,63.5,9,4,318,3,10.2,105.8,3.3,10,20,0,18,19,8,2.5,2233,8.2
Matt McDonald,60350,QB,BOWL GREEN,8,73.8,248,269,8.4,2.7,13,11,3.8,60.2,162,0,112,11.5,315,21,89,122,63.5,78.0,77.4,62.5,4,3,338,3,19.6,94.8,7.0,22,22,0,4,16,8,2.4,1766,6.6
Jayden Daniels,97993,QB,LSU,9,78.6,257,269,7.4,2.9,3,6,2.1,69.5,187,0,104,7.4,350,15,128,211,75.2,87.3,73.5,89.9,1,1,372,0,31.7,106.7,9.4,33,48,1,7,14,2,0.5,1994,7.4
Payton Thorne,101629,QB,MICH STATE,9,72.7,256,268,8.2,2.76,5,11,3.8,64.2,172,1,79,7.5,297,14,91,223,70.3,69.8,69.2,59.6,1,9,318,3,20.3,88.5,5.4,16,13,1,5,14,11,3.5,1896,7.1
Chase Brice,60363,QB,APP STATE,9,71.4,259,268,10.8,2.5,0,25,8.9,64.9,174,0,77,5.9,303,11,102,108,53.6,76.1,78.9,51.0,1,5,318,2,16.9,112.5,4.3,13,22,0,8,24,13,4.1,2201,8.2
Taulia Tagovailoa,97271,QB,MARYLAND,8,79.7,246,259,7.5,3.07,1,12,4.4,69.9,181,0,90,7.7,293,15,105,215,61.6,86.3,87.5,58.8,0,6,304,1,18.9,102.1,5.8,17,17,0,12,14,12,3.9,2074,8.0
Sean Clifford,51708,QB,PENN STATE,9,75.7,235,257,8.8,2.8,6,11,4.0,63.0,162,0,92,9.0,282,16,100,266,62.2,75.3,73.8,60.8,3,7,299,0,10.9,97.2,3.5,10,14,0,13,16,9,3.0,2045,8.0
TJ McMahon,83521,QB,RICE,9,67.9,237,257,10.9,2.58,10,11,4.0,58.8,151,0,111,6.2,298,10,95,275,70.7,76.9,70.8,77.7,5,12,321,2,20.7,88.0,7.7,23,17,1,4,18,13,4.0,2037,7.9
James Blackman,60382,QB,ARK STATE,8,75.0,236,255,8.1,2.7,2,13,4.9,66.7,170,0,120,4.0,293,7,89,113,69.2,81.9,81.1,63.4,5,1,303,1,21.7,100.8,8.9,26,11,0,12,11,2,0.7,1859,7.3
Tommy DeVito,60545,QB,ILLINOIS,9,79.6,245,254,6.9,2.46,0,10,3.7,71.7,182,0,68,6.7,286,13,99,187,71.3,86.4,83.3,71.3,1,2,304,0,23.5,107.7,5.6,16,14,0,8,14,5,1.6,1878,7.4
Hendon Hooker,60593,QB,TENNESSEE,9,76.3,249,253,11.7,2.67,1,14,4.9,70.8,179,0,77,5.8,308,11,109,307,50.4,90.4,85.8,78.4,1,2,342,2,28.6,127.1,7.1,22,33,1,1,21,4,1.2,2533,10.0
Spencer Rattler,97408,QB,S CAROLINA,9,78.2,225,253,7.3,2.93,0,13,4.9,64.4,163,0,105,7.4,300,13,79,289,26.4,61.2,63.5,49.8,4,9,318,2,18.1,82.1,6.3,19,25,0,24,8,16,5.0,1858,7.3
