player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Anthony Watts,42807,DI,MARSHALL,9,6,0,100.0,0,0,214,54.5,62.2,49.5,61.5,66.7,70.1,0,6,0,49,6.7,1,0,1,118.8,1,1,1,0,3,241,240,41,161,9,29,0,1,148,90,0,8,8,1,7,0,49,32,49.0
Justin Clark,43185,CB,WISCONSIN,7,1,0,60.0,0,0,349,61.5,61.3,81.4,,58.4,60.6,0,0,0,29,18.2,2,0,2,87.9,6,0,12,182,111,202,3,0,0,3,0,0,199,0,91,5,3,8,10,0,0,86,16,14.3
Ryan McWood,43189,LB,MIAMI OH,9,23,0,92.0,0,1,221,68.9,62.3,82.8,53.4,58.4,46.8,2,7,1,19,19.6,21,2,0,101.0,23,1,589,0,309,622,8,0,0,8,0,0,614,49,264,25,35,63,25,10,1,226,140,9.8
Jaydon Grant,43354,S,OREGON ST,9,8,0,55.2,0,1,265,77.0,76.3,45.4,51.9,79.2,75.9,1,5,3,60,11.1,6,3,2,42.4,16,1,100,5,366,582,9,0,0,9,0,306,573,17,199,162,16,40,29,7,0,236,114,14.8
Linwood Crump,43401,CB,NEW MEX ST,7,2,0,50.0,0,0,242,73.6,73.2,83.1,71.4,62.7,65.5,0,1,0,19,12.5,2,2,2,87.5,8,1,18,257,146,286,8,0,0,8,0,2,278,3,137,1,5,12,16,2,1,88,11,11.0
Jon-Michael Terry,43635,LB,TULSA,10,22,0,65.0,1,0,320,59.3,62.6,40.2,59.5,66.0,80.8,1,13,0,26,9.6,7,0,2,95.6,13,1,469,0,224,674,164,0,0,162,2,0,510,77,373,40,30,44,20,15,1,109,47,8.4
Tyrone Hopper,43714,ED,MISSOURI,9,1,0,0.0,1,0,229,62.1,51.6,0.0,57.3,55.2,26.3,0,0,0,,50.0,2,0,2,39.6,0,0,2,0,6,105,102,0,5,84,13,0,3,54,45,1,1,1,1,0,0,0,0,
Sione Tupou,44093,LB,TEXAS ST,9,17,0,70.0,0,1,314,59.6,72.4,83.8,88.3,74.6,72.3,1,6,2,74,11.5,7,2,0,95.7,28,1,518,1,296,558,6,0,0,6,0,3,552,37,225,30,19,37,40,8,2,379,261,13.5
Semisi Fakasiieiki,44340,LB,PURDUE,7,6,0,42.9,0,0,273,60.8,61.2,0.0,79.4,60.1,59.2,0,1,0,11,14.8,4,0,1,89.9,3,0,154,1,84,168,2,0,0,2,0,0,166,4,80,11,12,17,7,1,1,13,25,4.3
Antwaine Richardson,49364,S,KENT STATE,7,9,0,69.2,0,0,201,52.6,60.7,85.3,,79.2,72.3,0,0,0,71,11.1,5,1,0,127.9,18,0,89,3,225,418,2,0,0,2,0,154,416,0,193,170,10,31,26,0,2,265,90,14.7
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,4,5,0,80.0,0,0,174,41.6,55.9,78.3,51.2,71.0,35.3,0,1,0,24,27.3,6,1,0,156.3,4,0,110,0,47,129,11,0,0,11,0,0,118,11,71,8,6,11,5,1,1,60,14,15.0
Alden Tofa,51983,ED,BYU,10,5,0,50.0,0,0,128,70.4,63.3,83.3,60.5,58.9,60.2,1,3,0,9,15.4,2,0,0,62.5,1,1,15,0,13,160,143,0,0,113,30,0,17,65,82,2,6,6,2,5,0,9,3,9.0
Chaz Ah You,51989,S,BYU,2,3,0,100.0,0,0,128,67.9,61.5,74.4,59.5,52.6,56.6,0,0,0,8,20.0,1,0,0,100.0,1,0,10,0,9,24,5,0,0,5,0,0,19,1,14,9,1,1,1,0,0,8,6,8.0
Earl Tuioti-Mariner,51992,ED,BYU,8,2,0,,0,0,128,60.6,55.7,81.4,56.4,54.5,79.2,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,1,221,221,2,52,57,110,0,0,105,115,0,6,6,0,4,0,0,0,
Lorenzo Fauatea,52005,DI,BYU,9,4,0,,1,1,128,,46.9,29.5,57.6,44.5,51.8,2,3,0,,13.3,2,0,2,0.0,0,2,1,0,0,311,310,53,135,28,94,0,1,145,166,0,9,9,0,7,0,0,0,
Penei Pavihi,52079,LB,HAWAII,10,17,0,83.3,0,0,180,52.2,42.0,50.5,60.4,37.7,47.5,1,2,1,32,21.9,16,1,1,92.6,30,1,536,1,245,587,11,0,0,11,0,3,576,36,306,36,28,40,36,4,0,324,284,10.8
