player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Dru Prox,23093,LB,UTSA,1,0,,,80.0,,,0,0,0,,331,60.9,62.4,68.5,59.7,60.6,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,
John Porchivina,28202,LB,OLE MISS,1,0,,,100.0,,,0,0,0,,226,60.3,47.4,67.2,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Colby Reeder,30285,LB,IOWA STATE,7,0,4.7,62.5,73.3,12.4,7.8,0,1,1,6.3,193,71.9,78.5,33.6,74.7,83.1,73.6,2,18,10.0,1,1,1,73.4,10,132,180,5,9,16,2,74,33,0.6,7.4
Kyle Pugh,35900,LB,N ILLINOIS,10,5,10.6,40.0,83.2,62.0,24.8,0,0,1,20.0,254,75.4,69.9,81.7,51.1,65.9,80.9,0,11,6.7,1,1,0,51.3,2,129,155,3,9,5,0,19,12,0.2,9.5
Jordan Carmouche,39951,LB,ARK STATE,9,3,7.1,70.6,87.8,19.7,13.9,0,0,0,0.0,113,56.7,56.9,51.2,54.1,59.7,75.9,0,51,10.0,1,0,1,142.8,12,259,295,2,6,17,2,174,113,0.7,14.5
Monte McGary,42477,CB,KANSAS,6,1,9.0,100.0,90.9,19.0,19.0,0,0,0,0.0,198,63.0,63.2,75.9,69.5,53.8,53.8,0,12,0.0,0,0,0,116.7,1,20,22,0,1,1,0,12,3,0.6,12.0
Bricen Garner,42520,S,W MICHIGAN,10,6,7.8,65.7,97.8,13.0,8.5,0,0,3,8.6,347,69.0,67.8,86.6,60.4,63.0,72.2,1,37,7.5,3,3,0,77.7,23,314,321,10,31,35,0,275,111,0.9,12.0
Brandon Moore,42620,CB,NEBRASKA,5,1,10.6,55.6,98.8,15.2,8.4,0,0,0,0.0,238,75.4,73.3,0.0,60.0,66.2,61.8,1,13,16.7,1,0,1,28.7,5,82,83,1,4,9,0,43,19,0.6,8.6
Clifford Chattman,42657,S,UTSA,9,4,12.8,50.0,98.8,19.3,9.6,0,0,6,18.8,331,68.7,68.6,88.3,57.1,65.9,68.3,0,55,10.3,3,6,2,89.8,16,324,328,3,22,32,1,274,97,0.9,17.1
Anthony Watts,42807,DI,MARSHALL,9,0,17.0,100.0,2.0,3.0,3.0,0,0,0,0.0,214,54.5,62.2,49.5,61.5,66.7,70.1,0,49,33.3,1,0,1,118.8,1,3,151,2,2,1,0,49,32,16.3,49.0
Justin Clark,43185,CB,WISCONSIN,7,0,13.2,60.0,100.0,17.2,10.3,0,0,2,20.0,349,61.5,61.3,81.4,,58.4,60.6,0,29,20.0,1,0,2,87.9,6,111,111,1,4,10,0,86,16,0.8,14.3
Ryan McWood,43189,LB,MIAMI OH,9,8,3.5,92.0,86.3,12.9,11.8,0,1,3,12.0,221,68.9,62.3,82.8,53.4,58.4,46.8,1,19,21.4,6,2,0,101.0,23,309,358,4,14,25,1,226,140,0.8,9.8
Jaydon Grant,43354,S,OREGON ST,9,4,11.5,55.2,95.6,21.5,11.9,0,1,3,10.3,265,77.0,76.3,45.4,51.9,79.2,75.9,3,60,10.0,3,3,2,42.4,16,366,383,7,23,29,0,236,114,0.7,14.8
Linwood Crump,43401,CB,NEW MEX ST,7,2,11.3,50.0,98.0,17.8,8.9,0,0,3,18.8,242,73.6,73.2,83.1,71.4,62.7,65.5,0,19,0.0,0,2,2,87.5,8,146,149,4,11,16,1,88,11,0.6,11.0
