player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Matt Prater,3471,K,ARZ,4,0,1,1,100.0,3,3,100.0,1,80.9,0,0,,10,10,100.0,0,1,1,100.0,6,6,100.0,1,1,100.0
Nick Folk,3794,K,TEN,14,0,6,6,100.0,9,8,88.9,31,87.7,0,0,,25,25,100.0,0,2,2,100.0,22,21,95.5,5,5,100.0
Graham Gano,5443,K,NYG,7,0,1,1,100.0,5,4,80.0,21,75.3,0,0,,8,8,100.0,0,1,0,0.0,8,6,75.0,1,1,100.0
Greg Zuerlein,7163,K,NYJ,8,0,1,0,0.0,4,1,25.0,22,29.9,0,0,,14,13,92.9,0,6,4,66.7,15,9,60.0,4,4,100.0
Justin Tucker,7604,K,BLT,15,0,10,5,50.0,8,5,62.5,3,56.6,0,0,,53,51,96.2,0,7,7,100.0,29,21,72.4,4,4,100.0
Dustin Hopkins,7958,K,CLV,14,0,8,4,50.0,8,5,62.5,8,27.6,0,0,,19,16,84.2,0,7,6,85.7,25,16,64.0,2,1,50.0
Brandon McManus,8437,K,GB,9,0,2,2,100.0,4,3,75.0,12,80.8,0,0,,27,27,100.0,0,7,7,100.0,17,16,94.1,4,4,100.0
Cairo Santos,8932,K,CHI,15,0,8,7,87.5,7,4,57.1,6,82.5,0,0,,23,22,95.7,0,4,4,100.0,23,19,82.6,4,4,100.0
Chris Boswell,8990,K,PIT,15,0,14,12,85.7,8,7,87.5,25,92.1,0,0,,32,32,100.0,0,11,11,100.0,42,39,92.9,9,9,100.0
Jason Myers,10207,K,SEA,15,0,10,7,70.0,8,7,87.5,29,90.4,0,0,,37,34,91.9,0,6,6,100.0,27,23,85.2,3,3,100.0
Wil Lutz,11096,K,DEN,15,0,7,5,71.4,11,11,100.0,10,85.3,0,0,,38,38,100.0,0,12,11,91.7,32,29,90.6,2,2,100.0
Ka'imi Fairbairn,11161,K,HST,15,0,16,13,81.3,5,4,80.0,13,80.8,0,0,,33,32,97.0,0,11,11,100.0,41,35,85.4,9,7,77.8
Jake Elliott,11908,K,PHI,15,0,7,1,14.3,9,8,88.9,24,58.2,0,0,,41,40,97.6,0,8,8,100.0,31,24,77.4,7,7,100.0
Zane Gonzalez,11979,K,WAS,4,0,1,0,0.0,4,3,75.0,32,60.4,0,0,,14,14,100.0,0,0,0,,5,3,60.0,0,0,
Harrison Butker,11988,K,KC,11,0,4,2,50.0,4,4,100.0,16,66.5,1,1,100.0,28,27,96.4,0,6,6,100.0,23,20,87.0,8,7,87.5
Younghoe Koo,12042,K,ATL,14,0,9,6,66.7,11,7,63.6,2,69.0,0,0,,26,26,100.0,0,7,5,71.4,34,25,73.5,7,7,100.0
Austin Seibert,13701,K,WAS,9,0,5,2,40.0,8,8,100.0,32,61.6,0,0,,24,22,91.7,0,7,7,100.0,30,27,90.0,10,10,100.0
Greg Joseph,22842,K,WAS,7,0,2,1,50.0,8,5,62.5,32,56.1,0,0,,8,8,100.0,0,5,5,100.0,19,15,78.9,4,4,100.0
Daniel Carlson,28121,K,LV,15,0,10,6,60.0,6,4,66.7,23,64.8,0,0,,21,20,95.2,0,9,9,100.0,34,28,82.4,9,9,100.0
Jason Sanders,29578,K,MIA,15,0,13,11,84.6,7,5,71.4,17,80.5,0,0,,24,22,91.7,0,12,12,100.0,37,33,89.2,5,5,100.0
Tyler Bass,33010,K,BUF,15,0,4,4,100.0,10,6,60.0,4,69.2,0,0,,57,53,93.0,0,6,6,100.0,27,22,81.5,7,6,85.7
Chase McLaughlin,33285,K,TB,15,0,9,7,77.8,4,4,100.0,30,83.6,0,0,,47,45,95.7,0,6,6,100.0,28,26,92.9,9,9,100.0
Parker Romo,33384,K,MIN,4,0,1,1,100.0,5,4,80.0,18,65.8,0,0,,8,7,87.5,0,3,3,100.0,12,11,91.7,3,3,100.0
Joey Slye,39235,K,NE,15,0,8,5,62.5,5,3,60.0,19,70.5,0,0,,23,22,95.7,0,11,10,90.9,30,23,76.7,6,5,83.3
Matthew Wright,39675,K,KC,3,0,2,1,50.0,3,3,100.0,16,75.3,0,0,,5,5,100.0,0,5,5,100.0,12,11,91.7,2,2,100.0
Eddy Pineiro,44140,K,CAR,15,0,1,1,100.0,8,6,75.0,5,63.3,0,0,,28,26,92.9,0,8,7,87.5,24,21,87.5,7,7,100.0
Mitch Wishnowsky,44663,P,SF,1,0,0,0,,0,0,,28,60.2,0,0,,0,0,,0,0,0,,1,1,100.0,1,1,100.0
Blake Grupe,57502,K,NO,14,0,8,6,75.0,7,6,85.7,20,73.4,0,0,,31,29,93.5,0,7,6,85.7,26,22,84.6,4,4,100.0
Anders Carlson,57509,K,NYJ,7,0,3,3,100.0,7,5,71.4,22,64.7,0,0,,15,12,80.0,0,2,2,100.0,15,13,86.7,3,3,100.0
Riley Patterson,57556,K,ATL,3,0,1,1,100.0,1,0,0.0,2,61.1,0,0,,8,8,100.0,0,1,1,100.0,3,2,66.7,0,0,
Matt Gay,57643,K,IND,14,0,7,3,42.9,5,5,100.0,14,73.2,0,0,,28,28,100.0,0,9,9,100.0,29,25,86.2,8,8,100.0
Jamie Gillan,63303,P,NYG,1,0,0,0,,0,0,,21,54.4,0,0,,1,0,0.0,0,0,0,,0,0,,0,0,
Cameron Dicker,77069,K,LAC,15,0,10,9,90.0,10,9,90.0,27,79.7,1,1,100.0,30,27,90.0,0,5,5,100.0,33,31,93.9,7,7,100.0
Brayden Narveson,77073,K,TEN,7,0,1,0,0.0,9,5,55.6,31,41.1,0,0,,18,18,100.0,0,4,3,75.0,18,12,66.7,4,4,100.0
Chad Ryland,77083,K,ARZ,11,0,3,3,100.0,10,6,60.0,1,88.2,0,0,,21,21,100.0,0,11,11,100.0,29,25,86.2,5,5,100.0
Evan McPherson,82583,K,CIN,12,0,7,3,42.9,5,3,60.0,7,56.2,0,0,,38,37,97.4,0,4,4,100.0,22,16,72.7,6,6,100.0
Jake Moody,82603,K,SF,12,0,6,3,50.0,10,6,60.0,28,54.8,0,0,,25,25,100.0,0,5,5,100.0,30,23,76.7,9,9,100.0
Will Reichard,98965,K,MIN,11,0,7,6,85.7,6,5,83.3,18,82.8,0,0,,35,35,100.0,0,6,5,83.3,22,19,86.4,3,3,100.0
Cade York,98975,K,CIN,4,0,2,1,50.0,2,0,0.0,7,48.0,0,0,,13,12,92.3,0,1,1,100.0,7,4,57.1,2,2,100.0
Spencer Shrader,100974,K,KC,4,0,0,0,,2,2,100.0,16,76.2,0,0,,9,9,100.0,0,1,1,100.0,5,5,100.0,2,2,100.0
Jake Bates,121959,K,DET,15,0,7,5,71.4,6,5,83.3,11,86.0,0,0,,59,58,98.3,0,10,10,100.0,26,23,88.5,3,3,100.0
Joshua Karty,131765,K,LA,15,0,4,3,75.0,6,4,66.7,26,48.7,0,0,,34,30,88.2,0,8,7,87.5,28,23,82.1,10,9,90.0
Cam Little,146646,K,JAX,15,0,4,3,75.0,7,6,85.7,15,83.2,0,0,,23,23,100.0,0,6,6,100.0,24,22,91.7,7,7,100.0
Brandon Aubrey,156112,K,DAL,15,0,16,14,87.5,15,13,86.7,9,96.1,0,0,,28,28,100.0,0,8,6,75.0,42,36,85.7,3,3,100.0
Jude McAtamney,162910,K,NYG,1,0,0,0,,0,0,,21,62.2,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,
