team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,15,576,15,63,576,91.3,89,11
TB,30,15,580,9,85,580,90.0,105,11
MIA,17,15,583,16,82,583,88.9,114,16
NYJ,22,15,589,25,77,589,88.3,120,18
JAX,15,15,544,20,73,544,88.3,110,17
BUF,4,15,517,10,106,517,88.0,120,4
ARZ,1,15,525,11,94,525,87.7,117,12
WAS,32,15,566,11,108,566,87.0,133,14
KC,16,15,623,33,100,623,86.8,149,16
CAR,5,15,552,24,90,552,86.6,131,17
GB,12,15,464,19,90,464,86.5,117,8
DAL,9,15,618,28,86,618,86.1,143,29
BLT,3,15,486,9,111,486,86.0,128,8
ATL,2,15,518,34,82,518,85.7,132,16
SF,28,15,529,19,118,529,85.5,145,8
DET,11,15,526,30,88,526,85.4,136,18
IND,14,15,486,22,87,486,84.7,129,20
CHI,6,15,609,13,108,609,84.3,156,35
LAC,27,15,507,26,85,507,84.3,135,24
NO,20,15,533,23,119,533,84.1,156,14
LV,23,15,627,24,126,627,84.1,175,25
HST,13,15,595,26,109,595,83.8,164,29
LA,26,15,516,38,89,516,83.6,148,21
PIT,25,15,500,21,93,500,83.6,139,25
PHI,24,15,476,11,106,476,83.5,137,20
MIN,18,15,537,21,114,537,83.3,157,22
CIN,7,15,616,38,128,616,83.0,188,22
CLV,8,15,678,38,136,678,82.9,203,29
TEN,31,15,546,31,112,546,81.6,172,29
NYG,21,15,617,45,123,617,81.5,198,30
SEA,29,15,613,27,152,613,79.9,213,34
NE,19,15,574,34,139,574,79.4,205,32
