player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,MIA,15,0,,,3.7,,,0,0,0,,17,60.4,83.0,89.4,66.5,87.6,29.3,0,,60.0,3,0,0,0.0,0,13,354,5,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,11,0,-3.0,100.0,8.2,15.0,15.0,0,0,0,0.0,24,50.9,78.6,63.9,71.8,80.1,34.0,0,5,75.0,3,0,1,87.5,1,15,184,5,1,1,0,5,8,0.3,5.0
Kareem Jackson,5545,S,BUF,1,1,8.5,50.0,93.5,28.0,14.0,0,0,0,0.0,4,65.9,67.6,90.6,57.1,60.0,80.0,0,4,0.0,0,0,0,56.3,1,29,31,0,2,2,0,4,0,0.1,4.0
Jerry Hughes,5556,ED,HST,6,0,,,7.3,,,0,0,0,,13,60.9,46.8,82.5,45.9,51.9,73.8,0,,0.0,0,0,0,0.0,0,3,41,0,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,11,1,,,4.8,,,0,0,0,,4,68.1,78.0,37.6,80.4,57.3,55.1,0,,25.0,1,0,2,0.0,0,10,207,5,2,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,15,2,,,2.0,,,0,0,0,,20,71.3,56.3,75.8,56.3,51.6,41.2,1,,16.7,1,0,1,0.0,0,6,304,5,3,0,0,0,0,0.0,
Nick Bellore,6515,LB,WAS,3,0,-3.5,100.0,75.0,1.5,1.5,0,0,0,0.0,32,79.4,87.9,68.9,60.0,63.2,73.2,0,2,0.0,0,0,0,79.2,2,3,4,1,1,2,0,-4,3,-1.3,-2.0
Stephon Gilmore,7016,CB,MIN,13,8,8.6,63.5,100.0,10.3,6.6,0,0,8,10.8,18,62.0,66.0,87.0,,82.6,70.5,1,27,8.7,4,8,5,93.8,47,513,513,15,34,74,4,468,189,1.0,10.0
Bobby Wagner,7050,LB,WAS,15,6,5.6,71.9,83.4,18.0,12.9,0,0,2,6.3,32,62.2,87.4,64.0,90.8,91.1,84.0,0,32,3.6,1,2,2,106.0,23,448,537,13,21,32,1,258,161,0.6,11.2
Lavonte David,7060,LB,TB,15,8,4.4,86.3,81.2,7.2,6.2,0,0,3,3.8,30,58.1,66.3,85.4,65.1,72.5,41.1,1,49,18.2,12,3,1,108.7,69,528,650,22,46,80,3,667,400,1.3,9.7
Demario Davis,7079,LB,NO,14,12,4.8,74.4,90.0,17.0,12.6,0,1,3,7.7,20,66.6,73.6,65.0,66.2,77.3,59.6,1,23,9.3,4,3,2,84.5,29,524,582,10,27,39,0,291,193,0.6,10.0
Rodney McLeod,7271,S,CLV,15,1,8.2,60.7,96.8,15.2,9.3,0,0,5,17.9,8,40.5,44.1,82.7,52.1,57.6,53.4,0,17,20.0,4,5,0,107.0,17,274,283,3,15,28,3,125,75,0.5,7.4
Tashaun Gipson Sr.,7288,S,SF,4,0,11.0,0.0,100.0,,12.0,0,0,1,100.0,28,51.2,58.5,76.7,,70.0,77.0,0,,,0,1,0,39.6,0,13,13,0,0,1,0,0,0,0.0,
Harrison Smith,7641,S,MIN,14,11,10.0,69.6,92.3,16.0,11.2,0,1,4,8.7,18,60.2,64.8,89.4,53.6,76.2,71.2,2,42,10.2,5,4,0,100.5,32,543,588,7,33,46,3,407,193,0.8,12.7
Darius Slay,7817,CB,PHI,13,2,11.4,50.0,100.0,13.1,6.5,2,0,13,21.7,24,70.0,68.2,55.4,,58.7,67.7,0,51,7.9,3,12,5,78.0,30,416,416,9,33,60,2,333,97,0.8,11.1
Robert Woods,7822,WR,HST,1,0,,,100.0,,,0,0,0,,13,60.7,70.2,60.0,,,,0,,,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyrann Mathieu,7850,S,NO,15,2,16.0,71.4,98.4,34.4,24.6,0,1,2,9.5,20,54.6,58.1,87.3,51.2,65.1,46.2,3,50,18.4,7,1,0,74.1,15,549,558,4,29,21,0,342,127,0.7,22.8
John Jenkins,7863,DI,LV,15,0,,,0.4,,,0,0,0,,23,60.6,52.7,87.2,57.3,49.7,43.9,0,,50.0,1,0,0,0.0,0,1,244,2,1,0,0,0,0,0.0,
Jordan Poyer,8000,S,MIA,14,14,10.1,75.0,97.6,23.3,17.5,0,1,2,7.1,17,60.7,62.5,15.7,60.6,71.2,73.0,0,33,10.4,5,2,3,141.2,21,518,531,6,29,28,3,275,114,0.6,13.1
Tony Jefferson,8361,S,LAC,4,3,3.0,100.0,100.0,15.6,15.6,0,0,0,0.0,27,61.3,68.3,77.4,,76.8,66.6,0,8,8.3,1,0,1,126.3,5,85,85,2,8,5,1,24,15,0.3,4.8
Jadeveon Clowney,8636,ED,CAR,12,1,5.5,100.0,10.8,16.5,16.5,1,0,0,0.0,5,63.6,71.0,65.4,68.4,67.6,48.9,0,15,41.7,5,0,2,118.8,2,37,342,8,6,2,0,30,19,0.9,15.0
