"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","277","26","0.47","77","2.2","81.1","-4","Fred Warner","492","12","0.21","85","0.95","90.9"
"Kyle Pitts","363","20","0.31","62","1.51","67.7","3","Deion Jones","120","14","0.16","71","0.61","59.2"
"Isaiah Likely","185","12","0.24","82","1.15","55.4","-28","Foyesade Oluokun","481","14","0.25","84","0.92","81.3"
"Dalton Kincaid","376","19","0.33","86","1.32","66.3","-2","Markquese Bell","264","13","0.18","74","0.82","84.6"
"Stephen Sullivan","93","15","0.18","57","0.97","67","-20","Andre Smith","25","16","0.16","50","0.76","66.8"
"Cole Kmet","356","20","0.41","85","1.54","73","-22","Grant Delpit","374","8","0.12","81","0.5","70.7"
"Tanner Hudson","129","26","0.46","85","1.93","77.2","-2","Ivan Pace Jr.","228","13","0.16","86","0.52","79.6"
"David Njoku","428","21","0.33","66","1.4","65.3","15","Tremaine Edmunds","370","12","0.23","83","0.83","53.9"
"Jake Ferguson","386","18","0.36","72","1.48","73.9","17","Terrel Bernard","415","13","0.23","79","1.04","67.4"
"Adam Trautman","300","9","0.17","70","0.5","52.1","-17","Alex Anzalone","415","13","0.18","73","0.84","69.6"
"Sam LaPorta","399","23","0.43","73","1.76","74.3","17","Josey Jewell","292","10","0.18","83","0.93","70.4"
"Tucker Kraft","175","10","0.21","82","0.91","60.9","-4","K.J. Britt","39","3","0.03","100","0.08","72.2"
"Brevin Jordan","99","14","0.34","86","1.62","67.8","-28","Jack Gibbens","251","9","0.13","77","0.67","69.9"
"Andrew Ogletree","116","16","0.31","50","1.27","70.5","3","Mykal Walker","94","18","0.44","71","1.21","49.7"
"Evan Engram","461","22","0.38","84","1.54","72.1","5","Patrick Queen","475","12","0.2","82","0.87","76.1"
"Travis Kelce","402","25","0.5","81","2.23","85.6","55","Ja'Whaun Bentley","330","10","0.2","82","0.95","71.3"
"Davis Allen","37","16","0.45","83","1.51","61.9","10","Khaleke Hudson","51","18","0.55","78","1.75","55.7"
"Gerald Everett","240","18","0.34","77","1.22","65.2","17","Robert Spillane","443","11","0.2","80","0.95","76.4"
"Michael Mayer","251","13","0.22","70","1.06","56.7","0","Eric Kendricks","336","13","0.22","80","1.15","68.4"
"Durham Smythe","301","9","0.13","77","0.64","50.5","-42","C.J. Mosley","442","11","0.18","79","0.83","82.9"
"T.J. Hockenson","458","25","0.43","75","1.83","77.4","21","Logan Wilson","470","13","0.25","78","1.07","61.7"
"Hunter Henry","344","15","0.29","66","1.03","65","8","Nick Bolton","156","11","0.17","76","0.89","69"
"Juwan Johnson","224","16","0.18","57","0.68","48.7","-4","Isaiah Simmons","156","13","0.2","80","0.94","70.1"
"Daniel Bellinger","213","8","0.15","88","0.76","48.9","-44","Tyrann Mathieu","461","6","0.12","57","0.47","76.4"
"Tyler Conklin","348","18","0.28","74","1.45","66.7","-8","Duke Riley","92","14","0.2","77","0.96","71.4"
"Dallas Goedert","332","17","0.3","75","1.33","72.8","19","Jordyn Brooks","345","17","0.28","85","1.31","63.4"
"Pat Freiermuth","189","19","0.31","69","1.2","72.8","26","Ronnie Harrison","38","16","0.15","50","0.71","66.1"
"Noah Fant","249","12","0.23","77","1.36","65.4","-2","Zach Cunningham","430","13","0.16","71","0.67","70.2"
"George Kittle","361","20","0.47","75","2.25","89","68","Josh Woods","237","11","0.24","78","0.78","37"
"Cade Otton","432","13","0.23","73","0.84","53.2","-4","Isaiah McDuffie","224","10","0.15","86","0.67","60.7"
"Chigoziem Okonkwo","304","19","0.25","69","1.18","58.3","-30","Blake Cashman","303","16","0.21","70","0.86","87.9"
"Logan Thomas","410","15","0.26","71","1.03","61.3","3","Troy Reeder","55","18","0.44","80","1.87","54.3"
