team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,13,473,9,57,473,90.5,78,12
ATL,2,13,471,19,62,471,87.6,99,18
JAX,15,13,535,18,80,535,87.3,117,19
IND,14,13,515,16,95,515,87.1,122,11
BUF,4,13,530,20,105,530,86.5,134,9
LV,23,13,463,15,71,463,86.4,106,20
DEN,10,13,449,17,92,449,86.1,117,8
DAL,9,13,527,22,91,527,85.9,131,18
BLT,3,13,470,15,87,470,85.5,119,17
HST,13,13,501,20,95,501,85.3,131,16
MIN,18,13,542,40,88,542,85.1,145,17
CLV,8,13,538,19,107,538,85.1,143,17
DET,11,13,497,32,90,497,84.9,136,14
KC,16,13,551,28,115,551,84.8,155,12
GB,12,13,494,19,100,494,84.7,135,16
TB,30,13,495,18,102,495,84.4,137,17
PIT,25,13,458,23,101,458,84.1,135,11
NO,20,13,514,21,100,514,83.8,144,23
CIN,7,13,525,28,101,525,83.3,152,23
PHI,24,13,504,14,129,504,83.2,156,13
LAC,27,13,548,33,112,548,82.8,167,22
SF,28,13,409,17,99,409,82.6,129,13
ARZ,1,13,481,29,93,481,82.3,146,24
CHI,6,13,477,23,114,477,82.3,153,16
LA,26,13,497,32,112,497,82.3,160,16
WAS,32,13,598,30,130,598,81.8,189,29
NE,19,13,486,21,111,486,81.1,158,26
SEA,29,13,493,25,127,493,79.7,176,24
CAR,5,13,555,21,152,555,79.4,201,28
NYG,21,13,495,16,144,495,77.2,193,33
NYJ,22,13,528,29,136,528,76.8,205,40
TEN,31,13,446,44,117,446,74.8,193,32
