player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Howell,97599,QB,WAS,13,76.6,465,509,7.8,2.83,13,25,4.7,65.8,335,0,236,5.9,598,21,171,32,76.3,65.9,62.5,77.3,3,14,631,3,24.6,85.6,9.7,58,29,0,28,18,22,3.5,3465,6.8
Patrick Mahomes,11765,QB,KC,13,77.9,448,487,7.2,2.99,4,21,4.1,66.9,326,0,191,6.6,547,23,193,16,75.9,90.0,84.8,85.8,12,11,581,4,9.4,93.3,3.3,18,40,2,21,23,15,2.6,3398,7.0
Josh Allen,46601,QB,BUF,13,77.3,440,475,8.5,2.91,4,29,5.8,66.9,318,0,182,6.5,532,22,180,4,74.6,91.0,88.0,84.5,4,14,567,7,9.9,93.4,3.4,18,39,2,25,25,14,2.5,3448,7.3
Jared Goff,10635,QB,DET,13,78.9,427,465,7.3,2.57,8,17,3.5,66.9,311,0,175,7.7,497,26,168,11,50.3,80.5,80.5,46.0,5,10,521,6,14.3,94.8,5.0,25,7,1,24,21,14,2.7,3448,7.4
Justin Herbert,28237,QB,LAC,13,74.6,426,455,8.3,2.78,7,24,5.0,65.1,296,1,186,6.9,520,22,164,27,66.7,85.4,83.1,73.2,8,7,552,5,15.6,93.3,5.6,29,32,0,14,20,13,2.4,3136,6.9
Dak Prescott,10769,QB,DAL,13,77.4,434,450,8.6,2.68,7,32,6.6,69.3,312,0,160,7.1,504,24,183,9,83.0,92.1,91.0,78.3,5,6,544,4,18.1,107.5,5.8,29,21,0,4,28,8,1.5,3505,7.8
Trevor Lawrence,77632,QB,JAX,13,75.7,420,449,8.5,2.53,14,29,6.1,66.6,299,0,152,6.0,516,19,156,15,58.5,82.4,80.3,74.2,6,10,547,5,20.4,91.2,6.0,31,32,0,9,17,20,3.7,3262,7.3
Jordan Love,40306,QB,GB,13,70.9,416,447,9.2,2.73,7,25,5.3,61.5,275,0,158,6.8,495,20,161,12,58.6,77.1,76.5,62.3,7,11,520,9,15.8,89.0,5.1,25,20,2,15,23,13,2.5,3083,6.9
C.J. Stroud,129759,QB,HST,13,73.0,408,441,9.7,2.96,7,20,4.2,62.4,275,0,176,7.7,497,23,173,13,41.7,81.5,78.2,76.0,3,5,528,2,19.9,98.8,7.0,35,19,6,17,20,17,3.2,3632,8.2
Baker Mayfield,46518,QB,TB,13,71.9,405,438,9.3,2.79,13,17,3.6,62.6,274,1,177,5.8,493,17,145,30,65.0,70.4,68.9,64.3,6,8,529,3,15.8,89.7,5.7,28,25,0,14,20,17,3.2,2935,6.7
