player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Derrick Henry,10679,HB,TEN,2,-100.0,0,2,31,50.0,2,2,15.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,,58.5,90.8,90.3,84.0,,66.0,59.1,,88.5,,,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0,100.0,1,1,8.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.2,90.8,91.0,83.5,,70.4,68.3,,88.5,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0.0,1,1,22.0,3.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,79.4,72.3,69.9,78.2,,57.4,79.1,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,80.0,72.3,80.0,75.3,,,92.7,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.0
Aaron Rodgers,2241,QB,NYJ,1,0.0,0,2,22,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,65.5,39.4,69.2,,41.1,,,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,65.5,39.4,69.2,,41.1,,,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Connor Heyward,57301,TE,PIT,1,0.0,0,1,25,,0,1,,2.0,1,0,0.0,0.0,0,0,,1,100.0,0,0,,,,58.1,75.0,55.7,49.1,,60.0,59.1,,59.3,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,73.8,50.0,47.8,,,54.7,,59.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,2.0,1,0,0.0,0.0,0,0,,1,100.0,0,0,,,,45.8,68.8,71.3,74.6,,60.0,71.9,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,40.6,73.2,,,51.5,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Cam Akers,57206,HB,MIN,1,0.0,0,1,18,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,76.5,84.5,67.5,79.7,,60.0,66.4,,66.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,84.4,69.2,79.3,,,67.3,,66.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,74.6,69.5,64.8,73.4,,60.0,81.3,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,72.1,67.0,73.0,70.0,,,90.1,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
DeeJay Dallas,55632,HB,SEA,1,0.0,0,1,29,,0,0,,6.0,0,0,,,0,1,,1,100.0,0,0,60.0,42.0,0.0,75.6,75.1,62.8,83.9,71.4,60.0,66.7,,63.7,62.2,71.4,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,6.0,0,0,,,0,1,,1,100.0,0,0,60.0,42.0,0.0,75.6,75.1,63.3,83.8,71.4,60.0,67.0,,63.7,62.2,71.4,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,56.0,71.5,,,54.2,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,58.2,70.2,,,56.5,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Deebo Samuel,48274,WR,SF,1,0.0,0,1,28,,0,1,,5.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,89.7,82.2,83.5,87.9,,60.0,85.9,,66.0,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,79.4,81.9,81.1,87.5,,,83.4,,66.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,5.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,80.0,21.8,86.2,79.8,,60.0,84.7,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,60.2,20.4,79.4,77.0,,,78.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Darnell Mooney,48236,WR,CHI,1,0.0,0,1,6,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,,47.8,75.3,60.9,86.9,,,61.5,,53.4,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,47.8,75.0,54.2,86.8,,,58.6,,59.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,,49.2,69.5,64.5,78.9,,,65.5,,56.8,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,49.2,68.8,42.2,77.7,,,56.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Malik Cunningham,60436,QB,NE,1,0.0,0,1,19,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,,60.4,54.4,69.2,,60.0,58.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,56.9,68.3,,,58.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,,60.4,55.5,66.1,,60.0,59.8,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,58.2,63.6,,,59.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Cedrick Wilson Jr.,48170,WR,MIA,1,0.0,0,1,17,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,,80.6,73.0,75.2,85.4,,60.0,73.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,,77.3,71.1,66.8,85.1,,60.0,66.5,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.4,68.0,69.1,78.0,,,70.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,40.6,76.1,,,49.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Parris Campbell,47940,WR,NYG,1,0.0,0,1,21,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,,67.7,73.9,49.4,82.7,,60.0,48.8,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,,65.6,73.3,49.3,82.5,,60.0,48.7,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,68.8,63.2,77.2,,,62.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,72.1,67.0,69.4,77.4,,,67.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jakobi Meyers,47468,WR,LV,1,0.0,0,1,23,,0,1,,4.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,71.7,79.9,71.9,56.3,,60.0,74.2,,66.8,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.1,79.9,68.8,55.3,,,71.7,,66.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,75.6,70.1,67.5,78.8,,60.0,66.9,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,54.5,70.1,53.0,78.4,,,55.5,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kadarius Toney,61245,WR,KC,1,0.0,0,1,16,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,29.5,77.5,61.6,35.7,,55.1,61.9,,62.3,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,48.0,28.5,63.7,35.4,,,64.8,,62.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,41.6,68.0,59.6,74.6,,55.1,61.7,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.0,19.8,66.5,74.7,,,69.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Josh Jacobs,45953,HB,LV,1,0.0,0,1,23,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,,37.2,59.9,62.9,24.7,,60.0,40.0,,70.1,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,,66.6,71.8,68.3,22.0,,60.0,66.7,,70.1,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,29.1,19.2,48.4,76.7,,,28.4,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.0,71.1,73.1,78.4,,,82.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Braden Mann,44664,P,PHI,1,-100.0,0,1,24,100.0,1,1,11.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,73.1,65.7,,68.8,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0,100.0,1,1,11.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,73.1,65.7,,68.8,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-28.0
Devin Singletary,40485,HB,HST,1,100.0,0,1,13,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,63.2,90.1,62.3,86.3,,69.5,46.2,,69.4,,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.7,90.1,65.2,86.5,,,52.3,,69.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,64.7,63.8,52.4,76.7,,69.5,49.6,,,,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,68.8,67.0,76.8,,,73.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.0
Tank Dell,78874,WR,HST,1,0.0,0,1,13,,0,0,,4.6,0,0,,,0,1,,1,100.0,0,0,,,,63.9,81.1,87.5,86.8,,60.0,86.6,,71.2,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.6,0,0,,,0,1,,1,100.0,0,0,,,,65.8,80.3,82.7,86.5,,60.0,83.3,,71.2,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,58.5,71.1,74.3,79.3,,,72.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,38.0,76.3,,,45.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kyle Trask,39987,QB,TB,1,0.0,0,1,30,0.0,1,1,12.0,2.3,0,1,100.0,0.0,0,0,,1,100.0,0,0,,,,,64.5,86.0,69.2,,82.7,,,60.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,12.0,2.3,0,1,100.0,0.0,0,0,,1,100.0,0,0,,,,,64.5,86.0,69.2,,82.7,,,60.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Logan Cooke,29214,P,JAX,1,-100.0,0,1,15,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,70.3,65.7,,66.9,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,70.3,65.7,,66.9,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.0
Nathan Peterman,11926,QB,CHI,1,0.0,0,1,6,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,,65.2,58.4,68.2,,60.0,,,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,,65.2,58.4,68.2,,60.0,,,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jonnu Smith,11855,TE,ATL,1,0.0,0,1,2,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,28.4,55.3,24.4,,56.3,59.9,,56.9,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,74.9,26.7,54.1,33.7,,56.3,59.6,,56.9,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,37.9,73.0,72.0,20.7,,,74.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,54.5,70.1,71.9,78.6,,,75.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Chris Godwin,11839,WR,TB,1,0.0,0,1,30,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,73.9,80.2,76.6,89.0,,49.6,75.4,,77.1,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,69.8,79.3,73.3,88.7,,,72.3,,77.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,81.1,73.3,71.2,81.1,,49.6,71.8,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,75.6,69.5,52.2,78.2,,,57.4,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Ja'Marr Chase,84270,WR,CIN,1,100.0,0,1,7,100.0,1,1,-7.0,4.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,73.8,48.7,86.1,75.9,,60.0,86.0,,52.8,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.8,48.4,80.7,74.7,,,81.7,,52.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-7.0,4.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,84.5,75.1,90.6,83.5,,60.0,90.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,84.5,74.9,77.5,81.9,,,81.2,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-7.0
Amon-Ra St. Brown,84470,WR,DET,1,0.0,0,1,11,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,,76.9,52.1,84.8,88.3,,60.0,84.7,,65.3,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,,68.6,49.9,82.7,88.0,,60.0,83.0,,65.3,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,83.2,74.1,77.4,80.3,,,75.7,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,63.2,72.3,68.4,78.3,,,68.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Drake London,86519,WR,ATL,1,100.0,0,1,2,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,81.0,79.9,84.9,88.5,,69.5,84.2,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,83.9,78.5,76.1,88.0,,,76.2,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,64.7,73.0,86.9,81.0,,69.5,85.1,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.5,65.8,50.6,76.5,,,56.4,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,22.0
Garrett Wilson,97405,WR,NYJ,1,0.0,0,1,22,0.0,1,1,9.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,75.5,27.8,77.5,74.5,,53.5,77.2,,65.2,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,64.4,26.5,69.7,73.4,,53.5,69.7,,65.2,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.6,73.0,82.2,80.7,,,80.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,28.6,67.0,48.9,78.7,,,50.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tyler Boyd,10689,WR,CIN,1,0.0,0,1,7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.9,79.5,64.1,53.4,,,65.3,,59.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,79.1,79.7,64.8,52.0,,,67.3,,59.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,-6.0,4.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,54.5,70.6,42.1,77.9,,57.3,52.5,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,0.0,1,1,-6.0,4.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,78.0,71.6,41.7,77.4,,57.3,57.8,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0.0
Treylon Burks,99218,WR,TEN,1,0.0,0,1,31,,0,0,,5.5,0,0,,,0,0,,1,100.0,0,0,,,,29.1,72.4,50.5,16.2,,,50.4,,65.4,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,29.7,70.6,49.4,46.0,,,47.6,,68.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.5,0,0,,,0,0,,1,100.0,0,0,,,,46.3,68.8,55.4,0.0,,,58.2,,58.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.3,64.0,53.4,75.5,,,53.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Dontayvion Wicks,99711,WR,GB,1,-100.0,0,1,12,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,61.3,25.9,75.0,58.1,,69.9,74.1,,59.2,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,66.7,23.6,66.3,56.2,,69.9,64.7,,59.2,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,56.7,70.6,88.0,77.3,,,85.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.3,64.0,60.1,75.4,,,58.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-14.0
