player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Keenan Allen,7857,WR,LAC,13,144,0,27,0,-2.3,0,100.0,,0,0,0.0,0,1,0,92.0,58.1,0,9,0.0,0,52,11,100.0,52,85.6,11,7.6,0,50,75,6.8,4.5,0.96,8.6,5,76.5,25.0,2,8,7.1,4,31,2,88.5,90.7,1,36,0.6,2,331,52,93.7,310,103.6,68,47.2,2,556,202,3.9,10.7,1.79
Michael Pittman Jr.,29049,WR,IND,13,132,0,14,0,-1.8,0,94.4,0.0,0,1,0.0,0,4,0,92.8,85.5,0,39,0.0,0,54,17,96.3,52,113.7,18,13.6,1,123,154,9.1,7.2,2.37,6.5,0,68.4,50.0,1,2,13.3,2,5,1,91.6,77.3,1,13,0.7,1,140,13,92.9,130,73.1,19,14.4,1,84,50,3.8,6.5,0.65
Stefon Diggs,9579,WR,BUF,13,131,0,4,0,-2.7,10,87.5,,0,0,6.7,1,5,1,71.9,72.6,0,34,0.0,0,38,14,97.4,37,89.3,16,12.2,0,87,124,8.9,6.2,2.35,6.9,9,65.9,75.0,3,4,9.4,3,12,0,78.0,79.1,2,34,0.0,0,187,29,94.1,176,74.3,44,33.6,2,223,130,4.5,7.7,1.27
CeeDee Lamb,61570,WR,DAL,13,129,0,9,0,-2.4,1,100.0,,0,0,0.0,0,3,0,91.6,74.2,0,10,0.0,0,43,9,100.0,43,84.7,9,7.0,0,39,61,6.8,4.3,0.91,10.2,4,72.1,37.5,3,8,5.8,3,33,0,90.7,92.1,0,49,0.0,0,300,49,93.3,280,133.1,68,52.7,6,678,255,5.2,13.8,2.42
Garrett Wilson,97405,WR,NYJ,13,129,0,22,0,-1.5,1,66.7,,0,0,33.3,2,0,0,24.5,42.5,0,9,0.0,0,55,4,96.4,53,70.1,6,4.7,0,18,25,6.3,4.5,0.34,6.8,5,69.6,57.1,4,7,8.6,3,10,1,61.4,66.5,1,31,0.0,0,175,32,92.6,162,72.6,46,35.7,0,238,47,1.5,7.4,1.47
Tyreek Hill,10799,WR,MIA,13,128,0,17,0,-3.5,2,95.8,,0,0,4.2,1,8,1,90.7,90.6,0,64,0.0,0,51,23,98.0,50,91.7,24,18.8,0,144,224,9.7,6.3,2.88,8.5,6,74.0,33.3,2,6,9.8,4,20,1,68.8,94.8,2,78,0.0,0,149,37,95.3,142,96.5,50,39.1,1,513,269,7.3,13.9,3.61
A.J. Brown,48327,WR,PHI,13,127,0,24,0,-2.5,1,100.0,,0,0,0.0,0,1,0,90.6,50.9,0,8,0.0,0,44,4,95.5,42,85.4,4,3.1,0,18,28,7.0,4.5,0.43,8.9,2,76.5,50.0,2,4,13.3,2,8,0,91.2,92.5,0,59,0.0,0,110,13,92.7,102,133.9,17,13.4,1,198,94,7.2,15.2,1.94
Ja'Marr Chase,84270,WR,CIN,13,124,0,7,0,-2.7,11,95.7,,0,0,0.0,0,8,0,93.3,92.1,0,17,0.0,0,66,22,98.5,65,87.7,23,18.5,0,116,176,8.0,5.3,1.78,4.7,10,81.4,50.0,3,6,5.4,2,21,0,79.7,87.1,0,64,0.0,0,122,35,97.5,119,114.3,43,34.7,2,332,235,6.7,9.5,2.79
Davante Adams,8688,WR,LV,13,124,0,23,0,-0.3,3,100.0,,0,0,0.0,0,1,0,91.1,55.3,0,16,0.0,0,48,7,97.9,47,128.3,7,5.6,1,37,39,5.6,5.3,0.79,8.3,1,71.4,50.0,2,4,0.0,0,4,0,79.9,71.8,0,21,0.0,0,75,10,94.7,71,93.2,14,11.3,0,106,48,4.8,10.6,1.49
Puka Nacua,100632,WR,LA,13,121,0,26,0,-1.0,2,84.6,0.0,0,1,8.3,1,2,1,60.6,44.9,0,13,4.4,2,45,11,91.1,41,82.4,13,10.7,0,49,59,5.4,4.5,1.2,11.3,0,60.7,25.0,1,4,19.0,4,11,1,57.8,83.7,0,70,0.6,1,163,17,87.1,142,102.2,28,23.1,1,253,115,6.8,14.9,1.78
