player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,13,1,0,2,67.2,7,19,299,97.2,11.7,35,0,5.4,3,325,316,29,1,69.9,4,14,149,96.9,15.4,23,7.4,2,163,158,20
Matthew Slater,4467,WR,NE,2,0,0,19,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Graham,5538,ED,PHI,13,0,0,24,75.6,2,13,155,93.0,16.8,26,1,7.4,4,186,173,19,0,87.2,2,9,73,97.6,27.4,20,13.0,4,85,83,15
Jason Pierre-Paul,5540,ED,MIA,2,0,0,17,51.3,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,55.3,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kareem Jackson,5545,S,DEN,8,0,0,10,62.8,0,0,1,0.4,100.0,1,4,0.0,0,274,1,0,0,,0,0,0,0.0,,0,,0,127,0,0
Jerry Hughes,5556,ED,HST,13,0,0,13,61.6,0,18,174,96.8,9.8,17,1,5.7,1,187,181,19,0,56.6,0,9,83,98.9,9.6,8,5.4,0,88,87,9
Linval Joseph,5571,DI,BUF,5,0,0,4,50.4,0,3,58,100.0,0.0,0,0,4.3,1,62,62,4,0,58.1,0,1,17,100.0,0.0,0,8.8,1,18,18,2
Al Woods,5646,DI,NYJ,6,0,0,22,53.0,1,0,63,100.0,1.6,1,0,2.4,1,66,66,2,0,53.2,1,0,29,100.0,3.4,1,1.7,0,30,30,1
Von Miller,6154,ED,BUF,9,0,0,4,54.6,3,8,116,92.1,7.8,9,1,4.7,0,139,128,11,0,57.3,3,5,70,92.8,10.0,7,5.7,0,83,77,8
Patrick Peterson,6157,CB,PIT,13,0,1,25,75.3,0,2,6,1.1,16.7,1,5,16.7,0,532,6,2,0,80.8,0,1,4,1.4,25.0,1,12.5,0,278,4,1
