,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Louisiana State,2022-01-29 12:00:00,-165,12.12,-3.5,19.05,125.0,18.18,60.4,64.3,60.8
TCU,2022-01-29 12:00:00,145,29.00,3.5,17.39,125.0,18.18,39.6,60.8,64.3
Duke,2022-01-29 12:00:00,-300,6.67,-7.0,18.18,143.0,21.00,71.5,75.0,68.0
Louisville,2022-01-29 12:00:00,235,47.00,7.0,18.18,143.0,16.00,28.5,68.0,75.0
Miami,2022-01-29 12:00:00,-150,13.33,-3.5,20.00,143.5,17.39,58.0,73.5,70.0
Georgia Tech,2022-01-29 12:00:00,130,26.00,3.5,16.67,143.5,19.05,42.0,70.0,73.5
Georgetown,2022-01-29 12:00:00,190,38.00,5.5,19.05,142.0,19.05,33.0,68.3,73.8
Butler,2022-01-29 12:00:00,-235,8.51,-5.5,17.39,142.0,17.39,67.0,73.8,68.3
La Salle,2022-01-29 12:00:00,850,170.00,14.5,20.00,137.5,17.39,10.1,61.5,76.0
Davidson,2022-01-29 12:00:00,-1500,1.33,-14.5,16.67,137.5,19.05,89.9,76.0,61.5
Wichita State,2022-01-29 12:00:00,-135,14.81,-1.5,17.39,139.5,20.00,55.3,70.5,69.0
Tulane,2022-01-29 12:00:00,115,23.00,1.5,19.05,139.5,16.67,44.7,69.0,70.5
Michigan,2022-01-29 12:30:00,155,31.00,3.5,20.00,138.0,17.39,37.9,67.3,70.8
Michigan State,2022-01-29 12:30:00,-180,11.11,-3.5,16.67,138.0,19.05,62.1,70.8,67.3
Arkansas State,2022-01-29 13:00:00,145,29.00,3.5,20.00,138.5,17.39,39.6,67.5,71.0
Coastal Carolina,2022-01-29 13:00:00,-165,12.12,-3.5,16.67,138.5,19.05,60.4,71.0,67.5
Chattanooga,2022-01-29 13:00:00,-475,4.21,-9.5,18.18,145.5,17.39,78.8,77.5,68.0
Citadel,2022-01-29 13:00:00,350,70.00,9.5,18.18,145.5,19.05,21.2,68.0,77.5
E. Tennessee State,2022-01-29 13:00:00,135,27.00,3.5,18.18,152.5,18.18,41.2,74.5,78.0
VMI,2022-01-29 13:00:00,-155,12.90,-3.5,18.18,152.5,18.18,58.8,78.0,74.5
Lafayette,2022-01-29 13:00:00,220,44.00,6.5,18.18,140.0,20.00,29.9,66.8,73.3
Army,2022-01-29 13:00:00,-275,7.27,-6.5,18.18,140.0,16.67,70.1,73.3,66.8
Drexel,2022-01-29 14:00:00,225,45.00,6.5,18.18,139.5,18.18,29.5,66.5,73.0
Towson,2022-01-29 14:00:00,-280,7.14,-6.5,18.18,139.5,18.18,70.5,73.0,66.5
Dartmouth,2022-01-29 14:00:00,-225,8.89,-5.5,19.05,138.5,17.39,66.4,72.0,66.5
Columbia,2022-01-29 14:00:00,185,37.00,5.5,17.39,138.5,19.05,33.6,66.5,72.0
Missouri,2022-01-29 14:00:00,400,80.00,9.5,19.05,130.5,17.39,19.1,60.5,70.0
Iowa State,2022-01-29 14:00:00,-550,3.64,-9.5,17.39,130.5,19.05,80.9,70.0,60.5
