,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Columbia,2022-02-09 17:00:00,850,170.00,15.5,17.39,157.0,19.05,10.1,70.8,86.3
Cornell,2022-02-09 17:00:00,-1500,1.33,-15.5,19.05,157.0,17.39,89.9,86.3,70.8
Georgia,2022-02-09 18:30:00,700,140.00,14.0,18.18,144.5,20.00,12.0,65.3,79.3
Florida,2022-02-09 18:30:00,-1125,1.78,-14.0,18.18,144.5,16.67,88.0,79.3,65.3
Hampton,2022-02-09 18:30:00,410,82.00,10.0,18.18,132.5,18.18,18.7,61.3,71.3
UNC-Asheville,2022-02-09 18:30:00,-575,3.48,-10.0,18.18,132.5,18.18,81.3,71.3,61.3
Eastern Kentucky,2022-02-09 19:00:00,170,34.00,4.5,18.18,136.5,17.39,35.7,66.0,70.5
Jacksonville,2022-02-09 19:00:00,-200,10.00,-4.5,18.18,136.5,19.05,64.3,70.5,66.0
Bellarmine,2022-02-09 19:00:00,-135,14.81,-2.5,18.18,137.5,18.18,55.3,70.0,67.5
North Florida,2022-02-09 19:00:00,115,23.00,2.5,18.18,137.5,18.18,44.7,67.5,70.0
Binghamton,2022-02-09 19:00:00,1100,220.00,17.5,18.18,137.5,18.18,8.0,60.0,77.5
Vermont,2022-02-09 19:00:00,-2200,0.91,-17.5,18.18,137.5,18.18,92.0,77.5,60.0
Hartford,2022-02-09 19:00:00,235,47.00,6.5,18.18,145.5,18.18,28.5,69.5,76.0
Maryland-Baltimore County,2022-02-09 19:00:00,-300,6.67,-6.5,18.18,145.5,18.18,71.5,76.0,69.5
Maine,2022-02-09 19:00:00,650,130.00,13.5,18.18,125.0,18.18,12.8,55.8,69.3
Albany,2022-02-09 19:00:00,-1000,2.00,-13.5,18.18,125.0,18.18,87.2,69.3,55.8
Massachusetts-Lowell,2022-02-09 19:00:00,155,31.00,3.5,18.18,139.5,18.18,37.9,68.0,71.5
Stony Brook,2022-02-09 19:00:00,-180,11.11,-3.5,18.18,139.5,18.18,62.1,71.5,68.0
NJIT,2022-02-09 19:00:00,270,54.00,8.0,18.18,130.5,18.18,25.8,61.3,69.3
New Hampshire,2022-02-09 19:00:00,-350,5.71,-8.0,18.18,130.5,18.18,74.2,69.3,61.3
Ohio State,2022-02-09 19:00:00,-150,13.33,-2.5,18.18,136.5,18.18,58.0,69.5,67.0
Rutgers,2022-02-09 19:00:00,130,26.00,2.5,18.18,136.5,18.18,42.0,67.0,69.5
Quinnipiac,2022-02-09 19:00:00,170,34.00,4.5,18.18,141.0,18.18,35.7,68.3,72.8
Fairfield,2022-02-09 19:00:00,-200,10.00,-4.5,18.18,141.0,18.18,64.3,72.8,68.3
Western Carolina,2022-02-09 19:00:00,1100,220.00,17.0,19.05,143.5,20.00,8.0,63.3,80.3
Chattanooga,2022-02-09 19:00:00,-2200,0.91,-17.0,17.39,143.5,16.67,92.0,80.3,63.3
Wake Forest,2022-02-09 19:00:00,-155,12.90,-3.5,19.05,152.0,19.05,58.8,77.8,74.3
North Carolina State,2022-02-09 19:00:00,135,27.00,3.5,17.39,152.0,17.39,41.2,74.3,77.8
Georgia Tech,2022-02-09 19:00:00,330,66.00,8.5,18.18,140.5,18.18,22.2,66.0,74.5
Miami,2022-02-09 19:00:00,-435,4.60,-8.5,18.18,140.5,18.18,77.8,74.5,66.0
Louisville,2022-02-09 19:00:00,245,49.00,7.5,17.39,134.5,16.67,27.7,63.5,71.0
Notre Dame,2022-02-09 19:00:00,-310,6.45,-7.5,19.05,134.5,20.00,72.3,71.0,63.5
Gardner-Webb,2022-02-09 19:00:00,110,22.00,2.0,18.18,127.5,18.18,45.7,62.8,64.8
Campbell,2022-02-09 19:00:00,-130,15.38,-2.0,18.18,127.5,18.18,54.3,64.8,62.8
Charleston Southern,2022-02-09 19:00:00,375,75.00,9.5,18.18,142.0,18.18,20.1,66.3,75.8
North Carolina A&T,2022-02-09 19:00:00,-510,3.92,-9.5,18.18,142.0,18.18,79.9,75.8,66.3
High Point,2022-02-09 19:00:00,110,22.00,2.0,18.18,128.0,18.18,45.7,63.0,65.0
Presbyterian,2022-02-09 19:00:00,-130,15.38,-2.0,18.18,128.0,18.18,54.3,65.0,63.0
Radford,2022-02-09 19:00:00,350,70.00,9.5,18.18,135.5,18.18,21.2,63.0,72.5
Winthrop,2022-02-09 19:00:00,-475,4.21,-9.5,18.18,135.5,18.18,78.8,72.5,63.0
Xavier,2022-02-09 19:00:00,140,28.00,3.5,18.18,142.5,20.00,40.4,69.5,73.0
Seton Hall,2022-02-09 19:00:00,-160,12.50,-3.5,18.18,142.5,16.67,59.6,73.0,69.5
St. Joseph's,2022-02-09 19:00:00,425,85.00,10.5,19.05,145.5,18.18,18.2,67.5,78.0
Davidson,2022-02-09 19:00:00,-590,3.39,-10.5,17.39,145.5,18.18,81.8,78.0,67.5
Duquesne,2022-02-09 19:00:00,700,140.00,13.5,18.18,127.0,16.67,12.0,56.8,70.3
Dayton,2022-02-09 19:00:00,-1125,1.78,-13.5,18.18,127.0,20.00,88.0,70.3,56.8
Richmond,2022-02-09 19:00:00,-120,16.67,-1.5,19.05,137.5,18.18,52.2,69.5,68.0
George Mason,2022-02-09 19:00:00,100,20.00,1.5,17.39,137.5,18.18,47.8,68.0,69.5
George Washington,2022-02-09 19:00:00,270,54.00,8.5,16.67,152.5,19.05,25.8,72.0,80.5
Massachusetts,2022-02-09 19:00:00,-350,5.71,-8.5,20.00,152.5,17.39,74.2,80.5,72.0
Detroit,2022-02-09 19:00:00,-140,14.29,-2.5,18.18,140.5,16.67,56.2,71.5,69.0
Robert Morris,2022-02-09 19:00:00,120,24.00,2.5,18.18,140.5,20.00,43.8,69.0,71.5
Oakland,2022-02-09 19:00:00,-150,13.33,-3.0,18.18,144.0,19.05,58.0,73.5,70.5
Youngstown State,2022-02-09 19:00:00,130,26.00,3.0,18.18,144.0,17.39,42.0,70.5,73.5
Cincinnati,2022-02-09 19:00:00,-280,7.14,-7.0,18.18,124.5,17.39,70.5,65.8,58.8
South Florida,2022-02-09 19:00:00,225,45.00,7.0,18.18,124.5,19.05,29.5,58.8,65.8
Houston,2022-02-09 19:00:00,-300,6.67,-7.0,17.39,137.5,20.00,71.5,72.3,65.3
SMU,2022-02-09 19:00:00,235,47.00,7.0,19.05,137.5,16.67,28.5,65.3,72.3
Army,2022-02-09 19:00:00,245,49.00,7.0,18.18,139.0,18.18,27.7,66.0,73.0
Boston University,2022-02-09 19:00:00,-310,6.45,-7.0,18.18,139.0,18.18,72.3,73.0,66.0
Loyola (MD),2022-02-09 19:00:00,-235,8.51,-5.0,18.18,132.5,18.18,67.0,68.8,63.8
Holy Cross,2022-02-09 19:00:00,190,38.00,5.0,18.18,132.5,18.18,33.0,63.8,68.8
Lehigh,2022-02-09 19:00:00,600,120.00,12.5,18.18,146.0,18.18,13.7,66.8,79.3
Colgate,2022-02-09 19:00:00,-900,2.22,-12.5,18.18,146.0,18.18,86.3,79.3,66.8
American,2022-02-09 19:00:00,185,37.00,5.0,18.18,139.0,18.18,33.6,67.0,72.0
Bucknell,2022-02-09 19:00:00,-225,8.89,-5.0,18.18,139.0,18.18,66.4,72.0,67.0
Yale,2022-02-09 19:00:00,105,21.00,1.0,19.05,140.0,19.05,46.8,69.5,70.5
Harvard,2022-02-09 19:00:00,-125,16.00,-1.0,17.39,140.0,17.39,53.2,70.5,69.5
North Alabama,2022-02-09 19:30:00,250,50.00,7.5,17.39,139.5,18.18,27.3,66.0,73.5
Florida Gulf Coast,2022-02-09 19:30:00,-320,6.25,-7.5,19.05,139.5,18.18,72.7,73.5,66.0
Central Arkansas,2022-02-09 19:30:00,460,92.00,10.5,18.18,151.5,18.18,17.1,70.5,81.0
Kennesaw State,2022-02-09 19:30:00,-650,3.08,-10.5,18.18,151.5,18.18,82.9,81.0,70.5
Jacksonville State,2022-02-09 19:30:00,-265,7.55,-6.5,20.00,134.5,18.18,69.6,70.5,64.0
Stetson,2022-02-09 19:30:00,215,43.00,6.5,16.67,134.5,18.18,30.4,64.0,70.5
Maryland-Eastern Shore,2022-02-09 19:30:00,-280,7.14,-6.5,19.05,128.5,18.18,70.5,67.5,61.0
Delaware State,2022-02-09 19:30:00,225,45.00,6.5,17.39,128.5,18.18,29.5,61.0,67.5
Missouri State,2022-02-09 20:00:00,130,26.00,2.5,20.00,143.0,18.18,42.0,70.3,72.8
Drake,2022-02-09 20:00:00,-150,13.33,-2.5,16.67,143.0,18.18,58.0,72.8,70.3
Valparaiso,2022-02-09 20:00:00,,,,,,,,,
Illinois State,2022-02-09 20:00:00,,,,,,,,,
Wofford,2022-02-09 20:00:00,-165,12.12,-3.5,18.18,145.5,20.00,60.4,74.5,71.0
Samford,2022-02-09 20:00:00,145,29.00,3.5,18.18,145.5,16.67,39.6,71.0,74.5
Baylor,2022-02-09 20:00:00,-255,7.84,-6.0,17.39,135.5,18.18,68.7,70.8,64.8
Kansas State,2022-02-09 20:00:00,205,41.00,6.0,19.05,135.5,18.18,31.3,64.8,70.8
Wright State,2022-02-09 20:00:00,-350,5.71,-8.5,19.05,139.0,20.00,74.2,73.8,65.3
Wisconsin-Green Bay,2022-02-09 20:00:00,270,54.00,8.5,17.39,139.0,16.67,25.8,65.3,73.8
Northern Kentucky,2022-02-09 20:00:00,-140,14.29,-2.0,17.39,138.0,18.18,56.2,70.0,68.0
Wisconsin-Milwaukee,2022-02-09 20:00:00,120,24.00,2.0,19.05,138.0,18.18,43.8,68.0,70.0
Southern Illinois,2022-02-09 20:00:00,,,,,,,,,
Northern Iowa,2022-02-09 20:00:00,,,,,,,,,
Tulane,2022-02-09 20:00:00,360,72.00,10.0,18.18,146.5,18.18,20.7,68.3,78.3
Memphis,2022-02-09 20:00:00,-490,4.08,-10.0,18.18,146.5,18.18,79.3,78.3,68.3
Alabama,2022-02-09 20:30:00,-235,8.51,-5.5,17.39,144.0,17.39,67.0,74.8,69.3
Mississippi,2022-02-09 20:30:00,190,38.00,5.5,19.05,144.0,19.05,33.0,69.3,74.8
Tennessee,2022-02-09 21:00:00,-120,16.67,-1.0,17.39,136.0,18.18,52.2,68.5,67.5
Mississippi State,2022-02-09 21:00:00,100,20.00,1.0,19.05,136.0,18.18,47.8,67.5,68.5
Minnesota,2022-02-09 21:00:00,-130,15.38,-2.0,18.18,143.5,18.18,54.3,72.8,70.8
Nebraska,2022-02-09 21:00:00,110,22.00,2.0,18.18,143.5,18.18,45.7,70.8,72.8
Loyola-Chicago,2022-02-09 21:00:00,,,,,,,,,
Bradley,2022-02-09 21:00:00,,,,,,,,,
Texas Tech,2022-02-09 21:00:00,-145,13.79,-3.0,18.18,127.5,18.18,57.1,65.3,62.3
Oklahoma,2022-02-09 21:00:00,125,25.00,3.0,18.18,127.5,18.18,42.9,62.3,65.3
Pittsburgh,2022-02-09 21:00:00,475,95.00,10.5,19.05,130.5,18.18,16.6,60.0,70.5
Florida State,2022-02-09 21:00:00,-675,2.96,-10.5,17.39,130.5,18.18,83.4,70.5,60.0
Georgetown,2022-02-09 21:00:00,,,,,,,,,
DePaul,2022-02-09 21:00:00,,,,,,,,,
San Diego State,2022-02-09 23:00:00,-1375,1.45,-15.0,18.18,124.5,18.18,89.4,69.8,54.8
San Jose State,2022-02-09 23:00:00,800,160.00,15.0,18.18,124.5,18.18,10.6,54.8,69.8
California,2022-02-09 23:00:00,100,20.00,1.5,16.67,134.5,18.18,47.8,66.5,68.0
Oregon State,2022-02-09 23:00:00,-120,16.67,-1.5,20.00,134.5,18.18,52.2,68.0,66.5
