DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
30030670,Jalen Hurts,QB,PHI,LAR,,8000,,25.53,25.53,3.19125,7.0399999999999965,6.9752727957730185,0,100,27.25,49.867000000000004,25.761,18.9975,24.84,31.5,35.52,42.72,51.4204,24.8644,18.7375,24.16,30.205,33.7715,40.182,47.9802,24.8644,18.7375,24.16,30.205,33.7715,40.182,47.9802,25.761,18.9975,24.84,31.5,35.52,42.72,51.4204,9.43406,8.63523,8.63523,9.43406,31.7885,22.0483,257.405,1.80278,0.679161,0,0,0,10.3276,49.9626,0.559111
30030669,Patrick Mahomes,QB,KC,MIN,,8200,,25.39,25.4,3.096951219512195,6.699999999999987,6.627252184337868,0,100,28.5351,53.4341,25.3921,19.04,24.96,31.125,34.6,40.76,48.563,23.9809,18.515,23.56,28.985,32.16,37.96,45.4412,23.9809,18.515,23.56,28.985,32.16,37.96,45.4412,25.3921,19.04,24.96,31.125,34.6,40.76,48.563,8.84268,7.94662,7.94662,8.84268,39.2759,27.4233,296.786,2.34819,0.829844,0,0,0,4.74365,27.2474,0.154381
30030973,Tyreek Hill,WR,MIA,NYG,,9000,,23.16,23.16,2.5733333333333333,26.860000000000305,29.65332649655975,0,100,30.4993,47.6886,23.1176,14.3,21.9,30.625,35.1,43.0525,53.1,18.2824,11.5,17.1,23.825,27.8075,35,44.4555,18.2824,11.5,17.1,23.825,27.8075,35,44.4555,23.1176,14.3,21.9,30.625,35.1,43.0525,53.1,11.2302,9.18272,9.18272,11.2302,0,0,0,0,0,6.91381,99.6819,0.785,0.317625,1.13039,0.0130937
30030971,Justin Jefferson,WR,MIN,KC,,9400,,23.15,23.15,2.4622340425531917,23.24000000000046,25.333710662624192,0,100,24.899,53.4341,22.6854,14.1,21.6,30,34.5575,42,51.301,17.5648,10.9,16.5,23,26.9,33.6,42.2,17.5648,10.9,16.5,23,26.9,33.6,42.2,22.6854,14.1,21.6,30,34.5575,42,51.301,10.9515,8.79153,8.79153,10.9515,0,0,0,0,0,7.49493,99.4452,0.644975,0.0521,0.217794,0.0016625
30030672,Tua Tagovailoa,QB,MIA,NYG,,7100,,22.73,22.74,3.202112676056338,11.72000000000013,11.381936327489253,0,100,30.4993,47.6886,22.9717,17.02,22.52,28.5125,31.703,37.82,44.9006,21.6943,16.48,21.15,26.4,29.4,35.0505,41.9606,21.6943,16.48,21.15,26.4,29.4,35.0505,41.9606,22.9717,17.02,22.52,28.5125,31.703,37.82,44.9006,8.37827,7.52551,7.52551,8.37827,31.8553,24.135,290.311,2.22628,0.708344,0,0,0,3.81734,11.5905,0.157156
30030979,Ja'Marr Chase,WR,CIN,ARI,,7900,,21.61,21.61,2.7354430379746835,29.080000000000062,32.87077592092755,0,100,24.0898,45.1043,21.617,13.2,19.8,29.0031,33.8,41.405,50.9,16.7881,10,15.5,22.3,26.2,33.6,42.1,16.7881,10,15.5,22.3,26.2,33.6,42.1,21.617,13.2,19.8,29.0031,33.8,41.405,50.9,10.9034,8.8644,8.8644,10.9034,0,0,0,0,0,7.46336,89.4403,0.658417,0.272639,1.17383,0.00877778
30030674,Kirk Cousins,QB,MIN,KC,,6900,,21.41,21.41,3.1021739130434782,8.60000000000004,8.644145822798118,0,100,24.899,53.4341,20.908,14.64,20.24,26.64,29.96,35.48,42.0806,19.7333,14.4975,19.24,24.465,27.523,32.581,39.0806,19.7333,14.4975,19.24,24.465,27.523,32.581,39.0806,20.908,14.64,20.24,26.64,29.96,35.48,42.0806,8.38769,7.44143,7.44143,8.38769,37.2384,25.6568,283.942,2.11754,0.808688,0,0,0,2.02156,6.87291,0.0643
30030737,Bijan Robinson,RB,ATL,HOU,,7700,,20.87,20.87,2.7103896103896106,26.440000000000353,28.066506374831278,0,100,21.5508,42.0731,21.144,13.7375,19.8,27.05,31.4075,39.2,48.7308,18.4249,12,17.2,23.5,27.3,34.2,43.2005,18.4249,12,17.2,23.5,27.3,34.2,43.2005,21.144,13.7375,19.8,27.05,31.4075,39.2,48.7308,9.77636,8.51799,8.51799,9.77636,0,0,0,0,0,3.44019,32.8864,0.191969,17.4652,85.9406,0.627781
30030673,Anthony Richardson,QB,IND,TEN,,7000,,20.71,20.71,2.958571428571429,5.779999999999976,5.785854800960237,0,100,20.462,43.498000000000005,19.1162,13.26,18.14,23.82,27.48,34.361,42.9002,18.804,13.24,18.07,23.5,26.7,32.761,40.3217,18.804,13.24,18.07,23.5,26.7,32.761,40.3217,19.1162,13.26,18.14,23.82,27.48,34.361,42.9002,8.18274,7.71729,7.71729,8.18274,31.7225,19.755,206.372,1.28428,0.700625,0,0,0,9.11144,42.6167,0.329156
30030671,Lamar Jackson,QB,BAL,PIT,,7800,,20.5,20.51,2.628846153846154,1.360000000000001,1.3587175889042822,0,100,21.9117,39.1951,20.3137,14.315,19.12,24.86,28.669,35.5835,44.1402,19.8755,14.26,18.94,24.24,27.7423,33.742,41.1802,19.8755,14.26,18.94,24.24,27.7423,33.742,41.1802,20.3137,14.315,19.12,24.86,28.669,35.5835,44.1402,8.23149,7.66354,7.66354,8.23149,29.2724,19.0911,200.505,1.18093,0.614661,0,0,0,10.0891,55.8201,0.392667
