team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,1,26,0,2,26,96.2,2,0
MIA,17,1,44,0,1,44,94.3,3,2
CAR,5,1,39,1,6,39,91.0,7,0
CHI,6,1,33,0,4,33,90.9,5,1
BUF,4,1,30,0,6,30,90.0,6,0
TB,30,1,34,1,6,34,89.7,7,0
SF,28,1,34,1,6,34,89.7,7,0
IND,14,1,24,0,5,24,89.6,5,0
PHI,24,1,38,0,8,38,89.5,8,0
NYG,21,1,50,4,5,50,89.0,10,1
DAL,9,1,36,0,2,36,88.9,5,3
KC,16,1,31,3,4,31,88.7,7,0
CIN,7,1,35,0,4,35,88.6,6,2
WAS,32,1,34,0,8,34,88.2,8,0
GB,12,1,38,2,5,38,88.2,8,1
BLT,3,1,51,0,12,51,86.3,13,1
LAC,27,1,29,2,4,29,86.2,7,1
PIT,25,1,29,2,0,29,86.2,5,3
CLV,8,1,56,7,11,56,83.9,18,0
NYJ,22,1,31,2,6,31,83.9,9,1
SEA,29,1,28,3,2,28,83.9,7,2
HST,13,1,38,1,2,38,82.9,8,5
DEN,10,1,51,5,13,51,82.4,18,0
ARZ,1,1,38,1,7,38,81.6,11,3
DET,11,1,32,1,7,32,81.2,10,2
JAX,15,1,26,0,4,26,80.8,7,3
NE,19,1,29,4,9,29,77.6,13,0
TEN,31,1,38,6,8,38,76.3,16,2
LV,23,1,40,2,9,40,76.2,15,4
LA,26,1,51,8,13,51,75.5,23,2
MIN,18,1,26,1,10,26,75.0,12,1
ATL,2,1,27,4,5,27,72.2,12,3
