player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Deshaun Watson,11767,QB,CLV,1,22,27.3,0,8,2,2,22.7,27.3,77.3,0.0,0,5,6,5,6,22,17,0,1,0,5,0,4.5,0.0,1,22.7,0.0
Bo Nix,97790,QB,DEN,1,18,11.1,0,10,0,1,22.2,33.3,88.9,0.0,0,3,2,4,6,18,16,0,3,3,3,1,16.7,16.7,2,16.7,5.6
Daniel Jones,39395,QB,NYG,1,18,5.6,0,21,1,3,11.1,0.0,55.6,5.6,0,7,1,2,0,18,10,1,4,3,7,0,22.2,16.7,3,38.9,0.0
Matthew Stafford,4924,QB,LA,1,17,11.8,0,26,0,0,29.4,58.8,100.0,0.0,0,0,2,5,10,17,17,0,1,5,0,0,5.9,29.4,0,0.0,0.0
Gardner Minshew,41401,QB,LV,1,15,20.0,0,23,0,1,33.3,26.7,80.0,6.7,0,2,3,5,4,15,12,1,2,1,2,0,13.3,6.7,1,13.3,0.0
Lamar Jackson,46416,QB,BLT,1,14,7.1,0,3,0,1,14.3,14.3,85.7,7.1,0,1,1,2,2,14,12,1,2,6,1,0,14.3,42.9,0,7.1,0.0
Will Levis,83542,QB,TEN,1,13,7.7,0,31,1,1,38.5,38.5,84.6,0.0,0,2,1,5,5,13,11,0,3,2,2,0,23.1,15.4,0,15.4,0.0
Jacoby Brissett,10725,QB,NE,1,13,0.0,0,19,0,0,15.4,46.2,92.3,7.7,0,1,0,2,6,13,12,1,5,0,1,0,38.5,0.0,1,7.7,0.0
Kyler Murray,38334,QB,ARZ,1,12,25.0,0,1,1,0,8.3,8.3,83.3,0.0,0,2,3,1,1,12,10,0,1,5,2,0,8.3,41.7,1,16.7,0.0
Bryce Young,123943,QB,CAR,1,12,0.0,0,5,0,2,0.0,33.3,58.3,16.7,0,4,0,0,4,12,7,2,1,2,4,0,8.3,16.7,2,33.3,0.0
