player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Will Levis,83542,QB,TEN,1,2.74,2.49,3.83,4.27,38,31,78.6,14,15,3.4,1.87,0,0,0.0,73.3,11,2,0.0,15,39.5,0,3,,73.5,60.2,73.7,60.0,,,0,0,15,0.0,75.7,0.0,0,0,0,1,0,0,0.0,45,3.0,64.3,14,17,12.8,3.3,0,0,0.0,47.1,8,13,11.1,23,60.5,1,4,,75.9,25.9,75.3,25.7,,59.1,1,2,24,23.1,41.4,13.0,3,3,0,2,1,1,4.2,82,4.8
Kyler Murray,38334,QB,ARZ,1,3.3,3.03,3.95,5.3,38,1,85.7,14,14,3.4,2.03,0,1,7.1,78.6,11,1,8.3,14,36.8,1,4,,73.2,86.6,73.5,84.5,,,0,0,14,0.0,90.8,0.0,0,0,0,0,0,0,0.0,81,5.8,68.8,16,17,9.2,4.05,1,0,0.0,58.8,10,13,9.1,24,63.2,1,8,,24.6,62.8,75.3,55.7,,75.6,0,0,24,30.8,90.6,16.7,4,3,0,0,1,1,4.2,81,4.8
Jordan Love,40306,QB,GB,1,2.61,2.69,2.7,,36,12,75.0,16,16,6.1,1.89,0,0,0.0,68.8,11,0,8.3,16,44.4,1,4,,74.5,54.5,74.3,54.8,,,0,1,18,,80.7,0.0,0,0,0,0,1,1,5.6,102,6.4,61.5,13,18,14.5,3.36,0,2,9.5,33.3,6,11,25.0,19,52.8,2,5,,75.6,72.2,75.0,71.1,,,2,0,22,9.1,85.0,5.3,1,0,0,3,1,1,4.5,158,8.8
Dak Prescott,10769,QB,DAL,1,2.34,2.35,3.0,,36,9,77.8,18,19,6.1,1.83,1,1,5.3,68.4,13,2,7.1,20,55.6,1,5,,74.8,62.9,74.7,62.5,,,0,0,20,50.0,102.7,5.0,1,0,0,0,1,1,5.0,119,6.3,53.8,13,13,14.6,3.17,0,0,0.0,46.2,6,5,14.3,15,41.7,1,3,,73.9,55.3,73.9,55.5,,,0,0,16,40.0,59.8,13.3,2,0,0,0,0,1,6.3,60,4.6
Joe Burrow,28022,QB,CIN,1,2.64,2.35,3.4,4.7,35,7,85.0,20,20,5.6,1.83,0,1,5.0,80.0,16,1,5.9,20,57.1,1,6,,75.4,75.4,74.9,77.3,,55.7,0,0,21,0.0,94.0,0.0,0,0,0,0,0,0,0.0,131,6.6,75.0,8,9,6.9,3.73,0,0,0.0,55.6,5,7,16.7,15,42.9,1,1,,22.0,49.0,74.1,50.2,,55.9,1,0,17,42.9,63.7,20.0,3,3,0,0,0,1,5.9,33,3.7
Baker Mayfield,46518,QB,TB,1,2.7,2.28,5.0,6.13,34,30,90.5,21,21,4.2,1.73,0,2,9.5,85.7,18,2,5.3,21,61.8,1,10,,75.4,84.6,74.9,82.5,,,0,0,21,0.0,143.4,0.0,0,0,0,0,4,1,4.8,187,8.9,75.0,8,9,9.4,4.27,0,0,0.0,66.7,6,9,0.0,13,38.2,0,6,,73.5,70.5,73.7,71.1,,59.9,0,0,15,11.1,104.9,7.7,1,3,0,1,0,0,0.0,102,11.3
Jayden Daniels,97993,QB,WAS,1,2.93,2.3,3.45,5.36,34,32,72.2,18,18,4.1,1.94,0,0,0.0,72.2,13,3,0.0,18,52.9,0,5,,74.8,49.0,74.5,49.7,,,0,0,19,0.0,87.0,0.0,0,0,0,0,0,0,0.0,107,5.9,80.0,5,6,10.4,4.31,0,0,0.0,66.7,4,9,0.0,15,44.1,0,8,,22.0,66.5,74.1,43.7,,82.4,0,0,17,22.2,109.7,13.3,2,7,0,1,0,1,5.9,77,12.8
Caleb Williams,144622,QB,CHI,1,2.75,2.48,4.3,5.15,33,6,73.7,19,21,4.7,1.88,2,0,0.0,61.9,13,2,7.1,21,63.6,1,4,,75.6,64.2,75.0,63.7,,,0,0,22,0.0,69.9,0.0,0,0,0,0,0,1,4.5,82,3.9,20.0,5,8,19.0,4.28,1,0,0.0,12.5,1,7,0.0,12,36.4,0,2,,20.3,38.0,73.2,33.3,,65.6,2,0,13,28.6,39.6,16.7,2,2,0,0,0,1,7.7,11,1.4
Brock Purdy,77672,QB,SF,1,2.68,2.5,5.45,5.0,33,28,66.7,15,15,8.5,2.03,0,0,0.0,66.7,10,2,0.0,15,45.5,0,5,,73.5,82.1,73.7,80.1,,,0,0,15,0.0,85.1,0.0,0,0,0,0,0,0,0.0,99,6.6,76.9,13,14,11.5,3.41,0,1,6.3,64.3,9,9,10.0,17,51.5,1,8,,74.8,87.9,74.5,82.5,,65.6,0,0,19,22.2,94.9,11.8,2,1,0,1,0,0,0.0,132,9.4
Jared Goff,10635,QB,DET,1,2.52,2.49,3.2,4.5,32,11,80.0,15,15,3.8,1.96,0,0,0.0,80.0,12,1,0.0,15,46.9,0,4,,73.5,38.7,73.7,40.2,,,0,1,15,0.0,71.1,0.0,0,0,0,0,0,2,13.3,116,7.7,50.0,12,13,10.3,3.2,0,0,0.0,46.2,6,9,0.0,16,50.0,0,4,,73.9,52.0,73.9,49.1,,63.9,1,0,16,22.2,98.6,12.5,2,1,0,0,1,0,0.0,101,7.8
Patrick Mahomes,11765,QB,KC,1,2.66,2.58,3.45,3.4,31,16,87.5,16,16,2.4,1.91,0,0,0.0,68.8,11,1,21.4,16,51.6,3,8,,73.9,88.2,73.9,86.0,,,0,0,16,0.0,89.6,0.0,0,0,0,0,0,0,0.0,116,7.3,81.8,11,12,11.1,3.47,0,1,7.7,75.0,9,9,0.0,15,48.4,0,8,,74.2,78.9,74.1,72.1,,74.1,0,1,17,22.2,109.7,13.3,2,1,0,1,1,1,5.9,175,14.6
Josh Allen,46601,QB,BUF,1,3.19,2.48,4.85,5.8,30,4,92.3,13,14,6.2,1.71,1,0,0.0,85.7,12,0,0.0,14,46.7,0,6,,73.5,71.0,73.7,70.0,,,0,0,15,,147.9,0.0,0,0,0,0,2,0,0.0,140,10.0,66.7,9,9,9.8,4.49,0,1,11.1,66.7,6,8,0.0,16,53.3,0,7,,22.0,71.5,74.1,52.3,,88.1,0,0,17,25.0,100.2,12.5,2,5,0,0,0,1,5.9,92,10.2
Justin Herbert,28237,QB,LAC,1,2.59,2.59,2.3,5.5,29,27,72.7,11,11,7.7,2.08,0,0,0.0,63.6,7,3,12.5,12,41.4,1,2,,20.5,43.7,73.2,44.9,,,0,0,13,33.3,78.2,8.3,1,0,0,0,0,1,7.7,61,5.5,78.6,14,15,6.5,3.14,0,1,6.7,66.7,10,6,9.1,16,55.2,1,4,,73.9,69.3,73.9,70.5,,57.9,0,0,16,0.0,102.9,0.0,0,1,0,1,1,0,0.0,83,5.5
Justin Fields,82118,QB,PIT,1,3.28,2.98,5.05,4.1,29,25,83.3,6,6,1.3,1.95,0,1,14.3,83.3,5,0,0.0,6,20.7,0,1,,69.6,76.3,71.1,74.9,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,17,2.8,75.0,16,17,7.7,3.62,0,2,11.1,70.6,12,6,0.0,23,79.3,0,6,,76.1,71.5,75.3,73.4,,57.9,0,0,24,33.3,95.0,8.7,2,4,0,1,0,0,0.0,139,8.2
Jacoby Brissett,10725,QB,NE,1,3.21,2.8,6.1,5.0,29,19,77.8,9,10,7.3,2.15,0,0,0.0,70.0,7,3,0.0,10,34.5,0,2,,71.4,63.9,72.3,63.5,,,1,0,10,0.0,82.9,0.0,0,0,0,0,0,0,0.0,54,5.4,61.5,13,14,6.9,3.77,0,0,0.0,57.1,8,10,0.0,19,65.5,0,7,,74.8,59.9,74.5,53.6,,70.6,0,0,19,10.0,69.6,5.3,1,4,0,1,0,1,5.3,67,4.8
Geno Smith,7820,QB,SEA,1,2.41,2.31,3.15,3.6,28,29,80.0,15,16,6.6,1.83,0,0,0.0,75.0,12,4,0.0,16,57.1,0,6,,74.8,71.6,74.5,70.6,,,0,0,19,0.0,88.0,0.0,0,0,0,1,0,0,0.0,90,5.6,66.7,9,9,9.6,3.19,0,0,0.0,66.7,6,7,0.0,12,42.9,0,6,,73.9,74.8,73.9,65.3,,70.8,0,1,16,28.6,92.6,16.7,2,1,0,0,1,0,0.0,81,9.0
Kirk Cousins,7102,QB,ATL,1,2.51,2.5,2.65,,27,2,85.7,7,10,1.4,1.79,1,0,0.0,60.0,6,3,0.0,10,37.0,0,4,,71.4,63.6,72.6,63.2,,,0,0,11,0.0,73.8,0.0,0,0,0,2,0,0,0.0,52,5.2,66.7,15,15,9.7,2.93,0,0,0.0,66.7,10,8,0.0,17,63.0,0,4,,23.7,34.5,74.9,36.4,,,0,2,21,25.0,68.9,11.8,2,0,0,0,1,3,14.3,103,6.9
Sam Darnold,29048,QB,MIN,1,2.87,2.75,3.3,5.2,26,18,87.5,8,8,3.9,2.08,0,0,0.0,87.5,7,2,0.0,8,30.8,0,3,,70.3,62.7,71.5,62.4,,,0,0,8,0.0,131.8,0.0,0,0,0,0,1,0,0.0,49,6.1,87.5,16,16,11.7,3.22,0,2,11.1,75.0,12,9,14.3,18,69.2,2,5,,75.1,90.6,74.7,90.4,,58.3,0,1,20,11.1,100.8,5.6,1,1,0,0,1,0,0.0,159,9.9
Trevor Lawrence,77632,QB,JAX,1,2.67,2.64,3.2,4.2,26,15,66.7,9,9,5.6,1.92,0,1,10.0,55.6,5,1,16.7,9,34.6,1,1,,71.4,63.3,72.3,62.9,,,0,0,10,0.0,71.5,0.0,0,0,0,0,0,0,0.0,50,5.6,80.0,10,12,13.3,3.25,0,1,7.7,58.3,7,8,12.5,16,61.5,1,8,,74.2,82.3,74.1,78.1,,64.4,0,0,17,37.5,117.4,18.8,3,1,0,2,1,1,5.9,112,9.3
Derek Carr,8671,QB,NO,1,2.76,2.63,2.9,5.7,25,20,100.0,10,10,-1.2,1.47,0,0,0.0,100.0,10,0,0.0,10,40.0,0,1,,71.9,77.2,72.6,75.8,,,0,0,11,,87.9,0.0,0,0,0,0,0,0,0.0,51,5.1,83.3,12,13,18.1,3.62,0,1,7.1,69.2,9,3,10.0,15,60.0,1,6,,73.9,87.5,73.9,87.3,,58.3,0,0,16,33.3,147.1,6.7,1,1,0,1,3,1,6.3,149,11.5
Anthony Richardson,124393,QB,IND,1,2.94,2.63,3.55,4.47,24,14,71.4,7,8,4.3,1.89,0,0,0.0,62.5,5,1,0.0,8,33.3,0,0,,70.3,50.1,71.5,50.8,,,1,0,8,0.0,68.8,0.0,0,0,0,0,0,0,0.0,28,3.5,36.4,11,11,25.5,3.46,0,2,16.7,36.4,4,5,0.0,16,66.7,0,7,,74.2,84.8,74.1,77.0,,77.6,0,1,17,40.0,86.2,12.5,2,3,0,0,2,0,0.0,184,16.7
Aaron Rodgers,2241,QB,NYJ,1,2.33,2.3,2.9,,22,22,84.6,13,13,3.8,1.69,0,1,7.7,69.2,9,1,18.2,13,59.1,2,5,,72.8,90.9,73.2,89.9,,,0,0,13,0.0,94.4,0.0,0,0,0,0,0,0,0.0,108,8.3,50.0,8,8,13.8,3.24,0,1,12.5,50.0,4,4,0.0,9,40.9,0,3,,70.9,67.2,71.9,66.5,,,0,1,9,25.0,74.5,11.1,1,0,0,0,1,0,0.0,59,7.4
Tyrod Taylor,6332,QB,NYJ,1,2.6,2.49,,3.5,9,22,100.0,5,5,3.4,1.96,0,0,0.0,100.0,5,1,0.0,5,55.6,0,3,,68.0,77.9,69.9,76.2,,,0,0,5,0.0,131.3,0.0,0,0,0,0,1,0,0.0,30,6.0,33.3,3,3,6.7,3.4,0,0,0.0,33.3,1,2,0.0,4,44.4,0,0,,68.0,51.6,69.9,42.5,,65.6,0,0,5,0.0,42.4,0.0,0,1,0,0,0,0,0.0,6,2.0
Malik Willis,60341,QB,GB,1,3.05,1.9,4.2,,2,12,0.0,1,1,3.0,1.9,0,0,0.0,0.0,0,0,,1,50.0,0,0,,60.4,58.5,64.6,59.8,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.2,0,0,,,0,1,,1,50.0,0,0,,60.4,60.0,64.6,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jake Haener,60596,QB,NO,1,3.2,3.2,,,1,20,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,8.0,3.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,54.9,64.6,55.4,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Andy Dalton,6187,QB,CAR,1,1.9,1.9,,,1,5,0.0,1,1,7.0,1.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,52.9,64.6,53.6,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Deebo Samuel,48274,WR,SF,1,8.7,,8.7,,1,28,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,8.7,0,0,,,0,1,,1,100.0,0,0,,60.4,55.6,64.9,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
