player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Terrion Arnold,146603,CB,DET,1,6,,3.0,11,0,39.6,0,2,0,0,0,0.0
Jordan Howden,83305,S,NO,1,1,,1.0,20,0,39.6,0,1,0,0,0,0.0
Matthew Judon,10780,ED,ATL,1,1,,1.0,2,0,39.6,0,1,0,0,0,0.0
Malik Hooker,11770,S,DAL,1,6,,3.0,9,0,39.6,0,2,0,0,0,0.0
Jimmie Ward,8665,S,HST,1,5,,2.5,13,0,39.6,0,2,0,0,0,0.0
Foyesade Oluokun,24904,LB,JAX,1,11,,11.0,15,0,39.6,0,1,0,0,0,0.0
Levi Wallace,25445,CB,DEN,1,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Quandre Diggs,9633,S,TEN,1,1,,1.0,31,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,1,1,,1.0,23,0,39.6,0,1,0,0,0,0.0
Junior Colson,124827,LB,LAC,1,7,,7.0,27,0,39.6,0,1,0,0,0,0.0
Troy Reeder,38268,LB,LA,1,2,,1.0,26,0,39.6,0,2,0,0,0,0.0
Trevon Diggs,41817,CB,DAL,1,2,,2.0,9,0,39.6,0,1,0,0,0,0.0
Bryce Hall,42313,CB,TB,1,2,,2.0,30,0,39.6,0,1,0,0,0,0.0
Antonio Johnson,124326,S,JAX,1,5,,5.0,15,0,39.6,0,1,0,0,0,0.0
Nick Scott,49012,S,CAR,1,1,,1.0,5,0,39.6,0,1,0,0,0,0.0
Trenton Simpson,122157,LB,BLT,1,1,,1.0,3,0,39.6,0,1,0,0,0,0.0
Jarvis Brownlee Jr.,99734,CB,TEN,1,1,,1.0,31,0,39.6,0,1,0,0,0,0.0
Amani Hooker,51378,S,TEN,1,8,,8.0,31,0,39.6,0,1,0,0,0,0.0
Amik Robertson,55619,CB,DET,1,18,,9.0,11,0,39.6,0,2,0,0,0,0.0
Nakobe Dean,99018,LB,PHI,1,3,,3.0,24,0,39.6,0,1,0,0,0,0.0
Nate Hobbs,55948,CB,LV,1,16,,16.0,23,0,39.6,0,1,0,0,0,0.0
Tyrique Stevenson,97562,CB,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Jason Pinnock,56144,S,NYG,1,1,,1.0,21,0,39.6,0,1,0,0,0,0.0
Isaiah McDuffie,57754,LB,GB,1,10,,10.0,12,0,39.6,0,1,0,0,0,0.0
Grant Delpit,60685,S,CLV,1,16,,16.0,8,0,39.6,0,1,0,0,0,0.0
Ar'Darius Washington,77848,S,BLT,1,5,,5.0,3,0,39.6,0,1,0,0,0,0.0
Damone Clark,81282,LB,DAL,1,2,,2.0,9,0,39.6,0,1,0,0,0,0.0
Quay Walker,82547,LB,GB,1,7,,7.0,12,0,39.6,0,1,0,0,0,0.0
Jevon Holland,83873,S,MIA,1,1,,1.0,17,0,39.6,0,1,0,0,0,0.0
Jamien Sherwood,83175,LB,NYJ,1,4,,4.0,22,0,39.6,0,1,0,0,0,0.0
Kenny Moore II,51596,CB,IND,1,27,27.0,27.0,14,0,143.8,1,1,1,9,4,0.33
Quentin Lake,56245,S,LA,1,25,25.0,12.5,26,0,95.8,1,2,0,36,21,1.44
Garrett Williams,99723,CB,ARZ,1,20,20.0,20.0,1,0,95.8,1,1,0,7,10,0.35
Greg Newsome II,83341,CB,CLV,1,20,20.0,10.0,8,0,56.3,1,2,0,3,7,0.15
Mike Hilton,10898,CB,CIN,1,19,19.0,9.5,7,0,79.2,1,2,0,17,2,0.89
Marcus Jones,55717,CB,NE,1,19,19.0,9.5,19,0,56.3,1,2,0,1,3,0.05
Trent McDuffie,72191,CB,KC,1,18,18.0,18.0,16,0,118.8,1,1,0,19,2,1.06
Avonte Maddox,50543,CB,PHI,1,25,12.5,6.3,24,0,105.2,2,4,1,21,7,0.84
Alontae Taylor,83469,CB,NO,1,24,12.0,6.0,20,0,80.2,2,4,0,35,14,1.46
Jourdan Lewis,11846,CB,DAL,1,48,12.0,9.6,9,0,79.2,4,5,0,14,13,0.29
Cor'Dale Flott,98834,CB,NYG,1,11,11.0,11.0,21,0,158.3,1,1,1,21,0,1.91
Devon Witherspoon,101388,CB,SEA,1,32,10.7,10.7,29,0,90.3,3,3,0,17,13,0.53
Kyler Gordon,83451,CB,CHI,1,29,9.7,9.7,6,0,118.1,3,3,0,37,4,1.28
Josh Metellus,43395,S,MIN,1,19,9.5,4.8,18,0,56.3,2,4,0,7,5,0.37
Ja'Sir Taylor,55426,CB,LAC,1,28,9.3,9.3,27,0,93.1,3,3,0,19,12,0.68
Darnell Savage,34247,S,JAX,1,18,9.0,4.5,15,0,56.3,2,4,0,4,6,0.22
Kerby Joseph,83239,S,DET,1,9,9.0,4.5,11,0,56.3,1,2,0,4,1,0.44
Keisean Nixon,56167,CB,GB,1,26,8.7,6.5,12,0,90.6,3,4,0,25,20,0.96
Marlon Humphrey,11771,CB,BLT,1,17,8.5,4.3,3,0,56.3,2,4,0,12,9,0.71
Jalen Thompson,49116,S,ARZ,1,8,8.0,8.0,1,0,152.1,1,1,1,11,0,1.38
Ja'Quan McMillian,100931,CB,DEN,1,22,7.3,7.3,10,0,87.5,3,3,0,15,8,0.68
P.J. Locke,51189,S,DEN,1,7,7.0,7.0,10,0,79.2,1,1,0,-2,1,-0.29
Kader Kohou,156070,CB,MIA,1,21,7.0,4.2,17,0,89.6,3,5,0,45,14,2.14
Tykee Smith,99500,CB,TB,1,21,7.0,7.0,30,0,101.4,3,3,0,25,9,1.19
Roger McCreary,83176,CB,TEN,1,20,6.7,5.0,31,0,77.1,3,4,0,7,9,0.35
