player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Alontae Taylor,83469,CB,NO,1,0,20,0,0,0,0,0,0,25.0,1,1,100.0,1,1,0,0,12.5,4,32,3,75.0,0,0,0,0,75.0,3,2,66.7,2,2,0,3,3,0
Eric Kendricks,9478,LB,DAL,1,0,9,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,7.7,3,39,2,66.7,0,0,0,0,33.3,1,1,100.0,1,0,0,2,1,0
Javon Bullard,146726,S,GB,1,0,12,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.6,1,38,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
J.T. Gray,51495,S,NO,1,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,16.7,1,6,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Amani Hooker,51378,S,TEN,1,0,31,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,3.0,1,33,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Quentin Lake,56245,S,LA,1,0,26,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.1,1,32,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Mike Jackson,50437,CB,CAR,1,0,5,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,3.8,1,26,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keisean Nixon,56167,CB,GB,1,0,12,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,5.9,2,34,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Logan Wilson,29623,LB,CIN,1,0,7,2,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,10.3,3,29,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Isaiah McDuffie,57754,LB,GB,1,0,12,1,1,0,1,1,0,66.7,2,2,50.0,0,0,0,0,8.1,3,37,2,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Ja'Whaun Bentley,50966,LB,NE,1,0,19,0,1,0,0,0,0,60.0,3,0,0.0,0,0,0,0,14.3,5,35,2,30.0,0,0,1,0,40.0,2,2,75.0,1,0,0,1,0,0
Jonathon Cooper,43021,ED,DEN,1,0,10,2,3,0,2,3,0,100.0,17,7,26.5,2,2,0,0,89.5,17,19,7,26.5,0,0,0,0,0.0,0,0,,0,0,0,2,2,0
Troy Reeder,38268,LB,LA,1,0,26,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,6.3,2,32,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Khyiris Tonga,52000,DI,ARZ,1,0,1,0,2,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,4,4,2,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ja'Sir Taylor,55426,CB,LAC,1,0,27,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,6.5,2,31,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mike Hughes,34057,CB,ATL,1,0,2,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,8.3,2,24,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Willie Gay,57987,LB,NO,1,0,20,0,1,0,0,1,1,100.0,2,1,25.0,0,0,0,1,50.0,2,4,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Daiyan Henley,61500,LB,LAC,1,0,27,0,2,0,0,1,0,25.0,1,1,50.0,0,0,0,0,15.4,4,26,2,25.0,0,0,1,0,75.0,3,1,16.7,0,0,0,0,0,0
Cobie Durant,79126,CB,LA,1,0,26,1,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,6.5,2,31,1,25.0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0,0
Junior Colson,124827,LB,LAC,1,0,27,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,7.7,2,26,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Ivan Pace Jr.,53587,LB,MIN,1,0,18,0,3,0,0,3,0,71.4,5,3,30.0,0,0,0,0,26.9,7,26,3,21.4,0,0,0,0,28.6,2,0,0.0,0,0,0,0,0,0
Lavonte David,7060,LB,TB,1,0,30,0,3,0,0,2,0,33.3,2,2,50.0,0,0,0,1,21.2,7,33,3,21.4,0,0,1,1,66.7,4,1,12.5,0,0,0,0,0,0
Roy Lopez,48676,DI,ARZ,1,0,1,0,1,0,0,0,0,33.3,1,0,0.0,0,0,0,0,100.0,7,7,2,21.4,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Sebastian Joseph-Day,49935,DI,TEN,1,0,31,0,1,0,0,1,0,42.9,3,1,16.7,0,0,0,0,100.0,7,7,2,21.4,0,0,0,0,57.1,4,1,25.0,1,1,0,1,1,0
E.J. Speed,94351,LB,IND,1,0,14,1,1,0,0,1,0,60.0,3,1,16.7,0,0,0,0,13.5,5,37,2,20.0,0,1,0,0,40.0,2,1,25.0,0,0,0,0,0,0
Dexter Lawrence,25991,DI,NYG,1,0,21,0,5,0,0,4,0,76.5,13,5,23.1,1,1,0,0,100.0,20,20,6,17.5,0,0,0,0,23.5,4,0,0.0,0,0,0,1,1,0
K.J. Britt,57727,LB,TB,1,0,30,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,3,21,1,16.7,0,0,1,0,100.0,3,1,16.7,0,0,0,0,0,0
SirVocea Dennis,99767,LB,TB,1,0,30,0,0,0,0,0,0,33.3,2,0,0.0,0,0,0,0,42.9,6,14,1,16.7,0,0,0,0,66.7,4,1,25.0,1,1,0,1,1,0
Troy Andersen,57317,LB,ATL,1,0,2,0,1,0,0,0,0,66.7,2,0,0.0,0,0,0,0,18.8,3,16,1,16.7,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Kyler Gordon,83451,CB,CHI,1,0,6,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,8.1,3,37,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
James Lynch,56962,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,3,1,16.7,0,0,0,0,75.0,3,4,1,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jevon Holland,83873,S,MIA,1,0,17,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,11.5,3,26,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Owen Pappoe,99006,LB,ARZ,1,0,1,0,1,0,0,1,1,100.0,3,1,16.7,0,1,1,1,27.3,3,11,1,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,1,1
Foyesade Oluokun,24904,LB,JAX,1,0,15,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,7.7,3,39,1,16.7,0,0,1,0,100.0,3,1,16.7,0,0,0,0,0,0
Josh Metellus,43395,S,MIN,1,0,18,1,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,6.1,3,49,1,16.7,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0,0
Marist Liufau,102789,LB,DAL,1,0,9,0,1,0,0,0,0,66.7,2,0,0.0,0,0,0,0,60.0,3,5,1,16.7,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Zaire Franklin,49834,LB,IND,1,0,14,1,0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,7.9,3,38,1,16.7,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Joshua Uche,27379,ED,NE,1,0,19,0,3,0,0,3,0,77.8,7,3,21.4,0,0,0,0,90.0,9,10,3,16.7,0,0,0,0,22.2,2,0,0.0,0,0,0,0,0,0
Teair Tart,82261,DI,LAC,1,0,27,0,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,100.0,3,3,1,16.7,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Jack Campbell,101515,LB,DET,1,0,11,0,1,0,0,0,0,100.0,1,0,0.0,0,0,0,0,9.4,3,32,1,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Markees Watts,84537,ED,TB,1,0,30,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,75.0,3,4,1,16.7,0,0,1,0,100.0,3,1,16.7,0,0,0,0,0,0
Von Miller,6154,ED,BUF,1,0,4,0,4,0,0,4,0,100.0,19,5,15.8,1,1,0,0,95.0,19,20,5,15.8,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jared Verse,101912,ED,LA,1,0,26,2,3,0,0,0,0,0.0,0,0,,0,0,0,0,92.0,23,25,6,15.2,0,2,3,0,100.0,23,6,15.2,1,1,0,1,1,0
Zack Baun,34632,LB,PHI,1,0,24,0,1,0,0,0,0,20.0,2,0,0.0,0,0,0,0,26.3,10,38,2,15.0,0,0,1,0,80.0,8,2,18.8,1,2,1,1,2,1
