player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,MIA,1,0,0,17,70.6,0,0,19,91.3,15.8,3,0,5.3,1,23,21,1,0,66.3,0,0,10,90.9,20.0,2,0.0,0,11,10,0
Brandon Graham,5538,ED,PHI,1,0,0,24,65.9,0,2,14,89.5,14.3,2,0,7.1,0,19,17,2,0,61.8,0,1,5,85.7,20.0,1,10.0,0,7,6,1
Jerry Hughes,5556,ED,HST,1,0,0,13,56.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Linval Joseph,5571,DI,DAL,1,0,0,9,62.3,0,0,8,100.0,0.0,0,0,0.0,0,10,10,0,0,71.2,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Von Miller,6154,ED,BUF,1,0,0,4,66.6,0,4,19,95.0,21.1,4,0,15.8,1,20,19,5,0,71.0,0,2,9,90.0,33.3,3,22.2,1,10,9,3
Cameron Jordan,6176,ED,NO,1,0,0,20,49.0,0,1,19,100.0,0.0,0,0,2.6,0,21,21,1,0,51.9,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Cameron Heyward,6183,DI,PIT,1,0,0,25,73.3,0,1,16,100.0,12.5,2,0,9.4,1,18,18,2,0,73.3,0,0,8,100.0,12.5,1,12.5,1,10,10,1
Bobby Wagner,7050,LB,WAS,1,0,0,32,61.9,0,1,6,16.7,16.7,1,0,8.3,0,36,6,1,0,64.3,0,1,4,25.0,25.0,1,12.5,0,16,4,1
Lavonte David,7060,LB,TB,1,0,0,30,57.2,0,3,7,19.4,14.3,1,0,21.4,0,36,7,3,0,63.2,0,2,5,29.4,20.0,1,20.0,0,17,5,2
Demario Davis,7079,LB,NO,1,0,0,20,65.9,0,0,4,13.8,0.0,0,0,25.0,1,29,4,1,0,54.9,0,0,2,18.2,0.0,0,0.0,0,11,2,0
Harrison Smith,7641,S,MIN,1,0,0,18,56.1,0,0,2,4.1,0.0,0,0,0.0,0,49,2,0,0,,0,0,0,0.0,,0,,0,21,0,0
Johnathan Hankins,7830,DI,SEA,1,0,0,29,56.5,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0
Tyrann Mathieu,7850,S,NO,1,0,0,20,58.3,0,1,1,5.3,0.0,0,0,50.0,0,19,1,1,0,,0,1,0,0.0,,0,,0,6,0,1
John Jenkins,7863,DI,LV,1,0,0,23,66.5,0,2,13,100.0,15.4,2,0,7.7,0,14,14,2,0,74.1,0,2,6,100.0,33.3,2,16.7,0,6,6,2
William Gholston,7908,DI,TB,1,0,0,30,61.9,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,69.0,0,0,3,100.0,33.3,1,0.0,0,3,3,0
Jadeveon Clowney,8636,ED,CAR,1,0,0,5,56.0,0,1,14,88.9,7.1,1,0,3.6,0,18,16,1,0,52.6,0,0,3,83.3,0.0,0,0.0,0,6,5,0
Khalil Mack,8640,ED,LAC,1,1,0,27,72.4,0,3,30,96.9,20.0,6,0,11.7,2,32,31,5,0,68.8,0,2,20,100.0,25.0,5,10.0,1,21,21,3
C.J. Mosley,8652,LB,NYJ,1,0,0,22,39.3,0,1,2,6.7,0.0,0,0,25.0,0,30,2,1,0,58.1,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Jimmie Ward,8665,S,HST,1,0,0,13,58.2,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
DeMarcus Lawrence,8669,ED,DAL,1,0,0,9,59.2,2,3,39,95.3,2.6,1,0,11.5,2,43,41,7,0,50.4,1,2,18,94.7,0.0,0,13.9,1,19,18,4
