Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Auston Matthews (19970825),Auston Matthews,19970825,C/UTIL,8800,VGK@TOR 11/02/2021 07:00PM ET,TOR,9.93
G,Carter Hart (19972709),Carter Hart,19972709,G,8500,ARI@PHI 11/02/2021 07:00PM ET,PHI,15.74
G,Martin Jones (19972710),Martin Jones,19972710,G,8500,ARI@PHI 11/02/2021 07:00PM ET,PHI,22.9
G,Cam Talbot (19972711),Cam Talbot,19972711,G,8400,OTT@MIN 11/02/2021 08:00PM ET,MIN,13.89
G,Kaapo Kahkonen (19972712),Kaapo Kahkonen,19972712,G,8400,OTT@MIN 11/02/2021 08:00PM ET,MIN,-0.7
G,Jake Allen (19972713),Jake Allen,19972713,G,8300,DET@MON 11/02/2021 07:00PM ET,MON,11.82
G,Sam Montembeault (19972714),Sam Montembeault,19972714,G,8300,DET@MON 11/02/2021 07:00PM ET,MON,4.55
G,Roddy Ross (19972715),Roddy Ross,19972715,G,8300,ARI@PHI 11/02/2021 07:00PM ET,PHI,0
G,Andrew Hammond (19972718),Andrew Hammond,19972718,G,8200,OTT@MIN 11/02/2021 08:00PM ET,MIN,0
D,Roman Josi (19972017),Roman Josi,19972017,D/UTIL,8200,NSH@CGY 11/02/2021 09:00PM ET,NSH,15.01
G,Adin Hill (19972716),Adin Hill,19972716,G,8200,BUF@SJ 11/02/2021 10:30PM ET,SJ,10.56
G,James Reimer (19972717),James Reimer,19972717,G,8200,BUF@SJ 11/02/2021 10:30PM ET,SJ,18.22
G,Jack Campbell (19972719),Jack Campbell,19972719,G,8100,VGK@TOR 11/02/2021 07:00PM ET,TOR,11.56
G,Petr Mrazek (19972720),Petr Mrazek,19972720,G,8100,VGK@TOR 11/02/2021 07:00PM ET,TOR,8.25
G,Carey Price (19972721),Carey Price,19972721,G,8100,DET@MON 11/02/2021 07:00PM ET,MON,0
