player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,6,0,0,2,69.6,4,8,119,95.5,12.6,15,0,5.9,1,134,128,13,0,68.4,2,6,58,94.0,17.2,10,8.6,1,67,63,9
Matthew Slater,4467,WR,NE,1,0,0,19,60.0,0,0,0,100.0,,0,0,,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Graham,5538,ED,PHI,6,0,0,24,73.1,2,6,67,91.7,16.4,11,1,7.5,1,84,77,9,0,81.9,2,5,32,97.4,28.1,9,14.1,1,39,38,8
Jerry Hughes,5556,ED,HST,6,0,0,13,61.3,0,13,95,99.0,9.5,9,1,7.9,1,101,100,14,0,54.5,0,5,44,100.0,9.1,4,5.7,0,46,46,5
Al Woods,5646,DI,NYJ,5,0,0,22,53.3,1,0,61,100.0,1.6,1,0,2.5,1,64,64,2,0,53.4,1,0,28,100.0,3.6,1,1.8,0,29,29,1
Von Miller,6154,ED,BUF,2,0,0,4,55.6,0,1,30,89.2,10.0,3,0,1.7,0,37,33,1,0,58.2,0,1,15,89.5,13.3,2,3.3,0,19,17,1
Patrick Peterson,6157,CB,PIT,5,0,1,25,55.0,0,1,2,0.9,0.0,0,1,25.0,0,219,2,1,0,59.5,0,0,1,0.8,0.0,0,0.0,0,121,1,0
Cameron Jordan,6176,ED,NO,7,3,0,20,70.7,2,23,223,98.0,13.0,29,0,6.5,2,245,240,27,0,83.3,1,14,103,99.1,23.3,24,9.2,2,114,113,17
Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,CAR,6,1,0,5,62.5,2,6,84,84.6,9.5,8,1,6.0,1,104,88,9,0,70.1,1,5,31,83.8,22.6,7,12.9,1,37,31,7
Lawrence Guy Sr.,6385,DI,NE,6,0,0,19,46.7,0,3,94,100.0,2.1,2,0,1.6,0,100,100,3,0,49.1,0,2,23,100.0,4.3,1,4.3,0,26,26,2
Fletcher Cox,7018,DI,PHI,5,0,0,24,70.7,7,4,159,100.0,11.3,18,1,4.1,1,169,169,12,0,70.0,6,2,79,100.0,12.7,10,6.3,1,86,86,9
Bobby Wagner,7050,LB,SEA,5,0,0,29,74.8,0,3,30,14.1,20.0,6,0,11.7,2,234,33,5,0,80.8,0,2,19,17.5,26.3,5,15.8,2,114,20,4
Lavonte David,7060,LB,TB,5,0,0,30,63.7,0,3,23,10.5,13.0,3,0,15.2,2,220,23,5,0,65.3,0,2,11,10.8,27.3,3,18.2,1,102,11,3
Demario Davis,7079,LB,NO,7,0,1,20,68.0,2,7,34,13.5,14.7,5,1,19.1,2,266,36,11,0,65.7,1,5,22,19.8,13.6,3,18.2,1,116,23,7
