player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,6,3,1.4,0,0,2,58.7,78.6,85.9,69.6,75.9,29.7,15.0,3,0,95,97,13.7,13,14
Brandon Graham,5538,ED,PHI,6,0,4.0,0,0,24,65.1,76.0,39.0,73.1,71.4,59.1,0.0,0,1,34,36,5.9,2,3
Kareem Jackson,5545,S,DEN,6,6,8.4,0,0,10,79.5,71.1,0.0,,48.1,65.3,20.0,4,3,149,152,0.7,1,10
Jerry Hughes,5556,ED,HST,6,2,1.8,0,0,13,63.7,66.4,55.6,61.3,65.9,47.5,7.7,1,1,63,65,11.1,7,10
Al Woods,5646,DI,NYJ,5,2,1.0,0,0,22,,55.7,81.3,53.3,57.4,71.5,0.0,0,0,68,72,4.4,3,3
Von Miller,6154,ED,BUF,2,0,0.0,0,0,4,62.6,65.0,78.1,55.6,74.5,69.9,0.0,0,0,10,10,10.0,1,1
Patrick Peterson,6157,CB,PIT,5,3,6.6,1,0,25,59.9,58.7,82.9,55.0,51.6,27.0,20.0,2,1,135,138,1.5,2,5
Cameron Jordan,6176,ED,NO,7,8,4.0,0,0,20,79.6,79.7,87.3,70.7,73.6,80.8,0.0,0,0,124,128,4.8,6,10
Cameron Heyward,6183,DI,PIT,1,0,,0,0,25,,56.9,72.7,62.2,54.5,,,0,0,4,5,0.0,0,0
Justin Houston,6222,ED,CAR,6,2,2.0,0,0,5,84.0,60.3,43.4,62.5,45.9,42.0,33.3,2,1,50,51,0.0,0,2
Lawrence Guy Sr.,6385,DI,NE,6,6,1.9,0,0,19,,31.8,83.4,46.7,31.9,54.4,0.0,0,0,118,124,8.5,10,11
Stephon Gilmore,7016,CB,DAL,6,0,7.5,1,0,9,65.4,67.1,83.2,,69.3,68.6,20.0,1,3,136,137,0.0,0,4
Fletcher Cox,7018,DI,PHI,5,2,3.4,0,0,24,,71.2,57.4,70.7,64.5,73.8,0.0,0,1,64,66,4.7,3,8
Bobby Wagner,7050,LB,SEA,5,7,2.2,0,0,29,59.5,84.2,81.2,74.8,93.1,90.0,3.6,1,0,112,113,14.3,16,20
Lavonte David,7060,LB,TB,5,3,1.7,0,0,30,61.9,64.6,81.7,63.7,64.5,62.1,15.8,3,0,107,108,8.4,9,13
Demario Davis,7079,LB,NO,7,7,4.5,1,0,20,82.2,87.9,84.0,68.0,82.2,86.0,4.0,1,1,151,158,6.0,9,17
Rodney McLeod,7271,S,CLV,5,2,4.3,0,0,8,56.7,59.1,81.4,58.5,64.8,57.9,16.7,2,0,56,59,10.7,6,8
Tashaun Gipson Sr.,7288,S,SF,6,4,7.2,0,0,28,74.4,71.9,32.7,53.7,59.2,60.4,23.1,3,1,100,106,2.0,2,6
Harrison Smith,7641,S,MIN,6,7,4.7,0,0,18,74.0,71.3,83.7,61.7,58.7,68.3,17.4,4,1,168,171,3.0,5,12
Justin Bethel,7654,CB,MIA,3,1,1.7,0,0,17,71.7,75.9,79.7,90.9,65.4,85.2,0.0,0,0,32,33,6.3,2,3
Darius Slay,7817,CB,PHI,5,0,6.0,0,0,24,50.6,52.3,83.5,,63.2,72.0,0.0,0,1,80,81,1.3,1,3
Johnathan Hankins,7830,DI,DAL,6,5,3.9,0,0,9,75.4,47.9,45.8,64.5,40.8,34.5,14.3,2,1,78,79,3.8,3,7
Tyrann Mathieu,7850,S,NO,7,6,8.8,1,0,20,69.6,72.7,83.8,53.9,74.1,71.6,15.4,2,1,152,159,0.7,1,5
John Jenkins,7863,DI,LV,6,6,1.6,0,0,23,60.0,67.8,83.2,75.3,58.4,64.8,5.6,1,0,111,116,9.0,10,11
William Gholston,7908,DI,TB,5,0,2.0,0,0,30,,59.9,79.6,60.6,57.7,71.6,0.0,0,0,42,42,9.5,4,6
Micah Hyde,7941,S,BUF,6,1,28.5,0,0,4,74.9,74.6,85.5,56.0,60.9,73.1,22.2,2,0,129,132,0.0,0,6
Jordan Poyer,8000,S,BUF,5,6,6.0,0,0,4,60.6,62.1,27.3,61.6,67.2,79.7,0.0,0,1,113,115,2.7,3,8
Nick Williams,8006,DI,LAC,5,4,2.3,0,0,27,81.3,58.6,82.1,62.6,47.1,45.1,12.5,1,0,73,75,2.7,2,3
Mike Purcell,8530,DI,DEN,5,3,3.3,1,0,10,53.3,42.8,41.1,64.1,42.3,25.7,33.3,3,1,73,77,2.7,2,3
Jadeveon Clowney,8636,ED,BLT,6,2,1.6,0,0,3,49.1,77.5,64.5,74.1,74.0,28.8,10.0,1,1,53,54,9.4,5,7
Khalil Mack,8640,ED,LAC,5,3,1.8,0,0,27,72.7,87.0,86.4,81.0,73.1,54.3,14.3,2,0,97,101,8.2,8,9
Aaron Donald,8648,DI,LA,6,6,0.6,1,0,26,60.0,90.6,43.3,90.6,76.8,50.0,9.1,2,2,118,121,11.0,13,14
C.J. Mosley,8652,LB,NYJ,6,10,4.1,0,0,22,88.1,87.1,40.9,78.6,70.1,85.1,3.4,1,2,165,171,4.8,8,18
Jimmie Ward,8665,S,HST,4,4,8.5,0,0,13,72.1,72.1,78.9,50.7,66.1,70.0,11.1,1,1,100,102,1.0,1,4
Bradley Roby,8666,CB,PHI,2,0,,0,0,24,47.8,49.0,77.0,66.9,50.5,29.6,,0,0,11,12,0.0,0,0
DeMarcus Lawrence,8669,ED,DAL,6,6,-1.0,0,0,9,59.7,91.9,85.4,84.6,91.8,61.4,0.0,0,0,62,63,14.5,9,9
Kyle Van Noy,8675,ED,BLT,3,0,1.0,0,0,3,31.9,64.6,79.6,75.8,45.3,29.1,0.0,0,0,17,18,5.9,1,1
Jerick McKinnon,8731,HB,KC,1,0,,0,0,16,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
DaQuan Jones,8747,DI,BUF,5,3,1.4,0,0,4,60.0,90.2,80.9,89.5,76.9,29.5,11.1,1,0,33,33,12.1,4,5
Brent Urban,8769,DI,BLT,6,2,4.8,0,0,3,60.0,61.3,80.0,65.6,54.8,53.2,14.3,1,0,31,32,6.5,2,4
Shelby Harris,8869,DI,CLV,5,1,0.6,0,0,8,58.0,61.2,80.1,61.9,60.4,53.9,10.0,1,0,51,52,15.7,8,8
Denico Autry,8982,ED,TEN,6,3,0.6,1,0,31,62.1,60.7,63.5,62.9,55.0,68.0,15.4,2,1,85,86,9.4,8,8
Shaquil Barrett,9000,ED,TB,5,2,3.2,0,0,30,84.4,75.9,21.8,73.8,61.4,68.5,12.5,1,2,57,57,0.0,0,5
Kerry Hyder Jr.,9045,ED,SF,4,0,,0,0,28,,54.4,81.5,63.6,35.8,69.6,,0,0,12,13,0.0,0,0
Adrian Phillips,9177,S,NE,6,2,8.0,0,0,19,54.1,59.2,76.7,53.0,70.7,61.8,0.0,0,0,27,28,3.7,1,3
C.J. Goodwin,9243,CB,DAL,2,0,,0,0,9,69.3,69.2,82.1,,60.0,75.4,,0,0,3,3,0.0,0,0
Daniel Sorensen,9253,S,NO,2,0,,0,0,20,47.7,46.4,70.8,,60.0,22.6,,0,0,3,3,0.0,0,0
Dante Fowler Jr.,9436,ED,DAL,6,1,4.0,0,0,9,61.0,65.5,3.2,72.1,57.8,25.5,33.3,1,2,28,28,0.0,0,1
