player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,6,29,29,4.48,44.28,47.79,6.2,0,0,2,12,22,75.9,14,58,3,0,34.5,62,10,29,129.94,1284,2,1386
Bryan Anger,7072,P,DAL,6,19,19,4.53,44.74,51.47,9.8,0,0,2,5,9,78.6,6,57,0,0,57.9,108,11,19,86.01,850,1,978
Johnny Hekker,7252,P,CAR,6,27,27,4.34,44.19,47.52,7.0,0,1,5,10,5,57.4,10,69,1,1,37.0,70,10,27,117.18,1193,1,1283
Sam Martin,7947,P,BUF,6,16,16,4.26,40.13,46.06,10.7,0,0,1,5,4,75.1,6,64,2,0,43.8,75,7,16,68.18,642,1,737
Brad Wing,8256,P,PIT,2,11,11,4.48,38.91,45.0,6.8,0,0,0,4,25,58.9,3,52,1,0,36.4,27,4,11,49.3,428,2,495
Tress Way,8358,P,WAS,6,25,25,4.33,39.92,46.4,10.8,0,0,4,6,32,54.8,8,66,0,0,60.0,162,15,25,108.26,998,0,1160
Bradley Pinion,9598,P,ATL,6,27,27,4.57,42.37,47.7,12.4,0,0,2,9,2,89.8,11,62,5,0,37.0,124,10,27,123.52,1144,1,1288
Riley Dixon,10862,P,DEN,6,23,23,4.23,41.09,44.17,6.5,0,0,3,7,10,64.0,8,61,2,0,47.8,71,11,23,97.18,945,0,1016
Rigoberto Sanchez,12130,P,IND,6,25,25,4.23,39.32,45.56,11.1,0,0,5,3,14,62.6,9,54,3,0,56.0,156,14,25,105.63,983,0,1139
Cameron Johnston,12255,P,HST,2,11,11,4.37,40.09,42.82,10.0,0,0,3,5,13,62.4,5,63,1,0,9.1,10,1,11,48.1,441,1,471
Corey Bojorquez,27626,P,CLV,5,27,27,4.29,42.52,48.11,11.1,0,0,2,6,8,68.9,11,69,7,0,37.0,111,10,27,115.87,1148,2,1299
Logan Cooke,29214,P,JAX,7,29,29,4.35,44.97,48.07,5.6,0,0,3,10,15,75.8,19,62,5,0,31.0,50,9,29,126.07,1304,2,1394
Tommy Townsend,33007,P,KC,6,18,18,4.64,43.89,48.61,9.3,0,0,4,5,16,64.5,8,62,1,0,38.9,65,7,18,83.48,790,1,875
Jake Bailey,33963,P,MIA,6,14,14,4.69,42.5,45.07,7.2,0,0,1,6,17,73.9,2,60,2,0,35.7,36,5,14,65.72,595,0,631
Jack Fox,34735,P,DET,6,22,22,4.59,41.5,45.32,7.1,0,0,3,8,11,68.2,13,62,1,0,40.9,64,9,22,101.01,913,1,997
Michael Dickson,35381,P,SEA,5,16,16,4.43,46.81,50.69,3.1,0,0,4,1,29,73.1,7,73,2,0,43.8,22,7,16,70.82,749,2,811
AJ Cole,36038,P,LV,6,20,20,4.32,48.1,51.05,5.6,0,0,2,8,23,79.8,11,70,2,0,35.0,39,7,20,86.36,962,1,1021
JK Scott,38809,P,LAC,5,21,21,4.64,38.43,40.67,5.4,0,0,4,10,27,64.0,7,62,1,0,23.8,27,5,21,97.51,807,1,854
Mitch Wishnowsky,44663,P,SF,6,21,21,4.46,43.57,47.81,7.7,0,0,4,5,28,81.6,12,67,2,0,42.9,69,9,21,93.58,915,1,1004
Braden Mann,44664,P,PHI,4,7,7,4.44,39.43,41.43,14.0,0,0,1,4,24,65.5,4,48,1,0,14.3,14,1,7,31.1,276,0,290
Nolan Cooney,44995,P,ARZ,4,13,13,4.56,40.31,45.54,6.9,0,0,1,3,1,58.4,2,56,1,0,53.8,48,7,13,59.26,524,1,592
Blake Gillikin,45045,P,ARZ,2,7,7,4.3,36.43,50.43,14.0,0,0,0,0,1,59.6,1,62,0,0,100.0,98,7,7,30.09,255,0,353
Ryan Stonehouse,52045,P,TEN,6,23,23,4.15,41.22,51.57,13.7,0,0,0,2,31,66.6,10,74,5,0,56.5,178,13,23,95.54,948,3,1186
Daniel Whelan,57639,P,GB,5,22,22,4.59,38.0,47.45,16.4,0,0,1,9,12,74.5,4,68,0,0,40.9,148,9,22,100.87,836,3,1044
Jordan Stout,57649,P,BLT,6,28,28,4.26,39.75,47.46,16.3,1,0,3,9,3,68.1,15,67,3,0,42.9,196,12,29,119.4,1113,1,1329
Bryce Baringer,60274,P,NE,6,33,33,4.16,39.15,44.12,10.3,0,0,1,11,19,56.6,16,65,6,0,42.4,144,14,33,137.24,1292,1,1456
Brad Robbins,60291,P,CIN,6,32,32,4.31,39.44,44.22,8.7,0,0,1,12,7,58.8,6,62,4,0,40.6,113,13,32,137.82,1262,2,1415
Trenton Gill,60295,P,CHI,6,23,23,4.37,38.22,46.52,13.2,0,0,4,3,6,66.3,8,58,2,0,56.5,171,13,23,100.52,879,1,1070
Pressley Harvin III,62973,P,PIT,3,19,19,4.43,40.63,47.21,10.6,0,0,4,2,25,58.0,9,63,3,0,42.1,85,8,19,84.16,772,2,897
Jamie Gillan,63303,P,NYG,6,25,25,4.41,45.32,48.72,8.1,0,0,3,13,21,71.5,11,64,0,0,32.0,65,8,25,110.35,1133,1,1218
Ryan Wright,77591,P,MIN,6,21,21,4.34,44.38,51.33,8.6,0,0,2,3,18,62.7,4,63,3,0,47.6,86,10,21,91.14,932,3,1078
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.38,43.38,8.0,0,0,1,2,24,59.1,2,54,0,0,62.5,40,5,8,34.59,307,0,347
Jake Camarda,82636,P,TB,5,24,24,4.48,43.58,53.46,14.8,0,0,2,4,30,70.6,12,74,3,0,50.0,177,12,24,107.6,1046,3,1283
Lou Hedley,98796,P,NO,7,35,35,3.94,39.83,43.06,4.9,0,0,4,9,20,51.4,16,62,5,0,42.9,73,15,35,137.85,1394,2,1507
Ty Zentner,99465,P,HST,4,14,14,4.26,38.64,42.14,3.0,0,0,1,5,13,50.8,2,54,3,0,21.4,9,3,14,59.59,541,2,590
Ethan Evans,112090,P,LA,6,20,20,4.4,41.15,49.15,14.0,0,0,0,6,26,67.9,8,72,3,0,50.0,140,10,20,88.05,823,1,983
