team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,6,211,4,23,211,91.2,32,5
JAX,15,7,283,7,36,283,88.9,53,10
TB,30,5,183,3,32,183,88.3,39,4
DET,11,6,215,13,30,215,88.1,47,4
BUF,4,6,227,7,46,227,87.4,55,2
PHI,24,6,245,7,49,245,86.9,60,4
IND,14,6,249,8,49,249,86.9,61,4
HST,13,6,233,10,41,233,86.9,56,5
KC,16,6,255,17,45,255,86.7,65,3
LV,23,6,217,7,27,217,86.6,46,12
DEN,10,6,216,9,38,216,86.3,53,6
ATL,2,6,233,13,31,233,86.3,54,10
LAC,27,5,212,11,34,212,86.1,52,7
CIN,7,6,252,14,34,252,86.1,59,11
DAL,9,6,220,11,38,220,86.1,55,6
MIN,18,6,251,22,31,251,85.9,62,9
GB,12,5,183,5,38,183,85.5,48,5
CLV,8,5,201,9,37,201,85.1,53,7
SF,28,6,182,6,43,182,83.8,54,5
WAS,32,6,265,14,49,265,83.6,75,12
BLT,3,6,216,9,43,216,83.3,62,10
NO,20,7,302,15,58,302,82.6,89,16
ARZ,1,6,220,19,43,220,82.3,70,8
CAR,5,6,271,13,73,271,80.8,95,9
LA,26,6,250,16,58,250,80.8,85,11
PIT,25,5,182,13,52,182,79.9,69,4
CHI,6,6,219,12,57,219,79.7,79,10
SEA,29,5,187,13,45,187,79.7,67,9
NE,19,6,239,11,65,239,78.7,89,13
NYJ,22,6,213,12,56,213,77.5,82,14
NYG,21,6,260,13,78,260,75.6,109,18
TEN,31,6,197,17,46,197,74.9,81,18
