player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Tre Brown,55677,CB,SEA,5,0,29,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,117,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
CJ Henderson,55593,CB,CAR,6,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,2.1,3,141,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Kevin Byard,10698,S,TEN,6,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,219,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,3,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Donte Jackson,49377,CB,CAR,5,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.8,1,133,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,7,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.4,1,276,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaylon Jones,49374,CB,CHI,5,0,6,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,4.2,2,48,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Benton Whitley,54444,ED,MIN,1,0,18,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Khaleke Hudson,49073,LB,WAS,2,0,32,0,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,13.6,3,22,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
