player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,7,78,0,26,8.6,0,53.8,16.7,1,6,12.5,1,6,0,54.9,66.3,0,36,0.0,0,66,7,93.9,62,113.3,13,16.7,1,127,87,12.4,18.1,2.05,0,9.8,4,80.0,75.0,3,4,5.9,3,28,1,70.9,90.1,1,37,1.1,2,189,48,94.2,178,107.2,60,76.9,1,604,186,3.9,12.6,3.39
Stefon Diggs,9579,WR,BUF,7,76,0,4,10.8,4,70.8,50.0,3,6,5.6,1,8,0,69.9,75.3,0,55,0.0,0,89,17,94.4,84,138.5,24,31.6,4,218,64,3.8,12.8,2.6,0,13.0,1,70.7,33.3,2,6,3.3,1,18,0,76.9,80.6,1,48,0.0,0,135,29,93.3,126,95.4,41,53.9,1,358,84,2.9,12.3,2.84
A.J. Brown,48327,WR,PHI,7,72,0,24,9.9,4,70.4,50.0,2,4,5.0,1,13,0,71.3,91.9,2,38,0.0,0,72,19,91.7,66,83.3,27,37.5,1,266,103,5.4,14.0,4.03,0,16.2,7,70.7,50.0,6,12,0.0,0,21,0,87.6,89.4,0,59,0.0,0,166,29,97.0,161,126.8,41,56.9,2,487,152,5.2,16.8,3.02
Davante Adams,8688,WR,LV,7,71,0,23,10.4,1,50.0,42.9,3,7,14.3,2,7,0,61.8,70.5,1,32,0.0,0,72,12,90.3,65,89.6,24,33.8,3,136,30,2.5,11.3,2.09,0,9.7,3,85.3,0.0,0,3,0.0,0,20,0,87.6,84.0,1,26,0.0,0,140,29,96.4,135,96.1,34,47.9,0,340,103,3.6,11.7,2.52
Ja'Marr Chase,84270,WR,CIN,6,71,0,7,7.2,1,73.7,100.0,3,3,0.0,0,12,0,80.6,82.4,0,19,0.0,0,67,14,94.0,63,126.9,19,26.8,2,129,70,5.0,9.2,2.05,0,8.6,7,69.6,0.0,0,3,5.9,2,19,0,69.5,82.6,1,63,0.0,0,151,32,96.0,145,90.3,46,64.8,1,354,187,5.8,11.1,2.44
Tyreek Hill,10799,WR,MIA,7,71,0,17,16.8,0,73.3,0.0,0,2,0.0,0,10,0,78.7,92.2,0,69,0.0,0,51,11,94.1,48,154.9,15,21.1,3,245,90,8.2,22.3,5.1,0,10.3,7,78.0,25.0,1,4,5.9,2,20,0,69.5,91.8,1,64,0.0,0,112,32,97.3,109,111.3,41,57.7,1,459,196,6.1,14.3,4.21
Chris Olave,84355,WR,NO,7,67,0,20,14.5,0,50.0,50.0,2,4,0.0,0,8,0,77.3,77.3,0,45,0.0,0,65,9,93.8,61,81.5,18,26.9,0,163,65,7.2,18.1,2.67,0,13.2,0,61.9,22.2,2,9,0.0,0,16,0,86.1,75.6,2,42,0.0,0,179,26,96.1,172,69.3,42,62.7,1,278,105,4.0,10.7,1.62
Amon-Ra St. Brown,84470,WR,DET,6,66,0,11,6.5,0,78.6,50.0,1,2,0.0,0,6,0,60.2,70.3,0,19,0.0,0,55,11,92.7,51,97.3,14,21.2,0,103,44,4.0,9.4,2.02,0,7.9,5,75.0,71.4,5,7,3.6,1,16,1,76.1,84.6,2,39,0.7,1,134,27,97.0,130,97.8,36,54.5,2,327,113,4.2,12.1,2.52
Michael Pittman Jr.,29049,WR,IND,7,62,0,14,8.9,2,64.7,60.0,3,5,8.3,1,5,1,79.4,71.0,1,75,0.0,0,87,11,94.3,82,93.3,17,27.4,1,172,96,8.7,15.6,2.1,0,7.7,1,69.2,33.3,2,6,3.6,1,11,0,76.7,65.1,3,39,1.1,2,184,27,92.9,171,62.4,39,62.9,1,245,124,4.6,9.1,1.43
Keenan Allen,7857,WR,LAC,6,62,0,27,7.1,1,77.3,75.0,3,4,0.0,0,10,0,82.2,84.7,0,23,2.2,2,90,17,86.7,78,139.6,22,35.5,3,177,88,5.2,10.4,2.27,0,12.9,2,71.4,0.0,0,2,3.8,1,13,1,75.5,77.8,1,42,0.7,1,139,25,91.4,127,93.5,35,56.5,0,368,110,4.4,14.7,2.9
