player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,ED,ATL,7,0,,,3.5,,,0,0,0,,2,58.7,77.1,86.6,67.5,76.0,29.5,0,,66.7,2,0,0,0.0,0,6,170,3,1,0,0,0,0,0.0,
Matthew Slater,4467,WR,NE,2,0,,,50.0,,,0,0,0,,19,60.0,60.0,99.9,60.0,,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,7,0,,,11.0,,,0,0,0,,24,65.6,70.9,42.8,71.8,63.1,59.1,0,,50.0,1,0,1,0.0,0,10,91,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,7,1,8.0,75.0,99.6,24.6,18.4,0,0,2,16.7,10,81.4,72.2,0.0,62.8,49.9,68.6,2,18,0.0,0,2,4,79.5,9,232,233,5,24,12,1,77,19,0.3,8.6
Jerry Hughes,5556,ED,HST,6,0,,,1.0,,,0,0,0,,13,63.7,66.4,55.6,61.3,65.9,47.5,0,,50.0,1,0,1,0.0,0,1,101,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,3,0,,,9.8,,,0,0,0,,4,62.6,62.3,78.5,57.0,66.4,69.9,0,,,0,0,0,0.0,0,4,41,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,6,1,10.4,59.4,98.4,12.4,7.3,1,0,3,9.4,25,55.7,54.6,83.7,66.6,46.5,27.9,1,52,28.6,4,2,2,116.5,19,253,257,2,9,32,4,295,143,1.3,15.5
Cameron Jordan,6176,ED,NO,7,0,,,2.0,,,0,0,0,,20,79.6,79.7,87.3,70.7,73.6,80.8,0,,50.0,1,0,0,0.0,0,5,245,1,1,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,6,1,-7.0,100.0,15.4,15.0,15.0,0,0,0,0.0,5,84.0,60.3,43.4,62.5,45.9,42.0,0,0,0.0,0,0,1,79.2,1,16,104,4,3,1,0,0,7,0.0,0.0
Stephon Gilmore,7016,CB,DAL,6,2,11.9,46.7,100.0,14.1,6.6,1,0,5,16.7,9,65.4,67.1,83.2,,69.3,68.6,2,68,5.0,1,4,3,71.1,14,221,221,3,17,30,2,257,84,1.3,18.4
