player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,7,0,0,2,67.5,4,9,152,96.5,10.5,16,0,5.6,2,170,164,15,0,67.2,2,7,77,95.5,13.0,10,8.4,2,88,84,11
Matthew Slater,4467,WR,NE,2,0,0,19,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Graham,5538,ED,PHI,7,0,0,24,71.8,2,6,71,89.0,15.5,11,1,7.0,1,91,81,9,0,80.3,2,5,34,95.2,26.5,9,13.2,1,42,40,8
Kareem Jackson,5545,S,DEN,7,0,0,10,62.8,0,0,1,0.4,100.0,1,4,0.0,0,233,1,0,0,,0,0,0,0.0,,0,,0,106,0,0
Jerry Hughes,5556,ED,HST,6,0,0,13,61.3,0,13,95,99.0,9.5,9,1,7.9,1,101,100,14,0,54.5,0,5,44,100.0,9.1,4,5.7,0,46,46,5
Al Woods,5646,DI,NYJ,5,0,0,22,53.3,1,0,61,100.0,1.6,1,0,2.5,1,64,64,2,0,53.4,1,0,28,100.0,3.6,1,1.8,0,29,29,1
Von Miller,6154,ED,BUF,3,0,0,4,57.0,0,2,34,90.2,11.8,4,0,2.9,0,41,37,2,0,60.4,0,2,18,90.9,16.7,3,5.6,0,22,20,2
Patrick Peterson,6157,CB,PIT,6,0,1,25,66.6,0,1,4,1.6,25.0,1,2,12.5,0,257,4,1,0,68.8,0,0,3,2.0,33.3,1,0.0,0,147,3,0
Cameron Jordan,6176,ED,NO,7,3,0,20,70.7,2,23,223,98.0,13.0,29,0,6.5,2,245,240,27,0,83.3,1,14,103,99.1,23.3,24,9.2,2,114,113,17
Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,CAR,6,1,0,5,62.5,2,6,84,84.6,9.5,8,1,6.0,1,104,88,9,0,70.1,1,5,31,83.8,22.6,7,12.9,1,37,31,7
Lawrence Guy Sr.,6385,DI,NE,7,0,0,19,45.9,0,3,108,100.0,1.9,2,0,1.4,0,114,114,3,0,48.5,0,2,26,100.0,3.8,1,3.8,0,29,29,2
Nick Bellore,6515,FB,SEA,1,0,0,29,58.3,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Fletcher Cox,7018,DI,PHI,6,0,0,24,68.8,7,4,186,100.0,10.2,19,1,4.0,2,197,197,13,0,69.6,6,2,91,100.0,12.1,11,6.6,2,98,98,10
Bobby Wagner,7050,LB,SEA,6,0,0,29,69.8,0,3,35,14.1,17.1,6,0,10.0,2,276,39,5,0,76.9,0,2,22,17.2,22.7,5,13.6,2,134,23,4
Lavonte David,7060,LB,TB,6,0,0,30,63.7,0,3,23,9.2,13.0,3,0,15.2,2,249,23,5,0,65.3,0,2,11,9.6,27.3,3,18.2,1,114,11,3
Demario Davis,7079,LB,NO,7,0,1,20,68.0,2,7,34,13.5,14.7,5,1,19.1,2,266,36,11,0,65.7,1,5,22,19.8,13.6,3,18.2,1,116,23,7
Rodney McLeod,7271,S,CLV,6,0,0,8,57.0,0,0,2,2.0,0.0,0,0,0.0,0,99,2,0,0,,0,0,0,0.0,,0,,0,47,0,0
Tashaun Gipson Sr.,7288,S,SF,7,0,0,28,52.9,0,2,5,1.6,0.0,0,1,20.0,0,304,5,2,0,54.5,0,2,3,2.0,0.0,0,33.3,0,152,3,2
Harrison Smith,7641,S,MIN,7,0,0,18,61.7,1,1,40,14.8,2.5,1,1,10.0,3,271,40,5,0,76.9,1,1,13,13.8,7.7,1,30.8,3,94,13,5
Justin Bethel,7654,CB,MIA,6,0,0,17,90.9,0,1,4,5.9,0.0,0,0,37.5,1,85,5,2,0,91.8,0,1,2,6.0,0.0,0,75.0,1,50,3,2
Johnathan Hankins,7830,DI,DAL,6,2,0,9,64.5,0,1,68,100.0,4.4,3,1,0.7,0,76,76,1,1,67.5,0,0,21,100.0,4.8,1,0.0,0,25,25,0
Tyrann Mathieu,7850,S,NO,7,0,1,20,53.9,0,1,3,1.4,0.0,0,1,16.7,0,280,4,1,0,55.8,0,1,2,1.6,0.0,0,25.0,0,125,2,1
John Jenkins,7863,DI,LV,7,1,0,23,75.4,1,6,101,100.0,11.9,12,0,4.5,1,105,105,8,0,81.0,0,5,24,100.0,29.2,7,10.4,0,25,25,5
William Gholston,7908,DI,TB,6,0,0,30,59.5,0,2,43,100.0,9.3,4,0,2.3,0,44,44,2,0,63.8,0,1,13,100.0,15.4,2,3.8,0,13,13,1
Micah Hyde,7941,S,BUF,7,0,0,4,53.8,0,1,8,3.0,0.0,0,0,6.3,0,266,8,1,0,58.4,0,0,1,0.8,0.0,0,0.0,0,118,1,0
Jordan Poyer,8000,S,BUF,6,0,0,4,67.8,1,2,16,8.1,12.5,2,1,15.6,1,222,18,4,0,80.3,1,0,6,7.9,33.3,2,25.0,1,101,8,2
Nick Williams,8006,DI,LAC,6,0,0,27,60.8,0,3,97,100.0,4.1,4,0,2.6,1,102,102,4,0,59.0,0,1,37,100.0,8.1,3,1.4,0,39,39,1
Mike Purcell,8530,DI,DEN,6,2,1,10,60.9,2,1,71,98.7,4.2,3,1,2.1,0,77,76,3,1,60.4,0,0,24,96.2,4.2,1,0.0,0,26,25,0
Jadeveon Clowney,8636,ED,BLT,7,0,0,3,72.0,6,22,202,96.1,17.8,36,1,8.9,4,228,219,32,0,71.4,3,17,110,96.1,21.8,24,11.8,3,127,122,23
Khalil Mack,8640,ED,LAC,6,2,0,27,79.0,3,17,196,90.8,15.8,31,0,9.2,8,229,208,28,1,87.8,3,13,103,94.0,24.3,25,14.6,7,117,110,23
Aaron Donald,8648,DI,LA,7,0,1,26,90.9,7,25,219,100.0,21.5,47,2,8.7,3,236,236,35,0,90.7,5,18,113,100.0,29.2,33,11.9,2,124,124,25
C.J. Mosley,8652,LB,NYJ,6,1,0,22,78.6,1,3,16,6.9,12.5,2,2,12.5,0,259,18,4,1,78.2,0,3,10,8.1,20.0,2,15.0,0,136,11,3
Jimmie Ward,8665,S,HST,4,0,0,13,50.7,0,0,5,2.8,0.0,0,1,0.0,0,177,5,0,0,50.7,0,0,4,4.7,0.0,0,0.0,0,86,4,0
Bradley Roby,8666,CB,PHI,2,0,0,24,66.9,0,1,4,9.3,25.0,1,0,12.5,0,43,4,1,0,73.8,0,1,2,7.7,50.0,1,25.0,0,26,2,1
DeMarcus Lawrence,8669,ED,DAL,6,2,0,9,84.6,1,18,119,99.3,22.7,27,0,9.7,2,138,137,21,1,84.3,0,13,59,100.0,28.8,17,11.0,0,70,70,13
