player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Andrew Wylie,12333,T,WAS,7,1,32,64.7,4,14,314,100.0,100.0,95.9,3,22,4,337,337,52.8,4,13,164,100.0,100.0,92.4,21,4,177,177
Nick Gates,29476,C,WAS,7,0,32,56.5,5,9,314,100.0,100.0,96.2,2,19,5,337,337,42.3,2,8,164,100.0,100.0,94.5,14,4,177,177
Sam Cosmi,60114,G,WAS,7,0,32,69.1,3,9,312,100.0,100.0,97.8,1,13,1,334,334,65.7,2,7,164,100.0,100.0,96.6,10,1,176,176
Joe Thuney,10712,G,KC,7,0,16,82.8,2,11,301,100.0,100.0,97.8,1,13,0,319,319,72.7,1,10,147,100.0,100.0,96.3,11,0,160,160
Creed Humphrey,59996,C,KC,7,0,16,74.2,1,3,301,100.0,100.0,98.3,0,7,3,319,319,74.4,1,1,147,100.0,100.0,98.0,4,2,160,160
Trey Smith,62960,G,KC,7,1,16,63.6,3,10,301,100.0,100.0,97.8,3,13,0,319,319,49.5,3,8,147,100.0,100.0,96.3,11,0,160,160
Saahdiq Charles,59820,G,WAS,7,0,32,62.2,2,16,297,100.0,100.0,96.0,1,21,3,319,319,51.3,1,13,161,100.0,100.0,93.8,17,3,173,173
Brian O'Neill,46854,T,MIN,7,0,18,73.2,2,11,295,100.0,100.0,97.5,2,14,1,317,317,68.6,2,8,132,100.0,100.0,95.5,11,1,141,141
Ed Ingram,59819,G,MIN,7,1,18,56.3,10,10,295,100.0,100.0,95.3,1,24,4,317,317,34.4,10,7,132,100.0,100.0,91.3,20,3,141,141
Donovan Smith,9467,T,KC,7,2,16,60.5,6,21,299,100.0,100.0,95.5,5,27,0,317,317,48.8,4,17,146,100.0,100.0,92.8,21,0,159,159
Erik McCoy,37347,C,NO,7,0,20,55.9,2,7,302,100.0,100.0,97.5,1,12,3,316,316,58.6,2,5,157,100.0,100.0,97.1,8,1,165,165
Jawaan Taylor,41665,T,KC,7,1,16,61.4,5,12,293,100.0,100.0,96.8,7,18,1,311,311,56.4,5,8,143,100.0,100.0,95.5,13,0,156,156
Charles Leno Jr.,8880,T,WAS,6,1,32,78.1,2,10,285,100.0,100.0,97.2,2,14,2,307,307,74.1,0,7,151,100.0,100.0,97.0,8,1,164,164
Steve Avila,77319,G,LA,7,0,26,60.0,3,14,282,100.0,100.0,96.3,1,19,2,302,302,48.2,2,12,152,100.0,100.0,94.7,15,1,164,164
Luke Fortner,42028,C,JAX,7,0,15,56.4,2,6,283,100.0,100.0,97.9,1,10,2,299,299,29.0,2,3,112,100.0,100.0,96.0,7,2,119,119
Coleman Shelton,39316,C,LA,7,1,26,38.9,5,11,279,100.0,100.0,96.8,2,17,1,299,299,28.7,4,7,152,100.0,100.0,95.7,12,1,164,164
Quenton Nelson,12954,G,IND,7,0,14,81.7,2,7,279,100.0,100.0,98.4,1,9,0,297,297,80.2,1,4,132,100.0,100.0,98.1,5,0,141,141
Rob Havenstein,9490,T,LA,7,0,26,66.0,1,10,277,100.0,100.0,97.7,0,12,1,297,297,64.1,1,8,147,100.0,100.0,96.3,10,1,159,159
Connor McGovern,41714,G,BUF,7,1,4,77.7,0,8,273,100.0,100.0,98.2,2,9,1,294,294,65.6,0,8,117,100.0,100.0,95.7,9,1,131,131
Jordan Mailata,66916,T,PHI,7,0,24,81.6,1,17,281,100.0,100.0,96.4,1,19,1,294,294,74.4,0,14,129,100.0,100.0,93.8,15,1,137,137
Jason Kelce,6343,C,PHI,7,0,24,69.0,1,2,281,100.0,100.0,99.5,0,3,0,294,294,67.1,0,1,129,100.0,100.0,99.6,1,0,137,137
O'Cyrus Torrence,102821,G,BUF,7,1,4,60.6,1,10,273,100.0,100.0,97.6,3,12,1,294,294,39.4,1,9,117,100.0,100.0,94.9,11,1,131,131
