player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Sam Howell,97599,QB,WAS,7,105,18.1,0,32,3,7,21.0,13.3,74.3,2.9,0,23,19,22,14,105,78,3,13,22,23,2,12.4,21.0,13,21.9,1.9
Jalen Hurts,40291,QB,PHI,7,90,3.3,0,24,5,10,16.7,21.1,68.9,10.0,0,22,3,15,19,90,62,9,18,18,22,2,20.0,20.0,7,24.4,2.2
Matthew Stafford,4924,QB,LA,7,88,19.3,0,26,1,2,21.6,34.1,92.0,2.3,0,4,17,19,30,88,81,2,15,14,4,1,17.0,15.9,1,4.5,1.1
Derek Carr,8671,QB,NO,7,88,11.4,0,20,0,5,17.0,33.0,81.8,10.2,0,7,10,15,29,88,72,9,13,16,7,2,14.8,18.2,2,8.0,2.3
Patrick Mahomes,11765,QB,KC,7,87,8.0,0,16,7,7,14.9,29.9,79.3,3.4,0,15,7,13,26,87,69,3,13,17,15,4,14.9,19.5,1,17.2,4.6
Justin Fields,82118,QB,CHI,6,83,13.3,0,6,0,8,18.1,21.7,80.7,3.6,0,15,11,15,18,83,67,3,14,19,15,2,16.9,22.9,7,18.1,2.4
Joshua Dobbs,11890,QB,ARZ,7,81,13.6,0,1,2,3,27.2,19.8,88.9,0.0,0,9,11,22,16,81,72,0,13,17,9,2,16.0,21.0,4,11.1,2.5
Russell Wilson,7077,QB,DEN,7,81,4.9,0,10,8,5,12.3,12.3,75.3,6.2,0,20,4,10,10,81,61,5,9,28,20,5,11.1,34.6,7,24.7,6.2
Kenny Pickett,60515,QB,PIT,6,79,16.5,0,25,2,3,11.4,29.1,78.5,11.4,0,9,13,9,23,79,62,9,18,11,9,0,22.8,13.9,4,11.4,0.0
Zach Wilson,82096,QB,NYJ,6,77,18.2,0,22,0,4,19.5,28.6,83.1,6.5,0,9,14,15,22,77,64,5,16,15,9,2,20.8,19.5,5,11.7,2.6
Kirk Cousins,7102,QB,MIN,7,76,9.2,0,18,0,1,18.4,22.4,88.2,9.2,0,3,7,14,17,76,67,7,24,14,3,3,31.6,18.4,2,3.9,3.9
Daniel Jones,39395,QB,NYG,5,76,11.8,0,21,3,8,15.8,18.4,81.6,2.6,0,15,9,12,14,76,62,2,23,21,15,2,30.3,27.6,4,19.7,2.6
Mac Jones,60323,QB,NE,7,75,14.7,0,19,0,5,36.0,13.3,90.7,2.7,0,5,11,27,10,75,68,2,10,28,5,0,13.3,37.3,0,6.7,0.0
Josh Allen,46601,QB,BUF,7,73,23.3,0,4,2,9,12.3,16.4,75.3,6.8,0,15,17,9,12,73,55,5,12,15,15,0,16.4,20.5,4,20.5,0.0
Justin Herbert,28237,QB,LAC,6,73,17.8,0,27,0,3,16.4,20.5,79.5,15.1,0,4,13,12,15,73,58,11,12,17,4,0,16.4,23.3,1,5.5,0.0
Bryce Young,123943,QB,CAR,5,72,12.5,0,5,1,6,23.6,12.5,79.2,8.3,0,12,9,17,9,72,57,6,15,16,12,1,20.8,22.2,5,16.7,1.4
Lamar Jackson,46416,QB,BLT,7,69,8.7,0,3,0,4,15.9,34.8,89.9,2.9,0,6,6,11,24,69,62,2,13,17,6,2,18.8,24.6,2,8.7,2.9
Jared Goff,10635,QB,DET,7,69,13.0,0,11,2,1,27.5,20.3,82.6,10.1,0,6,9,19,14,69,57,7,13,5,6,2,18.8,7.2,3,8.7,2.9
Geno Smith,7820,QB,SEA,6,68,7.4,0,29,1,4,20.6,26.5,85.3,4.4,0,6,5,14,18,68,58,3,7,28,7,1,10.3,41.2,1,10.3,1.5
Brock Purdy,77672,QB,SF,7,65,18.5,0,28,0,0,13.8,13.8,89.2,4.6,0,4,12,9,9,65,58,3,17,17,4,2,26.2,26.2,4,6.2,3.1
Desmond Ridder,55086,QB,ATL,7,63,22.2,0,2,0,1,22.2,20.6,85.7,6.3,0,5,14,14,13,63,54,4,8,11,5,1,12.7,17.5,4,7.9,1.6
Ryan Tannehill,7014,QB,TEN,6,62,17.7,0,31,2,2,22.6,41.9,90.3,0.0,0,6,11,14,26,62,56,0,12,9,6,1,19.4,14.5,2,9.7,1.6
Trevor Lawrence,77632,QB,JAX,7,61,16.4,0,15,0,5,19.7,14.8,78.7,8.2,0,8,10,12,9,61,48,5,10,12,8,4,16.4,19.7,3,13.1,6.6
C.J. Stroud,129759,QB,HST,6,60,11.7,0,13,1,3,11.7,18.3,85.0,0.0,0,8,7,7,11,60,51,0,11,20,8,4,18.3,33.3,4,13.3,6.7
Dak Prescott,10769,QB,DAL,6,56,17.9,0,9,2,1,10.7,19.6,83.9,5.4,0,7,10,6,11,56,47,3,12,14,7,1,21.4,25.0,4,12.5,1.8
Baker Mayfield,46518,QB,TB,6,56,19.6,0,30,1,5,21.4,10.7,78.6,3.6,0,10,11,12,6,56,44,2,12,10,10,4,21.4,17.9,4,17.9,7.1
Jordan Love,40306,QB,GB,6,56,10.7,0,12,1,6,26.8,21.4,85.7,1.8,0,9,6,15,12,56,48,1,10,12,9,3,17.9,21.4,2,16.1,5.4
