"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","186","23","0.28","64","1.01","50.8","-33","Patrick Queen","255","11","0.17","74","0.69","78.4"
"Kyle Pitts","206","20","0.3","61","1.45","67","-24","Jack Gibbens","128","5","0.07","71","0.36","75.7"
"Mark Andrews","193","21","0.49","70","1.85","74.2","33","Josh Woods","96","9","0.15","56","0.39","35.7"
"Dalton Kincaid","162","16","0.27","96","1.19","62.4","2","Lavonte David","218","16","0.21","80","0.82","70"
"Hayden Hurst","165","13","0.19","67","0.7","47.7","-12","Henry To'oTo'o","177","19","0.35","82","1.62","44.1"
"Cole Kmet","182","18","0.37","78","1.32","66","-34","Eric Kendricks","126","11","0.2","79","1.09","70.3"
"Irv Smith Jr.","115","10","0.08","55","0.28","39.2","-34","Fred Warner","263","13","0.21","77","1.05","81.6"
"David Njoku","192","16","0.24","80","1.12","66","-22","Jordyn Brooks","167","16","0.21","81","0.84","68"
"Jake Ferguson","142","20","0.32","75","1.34","70.1","8","Ernest Jones","182","12","0.17","71","0.85","74.5"
"Adam Trautman","183","10","0.13","61","0.38","43.5","-48","Drue Tranquill","142","16","0.23","74","1.11","60.3"
"Sam LaPorta","211","23","0.43","71","1.79","72.5","10","Robert Spillane","210","11","0.18","83","0.9","71.5"
"Luke Musgrave","145","19","0.28","79","1.3","59.2","-17","Ivan Pace Jr.","78","13","0.17","80","0.63","78.3"
"Dalton Schultz","168","20","0.36","64","1.28","63.2","6","Kamu Grugier-Hill","79","10","0.26","100","0.84","49.2"
"Kylen Granson","154","16","0.25","64","1.1","56.6","-62","Demario Davis","213","8","0.09","56","0.15","88.1"
"Evan Engram","243","20","0.31","84","1.42","69.4","5","Cole Holcomb","177","10","0.16","71","0.95","64.8"
"Travis Kelce","180","33","0.69","81","2.92","88.2","56","Josey Jewell","147","9","0.18","85","1.02","66.3"
"Tyler Higbee","245","13","0.18","66","0.98","61","-25","Markquese Bell","82","16","0.24","85","1.05","82.3"
"Gerald Everett","117","20","0.39","83","1.27","67.1","35","Tremaine Edmunds","248","12","0.24","84","0.88","52"
"Michael Mayer","113","13","0.2","67","1.14","61.7","-6","Alex Anzalone","270","13","0.18","74","0.8","76.9"
"Durham Smythe","185","8","0.13","79","0.66","49.8","-30","Ja'Whaun Bentley","195","11","0.2","73","0.83","63.6"
"T.J. Hockenson","241","24","0.41","82","1.62","70.3","13","Quay Walker","152","18","0.3","89","1.39","64.3"
"Mike Gesicki","144","15","0.26","77","1.03","67","-11","David Long Jr.","152","12","0.32","94","1.67","72.1"
"Taysom Hill","128","14","0.21","83","0.9","66.6","-16","Zaire Franklin","253","14","0.24","86","1.14","59.7"
"Darren Waller","242","20","0.33","73","1.57","70.6","-18","C.J. Mosley","232","12","0.18","78","0.91","85.8"
"Tyler Conklin","149","17","0.29","80","1.52","65.7","-17","Bobby Okereke","202","9","0.14","63","0.8","77.5"
"Dallas Goedert","246","17","0.31","76","1.32","70.4","1","Jamin Davis","177","14","0.29","75","1.21","71"
"Connor Heyward","70","17","0.19","58","0.93","65.1","-18","Foyesade Oluokun","277","16","0.23","84","0.92","83.8"
"Noah Fant","94","14","0.33","92","2.06","75.7","-6","Grant Delpit","173","9","0.08","73","0.18","72.2"
"George Kittle","186","17","0.38","74","1.58","81.9","28","Germaine Pratt","176","11","0.17","80","0.78","60.3"
"Cade Otton","191","12","0.2","78","0.77","51.3","-21","Terrel Bernard","225","15","0.25","79","1.32","63.9"
"Chigoziem Okonkwo","138","18","0.21","68","0.88","55","-24","Nate Landman","125","14","0.25","78","0.87","78.2"
"Logan Thomas","189","16","0.31","74","1.25","66.3","-15","Zach Cunningham","239","14","0.19","76","0.78","62"
