player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kirk Cousins,7102,QB,MIN,7,79.5,264,280,7.7,2.66,0,9,3.0,68.9,193,0,94,8.1,297,17,100,18,41.0,82.2,81.7,57.1,7,5,316,5,16.0,101.7,5.1,15,2,2,7,16,7,2.2,2057,7.3
Patrick Mahomes,11765,QB,KC,7,78.5,251,267,7.4,2.96,1,11,3.9,69.3,185,0,97,6.1,296,12,110,16,81.9,90.2,83.7,90.7,4,6,312,3,7.2,100.7,2.4,7,21,1,10,15,10,3.2,2017,7.6
Jared Goff,10635,QB,DET,7,80.4,235,256,7.3,2.57,5,10,3.8,68.0,174,0,89,7.9,274,15,91,11,70.5,85.7,83.0,72.1,1,4,284,2,16.9,97.5,5.5,15,3,1,14,11,5,1.8,1901,7.4
Sam Howell,97599,QB,WAS,7,77.4,230,256,8.3,2.87,7,14,5.2,65.2,167,0,121,6.2,314,11,86,32,79.6,61.6,59.3,70.8,1,7,337,2,33.1,85.2,12.7,40,17,0,18,9,11,3.3,1749,6.8
Matthew Stafford,4924,QB,LA,7,72.1,233,256,9.1,2.56,4,19,7.0,59.8,153,0,99,8.9,285,15,95,26,90.7,82.8,81.6,60.5,1,6,302,5,18.2,82.3,6.3,18,10,3,15,7,6,2.0,1908,7.5
Derek Carr,8671,QB,NO,7,71.3,237,255,9.2,2.59,3,12,4.5,63.9,163,0,100,3.6,278,6,77,20,66.8,63.7,62.9,61.6,4,4,291,2,18.0,82.8,6.5,18,5,0,11,6,8,2.7,1600,6.3
Josh Allen,46601,QB,BUF,7,79.5,229,246,9.1,2.99,3,14,5.4,70.7,174,0,92,4.4,274,8,98,4,77.7,86.1,84.8,67.4,2,7,294,1,10.9,100.7,3.6,10,18,1,11,15,7,2.4,1841,7.5
Jalen Hurts,40291,QB,PHI,7,78.0,223,244,9.1,3.16,2,17,6.7,67.2,164,0,105,5.7,281,10,88,24,60.9,79.2,76.9,71.9,4,8,294,2,16.2,87.8,6.0,17,20,0,15,9,11,3.7,1821,7.5
Trevor Lawrence,77632,QB,JAX,7,76.8,224,239,7.6,2.51,9,12,4.7,67.4,161,0,82,6.4,280,11,85,15,55.2,81.8,78.7,75.4,2,3,296,2,19.5,92.8,5.7,16,23,0,4,8,10,3.4,1646,6.9
Joe Burrow,28022,QB,CIN,6,74.5,212,232,6.6,2.36,4,5,2.1,63.4,147,0,64,7.0,252,11,68,7,90.5,66.4,66.5,58.2,6,4,263,2,21.9,79.8,5.6,14,6,1,9,7,4,1.5,1230,5.3
Mac Jones,60323,QB,NE,7,73.6,220,231,7.7,2.4,4,8,3.3,66.7,154,0,82,4.9,252,8,70,19,50.5,57.3,58.0,57.8,2,7,266,3,15.9,81.8,5.2,13,8,0,5,7,15,5.6,1480,6.4
Tua Tagovailoa,60326,QB,MIA,7,79.8,213,229,8.5,2.3,7,17,7.1,71.2,163,0,56,4.1,244,7,104,17,62.2,89.3,90.6,30.6,2,6,255,2,16.1,110.4,3.7,9,5,1,6,15,7,2.7,2092,9.1
