player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Puka Nacua,100632,WR,LA,7,78,0,26,0,-1.1,0,100.0,,0,0,0.0,0,1,1,91.4,38.1,0,7,0.0,0,23,8,95.7,22,79.2,8,10.3,0,21,30,3.8,2.6,0.95,8.4,0,64.7,33.3,1,3,15.4,2,7,1,66.8,83.8,0,32,0.0,0,102,11,89.2,91,80.0,17,21.8,0,98,36,3.3,8.9,1.08
Stefon Diggs,9579,WR,BUF,7,76,0,4,0,-2.7,1,100.0,,0,0,0.0,0,2,0,91.1,67.6,0,16,0.0,0,17,7,100.0,17,81.5,7,9.2,0,25,44,6.3,3.6,1.47,10.1,0,63.6,100.0,1,1,0.0,0,6,0,90.4,81.7,1,17,0.0,0,97,14,91.8,89,65.2,22,28.9,1,73,29,2.1,5.2,0.82
A.J. Brown,48327,WR,PHI,7,72,0,24,0,-1.0,0,100.0,,0,0,0.0,0,0,0,84.5,45.3,0,1,0.0,0,22,1,90.9,20,79.2,1,1.4,0,1,2,2.0,1.0,0.05,9.0,1,80.0,66.7,2,3,11.1,1,6,0,91.2,93.3,0,59,0.0,0,59,8,94.9,56,152.1,10,13.9,1,144,71,8.9,18.0,2.57
Davante Adams,8688,WR,LV,7,71,0,23,0,-0.5,2,100.0,,0,0,0.0,0,1,0,90.2,73.1,0,16,0.0,0,18,4,100.0,18,136.5,4,5.6,1,29,31,7.8,7.3,1.61,7.7,1,83.3,50.0,1,2,0.0,0,4,0,82.8,78.6,0,21,0.0,0,44,5,93.2,41,115.3,6,8.5,0,70,28,5.6,14.0,1.71
Ja'Marr Chase,84270,WR,CIN,6,71,0,7,0,-2.4,5,100.0,,0,0,0.0,0,5,0,92.1,95.4,0,17,0.0,0,23,12,100.0,23,95.5,12,16.9,0,83,112,9.3,6.9,3.61,2.7,5,85.2,100.0,1,1,4.2,1,16,0,79.0,86.1,0,23,0.0,0,64,23,96.9,62,98.0,27,38.0,0,203,158,6.9,8.8,3.27
Tyreek Hill,10799,WR,MIA,7,71,0,17,0,-3.6,0,100.0,,0,0,0.0,0,3,0,91.8,94.0,0,64,0.0,0,23,10,100.0,23,109.6,10,14.1,0,103,139,13.9,10.3,4.48,8.8,2,70.8,0.0,0,3,10.5,2,8,0,71.5,94.6,1,64,0.0,0,70,17,94.3,66,87.7,24,33.8,0,253,144,8.5,14.9,3.83
Chris Olave,84355,WR,NO,7,67,0,20,0,-2.8,0,80.0,0.0,0,1,0.0,0,0,0,90.2,59.2,0,9,0.0,0,21,4,100.0,21,84.2,5,7.5,0,21,32,8.0,5.3,1.0,13.4,0,62.1,20.0,1,5,0.0,0,10,0,90.9,78.0,1,24,0.0,0,119,18,93.3,111,76.9,29,43.3,1,181,87,4.8,10.1,1.63
Amon-Ra St. Brown,84470,WR,DET,6,66,0,11,0,-3.1,1,87.5,,0,0,12.5,1,2,0,39.4,68.3,0,11,0.0,0,27,7,92.6,25,86.5,8,12.1,0,38,60,8.6,5.4,1.52,6.2,4,78.8,100.0,4,4,3.7,1,15,0,74.4,87.8,0,27,0.8,1,124,26,96.8,120,110.9,33,50.0,1,270,116,4.5,10.4,2.25
Michael Pittman Jr.,29049,WR,IND,7,62,0,14,0,-1.5,0,100.0,,0,0,0.0,0,2,0,92.0,77.2,0,39,0.0,0,39,11,97.4,38,129.5,11,17.7,1,86,102,9.3,7.8,2.26,6.3,0,66.7,50.0,1,2,11.1,1,3,1,90.3,67.6,1,12,1.3,1,78,8,91.0,71,39.9,12,19.4,0,49,33,4.1,6.1,0.69
Keenan Allen,7857,WR,LAC,6,62,0,27,0,-2.1,0,100.0,,0,0,0.0,0,0,0,91.4,68.3,0,9,0.0,0,28,8,100.0,28,85.4,8,12.9,0,36,53,6.6,4.5,1.29,8.8,3,72.7,0.0,0,3,4.0,1,15,1,90.6,89.6,1,36,1.2,2,170,24,92.4,157,106.3,33,53.2,2,285,120,5.0,11.9,1.82
