player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,ED,ATL,7,6,0,2,0,,,2.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,36,1,0,0,0,0,0,0.0,,0,0,,,6.5,,,0,0,,68.7,0,,50.0,1,0,0.0,0,5,83.3,77,2,1,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,7,10,0,24,0,,,3.8,,,0,0,,67.6,0,,0.0,0,0,0.0,0,1,10.0,26,1,1,0,0,0,0,0.0,,0,0,,,16.7,,,0,0,,52.1,0,,100.0,1,0,0.0,0,7,70.0,42,0,0,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,7,232,0,10,0,6.8,60.0,98.0,15.7,9.4,0,1,20.0,76.0,1,12,0.0,0,1,67.1,3,50,21.6,51,2,5,5,1,18,6,0.4,6.0,0,1,6.2,100.0,100.0,25.0,25.0,0,0,0.0,68.2,0,18,0.0,0,0,102.5,5,132,56.9,132,3,17,5,0,43,12,0.3,8.6
Von Miller,6154,ED,BUF,3,4,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,10.7,,,0,0,,61.8,0,,,0,0,0.0,0,3,75.0,28,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,6,253,0,25,0,14.4,75.0,98.9,9.1,6.8,0,0,0.0,29.3,0,52,66.7,2,0,156.3,9,89,35.2,90,0,1,12,3,184,73,2.2,20.4,0,1,7.5,57.1,97.7,15.1,8.6,0,1,7.1,74.3,1,29,20.0,2,1,49.7,8,128,50.6,131,2,7,14,0,100,70,0.8,12.5
Cameron Jordan,6176,ED,NO,7,5,0,20,0,,,6.6,,,0,0,,66.2,0,,,0,0,0.0,0,5,100.0,76,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,68.2,0,,50.0,1,0,0.0,0,0,0.0,148,1,1,0,0,0,0,,
Justin Houston,6222,ED,CAR,6,16,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,1,-7.0,100.0,20.8,14.0,14.0,0,0,0.0,84.5,0,0,0.0,0,0,79.2,1,15,93.8,72,4,3,1,0,0,7,0.0,0.0
Stephon Gilmore,7016,CB,DAL,6,221,0,9,0,11.8,55.6,100.0,7.9,4.4,0,3,16.7,57.1,1,23,0.0,0,2,75.9,10,88,39.8,88,1,10,18,1,139,21,1.8,13.9,0,2,12.2,36.4,100.0,28.3,10.3,0,2,18.2,68.8,1,68,10.0,1,2,69.5,4,126,57.0,126,2,7,11,1,118,63,1.0,29.5
Bobby Wagner,7050,LB,SEA,6,237,0,29,0,4.0,100.0,56.8,21.0,21.0,0,0,0.0,58.9,0,8,0.0,0,0,100.0,1,21,8.9,37,1,1,1,0,8,4,0.4,8.0,0,2,3.4,93.8,91.4,10.1,9.4,0,0,0.0,65.7,0,23,0.0,0,0,109.1,15,159,67.1,174,6,17,16,0,163,111,1.1,10.9
Lavonte David,7060,LB,TB,6,226,0,30,0,9.0,66.7,82.2,8.8,5.8,0,1,16.7,88.2,0,19,0.0,0,1,77.1,4,37,16.4,45,3,4,6,0,28,7,0.8,7.0,0,4,3.5,84.0,93.2,7.6,6.4,0,1,4.0,57.9,0,25,5.3,1,0,87.8,21,164,72.6,176,9,14,25,0,127,65,0.8,6.0
