team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,7,247,5,31,247,90.3,42,6
JAX,15,7,283,7,36,283,88.9,53,10
TB,30,6,229,6,41,229,88.0,51,4
DET,11,7,273,13,41,273,87.9,60,6
LV,23,7,263,8,30,263,87.8,51,13
BUF,4,7,273,9,52,273,87.4,65,4
HST,13,6,233,10,41,233,86.9,56,5
IND,14,7,280,8,55,280,86.6,69,6
DEN,10,7,247,10,45,247,86.4,61,6
ATL,2,7,261,14,36,261,86.2,61,11
PHI,24,7,281,9,59,281,86.1,73,5
CIN,7,6,252,14,34,252,86.1,59,11
DAL,9,6,220,11,38,220,86.1,55,6
KC,16,7,301,19,57,301,86.0,80,4
GB,12,6,217,6,45,217,85.9,56,5
CLV,8,6,240,11,41,240,85.8,60,8
MIN,18,7,295,26,41,295,85.6,76,9
LAC,27,6,248,14,45,248,84.1,69,10
BLT,3,7,249,10,51,249,83.7,71,10
SF,28,7,214,6,52,214,83.6,64,6
WAS,32,7,314,16,59,314,83.3,90,15
NO,20,7,302,15,58,302,82.6,89,16
ARZ,1,7,258,20,48,258,82.6,79,11
PIT,25,6,210,16,55,210,81.2,75,4
LA,26,7,282,17,66,282,81.0,95,12
CAR,5,6,271,13,73,271,80.8,95,9
SEA,29,6,215,13,53,215,80.5,75,9
CHI,6,7,252,13,65,252,80.2,89,11
NE,19,7,272,12,71,272,80.0,96,13
NYJ,22,6,213,12,56,213,77.5,82,14
NYG,21,7,296,13,83,296,77.0,116,20
TEN,31,6,197,17,46,197,74.9,81,18
