player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Stefon Diggs,9579,WR,BUF,12,11.6,13,73.4,52.6,10,19,2,8.1,8,61,4,1,63.4,55.5,90.7,,90.7,0.0,0,1,53,0.0,0,464,5,91,95.7,444,33.2,154,127.2,124,10,66.8,310,1202,370,4.1,13.2,2.71
Tyreek Hill,10799,WR,MIA,11,11.9,10,76.3,56.3,9,16,1,3.3,3,56,17,1,87.5,59.1,92.1,,92.2,1.6,6,2,64,0.0,0,378,4,87,93.4,353,40.2,152,115.1,114,4,55.8,211,1233,387,4.4,14.2,3.49
Davante Adams,8688,WR,LV,11,11.7,15,62.8,50.0,10,20,0,4.1,3,45,23,1,81.5,50.3,89.4,66.1,90.1,0.0,0,2,58,0.2,1,437,2,71,93.8,410,30.4,133,113.4,113,10,68.9,301,999,366,5.2,14.1,2.44
Justin Jefferson,61398,WR,MIN,11,10.7,8,74.3,59.3,16,27,0,5.8,5,50,18,0,69.3,82.7,89.7,,90.0,0.0,0,4,64,0.0,0,480,3,81,93.1,447,29.8,143,111.1,109,5,69.2,332,1232,447,5.5,15.2,2.76
Travis Kelce,7844,TE,KC,11,7.7,21,72.3,41.7,5,12,0,6.4,5,55,16,0,72.1,82.0,91.5,65.4,91.7,26.1,120,2,46,3.9,18,459,3,73,88.5,406,43.1,198,131.3,101,12,30.3,139,912,439,6.0,12.5,2.25
Michael Pittman Jr.,29049,WR,IND,11,7.0,5,73.3,57.7,15,26,0,3.9,3,39,14,2,83.4,28.0,72.4,,72.3,0.0,0,3,28,0.0,0,486,1,74,94.4,459,25.7,125,88.2,101,2,74.3,361,747,278,3.8,10.1,1.63
CeeDee Lamb,61570,WR,DAL,11,11.3,7,65.3,40.9,9,22,1,5.9,4,44,9,0,73.1,82.0,84.8,,86.5,0.3,1,4,35,0.0,0,367,4,64,94.0,345,58.0,213,92.9,98,5,40.1,147,857,281,4.4,13.4,2.48
Cooper Kupp,11824,WR,LA,9,7.5,13,78.9,53.8,7,13,0,1.3,1,42,26,2,90.4,53.5,86.3,77.6,88.1,0.0,0,4,75,0.9,3,351,0,75,96.3,338,55.6,195,106.1,95,6,43.3,152,819,426,5.7,10.9,2.42
Austin Ekeler,12164,HB,LAC,11,-0.8,19,85.1,33.3,1,3,0,5.9,5,29,27,1,74.5,54.4,77.3,35.7,81.9,0.0,0,0,23,10.1,35,345,0,80,86.7,299,9.9,34,106.5,94,5,3.2,11,498,589,7.4,6.2,1.67
Diontae Johnson,33441,WR,PIT,11,10.3,4,60.9,46.2,6,13,0,6.7,4,25,25,1,64.0,46.5,64.0,,64.0,0.0,0,5,36,0.0,0,471,3,56,92.4,435,11.0,52,52.6,92,0,89.0,419,495,109,1.9,8.8,1.14
Amari Cooper,9437,WR,CLV,11,13.5,4,62.6,52.6,10,19,0,6.6,4,43,8,0,68.7,80.2,78.8,,81.4,0.0,0,2,55,0.0,0,406,4,57,93.1,378,26.1,106,107.0,91,7,73.9,300,792,162,2.8,13.9,2.1
D.K. Metcalf,47864,WR,SEA,11,11.5,4,64.8,40.7,11,27,1,3.3,2,32,29,2,83.3,25.8,77.2,,77.6,0.0,0,1,54,0.0,0,371,4,59,93.0,345,18.1,67,96.9,91,4,81.9,304,671,167,2.8,11.4,1.94
Chris Olave,84355,WR,NO,11,15.4,2,63.6,36.8,7,19,2,1.8,1,37,20,1,89.0,41.2,83.6,,84.5,0.3,1,4,53,0.0,0,353,3,56,95.2,336,32.3,114,86.5,88,3,67.4,238,822,155,2.8,14.7,2.45
Amon-Ra St. Brown,84470,WR,DET,10,6.8,6,74.7,16.7,1,6,0,4.4,3,38,11,0,79.5,81.8,89.8,64.9,88.3,0.3,1,1,49,0.3,1,293,0,65,93.2,273,54.9,161,109.2,87,4,43.7,128,716,356,5.5,11.0,2.62
Courtland Sutton,48164,WR,DEN,11,12.8,3,60.5,39.3,11,28,0,10.3,6,32,10,0,52.8,79.7,67.2,,68.6,0.2,1,3,51,0.0,0,452,4,52,93.1,421,12.8,58,75.1,86,1,86.9,393,688,124,2.4,13.2,1.63
Christian Kirk,47546,WR,JAX,11,9.8,5,66.7,25.0,3,12,0,9.7,6,37,15,1,61.9,82.3,72.9,62.3,75.0,0.5,2,3,49,0.2,1,428,1,56,94.2,403,77.1,330,106.5,84,7,21.3,91,725,250,4.5,12.9,1.8
Jaylen Waddle,84088,WR,MIA,11,12.2,5,67.5,25.0,4,16,0,12.5,8,46,17,1,42.2,42.4,83.1,65.7,83.9,0.0,0,2,59,0.3,1,386,0,56,93.3,360,24.9,96,120.7,83,6,73.6,284,963,332,5.9,17.2,2.68
Mike Evans,8642,WR,TB,10,14.1,3,62.2,61.1,11,18,1,7.3,4,35,30,0,58.6,79.5,68.7,,70.5,0.0,0,2,51,0.0,0,419,2,51,94.7,397,28.6,120,91.6,82,3,71.4,299,702,135,2.6,13.8,1.77
Terry McLaurin,48229,WR,WAS,12,13.7,8,66.7,63.2,12,19,0,3.6,2,38,32,0,80.4,42.4,77.0,,78.8,0.0,0,1,49,0.0,0,452,1,54,93.8,424,23.7,107,103.9,81,2,76.1,344,840,273,5.1,15.6,1.98
Chris Godwin,11839,WR,TB,9,6.3,3,74.1,73.3,11,15,0,3.2,2,29,30,0,83.7,80.6,73.2,65.8,74.0,0.0,0,0,44,0.3,1,364,1,60,93.7,341,73.9,269,102.1,81,2,25.8,94,585,283,4.7,9.8,1.72
D.J. Moore,48267,WR,CAR,12,13.0,6,56.8,50.0,8,16,1,6.1,3,29,5,0,69.8,80.1,69.7,,70.7,0.8,3,3,62,0.0,0,389,2,46,95.1,370,28.0,109,81.6,81,4,71.0,276,605,131,2.8,13.2,1.64
A.J. Brown,48327,WR,PHI,11,11.4,12,65.4,44.4,8,18,0,7.0,4,36,24,2,68.7,25.4,84.0,,84.6,0.0,0,1,54,0.0,0,367,2,53,93.7,344,26.2,96,123.0,81,7,73.6,270,831,342,6.5,15.7,2.42
Mark Andrews,47436,TE,BLT,10,10.9,3,65.8,64.3,9,14,0,7.1,4,34,3,1,67.1,40.9,80.7,,78.3,13.2,41,2,25,0.0,0,311,1,52,94.9,295,66.2,206,99.2,79,5,20.6,64,601,188,3.6,11.6,2.04
Zay Jones,11792,WR,JAX,10,8.8,5,75.3,37.5,3,8,0,1.7,1,32,15,0,89.3,80.7,72.0,69.0,72.3,0.0,0,1,29,0.3,1,387,0,58,93.8,363,33.6,130,94.2,77,1,66.4,257,562,209,3.6,9.7,1.55
Tee Higgins,61211,WR,CIN,11,11.3,4,75.0,63.2,12,19,0,3.4,2,38,7,0,82.0,80.1,82.0,22.3,81.9,0.3,1,1,59,0.0,0,380,2,57,95.5,363,21.8,83,121.9,76,4,77.9,296,826,224,3.9,14.5,2.28
DeVonta Smith,61100,WR,PHI,11,9.1,5,73.7,26.7,4,15,0,6.7,4,30,24,1,68.3,80.6,74.6,,75.6,0.0,0,0,45,0.0,0,389,2,56,93.8,365,22.6,88,110.5,76,3,77.4,301,618,236,4.2,11.0,1.69
Adam Thielen,8288,WR,MIN,11,10.0,0,72.0,25.0,4,16,0,0.0,0,35,18,0,90.6,79.8,69.1,62.3,69.9,0.0,0,2,36,0.2,1,465,1,54,93.8,436,32.9,153,94.9,75,3,67.1,312,551,128,2.4,10.2,1.26
Tyler Lockett,9502,WR,SEA,11,12.3,2,77.0,37.5,3,8,0,1.7,1,34,29,1,88.9,26.0,76.3,65.3,75.9,1.0,4,4,40,0.3,1,383,0,57,93.2,357,41.3,158,110.7,74,6,56.7,217,709,162,2.8,12.4,1.99
T.J. Hockenson,40912,TE,MIN,11,7.1,6,70.3,52.9,9,17,0,8.8,5,28,18,0,60.1,79.7,69.4,51.7,73.1,46.4,196,3,81,11.1,47,422,5,52,83.4,352,36.3,153,94.8,74,4,17.3,73,587,295,5.7,11.3,1.67
Garrett Wilson,97405,WR,NYJ,11,8.4,13,66.2,25.0,4,16,1,3.9,2,31,22,0,78.7,30.9,77.3,35.6,81.8,2.3,8,0,54,0.6,2,342,4,49,96.5,330,44.2,151,110.7,74,4,53.5,183,629,264,5.4,12.8,1.91
Brandon Aiyuk,84109,WR,SF,11,10.3,12,70.8,33.3,5,15,0,3.8,2,30,28,1,80.8,40.2,80.4,,80.3,0.0,0,0,34,0.0,0,373,1,51,94.6,353,26.5,99,126.6,72,6,73.5,274,652,255,5.0,12.8,1.85
Tyler Higbee,10744,TE,LA,11,3.6,5,67.6,28.6,2,7,0,9.4,5,21,26,0,55.9,79.3,58.0,55.4,62.6,59.1,215,3,26,14.0,51,364,0,48,84.3,307,17.0,62,66.1,71,0,23.9,87,430,272,5.7,9.0,1.4
Christian McCaffrey,11763,HB,SF,11,0.5,16,82.9,25.0,1,4,0,1.7,1,24,28,0,89.2,77.8,88.5,46.3,91.7,0.0,0,1,49,9.0,27,301,0,58,86.7,261,14.6,44,98.7,70,2,4.7,14,479,498,8.6,8.3,1.84
Pat Freiermuth,84085,TE,PIT,10,8.4,8,67.1,41.2,7,17,1,4.1,2,26,25,0,78.8,79.2,76.5,74.9,78.4,64.8,226,2,31,6.6,23,349,2,47,86.2,301,30.7,107,81.9,70,1,4.3,15,521,189,4.0,11.1,1.73
Deebo Samuel,48274,WR,SF,10,4.8,26,62.3,27.3,3,11,0,10.4,5,19,28,0,53.0,29.1,69.4,68.8,73.5,0.3,1,3,57,0.3,1,318,1,43,94.3,300,26.4,84,76.4,69,2,61.6,196,510,400,9.3,11.9,1.7
Marquise Brown,61568,WR,ARZ,7,11.4,2,71.0,50.0,6,12,0,2.0,1,25,1,1,85.8,36.4,75.3,,76.2,0.0,0,4,26,0.0,0,319,0,49,95.3,304,29.2,93,83.7,69,3,70.8,226,531,183,3.7,10.8,1.75
Allen Lazard,48135,WR,GB,10,13.2,3,58.8,33.3,6,18,0,4.8,2,31,12,0,73.7,78.3,68.6,69.8,73.5,3.9,14,3,47,0.3,1,355,4,40,94.1,334,40.3,143,91.1,68,5,55.8,198,553,193,4.8,13.8,1.66
Brandin Cooks,8655,WR,HST,10,10.3,1,63.2,46.2,6,13,0,12.2,6,21,13,0,47.5,79.2,68.3,,68.0,0.3,1,3,44,0.0,0,339,1,43,95.0,322,26.0,88,73.2,68,1,73.7,250,520,163,3.8,12.1,1.61
Ja'Marr Chase,84270,WR,CIN,7,9.9,5,69.1,45.5,5,11,0,6.0,3,34,7,1,70.3,38.0,79.0,,80.4,0.3,1,1,60,0.0,0,327,1,47,94.2,308,26.3,86,120.0,68,6,72.5,237,605,256,5.4,12.9,1.96
Curtis Samuel,11795,WR,WAS,12,6.2,7,71.6,46.7,7,15,0,5.9,3,28,32,0,72.0,53.3,71.1,69.2,69.7,0.2,1,1,49,0.2,1,404,1,48,93.3,377,69.8,282,101.2,67,3,26.5,107,493,229,4.8,10.3,1.31
Drake London,86519,WR,ATL,12,10.2,8,61.2,55.6,10,18,1,2.4,1,25,2,1,83.9,31.2,75.8,,76.8,0.0,0,2,31,0.0,0,301,2,41,95.3,287,16.3,49,87.8,67,4,83.7,252,438,134,3.3,10.7,1.53
Zach Ertz,7816,TE,ARZ,10,8.0,4,71.2,38.5,5,13,0,6.0,3,24,1,0,85.8,79.7,62.5,29.6,66.6,25.8,106,1,32,1.9,8,411,5,47,91.2,375,57.7,237,100.9,66,4,13.6,56,406,136,2.9,8.6,1.08
Josh Palmer,62979,WR,LAC,10,8.9,4,75.8,57.1,4,7,0,5.7,3,30,27,1,71.9,37.6,66.2,64.9,67.4,0.2,1,2,50,0.2,1,424,0,50,96.0,407,25.9,110,102.5,66,3,73.8,313,551,188,3.8,11.0,1.35
Gabriel Davis,55410,WR,BUF,11,16.3,1,53.0,33.3,6,18,0,12.5,5,27,4,0,47.2,77.9,64.9,,65.0,0.2,1,5,98,0.0,0,467,3,35,95.9,448,9.9,46,87.0,66,6,89.9,420,665,126,3.6,19.0,1.48
Rhamondre Stevenson,98689,HB,NE,12,-0.3,19,84.8,,0,0,0,3.4,2,13,19,1,82.4,79.6,85.2,75.4,84.3,0.3,1,0,40,18.7,62,331,0,56,77.0,255,8.2,27,95.9,66,1,3.0,10,383,431,7.7,6.8,1.5
Jakobi Meyers,47468,WR,NE,10,10.0,1,76.9,61.5,8,13,0,2.0,1,28,19,1,86.5,38.4,76.1,,76.1,0.0,0,0,30,0.0,0,310,3,50,94.2,292,70.6,219,119.6,65,3,28.7,89,593,171,3.4,11.9,2.03
