"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Anthony Firkser","45","11","0.21","80","1.22","62.6","-27","Myles Jack","292","16","0.29","79","1.2","53.4"
"Mark Andrews","295","27","0.48","66","2.04","80.7","-3","Josey Jewell","177","18","0.28","75","1.49","66.6"
"Dawson Knox","323","13","0.24","79","1.01","65.6","30","Mack Wilson","126","13","0.23","75","0.9","55.4"
"Cole Kmet","291","14","0.32","69","1.15","68.4","-14","Quay Walker","265","12","0.2","74","0.86","50.5"
"Hayden Hurst","349","16","0.28","81","1.11","66.2","3","Willie Gay Jr.","152","19","0.33","97","1.48","64.4"
"Harrison Bryant","195","17","0.24","70","0.92","57.9","-14","Christian Kirksey","328","13","0.22","64","0.94","59.1"
"Dalton Schultz","209","21","0.39","75","1.48","68.8","2","Bobby Okereke","337","20","0.3","75","1.32","70.1"
"Greg Dulcich","195","15","0.25","66","1.2","58.4","-30","Roquan Smith","319","12","0.2","74","0.94","55.4"
"Brock Wright","101","12","0.28","92","1.15","51.4","-32","Chad Muma","61","10","0.23","67","0.67","54.5"
"Robert Tonyan","267","20","0.32","83","1.36","58.6","18","Jack Sanborn","95","16","0.31","87","1.68","54"
"Teagan Quitoriano","47","9","0.24","75","0.47","53.8","-22","Sione Takitaki","171","16","0.27","89","1.32","66"
"Mo Alie-Cox","210","10","0.22","76","0.84","49.9","-20","Leighton Vander Esch","303","8","0.11","79","0.43","68.9"
"Evan Engram","338","15","0.23","71","1.05","56.9","-1","Alex Anzalone","361","9","0.13","81","0.65","53.2"
"Travis Kelce","406","25","0.58","72","2.25","91.5","43","Logan Wilson","326","13","0.21","76","0.91","72.6"
"Tyler Higbee","307","23","0.3","68","1.4","58.4","19","Jordyn Brooks","390","13","0.27","80","1.11","58.2"
"Gerald Everett","290","19","0.3","68","1.32","66.1","5","Denzel Perryman","129","14","0.31","78","1.09","74.2"
"Foster Moreau","233","15","0.28","67","1.22","63.9","-13","Drue Tranquill","316","10","0.17","85","0.67","63.7"
"Mike Gesicki","261","13","0.29","69","1.03","61.4","-23","Dre Greenlaw","310","18","0.27","77","1.07","80.6"
"T.J. Hockenson","352","21","0.38","70","1.67","69.4","-9","C.J. Mosley","395","13","0.19","71","0.95","69.2"
"Hunter Henry","267","12","0.25","70","1.21","59.1","-36","Tremaine Edmunds","252","15","0.2","68","0.77","82.3"
"Juwan Johnson","301","15","0.32","69","1.16","61","-63","Lavonte David","397","12","0.18","77","0.73","83.9"
"Lawrence Cager","69","13","0.23","56","0.71","54.8","-34","Jon Bostic","92","7","0.2","83","0.78","53.1"
"Tyler Conklin","306","18","0.31","70","1.24","61.2","-14","Eric Kendricks","422","12","0.19","71","0.92","58.4"
"Jack Stoll","123","7","0.09","62","0.46","52","-49","Dylan Cole","157","13","0.24","86","1.23","65.8"
"Pat Freiermuth","301","23","0.35","67","1.73","76.8","20","Mykal Walker","331","15","0.24","81","1.23","60.5"
"Will Dissly","192","16","0.38","90","1.43","76.7","1","Ernest Jones","259","18","0.28","83","1.27","68.2"
"George Kittle","274","17","0.38","77","1.64","72.9","18","Eric Rowe","194","14","0.27","85","1.49","54.6"
"Cade Otton","278","12","0.22","76","1.01","61.1","-28","Demario Davis","380","7","0.1","71","0.51","80.7"
"Austin Hooper","190","16","0.32","77","1.35","67.7","-12","Kyzir White","322","15","0.2","74","0.94","55.1"
"Logan Thomas","228","14","0.2","64","0.83","56.8","-18","Julian Love","353","9","0.18","73","0.81","68.3"
