id,player,team,opponent,position,salary,ownership
84056-86997,Amon-Ra St. Brown,DET,JAC,WR,8000,29.1
84056-86055,Dameon Pierce,HOU,CLE,RB,6500,22.1
84056-89956,Travis Etienne Jr.,JAC,DET,RB,8000,19.8
84056-103564,Garrett Wilson,NYJ,MIN,WR,6600,18.4
84056-41305,Zay Jones,JAC,DET,WR,6400,15.8
84056-40442,Aaron Jones,GB,CHI,RB,7400,15.1
84056-73273,David Montgomery,CHI,GB,RB,7000,15.0
84056-89981,Tee Higgins,CIN,KC,WR,8300,14.5
84056-45889,Davante Adams,LV,LAC,WR,8600,13.9
84056-54140,Dalvin Cook,MIN,NYJ,RB,7600,13.5
84056-63336,Joe Burrow,CIN,KC,QB,8300,12.9
84056-60858,Christian Kirk,JAC,DET,WR,7500,12.5
84056-103342,Kenneth Walker III,SEA,LAR,RB,8100,12.5
84056-80001,Austin Ekeler,LAC,LV,RB,9200,11.2
84056-72731,Josh Jacobs,LV,LAC,RB,9500,11.0
84056-33076,Travis Kelce,KC,CIN,TE,8400,10.9
84056-56018,Deebo Samuel,SF,MIA,WR,6800,10.3
84056-54879,Deshaun Watson,CLE,HOU,QB,8000,10.2
84056-86244,Pat Freiermuth,PIT,ATL,TE,5900,10.2
84056-31001,Amari Cooper,CLE,HOU,WR,7800,10.1
84056-39280,Derrick Henry,TEN,PHI,RB,8800,10.1
84056-85701,Ja'Marr Chase,CIN,KC,WR,8900,9.2
84056-89951,Trevor Lawrence,JAC,DET,QB,7500,9.2
84056-55050,Christian McCaffrey,SF,MIA,RB,8200,9.1
84056-12555,Baltimore Ravens,BAL,DEN,D,4500,8.7
84056-57439,Patrick Mahomes,KC,CIN,QB,9000,8.6
84056-91426,Donovan Peoples-Jones,CLE,HOU,WR,6100,8.4
84056-91419,Nico Collins,HOU,CLE,WR,5800,8.3
84056-71845,Miles Sanders,PHI,TEN,RB,7200,7.8
84056-56250,Terry McLaurin,WAS,NYG,WR,6900,7.8
84056-85671,Justin Jefferson,MIN,NYJ,WR,8700,7.7
84056-64031,Hayden Hurst,CIN,KC,TE,5300,7.7
84056-12531,Denver Broncos,DEN,BAL,D,3700,7.6
84056-169776,Christian Watson,GB,CHI,WR,6500,7.6
84056-38435,Jared Goff,DET,JAC,QB,6800,7.4
84056-12538,Los Angeles Rams,LAR,SEA,D,3500,7.3
84056-103252,Zonovan Knight,NYJ,MIN,RB,5800,7.3
84056-52451,Samaje Perine,CIN,KC,RB,7100,7.0
84056-72846,A.J. Brown,PHI,TEN,WR,8100,7.0
84056-39716,Adam Thielen,MIN,NYJ,WR,6300,6.8
84056-64401,Saquon Barkley,NYG,WAS,RB,8600,6.7
84056-12547,Pittsburgh Steelers,PIT,ATL,D,4200,6.5
84056-55987,JuJu Smith-Schuster,KC,CIN,WR,6900,6.5
84056-45631,Jamaal Williams,DET,JAC,RB,7500,6.4
84056-60712,Foster Moreau,LV,LAC,TE,5500,6.4
84056-53681,Tyreek Hill,MIA,SF,WR,9000,6.3
84056-12543,New York Giants,NYG,WAS,D,4000,6.2
84056-53562,Nick Chubb,CLE,HOU,RB,9600,6.2
84056-52436,Mark Andrews,BAL,DEN,TE,7100,6.2
84056-34331,Latavius Murray,DEN,BAL,RB,6400,6.1
84056-12525,Atlanta Falcons,ATL,PIT,D,3900,5.9
84056-45859,Derek Carr,LV,LAC,QB,7300,5.9
84056-40167,Gus Edwards,BAL,DEN,RB,6700,5.8
84056-12550,Seattle Seahawks,SEA,LAR,D,4800,5.8
84056-90562,Brian Robinson Jr.,WAS,NYG,RB,6600,5.8
84056-90576,DeVonta Smith,PHI,TEN,WR,6800,5.8
84056-30733,Cordarrelle Patterson,ATL,PIT,RB,6400,5.8
84056-87418,Josh Palmer,LAC,LV,WR,6600,5.5
84056-92575,Isiah Pacheco,KC,CIN,RB,7000,5.4
84056-39793,George Kittle,SF,MIA,TE,6200,5.3
84056-90933,Antonio Gibson,WAS,NYG,RB,6100,5.3
84056-12533,Green Bay Packers,GB,CHI,D,4700,5.2
84056-73048,DK Metcalf,SEA,LAR,WR,7600,5.2
84056-85798,Brandon Aiyuk,SF,MIA,WR,6700,5.0
84056-26483,Geno Smith,SEA,LAR,QB,7600,5.0
84056-110246,George Pickens,PIT,ATL,WR,6700,5.0
84056-12549,San Francisco 49ers,SF,MIA,D,4300,4.9
84056-12540,Minnesota Vikings,MIN,NYJ,D,4400,4.8
84056-27050,Tyler Lockett,SEA,LAR,WR,7400,4.8
84056-104433,Kyren Williams,LAR,SEA,RB,5500,4.6
84056-29253,Keenan Allen,LAC,LV,WR,7700,4.6
84056-90575,Najee Harris,PIT,ATL,RB,7300,4.6
84056-93107,AJ Dillon,GB,CHI,RB,6900,4.3
84056-55552,Jeff Wilson Jr.,MIA,SF,RB,6800,4.3
84056-25267,Mack Hollins,LV,LAC,WR,5900,4.3
84056-12529,Cleveland Browns,CLE,HOU,D,5000,4.2
84056-63115,Lamar Jackson,BAL,DEN,QB,8200,4.2
84056-91598,D'Andre Swift,DET,JAC,RB,6400,4.2
84056-45229,Kareem Hunt,CLE,HOU,RB,5800,4.2
84056-69531,Jalen Hurts,PHI,TEN,QB,8800,4.2
84056-69189,Justin Herbert,LAC,LV,QB,8100,4.2
84056-12544,New York Jets,NYJ,MIN,D,4000,4.1
84056-12552,Washington Commanders,WAS,NYG,D,4100,4.1
84056-12534,Tennessee Titans,TEN,PHI,D,3400,4.1
84056-54604,Jimmy Garoppolo,SF,MIA,QB,7000,4.0
84056-56809,Allen Lazard,GB,CHI,WR,6400,4.0
84056-60451,Tyler Conklin,NYJ,MIN,TE,5000,4.0
84056-110259,Treylon Burks,TEN,PHI,WR,6100,4.0
84056-12545,Philadelphia Eagles,PHI,TEN,D,4600,4.0
84056-12527,Chicago Bears,CHI,GB,D,3200,3.9
84056-47870,Tyler Higbee,LAR,SEA,TE,5300,3.8
84056-40669,Tyler Boyd,CIN,KC,WR,6300,3.8
84056-52917,DJ Chark Jr.,DET,JAC,WR,5300,3.7
84056-66008,Diontae Johnson,PIT,ATL,WR,6500,3.7
84056-22038,Kirk Cousins,MIN,NYJ,QB,7400,3.7
84056-71706,T.J. Hockenson,MIN,NYJ,TE,6400,3.6
84056-54608,Jerick McKinnon,KC,CIN,RB,4900,3.6
84056-57299,Gerald Everett,LAC,LV,TE,5400,3.6
84056-40647,Marquez Valdes-Scantling,KC,CIN,WR,5800,3.5
84056-91047,Cole Kmet,CHI,GB,TE,5000,3.5
84056-70601,Harrison Bryant,CLE,HOU,TE,4700,3.5
84056-90573,Jaylen Waddle,MIA,SF,WR,7900,3.5
84056-112745,Drake London,ATL,PIT,WR,5900,3.4
84056-62628,DeAndre Carter,LAC,LV,WR,6200,3.3
84056-90572,Tua Tagovailoa,MIA,SF,QB,7800,3.3
84056-6894,Aaron Rodgers,GB,CHI,QB,7100,3.1
84056-12537,Las Vegas Raiders,LV,LAC,D,3100,3.0
84056-41872,Evan Engram,JAC,DET,TE,4800,3.0
84056-112062,Skyy Moore,KC,CIN,WR,5300,2.9
84056-57403,Courtland Sutton,DEN,BAL,WR,7200,2.8
84056-73687,Quez Watkins,PHI,TEN,WR,5600,2.8
84056-12539,Miami Dolphins,MIA,SF,D,3700,2.8
84056-45439,Corey Davis,NYJ,MIN,WR,5500,2.8
84056-56265,Mike Gesicki,MIA,SF,TE,4800,2.7
84056-80353,Robert Tonyan,GB,CHI,TE,4900,2.5
84056-91931,Greg Dulcich,DEN,BAL,TE,5200,2.5
84056-22103,Marvin Jones Jr.,JAC,DET,WR,5600,2.4
84056-28744,Raheem Mostert,MIA,SF,RB,6000,2.3
84056-38264,Demarcus Robinson,BAL,DEN,WR,5700,2.3
84056-63819,Darius Slayton,NYG,WAS,WR,6200,2.3
84056-26355,Logan Thomas,WAS,NYG,TE,5000,2.2
84056-71705,Noah Fant,SEA,LAR,TE,5100,2.2
84056-91591,Justin Fields,CHI,GB,QB,8500,2.2
84056-14257,Randall Cobb,GB,CHI,WR,5400,2.2
84056-92020,Kenny Pickett,PIT,ATL,QB,6700,2.1
84056-64581,Van Jefferson,LAR,SEA,WR,5900,2.1
84056-71032,Devin Duvernay,BAL,DEN,WR,5500,2.1
84056-27229,Ameer Abdullah,LV,LAC,RB,5200,2.0
84056-40534,Mike White,NYJ,MIN,QB,6900,2.0
84056-55165,Justin Jackson,DET,JAC,RB,5100,2.0
84056-73111,Chase Claypool,CHI,GB,WR,5500,1.9
84056-90561,Jerry Jeudy,DEN,BAL,WR,6500,1.9
84056-88575,Elijah Moore,NYJ,MIN,WR,5700,1.9
84056-111631,Jameson Williams,DET,JAC,WR,4500,1.9
84056-40126,Austin Hooper,TEN,PHI,TE,5000,1.8
84056-64496,Olamide Zaccheaus,ATL,PIT,WR,5500,1.8
84056-53498,Richie James Jr.,NYG,WAS,WR,5600,1.8
84056-29358,Marcus Mariota,ATL,PIT,QB,6800,1.7
84056-63050,Ty Johnson,NYJ,MIN,RB,5700,1.7
84056-52613,Curtis Samuel,WAS,NYG,WR,6000,1.6
84056-52808,Dontrell Hilliard,TEN,PHI,RB,5000,1.6
84056-57338,Jordan Akins,HOU,CLE,TE,4900,1.5
84056-87260,Isaiah Likely,BAL,DEN,TE,4500,1.5
84056-12556,Houston Texans,HOU,CLE,D,3600,1.5
84056-90428,Tyler Allgeier,ATL,PIT,RB,5900,1.4
84056-71105,Ben Skowronek,LAR,SEA,WR,5100,1.4
84056-30989,Kenyan Drake,BAL,DEN,RB,5700,1.4
84056-21948,Ryan Tannehill,TEN,PHI,QB,6600,1.4
84056-61042,Kendall Hinton,DEN,BAL,WR,5400,1.4
84056-31207,C.J. Uzomah,NYJ,MIN,TE,4500,1.4
84056-89230,Cam Akers,LAR,SEA,RB,6200,1.4
84056-29685,Robert Woods,TEN,PHI,WR,5600,1.4
84056-63519,Daniel Jones,NYG,WAS,QB,7200,1.3
84056-86875,Jordan Mason,SF,MIA,RB,5400,1.3
84056-53095,Kyle Allen,HOU,CLE,QB,6200,1.3
84056-39286,O.J. Howard,HOU,CLE,TE,4300,1.3
84056-29411,Pharaoh Brown,CLE,HOU,TE,4200,1.3
84056-83083,Justin Watson,KC,CIN,WR,4900,1.3
84056-12532,Detroit Lions,DET,JAC,D,3500,1.2
84056-12548,Los Angeles Chargers,LAC,LV,D,3300,1.2
84056-56708,Will Dissly,SEA,LAR,TE,4600,1.2
84056-62505,MyCole Pruitt,ATL,PIT,TE,4900,1.1
84056-12528,Cincinnati Bengals,CIN,KC,D,3000,1.1
84056-72705,John Bates,WAS,NYG,TE,4600,1.1
84056-114180,David Bell,CLE,HOU,WR,5000,1.1
84056-53097,Josh Reynolds,DET,JAC,WR,5500,1.1
84056-32243,Marquise Goodwin,SEA,LAR,WR,5300,1.0
84056-102893,Tyrion Davis-Price,SF,MIA,RB,5000,1.0
84056-53331,Taylor Heinicke,WAS,NYG,QB,6500,1.0
84056-112057,Jaylen Warren,PIT,ATL,RB,5000,1.0
84056-12536,Kansas City Chiefs,KC,CIN,D,3800,0.9
84056-65724,JaMycal Hasty,JAC,DET,RB,6500,0.9
84056-80294,Anthony Firkser,ATL,PIT,TE,4400,0.9
84056-12554,Jacksonville Jaguars,JAC,DET,D,3900,0.9
84056-56059,Trent Sherfield,MIA,SF,WR,5100,0.9
84056-91872,Joshua Kelley,LAC,LV,RB,4800,0.9
84056-53303,Matt Breida,NYG,WAS,RB,4900,0.9
84056-64389,Nick Westbrook-Ikhine,TEN,PHI,WR,5400,0.9
84056-72776,Alexander Mattison,MIN,NYJ,RB,5000,0.8
84056-22015,Russell Wilson,DEN,BAL,QB,6500,0.8
84056-69860,Trayveon Williams,CIN,KC,RB,4900,0.8
84056-70422,Kalif Raymond,DET,JAC,WR,5400,0.8
84056-79998,Keelan Cole,LV,LAC,WR,4800,0.8
84056-27338,Rex Burkhead,HOU,CLE,RB,4800,0.8
84056-25813,Phillip Dorsett II,HOU,CLE,WR,4900,0.8
84056-33047,Chris Moore,HOU,CLE,WR,5200,0.7
84056-90912,Kenneth Gainwell,PHI,TEN,RB,6000,0.7
84056-63855,K.J. Osborn,MIN,NYJ,WR,5400,0.7
84056-114100,Isaiah Spiller,LAC,LV,RB,4700,0.7
84056-94370,Romeo Doubs,GB,CHI,WR,5500,0.7
84056-86229,Jahan Dotson,WAS,NYG,WR,5600,0.6
84056-130288,James Robinson,NYJ,MIN,RB,6300,0.6
84056-70383,Darrynton Evans,CHI,GB,RB,5100,0.6
84056-90307,Daniel Bellinger,NYG,WAS,TE,4700,0.6
84056-69295,Byron Pringle,CHI,GB,WR,5000,0.6
84056-91046,Brock Wright,DET,JAC,TE,4400,0.6
84056-61593,Jauan Jennings,SF,MIA,WR,5800,0.6
84056-93143,Noah Gray,KC,CIN,TE,4400,0.5
84056-69451,Jack Stoll,PHI,TEN,TE,4700,0.5
84056-93055,Isaiah Hodgins,NYG,WAS,WR,5200,0.5
84056-56698,Dante Pettis,CHI,GB,WR,4800,0.5
84056-30678,Damiere Byrd,ATL,PIT,WR,5000,0.5
84056-79979,Jamal Agnew,JAC,DET,WR,5300,0.4
84056-58499,Parker Hesse,ATL,PIT,TE,4300,0.4
84056-52345,Brandon Powell,LAR,SEA,WR,5000,0.4
84056-92976,Tutu Atwell,LAR,SEA,WR,5200,0.4
84056-86682,Grant Calcaterra,PHI,TEN,TE,4300,0.4
84056-56192,John Wolford,LAR,SEA,QB,6400,0.4
84056-64841,Equanimeous St. Brown,CHI,GB,WR,4900,0.3
84056-58041,Mike Boone,DEN,BAL,RB,4600,0.1
84056-60787,Bryce Perkins,LAR,SEA,QB,6400,0.0
84056-43433,Boston Scott,PHI,TEN,RB,5600,0.0
84056-28827,Dare Ogunbowale,HOU,CLE,RB,5400,0.0
84056-53390,Zach Pascal,PHI,TEN,WR,5100,0.0
84056-54244,Kenny Golladay,NYG,WAS,WR,5000,0.0
84056-6739,DeSean Jackson,BAL,DEN,WR,5000,0.0
84056-24641,Sammy Watkins,GB,CHI,WR,5000,0.0
84056-64905,Trenton Irwin,CIN,KC,WR,5000,0.0
84056-57909,Marlon Mack,DEN,BAL,RB,5000,0.0
84056-88109,Gary Brightwell,NYG,WAS,RB,5000,0.0
84056-102729,Snoop Conner,JAC,DET,RB,5000,0.0
84056-86780,Salvon Ahmed,MIA,SF,RB,5000,0.0
84056-72627,Patrick Taylor,GB,CHI,RB,5000,0.0
84056-72453,Denzel Mims,NYJ,MIN,WR,5000,0.0
84056-104577,Gunner Olszewski,PIT,ATL,WR,4900,0.0
84056-85306,KhaDarel Hodge,ATL,PIT,WR,4900,0.0
84056-89209,Trestan Ebner,CHI,GB,RB,4900,0.0
84056-93538,Dyami Brown,WAS,NYG,WR,4900,0.0
84056-87662,Anthony Schwartz,CLE,HOU,WR,4900,0.0
84056-94625,Jalen Reagor,MIN,NYJ,WR,4900,0.0
84056-41997,River Cracraft,MIA,SF,WR,4900,0.0
84056-71241,Brandon Johnson,DEN,BAL,WR,4900,0.0
84056-52495,Braxton Berrios,NYJ,MIN,WR,4800,0.0
84056-71521,Justice Hill,BAL,DEN,RB,4800,0.0
84056-63591,Ronald Jones,KC,CIN,RB,4800,0.0
84056-89157,Caleb Huntley,ATL,PIT,RB,4800,0.0
84056-73130,Chris Evans,CIN,KC,RB,4800,0.0
84056-54472,Cam Sims,WAS,NYG,WR,4800,0.0
84056-70889,Benny Snell Jr.,PIT,ATL,RB,4700,0.0
84056-91578,Zamir White,LV,LAC,RB,4700,0.0
84056-31184,Jonathan Williams,WAS,NYG,RB,4700,0.0
84056-94087,DeeJay Dallas,SEA,LAR,RB,4700,0.0
84056-69752,Jalen Virgil,DEN,BAL,WR,4700,0.0
84056-43416,Trent Taylor,CIN,KC,WR,4700,0.0
84056-63907,Josh Oliver,BAL,DEN,TE,4700,0.0
84056-152631,Samori Toure,GB,CHI,WR,4700,0.0
84056-64827,Miles Boykin,PIT,ATL,WR,4700,0.0
84056-39428,Kyle Juszczyk,SF,MIA,RB,4600,0.0
84056-57543,D'Ernest Johnson,CLE,HOU,RB,4600,0.0
84056-22898,Brandon Bolden,LV,LAC,RB,4600,0.0
84056-72772,Avery Williams,ATL,PIT,RB,4600,0.0
