player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Terrell Vaughn,157634,WR,UTAH ST,3,8.0,0,72.5,50.0,2,4,0,6.5,2,13,329,0,71.6,73.0,70.3,,71.3,0.0,0,0,39,0.0,0,116,0,29,97.4,113,89.7,104,119.4,40,4,9.5,11,226,105,3.6,7.8,2.0
Joshua Cephus,98095,WR,UTSA,3,8.3,5,75.0,50.0,2,4,0,4.0,1,13,331,0,78.4,71.2,79.7,,79.2,0.0,0,1,44,0.0,0,119,0,24,95.8,114,52.9,63,104.6,32,2,47.1,56,247,141,5.9,10.3,2.17
Malachi Fields,151069,WR,VIRGINIA,3,13.9,2,63.3,40.0,2,5,0,9.5,2,10,335,0,62.5,70.6,70.9,,71.1,0.0,0,1,30,0.0,0,95,1,19,96.8,92,7.4,7,69.7,30,0,92.6,88,207,58,3.1,10.9,2.25
Will Sheppard,124360,WR,VANDERBILT,3,12.4,2,69.0,71.4,5,7,0,13.0,3,14,333,0,53.5,32.9,72.6,,74.1,0.0,0,0,22,0.0,0,100,1,20,95.0,95,18.0,18,130.3,29,6,82.0,82,217,41,2.1,10.9,2.28
Malik Washington,97108,WR,VIRGINIA,3,8.9,7,64.3,40.0,2,5,0,5.3,1,9,335,0,72.8,70.2,70.3,,72.0,6.3,6,2,63,0.0,0,95,0,18,97.9,93,88.4,84,80.8,28,1,5.3,5,289,131,7.3,16.1,3.11
Evan Stewart,158674,WR,TEXAS A&M,2,12.6,0,70.4,33.3,2,6,0,9.5,2,11,312,1,62.5,25.8,75.0,,74.3,0.0,0,1,44,0.0,0,87,0,19,92.0,80,20.7,18,109.6,27,2,79.3,69,257,57,3.0,13.5,3.21
Pofele Ashlock,158166,WR,HAWAII,3,12.3,3,74.1,33.3,1,3,0,13.0,3,13,180,0,53.5,70.2,74.2,,74.5,0.0,0,0,53,0.0,0,108,1,20,94.4,102,99.1,107,150.8,27,3,0.9,1,324,107,5.4,16.2,3.18
Jayden McGowan,157184,WR,VANDERBILT,3,9.2,5,69.2,,0,0,0,5.3,1,8,333,0,73.0,74.1,72.7,,71.8,2.4,2,0,50,0.0,0,82,0,18,98.8,81,54.9,45,94.1,26,0,40.2,33,214,142,7.9,11.9,2.64
Smoke Harris,78918,WR,LA TECH,3,3.6,7,84.0,0.0,0,1,0,0.0,0,9,208,0,86.7,77.1,69.4,,69.3,1.0,1,1,64,0.0,0,100,0,21,95.0,95,98.0,98,99.5,25,1,1.0,1,217,171,8.1,10.3,2.28
Steven McBride,122570,WR,HAWAII,3,17.0,2,68.0,33.3,2,6,0,0.0,0,8,180,0,85.1,73.8,74.5,,74.7,0.0,0,0,45,0.0,0,121,0,17,94.2,114,0.8,1,133.7,25,5,99.2,120,212,40,2.4,12.5,1.86
LaJohntay Wester,123616,WR,FAU,2,5.4,0,72.0,100.0,4,4,0,21.7,5,10,165,0,31.4,76.1,73.9,,75.3,4.3,3,1,27,0.0,0,70,0,18,97.1,68,81.4,57,84.8,25,1,10.0,7,156,75,4.2,8.7,2.29
Erik Brooks,84187,WR,FRESNO ST,2,10.8,3,68.0,60.0,3,5,0,5.6,1,12,169,0,72.1,73.9,77.2,,76.9,0.0,0,0,49,0.0,0,72,0,17,94.4,68,94.4,68,142.5,25,3,5.6,4,265,104,6.1,15.6,3.9
Sam Pinckney,84197,WR,COAST CAR,2,14.6,1,54.2,100.0,3,3,0,7.1,1,10,141,0,67.5,68.7,76.9,,76.8,0.0,0,1,52,0.0,0,80,0,13,95.0,76,11.3,9,78.8,24,1,88.8,71,202,46,3.5,15.5,2.66
Gage Larvadain,150169,WR,MIAMI OH,2,12.6,3,66.7,20.0,1,5,0,11.1,2,9,221,1,58.6,30.6,79.2,,80.5,0.0,0,1,99,0.0,0,56,1,16,96.4,54,69.6,39,131.9,24,3,30.4,17,354,171,10.7,22.1,6.56
Lincoln Victor,97215,WR,WASH STATE,2,6.3,4,78.3,,0,0,0,5.3,1,13,341,0,72.8,71.6,76.7,,75.7,0.0,0,0,50,0.0,0,79,0,18,97.5,77,94.9,75,121.6,23,1,5.1,4,223,131,7.3,12.4,2.9
Dante Wright,97188,WR,TEMPLE,2,9.3,2,60.9,25.0,1,4,0,6.7,1,7,306,0,55.5,76.0,59.3,,60.0,0.0,0,0,21,0.0,0,103,0,14,90.3,93,1.0,1,93.0,23,1,99.0,102,142,52,3.7,10.1,1.53
Kris Mitchell,97659,WR,FIU,3,11.6,2,77.3,100.0,3,3,0,0.0,0,11,166,0,84.7,69.7,77.5,,76.7,0.0,0,0,62,0.0,0,82,0,17,95.1,78,0.0,0,158.1,22,3,100.0,82,297,133,7.8,17.5,3.81
Jerand Bradley,144761,WR,TEXAS TECH,2,11.5,0,59.1,0.0,0,1,0,7.1,1,8,315,0,67.5,68.7,66.2,,64.8,0.0,0,1,34,0.0,0,105,0,13,93.3,98,41.0,43,95.1,22,2,59.0,62,171,47,3.6,13.2,1.74
Eric McAlister,145976,WR,BOISE ST,2,13.7,3,40.9,40.0,2,5,0,10.0,1,5,120,0,61.4,67.5,61.1,,60.6,0.0,0,1,19,0.0,0,83,0,9,95.2,79,13.3,11,35.2,22,0,86.7,72,95,33,3.7,10.6,1.2
Tyrone Howell,144588,WR,LA MONROE,2,9.5,3,59.1,50.0,2,4,0,7.1,1,7,209,0,67.5,68.7,71.3,,70.7,0.0,0,1,28,0.0,0,65,0,13,98.5,64,16.9,11,72.5,22,1,83.1,54,132,55,4.2,10.2,2.06
Xavier Restrepo,122220,WR,MIAMI FL,3,9.0,5,81.0,75.0,3,4,0,5.6,1,14,220,0,72.8,73.3,91.2,,90.6,0.0,0,0,48,0.0,0,72,0,17,91.7,66,98.6,71,118.8,21,0,1.4,1,314,151,8.9,18.5,4.76
Travis Hunter,160766,CB,COLORADO,2,16.6,4,66.7,33.3,1,3,0,0.0,0,10,143,0,83.3,69.0,71.7,,71.7,0.0,0,0,43,0.0,0,99,1,14,94.9,94,46.5,46,95.7,21,0,53.5,53,192,42,3.0,13.7,2.04
Sam Wiglusz,88315,WR,OHIO,2,9.3,0,66.7,50.0,1,2,0,6.7,1,9,259,0,69.0,69.0,71.4,,71.4,0.0,0,2,15,0.0,0,88,0,14,95.5,84,100.0,88,42.9,21,0,0.0,0,125,32,2.3,8.9,1.49
Jimmy Horn Jr.,144483,WR,COLORADO,2,6.9,7,90.5,100.0,1,1,0,5.0,1,10,143,0,73.8,73.6,68.4,,67.9,0.0,0,0,26,0.0,0,104,0,19,96.2,100,98.1,102,118.5,21,1,1.9,2,181,91,4.8,9.5,1.81
Nick Nash,98679,WR,S JOSE ST,3,11.7,1,66.7,40.0,2,5,0,0.0,0,4,285,1,83.3,23.4,59.6,,59.0,0.0,0,0,32,0.0,0,115,0,14,92.2,106,9.6,11,122.2,21,3,90.4,104,126,41,2.9,9.0,1.19
Matthew Golden,156165,WR,HOUSTON,2,12.6,0,42.9,40.0,2,5,1,25.0,3,7,182,0,30.0,67.5,62.9,,62.9,0.0,0,0,39,0.0,0,83,2,9,96.4,80,27.7,23,96.4,21,3,72.3,60,96,17,1.9,10.7,1.2
Roc Taylor,144283,WR,MEMPHIS,3,11.2,2,75.0,100.0,3,3,0,0.0,0,7,218,0,83.8,70.5,68.6,,67.5,0.0,0,0,31,0.0,0,93,0,15,97.8,91,1.1,1,113.3,20,1,98.9,92,154,50,3.3,10.3,1.69
Xavier Weaver,101130,WR,COLORADO,2,15.4,3,80.0,100.0,1,1,0,5.9,1,10,143,0,70.9,69.5,71.6,,71.5,0.0,0,0,44,0.0,0,107,1,16,94.4,101,10.3,11,135.4,20,1,89.7,96,288,101,6.3,18.0,2.85
Ricky Pearsall,100660,WR,FLORIDA,2,11.5,3,70.0,0.0,0,1,0,6.7,1,9,163,0,68.7,72.7,75.3,,75.8,0.0,0,1,50,0.0,0,71,0,14,93.0,66,57.7,41,101.0,20,1,39.4,28,215,78,5.6,15.4,3.26
Jeshaun Jones,84283,WR,MARYLAND,3,10.4,1,70.0,50.0,1,2,0,0.0,0,9,215,0,83.8,70.3,79.1,,78.5,0.0,0,0,64,0.0,0,83,0,14,91.6,76,74.7,62,137.1,20,2,25.3,21,208,93,6.6,14.9,2.74
Tyrin Smith,145487,WR,UTEP,3,7.5,5,70.0,50.0,2,4,1,6.7,1,4,330,0,68.7,72.7,65.4,,64.9,0.0,0,3,24,0.0,0,76,2,14,89.5,68,75.0,57,64.0,20,1,25.0,19,127,70,5.0,9.1,1.87
Xavier Worthy,144718,WR,TEXAS,2,14.0,3,63.2,40.0,2,5,0,7.7,1,8,311,0,66.1,73.7,64.3,,64.6,0.0,0,0,44,0.0,0,77,1,12,94.8,73,33.8,26,108.4,19,1,64.9,50,165,82,6.8,13.8,2.26
Rome Odunze,73774,WR,WASHINGTON,2,14.7,1,73.7,100.0,2,2,0,12.5,2,13,340,1,55.5,25.8,72.8,,71.1,0.0,0,1,34,0.0,0,81,0,14,96.3,78,23.5,19,128.7,19,2,75.3,61,239,76,5.4,17.1,3.06
Jacolby George,143942,WR,MIAMI FL,3,8.9,3,84.2,100.0,1,1,0,5.9,1,11,220,0,71.9,71.5,82.7,,82.1,0.0,0,1,64,0.0,0,74,0,16,91.9,68,4.1,3,128.6,19,4,95.9,71,202,119,7.4,12.6,2.97
Jalen McMillan,131905,WR,WASHINGTON,2,8.7,1,84.2,0.0,0,1,0,5.9,1,9,340,1,70.9,29.6,76.6,,74.9,0.0,0,0,38,0.0,0,64,0,16,93.8,60,89.1,57,152.1,19,3,6.3,4,209,126,7.9,13.1,3.48
Malik Nabers,146759,WR,LSU,2,9.8,7,57.9,0.0,0,2,0,0.0,0,9,211,0,82.2,68.5,76.5,,75.9,0.0,0,1,30,0.0,0,74,0,11,95.9,71,25.7,19,79.7,19,1,74.3,55,154,96,8.7,14.0,2.17
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,2,11.4,9,77.8,50.0,1,2,0,6.7,1,7,174,1,69.9,23.5,63.2,,62.9,0.0,0,1,30,0.0,0,87,1,14,96.6,84,8.0,7,115.3,18,2,92.0,80,150,42,3.0,10.7,1.79
Daniel Jackson,129654,WR,MINNESOTA,2,13.0,0,61.1,0.0,0,1,0,15.4,2,7,225,0,49.5,69.4,64.7,,64.7,0.0,0,1,22,0.0,0,66,0,11,95.5,63,30.3,20,73.8,18,1,69.7,46,110,38,3.5,10.0,1.75
Colbie Young,162739,WR,MIAMI FL,3,8.1,4,83.3,66.7,2,3,0,11.8,2,8,220,1,45.6,23.5,66.9,,67.6,1.4,1,0,44,0.0,0,71,0,15,94.4,67,2.8,2,151.9,18,2,95.8,68,208,125,8.3,13.9,3.1
Luther Burden III,157170,WR,MISSOURI,2,9.3,7,83.3,75.0,3,4,0,6.3,1,7,229,0,70.9,74.6,86.2,,87.7,0.0,0,0,44,0.0,0,48,1,15,89.6,43,87.5,42,133.8,18,1,12.5,6,210,126,8.4,14.0,4.88
Jamaal Bell,128222,WR,NEVADA,2,5.3,2,88.9,0.0,0,1,0,0.0,0,6,239,0,84.2,72.0,70.9,,70.4,0.0,0,0,77,0.0,0,75,0,16,98.7,74,96.0,72,128.7,18,1,2.7,2,188,102,6.4,11.8,2.54
Kobe Paysour,143974,WR,N CAROLINA,2,8.1,1,83.3,,0,0,0,11.8,2,6,245,0,57.3,69.2,65.7,,66.7,0.0,0,1,34,0.0,0,58,1,15,96.6,56,98.3,57,94.2,18,1,1.7,1,139,61,4.1,9.3,2.48
Troy Franklin,146567,WR,OREGON,2,12.3,3,72.2,0.0,0,1,0,7.1,1,8,264,0,67.5,68.7,78.8,,76.0,3.2,2,0,72,0.0,0,63,0,13,96.8,61,11.1,7,150.2,18,3,85.7,54,209,102,7.8,16.1,3.43
Benjamin Yurosek,131786,TE,STANFORD,2,10.8,2,72.2,66.7,2,3,0,0.0,0,7,300,0,82.7,71.8,76.0,59.7,80.2,43.7,31,0,32,9.9,7,71,0,13,87.3,62,53.5,38,125.2,18,1,2.8,2,192,47,3.6,14.8,3.1
Marvin Harrison Jr.,145056,WR,OHIO STATE,2,15.6,0,50.0,20.0,1,5,0,10.0,1,4,260,0,62.9,67.9,67.5,,67.7,1.6,1,0,71,0.0,0,61,1,9,95.1,58,8.2,5,122.0,18,2,90.2,55,178,59,6.6,19.8,3.07
Caullin Lacy,121426,WR,S ALABAMA,2,4.7,8,83.3,,0,0,0,0.0,0,7,288,0,83.8,71.5,71.4,,72.1,0.0,0,0,84,0.0,0,64,1,15,93.8,60,65.6,42,131.3,18,1,34.4,22,199,210,14.0,13.3,3.32
