player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brayden Schager,146078,QB,HAWAII,3,75.0,120,128,11.4,2.94,2,7,5.2,62.5,80,0,59,11.1,151,10,43,180,74.3,77.3,80.3,47.8,2,5,158,0,23.7,95.6,9.3,14,9,0,4,10,2,1.3,973,7.6
Seth Henigan,144267,QB,MEMPHIS,3,80.0,95,100,6.7,2.45,2,2,2.0,71.0,71,0,29,6.6,111,5,37,218,74.6,83.4,82.7,64.8,0,3,113,0,17.2,98.4,4.5,5,6,0,3,5,2,1.8,791,7.9
Taulia Tagovailoa,97271,QB,MARYLAND,3,80.0,95,100,9.4,2.75,0,5,4.5,67.0,67,0,29,11.8,106,9,39,215,72.4,87.6,85.0,70.4,0,2,116,0,6.9,103.3,1.9,2,4,0,5,5,2,1.7,889,8.9
AJ Swann,157186,QB,VANDERBILT,3,69.1,94,98,11.4,2.51,0,10,9.6,61.2,60,0,28,7.7,105,5,37,333,73.6,74.6,71.0,79.6,2,3,111,2,21.4,100.1,5.7,6,1,0,2,8,5,4.5,766,7.8
Hank Bachmeier,101284,QB,LA TECH,3,75.6,90,98,6.7,2.63,0,6,5.8,67.3,66,0,40,2.9,118,2,34,208,73.6,73.0,73.3,59.1,5,2,123,1,22.5,89.4,7.6,9,9,0,3,3,2,1.6,693,7.1
E.J. Warner,156185,QB,TEMPLE,2,59.3,91,97,9.2,2.22,4,2,1.8,50.5,49,0,28,9.3,100,5,28,306,55.3,51.2,54.9,43.4,1,2,112,2,3.6,68.6,1.0,1,2,0,1,3,4,3.6,529,5.5
Chevan Cordeiro,75886,QB,S JOSE ST,3,69.8,86,92,8.2,2.74,1,7,7.0,58.7,54,0,25,10.0,108,6,34,285,28.0,65.6,66.1,58.0,1,0,116,0,16.0,94.2,3.7,4,12,1,3,5,4,3.4,555,6.0
Shedeur Sanders,131396,QB,COLORADO,2,83.0,88,90,10.4,2.99,0,6,6.3,76.7,69,0,40,5.5,105,4,39,143,72.7,91.3,91.8,53.5,0,0,111,2,27.5,130.0,10.5,11,4,0,2,6,2,1.8,903,10.0
Jalen Mayden,83520,QB,S DIEGO ST,3,66.3,80,84,8.2,2.87,0,2,2.3,59.5,50,0,39,5.7,97,3,29,284,58.7,58.9,50.0,73.5,0,3,102,0,15.4,71.0,6.2,6,7,0,4,3,6,5.9,450,5.4
Tyler Shough,83537,QB,TEXAS TECH,2,73.8,80,84,10.0,2.92,2,6,6.6,65.5,55,0,30,6.8,102,4,35,315,46.0,69.0,58.6,77.3,1,4,111,0,23.3,91.4,6.9,7,11,0,1,6,7,6.3,620,7.4
Jacob Zeno,98014,QB,UAB,2,91.4,81,84,4.2,2.35,0,3,3.5,84.5,71,0,18,4.1,91,3,38,321,32.6,73.0,75.3,53.6,2,1,92,0,5.6,115.0,1.1,1,6,0,1,5,5,5.4,675,8.0
Preston Stone,124716,QB,SMU,2,65.8,76,84,9.7,2.73,0,5,5.6,57.1,48,0,27,4.0,89,2,26,287,72.4,68.8,69.5,54.3,0,1,94,0,7.4,85.2,2.2,2,3,1,7,4,3,3.2,495,5.9
Mikey Keene,70961,QB,FRESNO ST,2,70.9,79,83,10.3,2.69,0,3,3.4,65.1,54,0,29,3.6,89,2,31,169,72.7,77.0,78.1,52.8,1,2,94,0,17.2,100.6,5.6,5,1,0,3,6,3,3.2,603,7.3
Davis Brin,77642,QB,GA SOUTHRN,2,82.5,80,83,7.3,2.53,0,5,5.8,78.3,65,0,19,1.5,88,1,32,174,73.0,90.2,90.0,65.8,1,2,91,0,10.5,100.9,2.3,2,3,0,2,4,2,2.2,561,6.8
Austin Reed,111760,QB,W KENTUCKY,2,77.2,79,83,7.7,2.51,1,4,4.6,67.5,56,0,14,8.2,88,5,27,346,48.6,72.0,69.2,68.6,1,0,92,0,0.0,111.9,0.0,0,3,0,2,6,1,1.1,587,7.1
Cameron Ward,133244,QB,WASH STATE,2,77.6,76,82,6.6,2.67,1,3,3.6,70.7,58,0,33,1.7,99,1,35,341,27.2,74.2,71.9,67.6,1,0,100,1,21.2,114.9,7.1,7,10,0,4,5,3,3.0,660,8.0
Cade Klubnik,156253,QB,CLEMSON,2,80.3,76,81,5.4,2.39,1,1,1.2,67.9,55,0,27,9.8,87,6,34,140,28.0,65.1,68.2,51.8,2,2,89,1,7.4,95.9,2.3,2,3,0,2,5,3,3.4,524,6.5
Conner Weigman,158683,QB,TEXAS A&M,2,76.8,69,78,10.3,2.52,1,3,3.5,62.8,49,0,42,7.5,85,4,30,312,72.2,90.4,88.1,74.3,2,2,93,0,4.8,104.2,2.4,2,5,2,4,7,3,3.2,572,7.3
Michael Penix Jr.,82134,QB,WASHINGTON,2,83.6,73,78,11.0,2.61,0,5,6.2,73.1,57,0,9,6.6,82,4,40,340,49.4,90.8,90.7,57.7,0,1,85,0,11.1,137.4,1.2,1,3,0,5,8,2,2.4,853,10.9
Donovan Smith,73929,QB,HOUSTON,2,73.6,72,76,8.4,2.79,0,3,3.8,60.5,46,0,28,13.2,89,7,29,182,59.2,70.4,63.8,72.1,0,1,94,0,21.4,91.6,6.7,6,7,0,4,4,2,2.1,493,6.5
Tyler Van Dyke,122225,QB,MIAMI FL,3,85.9,71,75,8.4,2.35,2,8,9.9,76.0,57,0,15,6.6,77,4,35,220,49.5,92.7,92.2,67.4,1,1,83,2,13.3,141.0,2.6,2,0,0,1,8,2,2.4,821,10.9
